block,threshold,population,observations,share_of_opportunities,mean_sweep_p,realised_sweep_rate_500ms,p_next_move_follows_sweep,markout_500ms_observed,markout_500ms_mean_ticks,markout_500ms_median_ticks,markout_500ms_mean_bps,markout_500ms_frac_favourable
992887,0.9,score_at_or_above,383,0.01063888889,0.971162368,0.9660574413,0.9895561358,383,56.84464752,43,0.8221397269,0.9738903394
992888,,all,36000,,0.072705881,0.06075,0.5,36000,0,0,0,0.05794444444
992888,0.3,score_at_or_above,1387,0.03852777778,0.5522792265,0.4722422495,0.878700361,1387,18.51261716,0,0.2671041944,0.4628695025
992888,0.5,score_at_or_above,579,0.01608333333,0.7984312051,0.7392055268,0.9446366782,579,34.42487047,25,0.4967147685,0.7322970639
992888,0.7,score_at_or_above,360,0.01,0.9325858327,0.9305555556,0.9888579387,360,47.73611111,37,0.6888186064,0.9277777778
992888,0.9,score_at_or_above,281,0.007805555556,0.9725086476,0.9715302491,1,281,51.9519573,40,0.7496940209,0.9786476868
992889,,all,36000,,0.0600456542,0.05152777778,0.5,36000,0,0,0,0.04841666667
992889,0.3,score_at_or_above,1246,0.03461111111,0.552570097,0.4686998395,0.8405797101,1246,18.84630819,0,0.2716928662,0.4478330658
992889,0.5,score_at_or_above,524,0.01455555556,0.7925852529,0.7213740458,0.8969465649,524,33.96851145,22,0.4896734854,0.7118320611
992889,0.7,score_at_or_above,313,0.008694444444,0.9318079715,0.9073482428,0.9424920128,313,48.75878594,33,0.7028699588,0.910543131
992889,0.9,score_at_or_above,241,0.006694444444,0.9746361083,0.9502074689,0.9834024896,241,55.98340249,39,0.8069628346,0.9668049793
992890,,all,36000,,0.07238774054,0.05913888889,0.5,36000,0,0,0,0.05613888889
992890,0.3,score_at_or_above,1348,0.03744444444,0.5235526221,0.4510385757,0.8189269747,1348,19.47663205,0,0.2800877656,0.4451038576
992890,0.5,score_at_or_above,483,0.01341666667,0.79461364,0.7308488613,0.9208333333,483,36.66873706,26,0.5273181055,0.734989648
992890,0.7,score_at_or_above,284,0.007888888889,0.9519244908,0.9507042254,0.9787985866,284,52.3221831,42,0.7524383086,0.9507042254
992890,0.9,score_at_or_above,246,0.006833333333,0.974605834,0.9756097561,0.987804878,246,54.48577236,44,0.7835448631,0.9715447154
992891,,all,36000,,0.07572758741,0.06197222222,0.5,36000,0,0,0,0.05813888889
992891,0.3,score_at_or_above,1557,0.04325,0.5262220252,0.4515093128,0.8406735751,1557,18.00867052,0,0.2592084393,0.4367373154
992891,0.5,score_at_or_above,523,0.01452777778,0.8267267838,0.7896749522,0.9117082534,523,36.70076482,29,0.528296563,0.776290631
992891,0.7,score_at_or_above,354,0.009833333333,0.9495739914,0.9604519774,0.9830508475,354,46.58474576,36,0.6705893503,0.9406779661
992891,0.9,score_at_or_above,308,0.008555555556,0.9713200784,0.9837662338,0.9902597403,308,50.73701299,39,0.7303418078,0.9642857143
992892,,all,35956,,0.09563536195,0.08754798865,0.5,35946,0,0,0,0.08337506259
992892,0.3,score_at_or_above,2395,0.06660918901,0.5164895559,0.4492693111,0.8266499582,2395,20.1611691,0,0.2901920173,0.4354906054
992892,0.5,score_at_or_above,802,0.02230503949,0.7937073595,0.7331670823,0.9251870324,802,37.67269327,28,0.542291786,0.7294264339
992892,0.7,score_at_or_above,478,0.01329402603,0.9432965962,0.9351464435,0.9769874477,478,51.66631799,40,0.7436818369,0.9351464435
992892,0.9,score_at_or_above,400,0.01112470798,0.9723787804,0.97,0.9875,400,56.5775,44,0.8144287604,0.97
992893,,all,36000,,0.08951358704,0.08252777778,0.5,36000,0,0,0,0.07758333333
992893,0.3,score_at_or_above,2028,0.05633333333,0.5407645161,0.4930966469,0.7869822485,2028,19.82519724,0,0.2842168544,0.4728796844
992893,0.5,score_at_or_above,794,0.02205555556,0.7978978956,0.7544080605,0.8853904282,794,35.4313602,28,0.5078781459,0.7304785894
992893,0.7,score_at_or_above,496,0.01377777778,0.9308642807,0.9233870968,0.9616935484,496,47.98387097,38,0.687820466,0.8991935484
992893,0.9,score_at_or_above,389,0.01080555556,0.9682160575,0.969151671,0.9845758355,389,52.12210797,42,0.7471208496,0.9485861183
992894,,all,36000,,0.09196387159,0.08413888889,0.5,36000,0,0,0,0.0785
992894,0.3,score_at_or_above,2241,0.06225,0.5395206342,0.5185185185,0.8403587444,2241,23.15818831,0,0.3318437451,0.4948683623
992894,0.5,score_at_or_above,901,0.02502777778,0.782279358,0.7902330744,0.9177777778,901,39.4800222,30,0.5657037751,0.7658157603
992894,0.7,score_at_or_above,529,0.01469444444,0.9290252113,0.9357277883,0.9716446125,529,53.3563327,42,0.7645707679,0.9243856333
992894,0.9,score_at_or_above,408,0.01133333333,0.9703265242,0.9730392157,0.9926470588,408,58.98161765,45,0.8451704538,0.9730392157
992895,,all,36000,,0.09199653888,0.09166666667,0.5,36000,0,0,0,0.08872222222
992895,0.3,score_at_or_above,2265,0.06291666667,0.5324289979,0.5068432671,0.8490066225,2265,20.58543046,1,0.2956863829,0.5099337748
992895,0.5,score_at_or_above,860,0.02388888889,0.783740969,0.7430232558,0.9406976744,860,36.48546512,27,0.5241381722,0.7627906977
992895,0.7,score_at_or_above,491,0.01363888889,0.9394928578,0.9124236253,0.9898167006,491,49.20264766,38,0.706794258,0.9511201629
992895,0.9,score_at_or_above,407,0.01130555556,0.9704676923,0.9508599509,1,407,54.2960688,43,0.7799945969,0.9901719902
992896,,all,36000,,0.3815107007,0.3917777778,0.5,36000,0,0,0,0.3033333333
992896,0.3,score_at_or_above,19770,0.5491666667,0.5930223843,0.6026302479,0.5927931575,19770,8.74522003,0,0.1234139031,0.4554375316
992896,0.5,score_at_or_above,11673,0.32425,0.7258074126,0.7349438876,0.6694080356,11673,17.769468,7.5,0.2504309021,0.5430480596
992896,0.7,score_at_or_above,5323,0.1478611111,0.8890367711,0.8942325756,0.7661093368,5323,33.19575427,29,0.4677364549,0.6377982341
992896,0.9,score_at_or_above,3147,0.08741666667,0.9591154606,0.9640927868,0.8576421989,3147,48.71067684,43,0.6863245856,0.7009850651
992897,,all,36000,,0.3159882581,0.3031111111,0.5,36000,0,0,0,0.2626111111
992897,0.3,score_at_or_above,15186,0.4218333333,0.5589037218,0.5206769393,0.6658764652,15186,13.52324509,0,0.1891973602,0.4465955485
992897,0.5,score_at_or_above,8076,0.2243333333,0.7056605927,0.6687716691,0.7524764735,8076,23.64617385,10,0.3308163994,0.5667409609
992897,0.7,score_at_or_above,3254,0.09038888889,0.8800527609,0.8696988322,0.8601720959,3254,39.54870928,31,0.5532171841,0.7215734481
992897,0.9,score_at_or_above,1727,0.04797222222,0.9619910761,0.9808917197,0.9496236248,1727,59.29096699,49,0.8293489208,0.8268674001
992898,,all,36000,,0.2356985084,0.2282222222,0.5,36000,0,0,0,0.2055277778
992898,0.3,score_at_or_above,9764,0.2712222222,0.5354923086,0.5108562065,0.7175337976,9764,17.94085416,0,0.2498696799,0.4534002458
992898,0.5,score_at_or_above,4378,0.1216111111,0.7158357879,0.687300137,0.783919598,4378,29.02546825,15,0.4042733774,0.6043855642
992898,0.7,score_at_or_above,1876,0.05211111111,0.8937024668,0.8752665245,0.8507462687,1876,42.82942431,35,0.5964830701,0.7510660981
992898,0.9,score_at_or_above,1131,0.03141666667,0.9639929398,0.9743589744,0.9328028294,1131,59.27674624,48,0.8256097083,0.8638373121
992899,,all,36000,,0.1773205915,0.1780555556,0.5,36000,0,0,0,0.1643888889
992899,0.3,score_at_or_above,6236,0.1732222222,0.5205556157,0.499198204,0.7536882617,6236,19.08619307,0,0.2655678459,0.4634381013
992899,0.5,score_at_or_above,2421,0.06725,0.7390025255,0.7294506402,0.8533663775,2421,31.81082197,20,0.4426126847,0.6728624535
992899,0.7,score_at_or_above,1168,0.03244444444,0.9108839082,0.9212328767,0.9460616438,1168,48.33861301,40,0.6726135359,0.8587328767
992899,0.9,score_at_or_above,794,0.02205555556,0.9666555134,0.9798488665,0.9899244332,794,55.81549118,45,0.7766485331,0.9294710327
992900,,all,36000,,0.2470654338,0.2385555556,0.5,36000,0,0,0,0.2074722222
992900,0.3,score_at_or_above,10661,0.2961388889,0.5496708584,0.5065190883,0.6612888097,10661,14.86159835,0,0.2061767451,0.4326986211
992900,0.5,score_at_or_above,5180,0.1438888889,0.7209753217,0.6801158301,0.7361003861,5180,25.7257722,14,0.3567346855,0.5666023166
992900,0.7,score_at_or_above,2275,0.06319444444,0.8928156896,0.8707692308,0.8523076923,2275,42.43648352,38,0.5885563378,0.7243956044
992900,0.9,score_at_or_above,1352,0.03755555556,0.9638766579,0.9718934911,0.9408284024,1352,60.23002959,50,0.835332381,0.8335798817
992901,,all,35950,,0.1643986874,0.140261547,0.5,35940,0,0,0,0.1298831386
992901,0.3,score_at_or_above,5698,0.1584979138,0.5208682436,0.4573534574,0.7695278217,5698,16.66777817,0,0.2319441293,0.4254124254
992901,0.5,score_at_or_above,2301,0.06400556328,0.7235250919,0.6757931334,0.8578878748,2301,29.58452847,20,0.4116815648,0.6288570187
992901,0.7,score_at_or_above,1019,0.0283449235,0.9033208216,0.897939156,0.9391560353,1019,47.25073602,39,0.6575035019,0.8380765456
992901,0.9,score_at_or_above,665,0.01849791377,0.9661661446,0.9744360902,0.9804511278,665,55.43007519,47,0.7713082651,0.9172932331
992902,,all,36000,,0.1453582958,0.12775,0.5,36000,0,0,0,0.1200555556
992902,0.3,score_at_or_above,4293,0.11925,0.5241898637,0.4544607501,0.7810389005,4293,21.15816445,0,0.2940946409,0.4379221989
992902,0.5,score_at_or_above,1640,0.04555555556,0.7581718499,0.706097561,0.8835365854,1640,38.61310976,24,0.5367487416,0.6768292683
992902,0.7,score_at_or_above,867,0.02408333333,0.9199523855,0.9008073818,0.9480968858,867,55.43137255,43,0.7705399273,0.8673587082
992902,0.9,score_at_or_above,627,0.01741666667,0.9678512423,0.9681020734,0.9824561404,627,63.24720893,52,0.8791756968,0.9441786284
992903,,all,36000,,0.2179193055,0.2106666667,0.5,36000,0,0,0,0.1902222222
992903,0.3,score_at_or_above,8718,0.2421666667,0.5270070444,0.4879559532,0.7336545079,8718,18.15657261,0,0.2518407241,0.4404679972
992903,0.5,score_at_or_above,3601,0.1000277778,0.7272814144,0.6906414885,0.8264371008,3601,30.51457928,20,0.4232605929,0.6245487365
992903,0.7,score_at_or_above,1625,0.04513888889,0.9064927102,0.8996923077,0.9255384615,1625,48.66707692,41,0.6750894892,0.8196923077
992903,0.9,score_at_or_above,1070,0.02972222222,0.9663399465,0.9785046729,0.9813084112,1070,59.16074766,51,0.820587957,0.8962616822
992904,,all,36000,,0.2137070078,0.2096666667,0.5,36000,0,0,0,0.1893888889
992904,0.3,score_at_or_above,8410,0.2336111111,0.5297065324,0.4847800238,0.7108204518,8410,18.0696195,0,0.251772943,0.4385255648
992904,0.5,score_at_or_above,3542,0.09838888889,0.7266054042,0.6725014116,0.7891022021,3542,30.31493506,19.75,0.4224448321,0.6058723885
992904,0.7,score_at_or_above,1585,0.04402777778,0.9063521793,0.8845425868,0.9059936909,1585,48.87192429,41,0.6810477167,0.8107255521
992904,0.9,score_at_or_above,1036,0.02877777778,0.9649520369,0.9604247104,0.9613899614,1036,57.46862934,50.75,0.8008528304,0.8909266409
992905,,all,36000,,0.1999144411,0.1909722222,0.5,36000,0,0,0,0.17675
992905,0.3,score_at_or_above,7564,0.2101111111,0.5194989604,0.4816234796,0.7654680063,7564,19.1887229,0,0.2674584874,0.4516129032
992905,0.5,score_at_or_above,2918,0.08105555556,0.7354931686,0.7186429061,0.8660041124,2918,34.81339959,23,0.4852763949,0.6703221385
992905,0.7,score_at_or_above,1376,0.03822222222,0.909241575,0.9127906977,0.9498546512,1376,51.84702035,42,0.7227438017,0.855377907
992905,0.9,score_at_or_above,934,0.02594444444,0.9658506687,0.9753747323,0.982869379,934,60.3137045,49,0.840734637,0.9250535332
992906,,all,36000,,0.1700382293,0.1437222222,0.5,36000,0,0,0,0.1324722222
992906,0.3,score_at_or_above,6065,0.1684722222,0.5141311193,0.4591920857,0.7686727123,6065,15.78582028,0,0.2193985598,0.4227535037
992906,0.5,score_at_or_above,2309,0.06413888889,0.7260865406,0.6734517107,0.8479861412,2309,29.20311823,15,0.4059157407,0.6175833694
992906,0.7,score_at_or_above,1056,0.02933333333,0.8991542626,0.8816287879,0.9166666667,1056,44.61837121,36,0.6201815891,0.8058712121
992906,0.9,score_at_or_above,647,0.01797222222,0.966516591,0.9690880989,0.9675425039,647,53.49768161,42,0.7435746906,0.8933539413
992907,,all,36000,,0.3675015089,0.36625,0.5,36000,0,0,0,0.3028888889
992907,0.3,score_at_or_above,18677,0.5188055556,0.5688783087,0.5410397815,0.6007388767,18677,11.1589388,0,0.1559335534,0.4385072549
992907,0.5,score_at_or_above,10222,0.2839444444,0.7116331344,0.6793191156,0.6799060849,10222,20.16836236,9,0.2818913215,0.5368812365
992907,0.7,score_at_or_above,4455,0.12375,0.8740113714,0.8561167228,0.7786756453,4455,32.53378227,29,0.4546502579,0.6505050505
992907,0.9,score_at_or_above,2168,0.06022222222,0.9583853513,0.9737084871,0.8565498155,2168,41.33118081,39,0.5776567272,0.7237084871
992908,,all,36000,,0.2636373577,0.2734444444,0.5,36000,0,0,0,0.2463888889
992908,0.3,score_at_or_above,11582,0.3217222222,0.5389261438,0.5145916077,0.7022103264,11582,18.80003454,0,0.2623039403,0.4647729235
992908,0.5,score_at_or_above,5228,0.1452222222,0.7230817163,0.6935730681,0.8163733741,5228,30.57364193,20,0.4265772599,0.6247130834
992908,0.7,score_at_or_above,2326,0.06461111111,0.8976743984,0.8929492691,0.920894239,2326,46.26698194,40,0.6454617948,0.8026655202
992908,0.9,score_at_or_above,1444,0.04011111111,0.9640899914,0.9750692521,0.9750692521,1444,55.85595568,50,0.7791804338,0.8829639889
992909,,all,36000,,0.2089896069,0.20825,0.5,36000,0,0,0,0.1890277778
992909,0.3,score_at_or_above,7662,0.2128333333,0.5423318133,0.5134429653,0.7597233098,7662,22.37287914,0,0.3127023642,0.4673714435
992909,0.5,score_at_or_above,3437,0.09547222222,0.735993753,0.7093395403,0.8524876346,3437,32.83284841,23,0.4589534099,0.6412569101
992909,0.7,score_at_or_above,1629,0.04525,0.9048466287,0.9134438306,0.942295887,1629,48.04266421,40,0.6715652351,0.8207489257
992909,0.9,score_at_or_above,1075,0.02986111111,0.966801028,0.9851162791,0.9823255814,1075,59.31162791,51,0.8290649672,0.8846511628
992910,,all,36000,,0.3411216509,0.3405833333,0.5,36000,0,0,0,0.2893888889
992910,0.3,score_at_or_above,16556,0.4598888889,0.5582867666,0.545059193,0.6449021503,16556,14.71448417,0,0.203935452,0.4543367963
992910,0.5,score_at_or_above,8465,0.2351388889,0.7176686697,0.7093916125,0.7388068517,8465,24.87436503,17,0.3446933996,0.5828706438
992910,0.7,score_at_or_above,3729,0.1035833333,0.882947279,0.8873692679,0.8522392062,3729,42.90466613,38,0.5944274626,0.7280772325
992910,0.9,score_at_or_above,2076,0.05766666667,0.9612853754,0.978805395,0.9373795761,2076,57.80900771,48.5,0.8008249692,0.8111753372
992911,,all,36000,,0.3069154821,0.3072777778,0.5,36000,0,0,0,0.2681944444
992911,0.3,score_at_or_above,14398,0.3999444444,0.545727902,0.5316016113,0.6688428948,14398,15.63140714,0,0.2160349185,0.4584664537
992911,0.5,score_at_or_above,6946,0.1929444444,0.7112056833,0.709473078,0.7706593723,6946,27.22638929,18,0.3762096779,0.6035128131
992911,0.7,score_at_or_above,2861,0.07947222222,0.8934297542,0.9010835372,0.8857042992,2861,42.93498777,37,0.5931902618,0.7605732261
992911,0.9,score_at_or_above,1732,0.04811111111,0.9640025671,0.9826789838,0.9543879908,1732,53.93418014,44,0.7451026233,0.8267898383
992912,,all,36000,,0.1883377309,0.1635555556,0.5,36000,0,0,0,0.1508611111
992912,0.3,score_at_or_above,6659,0.1849722222,0.5242255565,0.4763478,0.7630274816,6659,20.77811984,0,0.2871765565,0.4472142964
992912,0.5,score_at_or_above,2757,0.07658333333,0.7234838331,0.7018498368,0.8668842945,2757,33.97624229,22,0.4696006877,0.6630395357
992912,0.7,score_at_or_above,1201,0.03336111111,0.907799634,0.9000832639,0.9450457952,1201,49.34138218,39,0.6819779601,0.8509575354
992912,0.9,score_at_or_above,801,0.02225,0.9691981,0.975031211,0.9875156055,801,58.75905119,48,0.812147053,0.9388264669
992913,,all,36000,,0.2097132345,0.1975,0.5,36000,0,0,0,0.1808888889
992913,0.3,score_at_or_above,7783,0.2161944444,0.5382237475,0.5080303225,0.7396890659,7783,19.22985995,0,0.26507047,0.4675574971
992913,0.5,score_at_or_above,3415,0.09486111111,0.7342870692,0.713909224,0.8345534407,3415,31.47408492,21,0.4338060392,0.6530014641
992913,0.7,score_at_or_above,1637,0.04547222222,0.8994647828,0.8930971289,0.8998167379,1637,45.73732437,37,0.6304112364,0.8118509469
992913,0.9,score_at_or_above,1029,0.02858333333,0.9649830445,0.9747327502,0.9562682216,1029,54.23858115,45,0.7476404698,0.8911564626
992914,,all,36000,,0.1865763706,0.1651666667,0.5,36000,0,0,0,0.1538055556
992914,0.3,score_at_or_above,6474,0.1798333333,0.5318844356,0.4743589744,0.780506642,6474,20.8853877,0,0.2873437,0.4481000927
992914,0.5,score_at_or_above,2746,0.07627777778,0.7308483774,0.6802621996,0.8765477058,2746,32.92461763,20,0.4529534487,0.6518572469
992914,0.7,score_at_or_above,1243,0.03452777778,0.9110646997,0.8994368463,0.9549477072,1243,50.88053097,41,0.6999929132,0.8640386163
992914,0.9,score_at_or_above,849,0.02358333333,0.9695684539,0.9787985866,0.9870435807,849,60.6590106,51,0.8345670745,0.9446407538
992915,,all,36000,,0.1564455793,0.1339444444,0.5,36000,0,0,0,0.1235
992915,0.3,score_at_or_above,4812,0.1336666667,0.5223467092,0.4536575229,0.7838736492,4812,20.4276808,0,0.2807080674,0.4270573566
992915,0.5,score_at_or_above,1847,0.05130555556,0.7478481366,0.7081754196,0.8727666486,1847,34.74336762,27,0.4774152095,0.6702761234
992915,0.7,score_at_or_above,927,0.02575,0.9142654738,0.9050701187,0.9460625674,927,50.20550162,43,0.6898738875,0.8651564186
992915,0.9,score_at_or_above,654,0.01816666667,0.9680217065,0.9740061162,0.9801223242,654,58.24082569,49.5,0.8002938087,0.9388379205
992916,,all,36000,,0.1622230873,0.14075,0.5,36000,0,0,0,0.1286388889
992916,0.3,score_at_or_above,5216,0.1448888889,0.5254774242,0.4708588957,0.7166411043,5216,18.74645322,0,0.258266891,0.4325153374
992916,0.5,score_at_or_above,2107,0.05852777778,0.7374472959,0.7109634551,0.8253440911,2107,32.38419554,22,0.4461525157,0.6544850498
992916,0.7,score_at_or_above,1004,0.02788888889,0.9075328649,0.9123505976,0.9292828685,1004,45.437749,39,0.6259702209,0.8476095618
992916,0.9,score_at_or_above,661,0.01836111111,0.9676986882,0.9697428139,0.9773071104,661,52.40166415,46,0.7218868233,0.9107413011
992917,,all,36000,,0.1366585267,0.1135,0.5,36000,0,0,0,0.1075277778
992917,0.3,score_at_or_above,3888,0.108,0.5363773491,0.4768518519,0.7775205761,3888,20.2033179,0,0.2787597553,0.4588477366
992917,0.5,score_at_or_above,1660,0.04611111111,0.7442718173,0.7078313253,0.8734939759,1660,33.56174699,21,0.4630925129,0.6825301205
992917,0.7,score_at_or_above,815,0.02263888889,0.9170911784,0.9079754601,0.9447852761,815,50.95460123,42,0.7030966106,0.8773006135
992917,0.9,score_at_or_above,583,0.01619444444,0.9694414654,0.9691252144,0.9897084048,583,60.19296741,48,0.8305837612,0.9554030875
992918,,all,36000,,0.1229606194,0.1015555556,0.5,36000,0,0,0,0.09566666667
992918,0.3,score_at_or_above,3565,0.09902777778,0.5231177408,0.4409537167,0.8173400673,3565,19.43323983,0,0.2682981192,0.4263674614
992918,0.5,score_at_or_above,1392,0.03866666667,0.7392005069,0.6645114943,0.8936781609,1392,32.37607759,19,0.4469646783,0.6522988506
992918,0.7,score_at_or_above,663,0.01841666667,0.9147019029,0.9140271493,0.9698340875,663,47.66138763,38,0.6579265113,0.8989441931
992918,0.9,score_at_or_above,462,0.01283333333,0.969375989,0.9805194805,0.9935064935,462,54.06060606,44.5,0.7462430306,0.9567099567
992919,,all,36000,,0.1240573419,0.1057777778,0.5,36000,0,0,0,0.09936111111
992919,0.3,score_at_or_above,3501,0.09725,0.5296249915,0.4430162811,0.7969151671,3501,18.93259069,0,0.2606705659,0.4270208512
992919,0.5,score_at_or_above,1392,0.03866666667,0.7510906624,0.6724137931,0.8548850575,1392,32.89116379,20,0.4528511066,0.6522988506
992919,0.7,score_at_or_above,717,0.01991666667,0.913511596,0.8828451883,0.9386331939,717,48.83054393,39,0.6722816816,0.8688981869
992919,0.9,score_at_or_above,492,0.01366666667,0.9690172733,0.9552845528,0.987804878,492,58.34857724,46,0.8033406121,0.9532520325
992920,,all,31396,,0.09460650887,0.07110997834,0.5,31388,0,0,0,0.06700012744
992920,0.3,score_at_or_above,1828,0.05822397758,0.5469964055,0.4556892779,0.8369923161,1828,21.34463895,0,0.2936918282,0.4469365427
992920,0.5,score_at_or_above,778,0.02478022678,0.7703932275,0.7030848329,0.8907455013,778,37.58354756,25,0.5171368607,0.6992287918
992920,0.7,score_at_or_above,427,0.01360045866,0.9256579114,0.9039812646,0.9718969555,427,52.12177986,42,0.7171991398,0.9086651054
992920,0.9,score_at_or_above,313,0.009969422856,0.9725791796,0.9584664537,0.9936102236,313,58.42172524,50,0.8039015554,0.9680511182
