block,threshold,population,observations,share_of_opportunities,mean_sweep_p,realised_sweep_rate_500ms,p_next_move_follows_sweep,markout_500ms_observed,markout_500ms_mean_ticks,markout_500ms_median_ticks,markout_500ms_mean_bps,markout_500ms_frac_favourable
992844,,all,36000,,0.03019087838,0.02891666667,0.5,36000,0,0,0,0.02683333333
992844,0.3,score_at_or_above,388,0.01077777778,0.6003628179,0.5695876289,0.9272727273,388,20.67139175,8,0.3219329091,0.5618556701
992844,0.5,score_at_or_above,173,0.004805555556,0.8814006343,0.901734104,0.9942196532,173,39.16473988,32,0.6099732695,0.9075144509
992844,0.7,score_at_or_above,149,0.004138888889,0.9303159456,0.9530201342,0.9932885906,149,43.69463087,38,0.68053483,0.9798657718
992844,0.9,score_at_or_above,121,0.003361111111,0.9536273948,0.9752066116,1,121,46.59090909,39,0.725622643,0.9917355372
992845,,all,36000,,0.02690666138,0.03197222222,0.5,36000,0,0,0,0.03
992845,0.3,score_at_or_above,376,0.01044444444,0.6588692288,0.664893617,0.9513513514,376,23.09574468,15,0.3593532405,0.6861702128
992845,0.5,score_at_or_above,225,0.00625,0.8465672309,0.8577777778,0.9866071429,225,33.4,25,0.5196857833,0.8977777778
992845,0.7,score_at_or_above,180,0.005,0.9119697643,0.9222222222,0.9944444444,180,37.52777778,28,0.5839244421,0.9722222222
992845,0.9,score_at_or_above,129,0.003583333333,0.951658074,0.9379844961,1,129,41.19379845,29,0.6409736562,0.992248062
992846,,all,36000,,0.02518293058,0.03011111111,0.5,36000,0,0,0,0.02747222222
992846,0.3,score_at_or_above,346,0.009611111111,0.6178256771,0.5375722543,0.9476744186,346,19.57225434,4,0.3043852359,0.5462427746
992846,0.5,score_at_or_above,175,0.004861111111,0.8452112724,0.8342857143,0.9827586207,175,34.36571429,21,0.534450015,0.8628571429
992846,0.7,score_at_or_above,133,0.003694444444,0.9271246057,0.9398496241,0.9924242424,133,38.60902256,28,0.6004786753,0.962406015
992846,0.9,score_at_or_above,104,0.002888888889,0.9531302028,0.9615384615,1,104,39.51923077,30.25,0.6146340827,0.9807692308
992847,,all,36000,,0.01823020843,0.01605555556,0.5,36000,0,0,0,0.01530555556
992847,0.3,score_at_or_above,196,0.005444444444,0.6183587848,0.4846938776,0.9777777778,196,16.90561224,1,0.2627820845,0.5102040816
992847,0.5,score_at_or_above,105,0.002916666667,0.8325093807,0.8,0.9902912621,105,30.68095238,23,0.4769038454,0.8380952381
992847,0.7,score_at_or_above,77,0.002138888889,0.9274486257,0.9480519481,0.987012987,77,38.72077922,29,0.6018767227,0.987012987
992847,0.9,score_at_or_above,61,0.001694444444,0.9548313563,0.9836065574,1,61,40.40983607,32,0.6281679794,1
992848,,all,36000,,0.01589371852,0.01530555556,0.5,36000,0,0,0,0.01455555556
992848,0.3,score_at_or_above,152,0.004222222222,0.6851014804,0.6776315789,0.9626865672,152,27.65460526,15.5,0.4303492319,0.6973684211
992848,0.5,score_at_or_above,93,0.002583333333,0.8747408964,0.9139784946,1,93,41.72580645,29,0.649318293,0.9247311828
992848,0.7,score_at_or_above,79,0.002194444444,0.9266525917,0.9620253165,1,79,44.24683544,30,0.6885520506,0.9620253165
992848,0.9,score_at_or_above,65,0.001805555556,0.9533538151,1,1,65,48.66153846,35,0.7572546152,1
992849,,all,36000,,0.03445974178,0.0385,0.5,36000,0,0,0,0.03608333333
992849,0.3,score_at_or_above,522,0.0145,0.6069489909,0.5862068966,0.9042145594,522,20.28448276,6,0.3149346468,0.5938697318
992849,0.5,score_at_or_above,257,0.007138888889,0.8507333874,0.8560311284,0.9494163424,257,33.77431907,23,0.5243819866,0.8638132296
992849,0.7,score_at_or_above,199,0.005527777778,0.929175705,0.9497487437,0.9849246231,199,37.75376884,28,0.586162853,0.9648241206
992849,0.9,score_at_or_above,155,0.004305555556,0.9562732275,0.9677419355,0.9935483871,155,39.55806452,30,0.6141633191,0.9935483871
992850,,all,36000,,0.02334231866,0.02391666667,0.5,36000,0,0,0,0.02263888889
992850,0.3,score_at_or_above,307,0.008527777778,0.6128577712,0.5635179153,0.9573770492,307,15.77687296,8,0.2450207537,0.5700325733
992850,0.5,score_at_or_above,150,0.004166666667,0.8669828011,0.8666666667,0.9798657718,150,27.11,22,0.4210259931,0.8866666667
992850,0.7,score_at_or_above,119,0.003305555556,0.9400896015,0.9663865546,1,119,31.30672269,24,0.4861925558,0.9831932773
992850,0.9,score_at_or_above,103,0.002861111111,0.9607998619,0.9805825243,1,103,32.40291262,25,0.5032047184,1
992851,,all,36000,,0.01394098593,0.01072222222,0.5,36000,0,0,0,0.01038888889
992851,0.3,score_at_or_above,102,0.002833333333,0.6442662436,0.5784313725,1,102,17.40196078,5,0.2703940079,0.6176470588
992851,0.5,score_at_or_above,57,0.001583333333,0.8660633506,0.8421052632,1,57,25.66666667,17,0.3988209231,0.9122807018
992851,0.7,score_at_or_above,44,0.001222222222,0.9419384694,0.8863636364,1,44,27.77272727,21,0.4315346287,0.9772727273
992851,0.9,score_at_or_above,38,0.001055555556,0.9622203577,0.8947368421,1,38,31.21052632,23,0.4849514172,1
992852,,all,36000,,0.01338451487,0.01122222222,0.5,36000,0,0,0,0.01069444444
992852,0.3,score_at_or_above,139,0.003861111111,0.6749685281,0.6115107914,0.9837398374,139,23.32014388,12,0.362326175,0.618705036
992852,0.5,score_at_or_above,82,0.002277777778,0.8906849758,0.9024390244,0.987804878,82,36.17682927,27,0.5620822937,0.9268292683
992852,0.7,score_at_or_above,71,0.001972222222,0.9353052096,0.9577464789,1,71,39.72535211,32,0.6172153649,0.985915493
992852,0.9,score_at_or_above,57,0.001583333333,0.9602162023,0.9649122807,1,57,37.26315789,31,0.5789462359,1
992853,,all,36000,,0.0175030455,0.01752777778,0.5,36000,0,0,0,0.01702777778
992853,0.3,score_at_or_above,173,0.004805555556,0.6698620177,0.6242774566,0.993902439,173,25.03179191,13,0.3888299286,0.6531791908
992853,0.5,score_at_or_above,104,0.002888888889,0.8745953671,0.8653846154,1,104,36.30288462,27,0.5638932797,0.9326923077
992853,0.7,score_at_or_above,85,0.002361111111,0.9371650752,0.9176470588,1,85,41.28823529,29,0.6413336856,1
992853,0.9,score_at_or_above,70,0.001944444444,0.9614021242,0.9571428571,1,70,43.75714286,30,0.6796862667,1
992854,,all,36000,,0.0308065977,0.02930555556,0.5,36000,0,0,0,0.02872222222
992854,0.3,score_at_or_above,418,0.01161111111,0.5698937515,0.5598086124,0.9658536585,418,13.03588517,1.5,0.2021886942,0.5717703349
992854,0.5,score_at_or_above,181,0.005027777778,0.8271771236,0.8839779006,0.9722222222,181,24.96132597,14,0.3871510428,0.8950276243
992854,0.7,score_at_or_above,128,0.003555555556,0.930612615,0.953125,0.9921259843,128,32.1484375,21.5,0.4986241647,0.9765625
992854,0.9,score_at_or_above,102,0.002833333333,0.963081132,0.9803921569,1,102,32.71078431,21.5,0.5073397396,1
992855,,all,36000,,0.01947976388,0.01669444444,0.5,36000,0,0,0,0.01538888889
992855,0.3,score_at_or_above,188,0.005222222222,0.6850601115,0.6382978723,0.8852459016,188,22.93085106,13.5,0.3556882198,0.6595744681
992855,0.5,score_at_or_above,111,0.003083333333,0.8984090093,0.8648648649,0.9636363636,111,35.73873874,25,0.5543535955,0.9189189189
992855,0.7,score_at_or_above,100,0.002777777778,0.9315956482,0.91,0.9898989899,100,37.95,26,0.5886489612,0.97
992855,0.9,score_at_or_above,80,0.002222222222,0.9605587843,0.9375,1,80,39.49375,28,0.6125895286,1
992856,,all,36000,,0.01782278962,0.01619444444,0.5,36000,0,0,0,0.01475
992856,0.3,score_at_or_above,186,0.005166666667,0.6565789264,0.6451612903,0.967032967,186,24.61290323,14.5,0.3818101031,0.6559139785
992856,0.5,score_at_or_above,103,0.002861111111,0.8973746041,0.8932038835,1,103,36.77669903,27,0.5705004741,0.9417475728
992856,0.7,score_at_or_above,90,0.0025,0.9469893943,0.9333333333,1,90,40.51111111,29,0.6284324179,0.9888888889
992856,0.9,score_at_or_above,82,0.002277777778,0.956045357,0.9512195122,1,82,43.53658537,34.5,0.6753660315,1
992857,,all,36000,,0.09080368811,0.1064444444,0.5,36000,0,0,0,0.09822222222
992857,0.3,score_at_or_above,2739,0.07608333333,0.5491863185,0.5151515152,0.807748538,2739,20.84428624,0,0.3216537963,0.4895947426
992857,0.5,score_at_or_above,1186,0.03294444444,0.7653219668,0.7259696459,0.9037974684,1186,35.16610455,25,0.5426988659,0.7074198988
992857,0.7,score_at_or_above,668,0.01855555556,0.9067720631,0.9131736527,0.9670658683,668,48.08308383,39,0.7420073262,0.8982035928
992857,0.9,score_at_or_above,452,0.01255555556,0.9544698207,0.9646017699,0.9889380531,452,51.6449115,43,0.7970327712,0.9601769912
992858,,all,36000,,0.05746605926,0.05816666667,0.5,36000,0,0,0,0.05461111111
992858,0.3,score_at_or_above,1181,0.03280555556,0.5567052568,0.5283657917,0.8691588785,1181,22.44115157,1,0.3458485737,0.5156646909
992858,0.5,score_at_or_above,491,0.01363888889,0.812173692,0.8105906314,0.9348268839,491,48.10183299,31.5,0.7412770504,0.8065173116
992858,0.7,score_at_or_above,334,0.009277777778,0.9220356829,0.9670658683,0.9850299401,334,61.41167665,43,0.9463484356,0.9730538922
992858,0.9,score_at_or_above,253,0.007027777778,0.9562613827,0.9841897233,1,253,59.91106719,44,0.9232016596,0.9920948617
992859,,all,36000,,0.1647326477,0.2243055556,0.5,36000,0,0,0,0.2035555556
992859,0.3,score_at_or_above,6533,0.1814722222,0.5503852938,0.5600795959,0.7659574468,6533,22.42116945,3,0.3449761756,0.5193632328
992859,0.5,score_at_or_above,2936,0.08155555556,0.7487751289,0.7469346049,0.8654632153,2936,36.26311308,28,0.5579294468,0.7009536785
992859,0.7,score_at_or_above,1555,0.04319444444,0.896103557,0.9144694534,0.9504823151,1555,53.55594855,43,0.8239770199,0.877170418
992859,0.9,score_at_or_above,959,0.02663888889,0.9532915669,0.9822732013,0.9947862357,959,61.90823775,49,0.9524111716,0.9562043796
992860,,all,36000,,0.154254408,0.1878055556,0.5,36000,0,0,0,0.1715277778
992860,0.3,score_at_or_above,5897,0.1638055556,0.5410641373,0.5363744277,0.7617432593,5897,21.19866034,1,0.3247032513,0.5017805664
992860,0.5,score_at_or_above,2563,0.07119444444,0.7409734329,0.7471712837,0.8677331252,2563,35.45805696,26,0.5431489116,0.7042528287
992860,0.7,score_at_or_above,1298,0.03605555556,0.8944281597,0.9306625578,0.9553158706,1298,51.04622496,40,0.7818807329,0.8875192604
992860,0.9,score_at_or_above,818,0.02272222222,0.9541727649,0.988997555,0.9926650367,818,57.55440098,47,0.8814796585,0.9511002445
992861,,all,36000,,0.1438184463,0.1566111111,0.5,36000,0,0,0,0.1403055556
992861,0.3,score_at_or_above,5163,0.1434166667,0.553125259,0.5337981794,0.7274840209,5163,17.4356963,0,0.2656171989,0.478016657
992861,0.5,score_at_or_above,2393,0.06647222222,0.7494831305,0.7342248224,0.7989970748,2393,29.93042206,24,0.4558737537,0.656080234
992861,0.7,score_at_or_above,1283,0.03563888889,0.8927487551,0.8978955573,0.872954014,1283,44.75253313,41,0.6816646045,0.8051441933
992861,0.9,score_at_or_above,755,0.02097222222,0.9579519456,0.9814569536,0.9589403974,755,61.72715232,49,0.9401609537,0.9178807947
992862,,all,36000,,0.3608477147,0.3790277778,0.5,36000,0,0,0,0.3142777778
992862,0.3,score_at_or_above,16773,0.4659166667,0.6137956336,0.5910689799,0.6229058606,16773,12.49424671,0,0.1874619688,0.4805938115
992862,0.5,score_at_or_above,10211,0.2836388889,0.7561085816,0.7107041426,0.6705513662,10211,22.46538047,16.5,0.3355864415,0.5653706787
992862,0.7,score_at_or_above,5927,0.1646388889,0.8741763929,0.8289185085,0.7194196052,5927,41.89336933,32,0.6204771031,0.6272988021
992862,0.9,score_at_or_above,2818,0.07827777778,0.9537051219,0.9599006388,0.824343506,2818,74.40809084,48,1.100603077,0.7324343506
992863,,all,36000,,0.4330647919,0.4691666667,0.5,36000,0,0,0,0.3719166667
992863,0.3,score_at_or_above,21753,0.60425,0.6077031614,0.61343263,0.5775755068,21753,10.47974992,0,0.1531741402,0.4778651221
992863,0.5,score_at_or_above,13189,0.3663611111,0.7463067138,0.7260595951,0.6620668739,13189,24.00337402,15,0.3508688593,0.5566001971
992863,0.7,score_at_or_above,7307,0.2029722222,0.8708148938,0.8583550021,0.7784316409,7307,45.33830573,41,0.6627934269,0.6512932804
992863,0.9,score_at_or_above,3484,0.09677777778,0.9539630112,0.9672789897,0.9070034443,3484,75.9793341,65,1.110935764,0.7534443169
992864,,all,36000,,0.2444371984,0.2302222222,0.5,36000,0,0,0,0.20525
992864,0.3,score_at_or_above,10683,0.29675,0.5401197807,0.4857249836,0.6943742394,10683,16.47018628,0,0.2398261925,0.4310586914
992864,0.5,score_at_or_above,4901,0.1361388889,0.720100343,0.6684350133,0.7908590084,4901,29.93909406,14,0.4359706268,0.5904917364
992864,0.7,score_at_or_above,2252,0.06255555556,0.8761019927,0.8654529307,0.8858792185,2252,46.73157194,38.75,0.6805661091,0.7575488455
992864,0.9,score_at_or_above,1176,0.03266666667,0.9585430847,0.9821428571,0.9634353741,1176,64.82397959,53,0.9439912125,0.862244898
992865,,all,36000,,0.1568096413,0.1331944444,0.5,36000,0,0,0,0.12425
992865,0.3,score_at_or_above,5450,0.1513888889,0.5260349087,0.4482568807,0.7774311927,5450,16.62027523,0,0.2421269806,0.423853211
992865,0.5,score_at_or_above,2282,0.06338888889,0.7219764107,0.6678352323,0.8733567046,2282,27.56069238,13,0.4015167059,0.6406660824
992865,0.7,score_at_or_above,1011,0.02808333333,0.8918431534,0.8892185955,0.9574678536,1011,44.8743818,31,0.6537409143,0.8644906034
992865,0.9,score_at_or_above,596,0.01655555556,0.9637318399,0.9932885906,0.9932885906,596,54.89848993,41,0.7997315527,0.961409396
992866,,all,36000,,0.1800506048,0.1729722222,0.5,36000,0,0,0,0.1615555556
992866,0.3,score_at_or_above,6740,0.1872222222,0.5268004726,0.4798219585,0.7746290801,6740,18.14272997,0,0.266107794,0.4589020772
992866,0.5,score_at_or_above,2843,0.07897222222,0.7224008379,0.6985578614,0.8740766796,2843,32.27945832,18,0.4734429651,0.673584242
992866,0.7,score_at_or_above,1283,0.03563888889,0.8920501289,0.9025720966,0.9563522993,1283,51.83125487,36,0.760195102,0.872954014
992866,0.9,score_at_or_above,779,0.02163888889,0.9599427593,0.9910141207,0.9922978177,779,60.74775353,42,0.8909650006,0.9691912709
992867,,all,36000,,0.1289684668,0.1176944444,0.5,36000,0,0,0,0.1082222222
992867,0.3,score_at_or_above,4158,0.1155,0.5287566497,0.4528619529,0.7690825909,4158,18.28727754,0,0.2687663797,0.4201539202
992867,0.5,score_at_or_above,1713,0.04758333333,0.7372874713,0.6760070053,0.8736842105,1713,31.76911851,22,0.4669052542,0.6287215412
992867,0.7,score_at_or_above,850,0.02361111111,0.8972723603,0.8952941176,0.9470588235,850,47.49058824,40,0.6979582809,0.84
992867,0.9,score_at_or_above,536,0.01488888889,0.9604289995,0.9794776119,0.9925373134,536,56.51585821,48,0.8305296034,0.9235074627
992868,,all,36000,,0.1097602285,0.09902777778,0.5,36000,0,0,0,0.09286111111
992868,0.3,score_at_or_above,2861,0.07947222222,0.5342240485,0.451590353,0.8032156589,2861,20.90492835,0,0.3065840141,0.4383082838
992868,0.5,score_at_or_above,1163,0.03230555556,0.7616275109,0.7024935512,0.8985382631,1163,35.83877902,25,0.5255907201,0.6921754084
992868,0.7,score_at_or_above,623,0.01730555556,0.9205758087,0.9197431782,0.9759229535,623,52.44542536,41,0.7690978335,0.9133226324
992868,0.9,score_at_or_above,469,0.01302777778,0.9614703464,0.9808102345,1,469,59.42963753,47,0.8714889352,0.9808102345
992869,,all,36000,,0.08261680974,0.08311111111,0.5,36000,0,0,0,0.07966666667
992869,0.3,score_at_or_above,1867,0.05186111111,0.5575988927,0.5104445635,0.8398500268,1867,22.7185324,1,0.3326481826,0.5050883771
992869,0.5,score_at_or_above,830,0.02305555556,0.7844722025,0.7180722892,0.9024096386,830,34.84096386,25,0.5101741567,0.7253012048
992869,0.7,score_at_or_above,488,0.01355555556,0.9269555231,0.9016393443,0.9733606557,488,48.2817623,38,0.7069462293,0.9159836066
992869,0.9,score_at_or_above,385,0.01069444444,0.9644706866,0.961038961,0.9948051948,385,51.12467532,41,0.7486050333,0.974025974
992870,,all,36000,,0.10400372,0.1141388889,0.5,36000,0,0,0,0.1059166667
992870,0.3,score_at_or_above,2854,0.07927777778,0.5676534914,0.5290819902,0.7711983181,2854,23.97582341,0,0.3512214867,0.4919411352
992870,0.5,score_at_or_above,1364,0.03788888889,0.7709840733,0.7353372434,0.8467741935,1364,39.19501466,28,0.5742151253,0.6876832845
992870,0.7,score_at_or_above,785,0.02180555556,0.9065851209,0.9057324841,0.923566879,785,55.5955414,44,0.8145201044,0.850955414
992870,0.9,score_at_or_above,522,0.0145,0.9616203451,0.9789272031,0.9885057471,522,71.52873563,50,1.047946118,0.9521072797
992871,,all,36000,,0.08326815445,0.09272222222,0.5,36000,0,0,0,0.08661111111
992871,0.3,score_at_or_above,1939,0.05386111111,0.5788354876,0.5167612171,0.7958656331,1939,23.66451779,1,0.3464589221,0.5090252708
992871,0.5,score_at_or_above,928,0.02577777778,0.7939249475,0.7435344828,0.8951351351,928,39.36853448,29.5,0.5763479086,0.7435344828
992871,0.7,score_at_or_above,604,0.01677777778,0.9079742979,0.8940397351,0.9634551495,604,49.2442053,39,0.7209019798,0.892384106
992871,0.9,score_at_or_above,414,0.0115,0.9610376237,0.9565217391,0.9903381643,414,53.62198068,41.5,0.784991686,0.9516908213
992872,,all,36000,,0.09668135685,0.09544444444,0.5,36000,0,0,0,0.08908333333
992872,0.3,score_at_or_above,2274,0.06316666667,0.5460216418,0.5021987687,0.7989441267,2274,18.72537379,0,0.2729849734,0.4709762533
992872,0.5,score_at_or_above,951,0.02641666667,0.7799488418,0.7465825447,0.8780231335,951,34.88170347,25,0.5085224328,0.7066246057
992872,0.7,score_at_or_above,562,0.01561111111,0.9167907667,0.9217081851,0.9501779359,562,50.62900356,37.5,0.738061256,0.8950177936
992872,0.9,score_at_or_above,397,0.01102777778,0.9636636085,0.9672544081,0.9924433249,397,59.98488665,44,0.8743789937,0.9697732997
992873,,all,36000,,0.1695420109,0.1730833333,0.5,36000,0,0,0,0.1513055556
992873,0.3,score_at_or_above,6684,0.1856666667,0.6018436016,0.5764512268,0.6230907457,6684,11.85816876,0,0.1720295626,0.4886295631
992873,0.5,score_at_or_above,3963,0.1100833333,0.7469444083,0.6949280848,0.6641414141,3963,17.5888216,15,0.2550191261,0.5591723442
992873,0.7,score_at_or_above,2092,0.05811111111,0.8867386394,0.8546845124,0.7203632887,2092,20.20865201,29,0.2932954257,0.6218929254
992873,0.9,score_at_or_above,1166,0.03238888889,0.9595219241,0.9699828473,0.7915951973,1166,36.17924528,40,0.5246729119,0.7118353345
992874,,all,36000,,0.3492401682,0.3870555556,0.5,36000,0,0,0,0.3220833333
992874,0.3,score_at_or_above,16863,0.4684166667,0.5808469666,0.5829923501,0.5959793631,16863,10.26501809,0,0.1479361495,0.4728695962
992874,0.5,score_at_or_above,9360,0.26,0.7309330151,0.7102564103,0.6622863248,9360,20.98231838,14,0.3022715862,0.5599358974
992874,0.7,score_at_or_above,4512,0.1253333333,0.8842265091,0.8643617021,0.7579787234,4512,36.42231826,36,0.5246743568,0.6571365248
992874,0.9,score_at_or_above,2445,0.06791666667,0.9594107522,0.9717791411,0.8372188139,2445,53.51022495,49,0.7708223259,0.745603272
992875,,all,36000,,0.2198683249,0.2299166667,0.5,36000,0,0,0,0.2022222222
992875,0.3,score_at_or_above,8882,0.2467222222,0.5642816509,0.5508894393,0.6910605719,8882,19.41826165,0,0.2787641222,0.4763566764
992875,0.5,score_at_or_above,4423,0.1228611111,0.7425804157,0.7219082071,0.7865702012,4423,34.18810762,20,0.4907450958,0.6142889442
992875,0.7,score_at_or_above,2198,0.06105555556,0.9012815636,0.8953594177,0.889899909,2198,56.94585987,44,0.8173204479,0.762511374
992875,0.9,score_at_or_above,1391,0.03863888889,0.9672764521,0.9726815241,0.9611790079,1391,73.51186197,57,1.055137979,0.8468727534
992876,,all,36000,,0.1453418491,0.1743333333,0.5,36000,0,0,0,0.1614722222
992876,0.3,score_at_or_above,4218,0.1171666667,0.5540464736,0.5618776671,0.7951635846,4218,26.75699384,6,0.3856142001,0.5246562352
992876,0.5,score_at_or_above,1871,0.05197222222,0.7738870393,0.7573490112,0.8813468733,1871,39.89978621,30,0.5749727563,0.7140566542
992876,0.7,score_at_or_above,1097,0.03047222222,0.9118969426,0.9216043756,0.9589790337,1097,53.15770283,45,0.7660958322,0.8805834093
992876,0.9,score_at_or_above,736,0.02044444444,0.9661642113,0.9809782609,0.9850543478,736,60.04211957,48,0.8653906502,0.9456521739
992877,,all,36000,,0.1280601001,0.1497222222,0.5,36000,0,0,0,0.1403333333
992877,0.3,score_at_or_above,3806,0.1057222222,0.5499427646,0.5236468734,0.8200210194,3806,21.8916185,1,0.3164057858,0.5021019443
992877,0.5,score_at_or_above,1659,0.04608333333,0.7670098269,0.7402049427,0.8999397227,1659,35.42977697,28,0.5120651517,0.7166968053
992877,0.7,score_at_or_above,934,0.02594444444,0.9122860466,0.8940042827,0.9496788009,934,48.6006424,42,0.7023869677,0.8715203426
992877,0.9,score_at_or_above,633,0.01758333333,0.9665197264,0.9699842022,0.9952606635,633,56.13507109,47,0.811248338,0.9573459716
992878,,all,36000,,0.1072653483,0.1105277778,0.5,36000,0,0,0,0.1051666667
992878,0.3,score_at_or_above,3146,0.08738888889,0.5508665779,0.4678957406,0.8348711422,3146,23.76223776,0,0.3428404899,0.4599491418
992878,0.5,score_at_or_above,1366,0.03794444444,0.7695390934,0.6852122987,0.8909224012,1366,38.50841874,26,0.5555783297,0.6837481698
992878,0.7,score_at_or_above,759,0.02108333333,0.9185647318,0.8998682477,0.9604743083,759,54.53030303,41,0.7867318806,0.906455863
992878,0.9,score_at_or_above,528,0.01466666667,0.9713287966,0.9659090909,0.990530303,528,62.0530303,47,0.8952884408,0.9772727273
992879,,all,36000,,0.09588474601,0.09952777778,0.5,36000,0,0,0,0.09411111111
992879,0.3,score_at_or_above,2610,0.0725,0.5544237986,0.4816091954,0.8662835249,2610,22.14003831,0,0.3197052831,0.4804597701
992879,0.5,score_at_or_above,1151,0.03197222222,0.7758232922,0.7019982624,0.9331016507,1151,35.34274544,23,0.5103448153,0.7072111208
992879,0.7,score_at_or_above,656,0.01822222222,0.9229409373,0.8917682927,0.9740853659,656,48.36509146,39,0.6983609028,0.9085365854
992879,0.9,score_at_or_above,469,0.01302777778,0.9726014499,0.9530916844,0.9914712154,469,54.25373134,44,0.7834043682,0.9722814499
992880,,all,36000,,0.1517203128,0.1563611111,0.5,36000,0,0,0,0.1451944444
992880,0.3,score_at_or_above,4788,0.133,0.5455575238,0.5233918129,0.7949039265,4788,21.30816625,0,0.3063274093,0.4979114453
992880,0.5,score_at_or_above,2069,0.05747222222,0.7573997988,0.723537941,0.8757854036,2069,33.00459159,22,0.4744914238,0.6935717738
992880,0.7,score_at_or_above,1101,0.03058333333,0.9113408797,0.9055404178,0.957311535,1101,47.22797457,38,0.6789594599,0.8773841962
992880,0.9,score_at_or_above,755,0.02097222222,0.9691233552,0.9721854305,0.9907284768,755,54.2807947,42,0.7803362863,0.9496688742
992881,,all,36000,,0.1488228661,0.1553611111,0.5,36000,0,0,0,0.1461944444
992881,0.3,score_at_or_above,5694,0.1581666667,0.5344012139,0.4645240604,0.8090972954,5694,18.20837724,0,0.2618509419,0.4453811029
992881,0.5,score_at_or_above,2483,0.06897222222,0.7257846159,0.64035441,0.8811921063,2483,27.85118808,15,0.4005315349,0.6206202175
992881,0.7,score_at_or_above,1109,0.03080555556,0.899928648,0.862037872,0.96122633,1109,42.98512173,34,0.6181743212,0.8431018936
992881,0.9,score_at_or_above,695,0.01930555556,0.9705557132,0.9697841727,0.9956834532,695,54.21798561,44,0.7797313246,0.9582733813
992882,,all,36000,,0.12152175,0.1236944444,0.5,36000,0,0,0,0.1171388889
992882,0.3,score_at_or_above,4128,0.1146666667,0.5249199997,0.4539728682,0.8134689922,4128,18.0463905,0,0.2602223395,0.4408914729
992882,0.5,score_at_or_above,1587,0.04408333333,0.7543442303,0.6761184625,0.9029615627,1587,27.77536232,18,0.4005192767,0.6603654694
992882,0.7,score_at_or_above,832,0.02311111111,0.9119561982,0.8737980769,0.9579326923,832,39.92788462,32,0.5757431723,0.8653846154
992882,0.9,score_at_or_above,569,0.01580555556,0.9705574075,0.9736379613,0.9964850615,569,49.22056239,40,0.7097623203,0.9666080844
992883,,all,35904,,0.1234241243,0.112919407,0.5,35884,0,0,0,0.1056459703
992883,0.3,score_at_or_above,3852,0.1072860963,0.5186311134,0.4520903661,0.81015625,3851,18.05985458,0,0.2593929122,0.431576214
992883,0.5,score_at_or_above,1440,0.04010695187,0.7486454028,0.6986111111,0.8972222222,1440,31.33263889,20,0.4500899643,0.6722222222
992883,0.7,score_at_or_above,714,0.01988636364,0.9162933159,0.8921568627,0.9551820728,714,44.07352941,35.5,0.6331857123,0.8669467787
992883,0.9,score_at_or_above,499,0.01389817291,0.9722169246,0.9639278557,0.9839679359,499,52.05811623,41,0.7478799712,0.9398797595
992884,,all,36000,,0.1363502263,0.1191388889,0.5,36000,0,0,0,0.1128611111
992884,0.3,score_at_or_above,4810,0.1336111111,0.5097021025,0.4020790021,0.8257796258,4810,14.53492723,0,0.2087610662,0.3902286902
992884,0.5,score_at_or_above,1777,0.04936111111,0.7295420645,0.6133933596,0.9071468768,1777,24.44822735,8,0.351127894,0.6027011818
992884,0.7,score_at_or_above,803,0.02230555556,0.9072657137,0.8580323786,0.9663760897,803,39.92839352,28,0.5734425074,0.8455790785
992884,0.9,score_at_or_above,544,0.01511111111,0.970339746,0.9705882353,0.9926470588,544,48.29503676,36.5,0.6935766437,0.9558823529
992885,,all,36000,,0.1065724036,0.08775,0.5,36000,0,0,0,0.08208333333
992885,0.3,score_at_or_above,2768,0.07688888889,0.5272859854,0.4718208092,0.8283230714,2768,18.68424855,0,0.2694342005,0.4617052023
992885,0.5,score_at_or_above,1043,0.02897222222,0.7695937576,0.7133269415,0.9069990412,1043,33.47555129,20,0.4827164655,0.69894535
992885,0.7,score_at_or_above,571,0.01586111111,0.9272075912,0.9071803853,0.9527145359,571,49.43957968,37,0.7129416624,0.9036777583
992885,0.9,score_at_or_above,424,0.01177777778,0.973251675,0.9622641509,0.9905660377,424,62.99410377,46,0.9084227843,0.9787735849
992886,,all,36000,,0.1362759883,0.1297777778,0.5,36000,0,0,0,0.1205833333
992886,0.3,score_at_or_above,4547,0.1263055556,0.5153834736,0.4792170662,0.8073455025,4547,17.17758962,0,0.2487273139,0.449747086
992886,0.5,score_at_or_above,1741,0.04836111111,0.7344882547,0.688684664,0.8788052843,1741,26.87105112,17,0.3890898996,0.652498564
992886,0.7,score_at_or_above,821,0.02280555556,0.9097394504,0.8818514007,0.946406821,821,41.85992692,32,0.6061820044,0.84409257
992886,0.9,score_at_or_above,554,0.01538888889,0.9687999221,0.9729241877,0.9837545126,554,49.68772563,38,0.7195056689,0.9476534296
992887,,all,36000,,0.09481604303,0.08552777778,0.5,36000,0,0,0,0.08077777778
992887,0.3,score_at_or_above,2472,0.06866666667,0.5187663071,0.4530744337,0.8515372168,2472,18.92293689,0,0.2736688969,0.4409385113
992887,0.5,score_at_or_above,896,0.02488888889,0.76889384,0.7354910714,0.9151785714,896,37.12220982,25,0.5368577656,0.7265625
992887,0.7,score_at_or_above,488,0.01355555556,0.9311834752,0.9180327869,0.9733606557,488,53.66290984,42,0.7761154121,0.9241803279
