population,decile,observations,mean_sweep_p,min_sweep_p,max_sweep_p,realised_sweep_rate_100ms,realised_sweep_rate_250ms,realised_sweep_rate_500ms,realised_sweep_rate_1000ms,p_next_move_follows_sweep,next_move_observed,time_to_next_mid_move_median_ms,time_to_next_mid_move_p25_ms,time_to_next_mid_move_p75_ms,p_mid_moves_within_100ms,p_mid_moves_within_250ms,p_mid_moves_within_500ms,p_mid_moves_within_1000ms,first_move_observed,first_move_mean_ticks,first_move_median_ticks,first_move_std_ticks,first_move_p5_ticks,first_move_p10_ticks,first_move_p25_ticks,first_move_p50_ticks,first_move_p75_ticks,first_move_p90_ticks,first_move_p95_ticks,first_move_frac_favourable,first_move_frac_ge_1t,first_move_frac_ge_5t,first_move_frac_ge_10t,first_move_frac_ge_25t,first_move_frac_ge_50t,first_move_mean_bps,first_move_median_bps,first_move_mean_usd_per_btc,markout_100ms_observed,markout_100ms_mean_ticks,markout_100ms_median_ticks,markout_100ms_std_ticks,markout_100ms_p5_ticks,markout_100ms_p10_ticks,markout_100ms_p25_ticks,markout_100ms_p50_ticks,markout_100ms_p75_ticks,markout_100ms_p90_ticks,markout_100ms_p95_ticks,markout_100ms_frac_favourable,markout_100ms_frac_ge_1t,markout_100ms_frac_ge_5t,markout_100ms_frac_ge_10t,markout_100ms_frac_ge_25t,markout_100ms_frac_ge_50t,markout_100ms_mean_bps,markout_100ms_median_bps,markout_100ms_mean_usd_per_btc,markout_250ms_observed,markout_250ms_mean_ticks,markout_250ms_median_ticks,markout_250ms_std_ticks,markout_250ms_p5_ticks,markout_250ms_p10_ticks,markout_250ms_p25_ticks,markout_250ms_p50_ticks,markout_250ms_p75_ticks,markout_250ms_p90_ticks,markout_250ms_p95_ticks,markout_250ms_frac_favourable,markout_250ms_frac_ge_1t,markout_250ms_frac_ge_5t,markout_250ms_frac_ge_10t,markout_250ms_frac_ge_25t,markout_250ms_frac_ge_50t,markout_250ms_mean_bps,markout_250ms_median_bps,markout_250ms_mean_usd_per_btc,markout_500ms_observed,markout_500ms_mean_ticks,markout_500ms_median_ticks,markout_500ms_std_ticks,markout_500ms_p5_ticks,markout_500ms_p10_ticks,markout_500ms_p25_ticks,markout_500ms_p50_ticks,markout_500ms_p75_ticks,markout_500ms_p90_ticks,markout_500ms_p95_ticks,markout_500ms_frac_favourable,markout_500ms_frac_ge_1t,markout_500ms_frac_ge_5t,markout_500ms_frac_ge_10t,markout_500ms_frac_ge_25t,markout_500ms_frac_ge_50t,markout_500ms_mean_bps,markout_500ms_median_bps,markout_500ms_mean_usd_per_btc,markout_1000ms_observed,markout_1000ms_mean_ticks,markout_1000ms_median_ticks,markout_1000ms_std_ticks,markout_1000ms_p5_ticks,markout_1000ms_p10_ticks,markout_1000ms_p25_ticks,markout_1000ms_p50_ticks,markout_1000ms_p75_ticks,markout_1000ms_p90_ticks,markout_1000ms_p95_ticks,markout_1000ms_frac_favourable,markout_1000ms_frac_ge_1t,markout_1000ms_frac_ge_5t,markout_1000ms_frac_ge_10t,markout_1000ms_frac_ge_25t,markout_1000ms_frac_ge_50t,markout_1000ms_mean_bps,markout_1000ms_median_bps,markout_1000ms_mean_usd_per_btc,markout_2000ms_observed,markout_2000ms_mean_ticks,markout_2000ms_median_ticks,markout_2000ms_std_ticks,markout_2000ms_p5_ticks,markout_2000ms_p10_ticks,markout_2000ms_p25_ticks,markout_2000ms_p50_ticks,markout_2000ms_p75_ticks,markout_2000ms_p90_ticks,markout_2000ms_p95_ticks,markout_2000ms_frac_favourable,markout_2000ms_frac_ge_1t,markout_2000ms_frac_ge_5t,markout_2000ms_frac_ge_10t,markout_2000ms_frac_ge_25t,markout_2000ms_frac_ge_50t,markout_2000ms_mean_bps,markout_2000ms_median_bps,markout_2000ms_mean_usd_per_btc,markout_5000ms_observed,markout_5000ms_mean_ticks,markout_5000ms_median_ticks,markout_5000ms_std_ticks,markout_5000ms_p5_ticks,markout_5000ms_p10_ticks,markout_5000ms_p25_ticks,markout_5000ms_p50_ticks,markout_5000ms_p75_ticks,markout_5000ms_p90_ticks,markout_5000ms_p95_ticks,markout_5000ms_frac_favourable,markout_5000ms_frac_ge_1t,markout_5000ms_frac_ge_5t,markout_5000ms_frac_ge_10t,markout_5000ms_frac_ge_25t,markout_5000ms_frac_ge_50t,markout_5000ms_mean_bps,markout_5000ms_median_bps,markout_5000ms_mean_usd_per_btc,side_name
by_side,0,214265,0.0008825745059,3.999470155e-05,0.001575576635,0.0002893613049,0.0009287564465,0.002244883672,0.005339182788,0.2258486375,159815,6660.48584,2304.174927,14649.75195,0.01078104217,0.02829206823,0.05387720813,0.09688469885,214255,-10.66798441,-13,34.89662197,-60,-45,-30,-13,5,35,46,0.2821264381,0.2821264381,0.2511866701,0.2343329211,0.1544794754,0.04078784626,-0.1652636111,-0.2023911739,-1.066798441,214265,-0.231372366,0,2.963123249,0,0,0,0,0,0,0,0.0001493477703,0.0001493477703,0.000130679299,0.0001260121812,9.334235643e-05,3.266982475e-05,-0.003581845509,0,-0.0231372366,214265,-0.7564627914,0,6.348070919,0,0,0,0,0,0,0,0.0007560730871,0.0007560730871,0.0006860663197,0.000653396495,0.0005320514316,0.0002380230089,-0.0117042521,0,-0.07564627914,214265,-1.623176907,0,10.42558922,-1,0,0,0,0,0,0,0.002039530488,0.002039530488,0.0018855156,0.001796840361,0.001535481763,0.0007747415584,-0.02511319271,0,-0.1623176907,214265,-3.110830047,0,15.93817896,-27,0,0,0,0,0,0,0.005068489954,0.005068489954,0.004741791707,0.004559774111,0.003925046088,0.002193545376,-0.04814452564,0,-0.3110830047,214265,-5.594506802,0,23.33673874,-44,-23,0,0,0,0,0,0.01303526008,0.01303526008,0.01205983245,0.0116024549,0.009842951485,0.005558537325,-0.08661443778,0,-0.5594506802,214255,-10.8735012,0,37.15552305,-79,-48,-6,0,0,0,0,0.03950432895,0.03950432895,0.03716132646,0.03610184126,0.03035168374,0.01795057292,-0.1683901523,0,-1.08735012,threatened_ask
by_side,1,214265,0.002505293793,0.001575579623,0.003612149691,0.0006113924346,0.001918194377,0.004695142441,0.0114347055,0.3530193317,150530,7453.329834,2683.862488,15582.90894,0.01080437776,0.02480117985,0.04526658701,0.08068234855,214242,-5.028477143,-7,38.06797527,-59,-44,-28.5,-7,19,40,56,0.3959447727,0.3959401051,0.3495579765,0.3179488616,0.2088246002,0.06361964507,-0.07665256066,-0.1080813173,-0.5028477143,214265,-0.2713718993,0,3.535794078,0,0,0,0,0,0,0,0.000312696894,0.000312696894,0.0002706928336,0.0002286887732,0.0001540148881,6.067253168e-05,-0.004126601941,0,-0.02713718993,214264,-0.7096385767,0,6.884202522,0,0,0,0,0,0,0,0.001591494605,0.001591494605,0.001432811858,0.001348803345,0.001036104992,0.0004760482396,-0.01075429754,0,-0.07096385767,214264,-1.357395549,0,11.10329091,0,0,0,0,0,0,0,0.004340439831,0.004340439831,0.004013740059,0.003850390173,0.003019639323,0.001516820371,-0.02055160625,0,-0.1357395549,214260,-2.407215533,0,17.3678389,-19,0,0,0,0,0,0,0.01093064501,0.01093064501,0.01020722487,0.009875851769,0.00811630729,0.004270512461,-0.03645414045,0,-0.2407215533,214252,-3.875373392,0,26.25849612,-40,-8,0,0,0,0,0,0.02644549409,0.02644082669,0.02501260198,0.02406978698,0.02023318335,0.01150047607,-0.05875476262,0,-0.3875373392,214239,-6.670650535,0,44.00042829,-80,-41,0,0,0,0,32,0.07176097723,0.07176097723,0.06840024459,0.06597304879,0.05568080508,0.03579180261,-0.1014908488,0,-0.6670650535,threatened_ask
by_side,2,214264,0.005284499866,0.00361218024,0.007390059933,0.001274135058,0.004102454005,0.009465179992,0.02144163991,0.4102021583,160221,6478.357422,2260.085693,14194.55469,0.01482290456,0.03227823879,0.05732781353,0.1004079232,214246,-3.580218534,-4,41.06497892,-63,-46,-29,-4,23,41,58,0.4373010465,0.4372543711,0.3906910747,0.3559599712,0.2353416166,0.06987294979,-0.05282054689,-0.06220786603,-0.3580218534,214263,-0.4108245474,0,4.900427412,0,0,0,0,0,0,0,0.0007934174356,0.0007934174356,0.0006720712396,0.0006067309802,0.0003780400722,0.0001353476802,-0.006115082051,0,-0.04108245474,214262,-0.9649681231,0,9.118590501,0,0,0,0,0,0,0,0.003323034416,0.003323034416,0.003043003426,0.002832980183,0.002114233975,0.0009801084653,-0.0143157995,0,-0.09649681231,214259,-1.666266061,0,14.60125374,0,0,0,0,0,0,0,0.008639077005,0.008639077005,0.008065005437,0.007663622065,0.006188771534,0.003351084435,-0.02467613075,0,-0.1666266061,214256,-2.782531178,0,22.33002678,-29,0,0,0,0,0,0,0.02044750205,0.02044750205,0.01932267941,0.01852923605,0.01516410276,0.008928571429,-0.0411735588,0,-0.2782531178,214245,-4.208238232,0,33.3741535,-53,-18,0,0,0,0,0,0.04574669187,0.04574669187,0.04352026885,0.04174193097,0.03486662466,0.02157809984,-0.06221459392,0,-0.4208238232,214238,-6.080221529,0,56.87764297,-97,-53,0,0,0,16,61,0.1142467723,0.1142467723,0.1097144297,0.1057142057,0.08874242665,0.05858437812,-0.0897911871,0,-0.6080221529,threatened_ask
by_side,3,214265,0.01074534697,0.007390064235,0.0149389513,0.002496919688,0.00767748048,0.01738067124,0.03941024648,0.4405141969,176975,4578.399902,1544.134888,10978.39648,0.02360172497,0.04926655559,0.08664665991,0.1501827228,214261,-3.204472583,-2,44.21974085,-69,-51,-30,-2,25,44,61,0.4548704617,0.4548097881,0.4094585576,0.3743378403,0.2560988701,0.08114402528,-0.04505012377,-0.03108744666,-0.3204472583,214264,-0.6766699026,0,6.739557152,0,0,0,0,0,0,0,0.001330134787,0.001330134787,0.001194787738,0.001073442109,0.0007047380801,0.0003033640742,-0.009909273064,0,-0.06766699026,214263,-1.453732096,0,12.14091759,0,0,0,0,0,0,0,0.006067309802,0.006067309802,0.005717272698,0.005371902755,0.004102434858,0.001997545073,-0.02120745376,0,-0.1453732096,214261,-2.468431026,0,18.89465964,-21,0,0,0,0,0,0,0.01581249037,0.01581249037,0.01496772628,0.01418363585,0.01126196555,0.006249387429,-0.03585927141,0,-0.2468431026,214259,-3.887967367,0,28.66098549,-46,-8,0,0,0,0,0,0.03761802305,0.03761802305,0.03576045814,0.03406624693,0.02795215137,0.01662473922,-0.05628613059,0,-0.3887967367,214253,-5.67558914,0,42.69554764,-78,-38,0,0,0,0,35,0.07907007136,0.07907007136,0.07528015944,0.07187297261,0.06013918125,0.0380484754,-0.08195331481,0,-0.567558914,214253,-7.320933663,0,73.10854449,-130,-78,0,0,0,47,93,0.1788493043,0.1788493043,0.1710781179,0.1647491517,0.1415009358,0.09612000765,-0.1048273346,0,-0.7320933663,threatened_ask
by_side,4,214265,0.0210560952,0.01493897578,0.02823246485,0.004559774111,0.01326861597,0.02993956082,0.06569588351,0.4530436483,194372,3239.325317,1094.18219,7929.328857,0.03541875715,0.0726996943,0.1260075141,0.2123354803,214264,-3.419636523,-2,48.09865702,-76,-56,-32,-2,26,49,67,0.4604413247,0.4603106448,0.416990255,0.3794897883,0.2701107046,0.09623175148,-0.04605352329,-0.02932953499,-0.3419636523,214265,-1.07941101,0,8.751538506,0,0,0,0,0,0,0,0.002496908034,0.002492240917,0.002235549436,0.002076867431,0.001451473642,0.0005413856673,-0.01550548167,0,-0.107941101,214265,-2.173145404,0,15.80257964,-12,0,0,0,0,0,0,0.01083704758,0.01083238046,0.01008564161,0.009427577999,0.007350710569,0.003635684783,-0.03108992675,0,-0.2173145404,214265,-3.55386554,0,24.82806402,-39,0,0,0,0,0,0,0.02738664738,0.02738198026,0.02589316967,0.02443236179,0.01981191515,0.01100039671,-0.05066148979,0,-0.355386554,214260,-5.264316718,0,37.24581322,-67,-30,0,0,0,0,20,0.06255483991,0.06255483991,0.0595491459,0.05640343508,0.04695696817,0.02800802763,-0.07472605871,0,-0.5264316718,214257,-6.902472265,0,55.52333471,-101,-58,0,0,0,22,64,0.1250507568,0.1250507568,0.1195060138,0.1142599775,0.09690231824,0.06272840561,-0.09738100568,0,-0.6902472265,214255,-7.561965882,0,94.53442721,-166,-105,-24,0,2,79,130,0.2564047513,0.2564047513,0.2466033465,0.2373293505,0.2061935544,0.1475251453,-0.104844733,0,-0.7561965882,threatened_ask
by_side,5,214264,0.03795501828,0.02823259305,0.04930944577,0.007308740619,0.02140826928,0.04727878615,0.09779889478,0.4753946283,203736,2489.074341,860.7154999,6138.352051,0.04360975245,0.0906502756,0.1577608618,0.2648280562,214252,-2.296909714,-1,51.8512174,-80,-59,-33,-1,29,54,74,0.4781939025,0.4781145567,0.433853593,0.3963603607,0.2905270429,0.1167316991,-0.02900587084,-0.01462423396,-0.2296909714,214264,-1.310469794,0,10.51313868,0,0,0,0,0,0,0,0.004158421387,0.004153754247,0.003589030355,0.003271664862,0.002370906919,0.0008820893851,-0.01864361049,0,-0.1310469794,214263,-2.500408377,0,19.09434485,-22,0,0,0,0,0,0,0.0175858641,0.01757652978,0.01628372607,0.0153502938,0.01208328083,0.006272664902,-0.03539097392,0,-0.2500408377,214261,-3.736818646,0,29.43794154,-48,-8,0,0,0,0,0,0.04327432431,0.0432696571,0.04052534059,0.0383690919,0.03140562212,0.01812742403,-0.05255051197,0,-0.3736818646,214256,-5.28490684,0,44.75027143,-79,-40,0,0,0,0,42,0.09263217833,0.09263217833,0.08759614667,0.08335822567,0.06965032485,0.04345269211,-0.0738193141,0,-0.528490684,214250,-6.419514586,0,67.39020235,-119,-72,0,0,0,44,88,0.1751085181,0.1751085181,0.1668051342,0.1597152859,0.1364807468,0.09213068845,-0.08872086645,0,-0.6419514586,214232,-5.634795455,0,113.6419406,-195,-127,-37,0,29,104,166,0.3237331491,0.3237331491,0.3115407596,0.3001092274,0.2636907652,0.19704806,-0.07472939399,0,-0.5634795455,threatened_ask
by_side,6,214265,0.0653726857,0.04930957591,0.08479507129,0.01313799798,0.03632035844,0.0739522076,0.1439659478,0.5133106557,207841,1965.525269,699.6243286,4815.997559,0.04993839376,0.1076122468,0.1883459348,0.3142645116,214235,0.14414078,1,53.64185297,-81,-60,-32,1,32,58,79,0.5137582561,0.5135622097,0.4659696128,0.4259154667,0.3162835204,0.1328541088,0.006154080711,0.0154257071,0.014414078,214264,-1.34138026,0,11.50536833,0,0,0,0,0,0,0,0.007406750551,0.007402083411,0.006543329724,0.00588526304,0.004186424224,0.001946197215,-0.01897708546,0,-0.134138026,214260,-2.253577429,0,21.03564198,-26,0,0,0,0,0,0,0.03014095025,0.03013628302,0.02779800243,0.02591711005,0.02009241109,0.0105619341,-0.03157175386,0,-0.2253577429,214260,-2.899066555,0,32.71709073,-52,-14,0,0,0,0,23,0.06773079436,0.06772612714,0.06350695417,0.05998319798,0.04897321012,0.02882945954,-0.04010343468,0,-0.2899066555,214259,-3.288870012,0,50.09027771,-84,-43,0,0,0,26,64,0.1351448481,0.1351448481,0.1277239229,0.1214464737,0.10216607,0.06489809063,-0.04462897699,0,-0.3288870012,214251,-3.031929839,0,75.44228561,-128,-77,0,0,0,66,110,0.2366850096,0.2366803422,0.2257118987,0.216199691,0.1866455699,0.1273319611,-0.03936982532,0,-0.3031929839,214220,-0.9385188124,0,127.5872358,-215,-140,-41,0,47,129,194,0.3875595183,0.3875548502,0.3728643451,0.359789002,0.3195126505,0.2421389226,-0.006474928144,0,-0.09385188124,threatened_ask
by_side,7,214264,0.1140707613,0.08479507848,0.1504233674,0.02393320359,0.06118734248,0.1190626211,0.2139116554,0.5582091538,210448,1519.24115,546.0846863,3678.038391,0.05626263051,0.1292588444,0.229318062,0.3795297127,214218,3.45784668,5,55.37577355,-81,-60,-30,5,36,63,84.5,0.5573341176,0.5572080778,0.5042666816,0.4638172329,0.3451810772,0.1554771308,0.05247756671,0.07572206148,0.345784668,214263,-1.194471281,0,12.36368529,0,0,0,0,0,0,0,0.01363744557,0.01362344409,0.01194326599,0.01095382777,0.007714817771,0.003332353229,-0.01689108444,0,-0.1194471281,214260,-1.394406329,0,24.4890904,-28,0,0,0,0,0,1,0.05133482685,0.05132082517,0.04734434799,0.04443666573,0.03465882573,0.01876225147,-0.019346958,0,-0.1394406329,214257,-0.8303462664,0,38.46684224,-54,-14,0,0,0,7,47,0.1094666685,0.1094479994,0.1025217379,0.09725236515,0.07905926061,0.04733100902,-0.01073166545,0,-0.08303462664,214252,0.6883739708,0,58.04876769,-88,-45,0,0,0,49,88,0.2001054833,0.2000774789,0.1892257715,0.1806097493,0.1518958983,0.09927095196,0.01186228438,0,0.06883739708,214244,3.438724072,0,86.49769995,-135,-81,0,0,25,90,137,0.3165036127,0.31648961,0.3018941021,0.2896557196,0.2502660518,0.1770644685,0.052510345,0,0.3438724072,214193,7.760066856,0,144.3868628,-228,-147.9,-43,0,69,159,227,0.4547440859,0.4547347486,0.4379508201,0.4238560551,0.3801851601,0.2987445902,0.1164996424,0,0.7760066856,threatened_ask
by_side,8,214265,0.2119287612,0.1504240432,0.2980738557,0.05119361538,0.1159364149,0.20129561,0.3251859872,0.6121838864,212740,1045.28833,370.7863235,2590.61322,0.07698410846,0.1806043012,0.3091822162,0.4836695261,214254,7.66321749,10,57.55831841,-80,-58,-26,10,39,67,88,0.6115265059,0.6113818178,0.5540713359,0.5093160454,0.3791061077,0.1775649463,0.1109625397,0.1533837501,0.766321749,214265,-0.8469325368,0,15.29688659,0,0,0,0,0,0,0,0.03071430238,0.0306676312,0.02663524141,0.02418967167,0.01731967424,0.007336709215,-0.01197745176,0,-0.08469325368,214264,0.2109407087,0,30.44164995,-32,0,0,0,0,0,37,0.09832729717,0.09828996005,0.09030448419,0.08453589964,0.0658766755,0.03558693948,0.003378486767,0,0.02109407087,214262,2.555553481,0,47.50700935,-60,-18,0,0,0,39,72,0.1841250432,0.1840923729,0.1725317602,0.1633840812,0.1328467017,0.08075160318,0.03719191078,0,0.2555553481,214262,6.649074498,0,71.54001712,-96,-50,0,0,17,74,114,0.2984570292,0.2984383605,0.283214009,0.2707106253,0.2282485928,0.1529949314,0.0962092605,0,0.6649074498,214261,12.13821461,0,107.0056216,-149,-88,0,0,48,117,173,0.4195537219,0.4195397202,0.400996915,0.3858518349,0.3355580344,0.2450702648,0.1753949365,0,1.213821461,214243,19.37031315,7,176.5917964,-255,-164,-47,7,94,199,280,0.5254920814,0.5254874138,0.5088100895,0.4936824074,0.4470391098,0.3640072254,0.2803498864,0.1081728448,1.937031315,threatened_ask
by_side,9,214265,0.5527919932,0.2980758724,0.995349529,0.2771907553,0.4110023149,0.5148181682,0.624673876,0.7129216345,213959,264.2273865,72.04055405,952.3653259,0.3354039876,0.4890602248,0.6244352761,0.7580685059,214263,16.27303594,19,81.84185683,-76,-51,-8,19,44,74,97,0.7126242048,0.7122601662,0.6481333688,0.5963138759,0.4378544126,0.2132332694,0.2335506504,0.2730746263,1.627303594,214264,7.765821603,0,46.35107706,-22,0,0,0,2,42,65,0.2637493933,0.2634506963,0.2412164433,0.2219784938,0.16194041,0.07953739312,0.111644409,0,0.7765821603,214264,12.97672497,0,78.68406425,-58,-13,0,0,26,69,102,0.3703748647,0.3701415077,0.3451396408,0.3238948213,0.2549004966,0.150641265,0.1864567186,0,1.297672497,214264,17.59368349,0,105.5691435,-94.5,-44,0,0,42,94,140,0.4562082291,0.4560122092,0.4308703282,0.4083000411,0.335049285,0.2178294067,0.2526652932,0,1.759368349,214259,22.71653233,6,144.2988074,-145,-79,0,6,61,130.5,192,0.5285892308,0.5284492133,0.5046509131,0.4829528748,0.4117306624,0.2920017362,0.3263814857,0.08294470284,2.271653233,214250,28.18575963,19,205.5684301,-215,-128,-19,19,86,180,264.5,0.5767047841,0.5766114352,0.5557292882,0.5368028005,0.4748471412,0.3675659277,0.4055977403,0.2730393083,2.818575963,214220,38.07159229,30,328.9062835,-356,-225,-66,30,139,289,424,0.588927271,0.5888759219,0.5744561666,0.5606852768,0.5173699935,0.4428998226,0.5498529345,0.4422048611,3.807159229,threatened_ask
by_side,0,214265,0.0008789139896,3.767711324e-05,0.001597207684,0.0002706928336,0.000784075794,0.002016194899,0.005171166546,0.2442557474,158985,6137.18457,2153.335693,13631.09863,0.01127575666,0.02991155812,0.05675215271,0.1020838681,214265,-10.12948918,-13,37.18174011,-59,-44,-30,-13,6,35,46,0.2985975311,0.2985975311,0.2614332719,0.2343873241,0.1563531141,0.04318950832,-0.1569563489,-0.2020247542,-1.012948918,214265,-0.2416866964,0,3.073293721,0,0,0,0,0,-0,-0,0.0001353464168,0.0001353464168,0.0001213450634,0.0001120108277,7.934100296e-05,3.733694257e-05,-0.003735963084,0,-0.02416866964,214265,-0.797328075,0,6.466496259,0,0,0,0,0,-0,-0,0.0006720649663,0.0006720649663,0.0006113924346,0.0005927239633,0.0004807131356,0.000210020302,-0.01232624722,0,-0.0797328075,214265,-1.680937157,0,10.7678613,-4,0,0,0,0,-0,-0,0.001852845775,0.001852845775,0.001684829534,0.001633491237,0.001311460108,0.0006767320841,-0.02598888832,0,-0.1680937157,214265,-3.294483467,0,16.52362315,-27,0,0,0,0,-0,-0,0.004975147598,0.004975147598,0.00464844935,0.004485100226,0.003743028493,0.002006860663,-0.05093959479,0,-0.3294483467,214265,-6.014272046,0,24.165743,-46,-25,0,0,0,-0,-0,0.01286257672,0.01286257672,0.01215317481,0.01177047115,0.009786946071,0.005502531911,-0.09300085264,0,-0.6014272046,214265,-11.89593027,0,40.1492834,-83,-51,-10,0,0,-0,-0,0.04194338786,0.04194338786,0.03960516183,0.03783632418,0.03209110214,0.01975590974,-0.1840267121,0,-1.189593027,threatened_bid
by_side,1,214265,0.002566428666,0.001597213146,0.003704393324,0.0005833897277,0.001848178657,0.004872471006,0.01197115721,0.3809333552,152675,7325.793457,2654.259399,15320.12793,0.01138310037,0.02494574476,0.04571441906,0.08191258488,214265,-4.932147108,-6,40.20695693,-61,-47,-29,-6,21,40,53,0.4107250368,0.4107250368,0.3598441183,0.3283690757,0.2194152101,0.06067253168,-0.07508283093,-0.0933722073,-0.4932147108,214265,-0.2831890416,0,3.886875885,0,0,0,0,0,-0,-0,0.0002986955406,0.0002986955406,0.0002286887732,0.0002193545376,0.0001446806525,3.266982475e-05,-0.00430617794,0,-0.02831890416,214265,-0.7220848015,0,7.495167361,0,0,0,0,0,-0,-0,0.00152148041,0.00152148041,0.001358131286,0.001297458754,0.0009707605068,0.0004293748396,-0.01093227764,0,-0.07220848015,214265,-1.423594614,0,11.87836297,0,0,0,0,0,-0,-0,0.004527104287,0.004527104287,0.004083728094,0.003901710499,0.00312696894,0.001577485824,-0.02150938304,0,-0.1423594614,214265,-2.581254521,0,17.88880972,-21,0,0,0,0,-0,-0,0.01140176884,0.01140176884,0.0104496768,0.01003430332,0.008298135486,0.00454110564,-0.03895655625,0,-0.2581254521,214265,-4.330833314,0,26.85261834,-43,-11,0,0,0,-0,-0,0.02718596131,0.02718596131,0.02526310877,0.02412433202,0.02040463912,0.01163979185,-0.06541615088,0,-0.4330833314,214265,-7.229218491,0,45.73456949,-83,-44,0,0,0,-0,38,0.07853359158,0.07853359158,0.07404849135,0.07099152918,0.06146127459,0.03908244464,-0.1095069192,0,-0.7229218491,threatened_bid
by_side,2,214264,0.005383016886,0.003704394105,0.007462174503,0.001208789157,0.003920397267,0.009310943509,0.02084344547,0.4469145934,160854,6597.775146,2314.615234,14364.43213,0.01481816824,0.03202591196,0.05658906769,0.09840663854,214264,-2.462403857,-2,40.94250356,-62,-47,-27,-2,25,42,57,0.4627282231,0.4627282231,0.4090141134,0.373128477,0.2526696039,0.07010043684,-0.03558413794,-0.03108073142,-0.2462403857,214264,-0.4272346264,0,4.988604281,0,0,-0,-0,0,-0,-0,0.0006020610088,0.0006020610088,0.0004993839376,0.0004573796811,0.0002520255386,8.867565247e-05,-0.006350825667,0,-0.04272346264,214264,-0.9730519359,0,9.263126214,0,0,-0,-0,0,-0,-0,0.003201657768,0.003201657768,0.0028282866,0.00259492962,0.001950864354,0.0008447522682,-0.01441317234,0,-0.09730519359,214264,-1.750347702,0,14.19261207,0,0,-0,-0,0,-0,-0,0.008452189822,0.008452189822,0.007719448904,0.007131389314,0.005712578875,0.002842288019,-0.02585755706,0,-0.1750347702,214264,-3.002258896,0,22.06693356,-29,0,-0,-0,0,-0,-0,0.01994735467,0.01994735467,0.01835119292,0.01730108651,0.01422544151,0.007672777508,-0.0442896812,0,-0.3002258896,214264,-4.658008345,0,33.20773226,-53,-17,-0,-0,0,-0,-0,0.04638670052,0.04638670052,0.04284434156,0.04043609752,0.03412612478,0.01945730501,-0.06861748263,0,-0.4658008345,214264,-6.618701695,0,56.39340823,-97,-52,-0,-0,0,16,59,0.1176679237,0.1176679237,0.1113532838,0.1062567674,0.09159728186,0.0578865325,-0.09747709569,0,-0.6618701695,threatened_bid
by_side,3,214265,0.01074266011,0.007462209867,0.01484442531,0.002459571092,0.007598067813,0.01738034677,0.03958686287,0.477395828,177423,4897.022949,1654.374023,11549.56885,0.02347093552,0.04841201316,0.08382143607,0.1432445173,214262,-2.048949417,-1,43.83501331,-66,-50,-30,-1,26,44,61,0.4849109968,0.4849016625,0.432834567,0.3945076588,0.2677049593,0.07859069737,-0.02730509961,-0.01552899924,-0.2048949417,214265,-0.7002846942,0,6.707031683,0,0,0,0,0,-0,-0,0.001395468229,0.001395468229,0.001171446573,0.001040767274,0.0007280703801,0.0002426901267,-0.01025529875,0,-0.07002846942,214265,-1.515833197,0,11.9728807,0,0,0,0,0,-0,-0,0.006249270763,0.006249270763,0.005572538679,0.005138496721,0.004018388444,0.001708165123,-0.02212162013,0,-0.1515833197,214265,-2.530595291,0,18.41102058,-21,0,0,0,0,-0,-0,0.01590553754,0.01590553754,0.01452873778,0.01360931557,0.01095372553,0.005647212564,-0.03680048253,0,-0.2530595291,214263,-3.997316382,0,28.29660267,-46,-4,-0,0,-0,-0,-0,0.03759865212,0.03759865212,0.03512038943,0.03290815493,0.02705086739,0.01513093721,-0.05790793262,0,-0.3997316382,214262,-5.952714434,0,42.97703302,-77,-38,0,-0,-0,-0,34,0.07897807357,0.07897340639,0.07432955914,0.07046513147,0.05888585003,0.03496186911,-0.08597569431,0,-0.5952714434,214258,-7.800912918,0,72.75909445,-130,-78,0,-0,-0,43,87,0.1785790962,0.1785790962,0.1691138721,0.1615808978,0.1392340076,0.09133847978,-0.1120805982,0,-0.7800912918,threatened_bid
