problem,family,task,model,fold,train_rows,validation_rows,validation_start_utc,target,feature_set,n,positives,base_rate,roc_auc,pr_auc,pr_auc_lift,log_loss,brier,accuracy
next_move_matches_sweep_direction__book_flow_plus_sweep,next_move_matches_sweep_direction,classification,lightgbm,6,207158,42846,2026-08-19T20:37:39.066Z,next_move_matches_sweep_direction,book_flow_plus_sweep,42792,21396,0.5,0.7385425423,0.7375915643,1.475183129,0.5997858319,0.207380991,0.6703589456
next_move_matches_sweep_direction__book_flow_plus_sweep,next_move_matches_sweep_direction,classification,naive,7,249950,42852,2026-08-20T02:34:46.750Z,next_move_matches_sweep_direction,book_flow_plus_sweep,42376,21188,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
next_move_matches_sweep_direction__book_flow_plus_sweep,next_move_matches_sweep_direction,classification,linear,7,249950,42852,2026-08-20T02:34:46.750Z,next_move_matches_sweep_direction,book_flow_plus_sweep,42376,21188,0.5,0.7351326999,0.7280464395,1.456092879,0.6075546822,0.2096625638,0.6711346045
next_move_matches_sweep_direction__book_flow_plus_sweep,next_move_matches_sweep_direction,classification,lightgbm,7,249950,42852,2026-08-20T02:34:46.750Z,next_move_matches_sweep_direction,book_flow_plus_sweep,42376,21188,0.5,0.7335541423,0.7273836149,1.45476723,0.6044978964,0.2090789882,0.668845573
next_move_matches_sweep_direction__book_flow_plus_sweep,next_move_matches_sweep_direction,classification,naive,8,292326,42852,2026-08-20T08:31:54.433Z,next_move_matches_sweep_direction,book_flow_plus_sweep,42840,21420,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
next_move_matches_sweep_direction__book_flow_plus_sweep,next_move_matches_sweep_direction,classification,linear,8,292326,42852,2026-08-20T08:31:54.433Z,next_move_matches_sweep_direction,book_flow_plus_sweep,42840,21420,0.5,0.7389443849,0.7351118531,1.470223706,0.6026365243,0.2080682572,0.6715219421
next_move_matches_sweep_direction__book_flow_plus_sweep,next_move_matches_sweep_direction,classification,lightgbm,8,292326,42852,2026-08-20T08:31:54.433Z,next_move_matches_sweep_direction,book_flow_plus_sweep,42840,21420,0.5,0.7437039892,0.7435068487,1.487013697,0.5918678504,0.2047279333,0.6763071895
next_move_matches_sweep_direction__book_flow_plus_sweep,next_move_matches_sweep_direction,classification,naive,9,335166,42854,2026-08-20T14:29:02.116Z,next_move_matches_sweep_direction,book_flow_plus_sweep,42836,21418,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
next_move_matches_sweep_direction__book_flow_plus_sweep,next_move_matches_sweep_direction,classification,linear,9,335166,42854,2026-08-20T14:29:02.116Z,next_move_matches_sweep_direction,book_flow_plus_sweep,42836,21418,0.5,0.7268994086,0.7248411327,1.449682265,0.6096248348,0.2114348633,0.6631805024
next_move_matches_sweep_direction__book_flow_plus_sweep,next_move_matches_sweep_direction,classification,lightgbm,9,335166,42854,2026-08-20T14:29:02.116Z,next_move_matches_sweep_direction,book_flow_plus_sweep,42836,21418,0.5,0.7301155917,0.7311506051,1.46230121,0.6009453014,0.2089454216,0.6621299841
directional_sign_250ms__obi,directional_sign_250ms,classification,naive,1,2170,42856,2026-08-18T14:52:00.649Z,directional_sign_250ms,obi,1600,800,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__obi,directional_sign_250ms,classification,linear,1,2170,42856,2026-08-18T14:52:00.649Z,directional_sign_250ms,obi,1600,800,0.5,0.9869609375,0.9873891067,1.974778213,0.1638179073,0.04629902799,0.93375
directional_sign_250ms__obi,directional_sign_250ms,classification,lightgbm,1,2170,42856,2026-08-18T14:52:00.649Z,directional_sign_250ms,obi,1600,800,0.5,0.9854289063,0.9842561822,1.968512364,0.1758592412,0.04794314496,0.935625
directional_sign_250ms__obi,directional_sign_250ms,classification,naive,2,3782,42856,2026-08-18T20:49:08.333Z,directional_sign_250ms,obi,1098,549,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__obi,directional_sign_250ms,classification,linear,2,3782,42856,2026-08-18T20:49:08.333Z,directional_sign_250ms,obi,1098,549,0.5,0.9817518854,0.9824589127,1.964917825,0.1821570977,0.05188229982,0.9344262295
directional_sign_250ms__obi,directional_sign_250ms,classification,lightgbm,2,3782,42856,2026-08-18T20:49:08.333Z,directional_sign_250ms,obi,1098,549,0.5,0.9797711355,0.9803571834,1.960714367,0.1898848322,0.05501936435,0.9371584699
directional_sign_250ms__obi,directional_sign_250ms,classification,naive,3,4880,42850,2026-08-19T02:46:16.016Z,directional_sign_250ms,obi,980,490,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__obi,directional_sign_250ms,classification,linear,3,4880,42850,2026-08-19T02:46:16.016Z,directional_sign_250ms,obi,980,490,0.5,0.9738067472,0.9695320769,1.939064154,0.2110294947,0.06210738032,0.9163265306
directional_sign_250ms__obi,directional_sign_250ms,classification,lightgbm,3,4880,42850,2026-08-19T02:46:16.016Z,directional_sign_250ms,obi,980,490,0.5,0.9737650979,0.972579971,1.945159942,0.2092633983,0.06196582684,0.9173469388
directional_sign_250ms__obi,directional_sign_250ms,classification,naive,4,5862,42856,2026-08-19T08:43:23.700Z,directional_sign_250ms,obi,2856,1428,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__obi,directional_sign_250ms,classification,linear,4,5862,42856,2026-08-19T08:43:23.700Z,directional_sign_250ms,obi,2856,1428,0.5,0.9558593045,0.9540559968,1.908111994,0.2773794102,0.08397276665,0.8844537815
directional_sign_250ms__obi,directional_sign_250ms,classification,lightgbm,4,5862,42856,2026-08-19T08:43:23.700Z,directional_sign_250ms,obi,2856,1428,0.5,0.9534953687,0.9524359647,1.904871929,0.2770202376,0.08429403781,0.8802521008
directional_sign_250ms__obi,directional_sign_250ms,classification,naive,5,8700,42856,2026-08-19T14:40:31.383Z,directional_sign_250ms,obi,8984,4492,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__obi,directional_sign_250ms,classification,linear,5,8700,42856,2026-08-19T14:40:31.383Z,directional_sign_250ms,obi,8984,4492,0.5,0.8664745042,0.8532248961,1.706449792,0.4990118194,0.1553592498,0.786286732
directional_sign_250ms__obi,directional_sign_250ms,classification,lightgbm,5,8700,42856,2026-08-19T14:40:31.383Z,directional_sign_250ms,obi,8984,4492,0.5,0.8636370417,0.84853685,1.6970737,0.5131590502,0.1538096847,0.7829474622
directional_sign_250ms__obi,directional_sign_250ms,classification,naive,6,17682,42846,2026-08-19T20:37:39.066Z,directional_sign_250ms,obi,8324,4162,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__obi,directional_sign_250ms,classification,linear,6,17682,42846,2026-08-19T20:37:39.066Z,directional_sign_250ms,obi,8324,4162,0.5,0.8868360531,0.8823550822,1.764710164,0.4366511167,0.1389706111,0.8051417588
directional_sign_250ms__obi,directional_sign_250ms,classification,lightgbm,6,17682,42846,2026-08-19T20:37:39.066Z,directional_sign_250ms,obi,8324,4162,0.5,0.8834109772,0.8757853891,1.751570778,0.4403010532,0.1384644048,0.8063431043
directional_sign_250ms__obi,directional_sign_250ms,classification,naive,7,26010,42852,2026-08-20T02:34:46.750Z,directional_sign_250ms,obi,5186,2593,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__obi,directional_sign_250ms,classification,linear,7,26010,42852,2026-08-20T02:34:46.750Z,directional_sign_250ms,obi,5186,2593,0.5,0.9074306972,0.8992613269,1.798522654,0.3925314383,0.1213442115,0.8322406479
directional_sign_250ms__obi,directional_sign_250ms,classification,lightgbm,7,26010,42852,2026-08-20T02:34:46.750Z,directional_sign_250ms,obi,5186,2593,0.5,0.906096972,0.896275235,1.79255047,0.3928627253,0.1204595085,0.829733899
directional_sign_250ms__obi,directional_sign_250ms,classification,naive,8,31152,42852,2026-08-20T08:31:54.433Z,directional_sign_250ms,obi,10866,5433,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__obi,directional_sign_250ms,classification,linear,8,31152,42852,2026-08-20T08:31:54.433Z,directional_sign_250ms,obi,10866,5433,0.5,0.8840673744,0.8716698701,1.74333974,0.4336874796,0.1361933806,0.813362783
directional_sign_250ms__obi,directional_sign_250ms,classification,lightgbm,8,31152,42852,2026-08-20T08:31:54.433Z,directional_sign_250ms,obi,10866,5433,0.5,0.8816305818,0.8706769686,1.741353937,0.4379144057,0.1364524772,0.8149272962
directional_sign_250ms__obi,directional_sign_250ms,classification,naive,9,42026,42854,2026-08-20T14:29:02.116Z,directional_sign_250ms,obi,8362,4181,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__obi,directional_sign_250ms,classification,linear,9,42026,42854,2026-08-20T14:29:02.116Z,directional_sign_250ms,obi,8362,4181,0.5,0.9064351089,0.8990360715,1.798072143,0.389267264,0.1201754981,0.8356852428
directional_sign_250ms__obi,directional_sign_250ms,classification,lightgbm,9,42026,42854,2026-08-20T14:29:02.116Z,directional_sign_250ms,obi,8362,4181,0.5,0.9046509474,0.8961875347,1.792375069,0.3901297388,0.1204912846,0.8337718249
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,naive,1,2170,42856,2026-08-18T14:52:00.649Z,directional_sign_250ms,sweep_only,1600,800,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,linear,1,2170,42856,2026-08-18T14:52:00.649Z,directional_sign_250ms,sweep_only,1600,800,0.5,0.9238328125,0.9277633337,1.855526667,0.4466500045,0.1429128475,0.801875
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,lightgbm,1,2170,42856,2026-08-18T14:52:00.649Z,directional_sign_250ms,sweep_only,1600,800,0.5,0.9124992187,0.9012405738,1.802481148,0.3776261024,0.1129077751,0.855625
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,naive,2,3782,42856,2026-08-18T20:49:08.333Z,directional_sign_250ms,sweep_only,1098,549,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,linear,2,3782,42856,2026-08-18T20:49:08.333Z,directional_sign_250ms,sweep_only,1098,549,0.5,0.9288622135,0.9321205722,1.864241144,0.4620388061,0.1489018707,0.7714025501
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,lightgbm,2,3782,42856,2026-08-18T20:49:08.333Z,directional_sign_250ms,sweep_only,1098,549,0.5,0.9259790114,0.9238024955,1.847604991,0.35871262,0.1089054196,0.8561020036
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,naive,3,4880,42850,2026-08-19T02:46:16.016Z,directional_sign_250ms,sweep_only,980,490,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,linear,3,4880,42850,2026-08-19T02:46:16.016Z,directional_sign_250ms,sweep_only,980,490,0.5,0.945487297,0.9416010553,1.883202111,0.4650676222,0.1509947683,0.7673469388
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,lightgbm,3,4880,42850,2026-08-19T02:46:16.016Z,directional_sign_250ms,sweep_only,980,490,0.5,0.9454956268,0.9440784596,1.888156919,0.3325298132,0.1023740227,0.8520408163
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,naive,4,5862,42856,2026-08-19T08:43:23.700Z,directional_sign_250ms,sweep_only,2856,1428,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,linear,4,5862,42856,2026-08-19T08:43:23.700Z,directional_sign_250ms,sweep_only,2856,1428,0.5,0.8858965155,0.8906784491,1.781356898,0.5235174722,0.1528511757,0.7955182073
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,lightgbm,4,5862,42856,2026-08-19T08:43:23.700Z,directional_sign_250ms,sweep_only,2856,1428,0.5,0.8824730873,0.8818937008,1.763787402,0.5246088421,0.176072363,0.7489495798
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,naive,5,8700,42856,2026-08-19T14:40:31.383Z,directional_sign_250ms,sweep_only,8984,4492,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,linear,5,8700,42856,2026-08-19T14:40:31.383Z,directional_sign_250ms,sweep_only,8984,4492,0.5,0.786920093,0.7817741565,1.563548313,0.9522037618,0.243149306,0.6921193232
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,lightgbm,5,8700,42856,2026-08-19T14:40:31.383Z,directional_sign_250ms,sweep_only,8984,4492,0.5,0.782129792,0.7669862807,1.533972561,0.7844196619,0.2592739762,0.6300089047
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,naive,6,17682,42846,2026-08-19T20:37:39.066Z,directional_sign_250ms,sweep_only,8324,4162,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,linear,6,17682,42846,2026-08-19T20:37:39.066Z,directional_sign_250ms,sweep_only,8324,4162,0.5,0.8151214415,0.8040622749,1.60812455,0.5565662557,0.1864952131,0.7221287842
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,lightgbm,6,17682,42846,2026-08-19T20:37:39.066Z,directional_sign_250ms,sweep_only,8324,4162,0.5,0.8083192917,0.7927884373,1.585576875,0.5438912083,0.182688176,0.7284959154
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,naive,7,26010,42852,2026-08-20T02:34:46.750Z,directional_sign_250ms,sweep_only,5186,2593,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,linear,7,26010,42852,2026-08-20T02:34:46.750Z,directional_sign_250ms,sweep_only,5186,2593,0.5,0.8151490359,0.7913206327,1.582641265,0.5691215405,0.190939435,0.7076745083
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,lightgbm,7,26010,42852,2026-08-20T02:34:46.750Z,directional_sign_250ms,sweep_only,5186,2593,0.5,0.8141968743,0.7860204051,1.57204081,0.5137225344,0.1701971896,0.7543386039
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,naive,8,31152,42852,2026-08-20T08:31:54.433Z,directional_sign_250ms,sweep_only,10866,5433,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,linear,8,31152,42852,2026-08-20T08:31:54.433Z,directional_sign_250ms,sweep_only,10866,5433,0.5,0.8286249044,0.8200923722,1.640184744,0.5380385298,0.1783851149,0.7462727775
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,lightgbm,8,31152,42852,2026-08-20T08:31:54.433Z,directional_sign_250ms,sweep_only,10866,5433,0.5,0.8208747363,0.808457051,1.616914102,0.559392987,0.1900213005,0.7116694276
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,naive,9,42026,42854,2026-08-20T14:29:02.116Z,directional_sign_250ms,sweep_only,8362,4181,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,linear,9,42026,42854,2026-08-20T14:29:02.116Z,directional_sign_250ms,sweep_only,8362,4181,0.5,0.8561909862,0.8533993711,1.706798742,0.50279864,0.1643390506,0.7682372638
directional_sign_250ms__sweep_only,directional_sign_250ms,classification,lightgbm,9,42026,42854,2026-08-20T14:29:02.116Z,directional_sign_250ms,sweep_only,8362,4181,0.5,0.8550568536,0.8511253188,1.702250638,0.5023283848,0.1651475995,0.76943315
directional_sign_250ms__book_flow,directional_sign_250ms,classification,naive,1,2170,42856,2026-08-18T14:52:00.649Z,directional_sign_250ms,book_flow,1600,800,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__book_flow,directional_sign_250ms,classification,linear,1,2170,42856,2026-08-18T14:52:00.649Z,directional_sign_250ms,book_flow,1600,800,0.5,0.98536875,0.9857645977,1.971529195,0.1591033801,0.04594925915,0.935
directional_sign_250ms__book_flow,directional_sign_250ms,classification,lightgbm,1,2170,42856,2026-08-18T14:52:00.649Z,directional_sign_250ms,book_flow,1600,800,0.5,0.9868140625,0.9871555162,1.974311032,0.1598539099,0.04377753726,0.93875
directional_sign_250ms__book_flow,directional_sign_250ms,classification,naive,2,3782,42856,2026-08-18T20:49:08.333Z,directional_sign_250ms,book_flow,1098,549,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__book_flow,directional_sign_250ms,classification,linear,2,3782,42856,2026-08-18T20:49:08.333Z,directional_sign_250ms,book_flow,1098,549,0.5,0.9862210145,0.9866878328,1.973375666,0.1540183713,0.04617112578,0.9398907104
directional_sign_250ms__book_flow,directional_sign_250ms,classification,lightgbm,2,3782,42856,2026-08-18T20:49:08.333Z,directional_sign_250ms,book_flow,1098,549,0.5,0.9852057558,0.9853278629,1.970655726,0.154323313,0.04455051438,0.941712204
directional_sign_250ms__book_flow,directional_sign_250ms,classification,naive,3,4880,42850,2026-08-19T02:46:16.016Z,directional_sign_250ms,book_flow,980,490,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__book_flow,directional_sign_250ms,classification,linear,3,4880,42850,2026-08-19T02:46:16.016Z,directional_sign_250ms,book_flow,980,490,0.5,0.9759579342,0.9715039733,1.943007947,0.2032902529,0.05840589351,0.9306122449
directional_sign_250ms__book_flow,directional_sign_250ms,classification,lightgbm,3,4880,42850,2026-08-19T02:46:16.016Z,directional_sign_250ms,book_flow,980,490,0.5,0.9792794669,0.9777344777,1.955468955,0.1835508736,0.05416416646,0.9265306122
directional_sign_250ms__book_flow,directional_sign_250ms,classification,naive,4,5862,42856,2026-08-19T08:43:23.700Z,directional_sign_250ms,book_flow,2856,1428,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__book_flow,directional_sign_250ms,classification,linear,4,5862,42856,2026-08-19T08:43:23.700Z,directional_sign_250ms,book_flow,2856,1428,0.5,0.9609995959,0.9586690526,1.917338105,0.2540925838,0.07549891917,0.899859944
directional_sign_250ms__book_flow,directional_sign_250ms,classification,lightgbm,4,5862,42856,2026-08-19T08:43:23.700Z,directional_sign_250ms,book_flow,2856,1428,0.5,0.9641160386,0.9641837469,1.928367494,0.2447117323,0.07415124294,0.8942577031
directional_sign_250ms__book_flow,directional_sign_250ms,classification,naive,5,8700,42856,2026-08-19T14:40:31.383Z,directional_sign_250ms,book_flow,8984,4492,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__book_flow,directional_sign_250ms,classification,linear,5,8700,42856,2026-08-19T14:40:31.383Z,directional_sign_250ms,book_flow,8984,4492,0.5,0.8711759711,0.8564502784,1.712900557,0.5187998195,0.1508566165,0.8014247551
directional_sign_250ms__book_flow,directional_sign_250ms,classification,lightgbm,5,8700,42856,2026-08-19T14:40:31.383Z,directional_sign_250ms,book_flow,8984,4492,0.5,0.8852736814,0.882983428,1.765966856,0.4508699432,0.1427297569,0.8013134461
directional_sign_250ms__book_flow,directional_sign_250ms,classification,naive,6,17682,42846,2026-08-19T20:37:39.066Z,directional_sign_250ms,book_flow,8324,4162,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__book_flow,directional_sign_250ms,classification,linear,6,17682,42846,2026-08-19T20:37:39.066Z,directional_sign_250ms,book_flow,8324,4162,0.5,0.8947718898,0.8911515552,1.78230311,0.4182200407,0.1321619213,0.8143921192
directional_sign_250ms__book_flow,directional_sign_250ms,classification,lightgbm,6,17682,42846,2026-08-19T20:37:39.066Z,directional_sign_250ms,book_flow,8324,4162,0.5,0.9066804509,0.9064460904,1.812892181,0.3951537287,0.124993999,0.8175156175
directional_sign_250ms__book_flow,directional_sign_250ms,classification,naive,7,26010,42852,2026-08-20T02:34:46.750Z,directional_sign_250ms,book_flow,5186,2593,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__book_flow,directional_sign_250ms,classification,linear,7,26010,42852,2026-08-20T02:34:46.750Z,directional_sign_250ms,book_flow,5186,2593,0.5,0.9158320132,0.9099153495,1.819830699,0.372412629,0.1144988789,0.8457385268
directional_sign_250ms__book_flow,directional_sign_250ms,classification,lightgbm,7,26010,42852,2026-08-20T02:34:46.750Z,directional_sign_250ms,book_flow,5186,2593,0.5,0.938062204,0.9390221833,1.878044367,0.3173340402,0.1002100508,0.8567296568
directional_sign_250ms__book_flow,directional_sign_250ms,classification,naive,8,31152,42852,2026-08-20T08:31:54.433Z,directional_sign_250ms,book_flow,10866,5433,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__book_flow,directional_sign_250ms,classification,linear,8,31152,42852,2026-08-20T08:31:54.433Z,directional_sign_250ms,book_flow,10866,5433,0.5,0.8897653523,0.880979045,1.76195809,0.4224221936,0.1316237959,0.8223817412
directional_sign_250ms__book_flow,directional_sign_250ms,classification,lightgbm,8,31152,42852,2026-08-20T08:31:54.433Z,directional_sign_250ms,book_flow,10866,5433,0.5,0.9073460483,0.9027011285,1.805402257,0.3872109392,0.1208271019,0.8312166391
directional_sign_250ms__book_flow,directional_sign_250ms,classification,naive,9,42026,42854,2026-08-20T14:29:02.116Z,directional_sign_250ms,book_flow,8362,4181,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__book_flow,directional_sign_250ms,classification,linear,9,42026,42854,2026-08-20T14:29:02.116Z,directional_sign_250ms,book_flow,8362,4181,0.5,0.9114318593,0.9035138426,1.807027685,0.3766078513,0.1156812618,0.842143028
directional_sign_250ms__book_flow,directional_sign_250ms,classification,lightgbm,9,42026,42854,2026-08-20T14:29:02.116Z,directional_sign_250ms,book_flow,8362,4181,0.5,0.9302211157,0.9279792122,1.855958424,0.3366335906,0.1030055536,0.8587658455
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,naive,1,2170,42856,2026-08-18T14:52:00.649Z,directional_sign_250ms,book_flow_plus_sweep,1600,800,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,linear,1,2170,42856,2026-08-18T14:52:00.649Z,directional_sign_250ms,book_flow_plus_sweep,1600,800,0.5,0.98513125,0.9855170254,1.971034051,0.1573167573,0.044841744,0.9375
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,lightgbm,1,2170,42856,2026-08-18T14:52:00.649Z,directional_sign_250ms,book_flow_plus_sweep,1600,800,0.5,0.986715625,0.9871281335,1.974256267,0.1597139905,0.04376758557,0.941875
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,naive,2,3782,42856,2026-08-18T20:49:08.333Z,directional_sign_250ms,book_flow_plus_sweep,1098,549,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,linear,2,3782,42856,2026-08-18T20:49:08.333Z,directional_sign_250ms,book_flow_plus_sweep,1098,549,0.5,0.9869277142,0.9874962223,1.974992445,0.1510487505,0.04521569897,0.9408014572
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,lightgbm,2,3782,42856,2026-08-18T20:49:08.333Z,directional_sign_250ms,book_flow_plus_sweep,1098,549,0.5,0.9856038965,0.9862213491,1.972442698,0.1530333854,0.04427325268,0.9389799636
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,naive,3,4880,42850,2026-08-19T02:46:16.016Z,directional_sign_250ms,book_flow_plus_sweep,980,490,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,linear,3,4880,42850,2026-08-19T02:46:16.016Z,directional_sign_250ms,book_flow_plus_sweep,980,490,0.5,0.9769471054,0.9736557157,1.947311431,0.1990145374,0.05732704315,0.9295918367
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,lightgbm,3,4880,42850,2026-08-19T02:46:16.016Z,directional_sign_250ms,book_flow_plus_sweep,980,490,0.5,0.9800708038,0.9801701386,1.960340277,0.1810822931,0.05372870761,0.9316326531
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,naive,4,5862,42856,2026-08-19T08:43:23.700Z,directional_sign_250ms,book_flow_plus_sweep,2856,1428,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,linear,4,5862,42856,2026-08-19T08:43:23.700Z,directional_sign_250ms,book_flow_plus_sweep,2856,1428,0.5,0.961788637,0.959254507,1.918509014,0.2544288207,0.07484677482,0.9005602241
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,lightgbm,4,5862,42856,2026-08-19T08:43:23.700Z,directional_sign_250ms,book_flow_plus_sweep,2856,1428,0.5,0.9651772474,0.9643213883,1.928642777,0.2424769123,0.07352522259,0.8960084034
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,naive,5,8700,42856,2026-08-19T14:40:31.383Z,directional_sign_250ms,book_flow_plus_sweep,8984,4492,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,linear,5,8700,42856,2026-08-19T14:40:31.383Z,directional_sign_250ms,book_flow_plus_sweep,8984,4492,0.5,0.8777318528,0.8674170575,1.734834115,0.5104254278,0.1472050614,0.8019813001
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,lightgbm,5,8700,42856,2026-08-19T14:40:31.383Z,directional_sign_250ms,book_flow_plus_sweep,8984,4492,0.5,0.8880489724,0.8860439659,1.772087932,0.4458050521,0.1406211531,0.8046527159
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,naive,6,17682,42846,2026-08-19T20:37:39.066Z,directional_sign_250ms,book_flow_plus_sweep,8324,4162,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,linear,6,17682,42846,2026-08-19T20:37:39.066Z,directional_sign_250ms,book_flow_plus_sweep,8324,4162,0.5,0.9015239885,0.9024776731,1.804955346,0.4046851432,0.1273353125,0.8230418068
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,lightgbm,6,17682,42846,2026-08-19T20:37:39.066Z,directional_sign_250ms,book_flow_plus_sweep,8324,4162,0.5,0.9116479366,0.9121643695,1.824328739,0.3844149151,0.1209229632,0.8278471889
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,naive,7,26010,42852,2026-08-20T02:34:46.750Z,directional_sign_250ms,book_flow_plus_sweep,5186,2593,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,linear,7,26010,42852,2026-08-20T02:34:46.750Z,directional_sign_250ms,book_flow_plus_sweep,5186,2593,0.5,0.9196707026,0.918705661,1.837411322,0.3635103038,0.1116601733,0.8470883147
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,lightgbm,7,26010,42852,2026-08-20T02:34:46.750Z,directional_sign_250ms,book_flow_plus_sweep,5186,2593,0.5,0.9383031446,0.939159741,1.878319482,0.3168021406,0.100074775,0.8557655226
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,naive,8,31152,42852,2026-08-20T08:31:54.433Z,directional_sign_250ms,book_flow_plus_sweep,10866,5433,0.5,0.5,0.5,1,0.6931471806,0.25,0.5
directional_sign_250ms__book_flow_plus_sweep,directional_sign_250ms,classification,linear,8,31152,42852,2026-08-20T08:31:54.433Z,directional_sign_250ms,book_flow_plus_sweep,10866,5433,0.5,0.8982758662,0.8951149257,1.790229851,0.4083480239,0.127084067,0.8276274618
