entry_ts,exit_ts,side,entry_price,exit_price,qty,gross_pnl,entry_fee,exit_fee,total_fee,net_pnl,hold_sec,exit_reason
1774569600.065,1774569720.1,BUY,68790.05,68722.25,0.001,-0.06780000000000291,0.027516020000000006,0.027488900000000004,0.05500492000000001,-0.12280492000000293,120.03499984741211,timeout_exit
1774569837.233,1774569957.806,BUY,68780.95,68771.34999999999,0.001,-0.009600000000005821,0.027512380000000003,0.02750854,0.05502092,-0.06462092000000583,120.57299995422363,timeout_exit
1774569957.806,1774570078.911,BUY,68771.45,68826.34999999999,0.001,0.05489999999999418,0.02750858,0.02753054,0.05503912,-0.00013912000000581778,121.10500001907349,timeout_exit
1774570116.525,1774570236.595,BUY,68845.05,68901.75,0.001,0.05669999999999709,0.02753802,0.027560700000000004,0.055098720000000004,0.0016012799999970892,120.0699999332428,timeout_exit
1774570333.444,1774570453.836,SELL,68905.95,68915.75,0.001,0.00980000000000291,0.027562380000000004,0.027566300000000002,0.055128680000000006,-0.045328679999997096,120.39199995994568,timeout_exit
1774570453.836,1774570573.898,BUY,68915.75,68886.55,0.001,-0.02919999999999709,0.027566300000000002,0.027554620000000002,0.055120920000000004,-0.0843209199999971,120.06200003623962,timeout_exit
1774570576.779,1774570697.741,BUY,68886.65000000001,68910.84999999999,0.001,0.024199999999982538,0.02755466000000001,0.02756434,0.05511900000000001,-0.03091900000001747,120.96199989318848,timeout_exit
1774570697.741,1774570817.785,BUY,68910.95,68858.55,0.001,-0.05239999999999418,0.027564380000000003,0.027543420000000006,0.05510780000000001,-0.10750779999999419,120.0440001487732,timeout_exit
1774571178.985,1774571299.29,SELL,68725.95,68755.25,0.001,0.02930000000000291,0.027490380000000002,0.0275021,0.05499248,-0.025692479999997093,120.3050000667572,timeout_exit
1774571505.661,1774571625.813,SELL,68658.55,68683.55,0.001,0.025,0.027463420000000002,0.027473420000000005,0.05493684000000001,-0.029936840000000006,120.15199995040894,timeout_exit
1774571695.99,1774571816.044,SELL,68701.05,68601.05,0.001,-0.1,0.027480420000000005,0.02744042,0.054920840000000005,-0.15492084,120.05399990081787,timeout_exit
1774571868.728,1774571988.752,SELL,68500.95,68568.55,0.001,0.06760000000000582,0.027400380000000002,0.02742742,0.0548278,0.01277220000000582,120.02400016784668,timeout_exit
1774572037.136,1774572157.51,BUY,68612.25,68720.65,0.001,0.10839999999999418,0.0274449,0.027488259999999997,0.054933159999999995,0.05346683999999418,120.37400007247925,timeout_exit
1774572571.809,1774572692.062,BUY,68611.85,68647.75,0.001,0.03589999999999418,0.027444740000000002,0.027459100000000004,0.05490384000000001,-0.019003840000005826,120.25300002098083,timeout_exit
1774572797.607,1774572919.561,BUY,68733.95,68720.05,0.001,-0.01389999999999418,0.02749358,0.027488020000000002,0.054981600000000005,-0.06888159999999419,121.9539999961853,timeout_exit
1774573174.069,1774573294.076,BUY,68750.05,68785.55,0.001,0.035500000000000004,0.027500020000000003,0.027514220000000002,0.055014240000000006,-0.019514240000000002,120.00699996948242,timeout_exit
1774573494.482,1774573614.648,SELL,68755.25,68717.05,0.001,-0.03819999999999709,0.0275021,0.027486820000000002,0.054988920000000004,-0.0931889199999971,120.16599988937378,timeout_exit
1774573615.252,1774573735.619,BUY,68716.95,68667.95,0.001,-0.049,0.02748678,0.027467180000000004,0.05495396,-0.10395396000000001,120.36699986457825,timeout_exit
1774573779.898,1774573900.036,BUY,68745.15000000001,68816.15,0.001,0.07099999999998545,0.027498060000000005,0.02752646,0.05502452000000001,0.015975479999985442,120.13800001144409,timeout_exit
1774574157.362,1774574277.441,SELL,68817.45,68879.15000000001,0.001,0.06170000000001164,0.02752698,0.027551660000000006,0.055078640000000005,0.006621360000011636,120.0789999961853,timeout_exit
1774574356.623,1774574477.101,SELL,68812.45,68809.35,0.001,-0.003099999999991269,0.02752498,0.027523740000000005,0.05504872000000001,-0.05814871999999127,120.47800016403198,timeout_exit
1774574513.688,1774574635.373,SELL,68813.75,68842.85,0.001,0.029100000000005823,0.0275255,0.027537140000000005,0.05506264000000001,-0.025962639999994184,121.68499994277954,timeout_exit
1774574684.539,1774574804.727,BUY,68883.35,68897.95,0.001,0.01459999999999127,0.027553340000000003,0.02755918,0.05511252,-0.04051252000000873,120.18799996376038,timeout_exit
1774574886.266,1774575006.31,SELL,68873.84999999999,68870.25,0.001,-0.003599999999991269,0.027549539999999997,0.027548100000000002,0.05509764,-0.058697639999991266,120.04399991035461,timeout_exit
1774575079.497,1774575199.932,SELL,68869.15,68869.15000000001,0.001,1.4551915228366852e-14,0.027547659999999998,0.02754766,0.05509532,-0.055095319999985445,120.43499994277954,timeout_exit
1774575199.932,1774575320.778,SELL,68869.05,68850.05,0.001,-0.019,0.027547620000000002,0.027540020000000005,0.05508764000000001,-0.07408764000000001,120.84600019454956,timeout_exit
1774575320.778,1774575440.79,SELL,68849.95,68851.45,0.001,0.0015,0.02753998,0.027540580000000002,0.05508056,-0.05358056,120.01199984550476,timeout_exit
1774575472.574,1774575593.16,SELL,68849.95,68840.15000000001,0.001,-0.009799999999988358,0.02753998,0.027536060000000005,0.05507604000000001,-0.06487603999998837,120.5860002040863,timeout_exit
1774576104.114,1774576224.19,BUY,68876.55,68908.84999999999,0.001,0.03229999999998836,0.027550620000000005,0.027563539999999997,0.05511416,-0.022814160000011643,120.07599997520447,timeout_exit
1774576398.349,1774576518.36,SELL,68900.05,68954.75,0.001,0.05469999999999709,0.027560020000000005,0.027581900000000003,0.05514192000000001,-0.00044192000000291623,120.01099991798401,timeout_exit
