prediction,alpha_pct,beta_pct,decile,eligible_opportunities,filled,fill_rate_30000ms,at_quote_fills,trade_through_fills,at_quote_rate_given_fill,trade_through_rate_given_fill,fill_evaluable_500ms,fill_rate_500ms,fill_evaluable_1000ms,fill_rate_1000ms,fill_evaluable_5000ms,fill_rate_5000ms,median_time_to_fill_ms,markout_100ms_observed,markout_100ms_censored,markout_100ms_mean_ticks,markout_100ms_median_ticks,markout_100ms_p10_ticks,markout_100ms_p25_ticks,markout_100ms_p50_ticks,markout_100ms_p75_ticks,markout_100ms_p90_ticks,markout_100ms_frac_favourable,markout_100ms_frac_non_negative,required_benefit_100ms_ticks,required_benefit_100ms_usd_per_btc,required_benefit_100ms_bps,markout_500ms_observed,markout_500ms_censored,markout_500ms_mean_ticks,markout_500ms_median_ticks,markout_500ms_p10_ticks,markout_500ms_p25_ticks,markout_500ms_p50_ticks,markout_500ms_p75_ticks,markout_500ms_p90_ticks,markout_500ms_frac_favourable,markout_500ms_frac_non_negative,required_benefit_500ms_ticks,required_benefit_500ms_usd_per_btc,required_benefit_500ms_bps,markout_1000ms_observed,markout_1000ms_censored,markout_1000ms_mean_ticks,markout_1000ms_median_ticks,markout_1000ms_p10_ticks,markout_1000ms_p25_ticks,markout_1000ms_p50_ticks,markout_1000ms_p75_ticks,markout_1000ms_p90_ticks,markout_1000ms_frac_favourable,markout_1000ms_frac_non_negative,required_benefit_1000ms_ticks,required_benefit_1000ms_usd_per_btc,required_benefit_1000ms_bps,markout_5000ms_observed,markout_5000ms_censored,markout_5000ms_mean_ticks,markout_5000ms_median_ticks,markout_5000ms_p10_ticks,markout_5000ms_p25_ticks,markout_5000ms_p50_ticks,markout_5000ms_p75_ticks,markout_5000ms_p90_ticks,markout_5000ms_frac_favourable,markout_5000ms_frac_non_negative,required_benefit_5000ms_ticks,required_benefit_5000ms_usd_per_btc,required_benefit_5000ms_bps,median_spread_ticks,mean_spread_ticks,required_benefit_1s_in_half_spreads,required_benefit_1s_in_full_spreads,prediction_mean
predicted_trade_through,50,50,1,42853,38007,0.8869157352,33837,4170,0.8902833689,0.1097166311,42851,0.2177078715,42851,0.3312408112,42846,0.6676936003,1714.386965,38007,0,-21.80091825,-7.5,-63.5,-35.5,-7.5,0.5,0.5,0.4139763728,0.4139763728,21.80091825,2.180091825,0.3150544373,38006,1,-35.16077725,-17.5,-104.5,-57.5,-17.5,0.5,0.5,0.3694942904,0.3694942904,35.16077725,3.516077725,0.5081480358,38006,1,-38.89088565,-21.5,-122.5,-67.5,-21.5,0.5,0.5,0.3535494396,0.3535494396,38.89088565,3.889088565,0.5621718739,37998,9,-48.82466182,-31.5,-204.5,-104.5,-31.5,0.5,89.5,0.3505447655,0.3505447655,48.82466182,4.882466182,0.707554364,1,1.026532565,75.77136271,37.88568135,0.6098581316
predicted_trade_through,50,50,2,42853,35580,0.8302802604,30961,4619,0.8701798763,0.1298201237,42853,0.1626023849,42853,0.2543812569,42842,0.5657298912,2400.597972,35580,0,-22.22025014,-8.5,-65.5,-36.5,-8.5,0.5,0.5,0.407138842,0.407138842,22.22025014,2.222025014,0.3227471817,35579,1,-36.60062115,-19.5,-109.5,-59.5,-19.5,0.5,0.5,0.3682228281,0.3682228281,36.60062115,3.660062115,0.5317249391,35578,2,-40.62915285,-22.5,-128.5,-68.5,-22.5,0.5,0.5,0.3569059531,0.3569059531,40.62915285,4.062915285,0.5904050992,35572,8,-49.12667266,-31.5,-209.5,-105.5,-31.5,0.5,88.5,0.3515124255,0.3515124255,49.12667266,4.912667266,0.7155960127,1,1.082958019,75.03366174,37.51683087,0.7344885884
predicted_trade_through,50,50,3,42854,33233,0.7754935362,28585,4648,0.8601390184,0.1398609816,42852,0.1312190796,42852,0.2068048166,42846,0.4862297531,2999.994195,33233,0,-23.2615623,-10.5,-67.5,-38.5,-10.5,0.5,0.5,0.394848494,0.394848494,23.2615623,2.32615623,0.3380954844,33232,1,-37.49571196,-20.5,-113.5,-62.5,-20.5,0.5,0.5,0.3633846895,0.3633846895,37.49571196,3.749571196,0.5456158933,33229,4,-40.94473201,-23.5,-131.5,-69.5,-23.5,0.5,0.5,0.3556832887,0.3556832887,40.94473201,4.094473201,0.5957767511,33227,6,-48.92713757,-30.5,-206.9,-102.5,-30.5,0.5,86.5,0.3531766335,0.3531766335,48.92713757,4.892713757,0.7140175796,1,1.048676903,78.08836429,39.04418215,0.8141857045
predicted_trade_through,50,50,4,42853,31171,0.7273936481,26666,4505,0.8554746399,0.1445253601,42852,0.1028423411,42852,0.16725007,42851,0.4184733145,3674.872515,31171,0,-23.64381958,-11.5,-67.5,-38.5,-11.5,0.5,0.5,0.3927689198,0.3927689198,23.64381958,2.364381958,0.3451520418,31171,0,-37.83648263,-22.5,-110.5,-62.5,-22.5,0.5,0.5,0.3609444676,0.3609444676,37.83648263,3.783648263,0.5538505074,31167,4,-41.09460327,-24.5,-128.5,-69.5,-24.5,0.5,0.5,0.3535791061,0.3536111913,41.09460327,4.109460327,0.6016984862,31167,4,-48.35959508,-31.5,-202.5,-99.5,-31.5,0.5,75.5,0.3531619983,0.3531619983,48.35959508,4.835959508,0.7107301671,1,1.055725387,77.85093317,38.92546658,0.8690197157
predicted_trade_through,50,50,5,42853,28990,0.6764987282,24590,4400,0.8482235254,0.1517764746,42851,0.08100161023,42851,0.1314555086,42848,0.3490944735,4695.893653,28990,0,-24.4980338,-13.5,-66.5,-39.5,-13.5,0.5,0.5,0.3772680235,0.3772680235,24.4980338,2.44980338,0.3585079755,28990,0,-39.47283546,-24.5,-110.5,-62.5,-24.5,0.5,0.5,0.3480855467,0.3480855467,39.47283546,3.947283546,0.5790379682,28989,1,-43.39370106,-26.5,-128.5,-70.5,-26.5,0.5,0.5,0.3423022526,0.3423022526,43.39370106,4.339370106,0.6369313753,28988,2,-51.76043535,-33.5,-204.5,-99.5,-33.5,0.5,66.5,0.3476266041,0.3476266041,51.76043535,5.176043535,0.7624302288,1,1.037430285,83.65612936,41.82806468,0.9090865863
predicted_trade_through,50,50,6,42854,27333,0.6378167732,22994,4339,0.8412541616,0.1587458384,42853,0.07115021119,42853,0.1149277764,42851,0.3145317496,5141.668288,27333,0,-25.47166429,-16.5,-67.5,-39.5,-16.5,0.5,0.5,0.3519189258,0.3519189258,25.47166429,2.547166429,0.3732692671,27333,0,-41.36503494,-27.5,-112.5,-65.5,-27.5,0.5,0.5,0.3258332419,0.3258332419,41.36503494,4.136503494,0.607710663,27333,0,-45.43687118,-29.5,-131.5,-73.5,-29.5,0.5,0.5,0.3216624593,0.3216624593,45.43687118,4.543687118,0.6678693881,27331,2,-54.5289232,-36.5,-205.5,-104.5,-36.5,0.5,63.5,0.3326991329,0.3326991329,54.5289232,5.45289232,0.8030737113,1,1.025178513,88.64187183,44.32093592,0.9396942418
predicted_trade_through,50,50,7,42853,26190,0.6111590787,21368,4822,0.8158839252,0.1841160748,42851,0.06937994446,42851,0.1095890411,42845,0.2966040378,5299.768579,26190,0,-26.45843834,-19.5,-70.5,-41.5,-19.5,0.5,0.5,0.321458572,0.321458572,26.45843834,2.645843834,0.3862535499,26188,2,-42.09624637,-30.5,-116.5,-68.5,-30.5,0.5,0.5,0.3035359707,0.3035359707,42.09624637,4.209624637,0.6166477674,26186,4,-45.52159551,-32.5,-136.5,-76.5,-32.5,0.5,0.5,0.3038264722,0.3038264722,45.52159551,4.552159551,0.6671393392,26183,7,-54.10329221,-39.5,-209.5,-109.5,-39.5,0.5,75.5,0.3209334301,0.3209334301,54.10329221,5.410329221,0.7950446408,1,1.048468019,86.8344951,43.41724755,0.963845405
predicted_trade_through,50,50,8,42853,25152,0.5869367372,19253,5899,0.7654659669,0.2345340331,42853,0.06207266702,42852,0.09871184542,42844,0.2760013071,5612.736346,25152,0,-28.26962071,-21.5,-72.5,-43.5,-21.5,0.5,0.5,0.2780295802,0.2780693384,28.26962071,2.826962071,0.411387639,25151,1,-45.88219156,-33.5,-119.5,-72.5,-33.5,0.5,0.5,0.2603872609,0.2603872609,45.88219156,4.588219156,0.6703304192,25151,1,-49.31257206,-36.5,-139.5,-80.5,-36.5,0.5,0.5,0.2653970021,0.2653970021,49.31257206,4.931257206,0.720693001,25147,5,-58.08058615,-43.5,-215.5,-114.5,-43.5,0.5,78.5,0.3007515807,0.3007515807,58.08058615,5.808058615,0.8513915989,1,1.048538025,94.05967332,47.02983666,0.9826693902
predicted_trade_through,50,50,9,42854,18860,0.4400989406,14341,4519,0.7603923648,0.2396076352,42854,0.02723199701,42854,0.04482662062,42854,0.1550380361,8308.11787,18860,0,-25.56025981,-18.5,-62.5,-38.5,-18.5,0.5,0.5,0.2630965005,0.2631495228,25.56025981,2.556025981,0.3821053216,18860,0,-41.92555673,-30.5,-106.5,-62.5,-30.5,-1.5,0.5,0.2347826087,0.2347826087,41.92555673,4.192555673,0.6285043167,18859,1,-45.25017233,-33.5,-120.5,-70.5,-33.5,-1.5,0.5,0.2357495095,0.2357495095,45.25017233,4.525017233,0.6782434332,18858,2,-53.28221444,-39.5,-172.5,-97.5,-39.5,0.5,37.5,0.265298547,0.265298547,53.28221444,5.328221444,0.8007344055,1,1.014444393,89.21173533,44.60586767,0.9951274476
predicted_trade_through,100,0,0,42854,39244,0.9157604891,21301,17943,0.5427836102,0.4572163898,42854,0.2919680777,42853,0.4168902994,42847,0.7347538918,1223.181213,39244,0,-27.21572724,-19.5,-67.5,-40.5,-19.5,-0.5,0.5,0.2305065743,0.2305065743,27.21572724,2.721572724,0.3926481032,39244,0,-40.68396443,-28.5,-106.5,-62.5,-28.5,-1.5,0.5,0.213867088,0.213867088,40.68396443,4.068396443,0.5871483928,39241,3,-45.26315588,-31.5,-125.5,-71.5,-31.5,-2.5,0.5,0.218037257,0.218037257,45.26315588,4.526315588,0.6535985365,39235,9,-54.17145406,-39.5,-209.5,-109.5,-39.5,0.5,86.5,0.2780680515,0.2780680515,54.17145406,5.417145406,0.7840406283,1,1.012017548,89.45132616,44.72566308,0.4063449844
predicted_trade_through,100,0,1,42853,35563,0.8298835554,12894,22669,0.3625678374,0.6374321626,42851,0.1799724627,42851,0.2714989148,42846,0.5765065584,2227.12562,35563,0,-31.78490285,-24.5,-73.5,-46.5,-24.5,-4.5,0.5,0.1621629221,0.1621629221,31.78490285,3.178490285,0.459061921,35563,0,-48.7121587,-35.5,-120.5,-73.5,-35.5,-7.5,0.5,0.1599977505,0.1599977505,48.7121587,4.87121587,0.7038144527,35563,0,-52.4124652,-38.5,-141.5,-81.5,-38.5,-7.5,0.5,0.1748165228,0.1748165228,52.4124652,5.24124652,0.7574967837,35555,8,-63.65661651,-46.5,-223.5,-122.5,-46.5,0.5,80.5,0.2524258192,0.2524258192,63.65661651,6.365661651,0.9219618071,1,1.026532565,102.1155431,51.05777157,0.6098581316
predicted_trade_through,100,0,2,42853,32471,0.7577299139,8258,24213,0.2543192387,0.7456807613,42853,0.1367698878,42853,0.2089468649,42842,0.4746977265,2944.200507,32471,0,-33.35568661,-27.5,-75.5,-48.5,-27.5,-8.5,0.5,0.1220473653,0.1220473653,33.35568661,3.335568661,0.4842184554,32471,0,-52.25907733,-38.5,-127.5,-77.5,-38.5,-12.5,0.5,0.126235718,0.126235718,52.25907733,5.225907733,0.7590169665,32470,1,-56.67700955,-40.5,-150.5,-86.5,-40.5,-12.5,0.5,0.1446566061,0.1446566061,56.67700955,5.667700955,0.8233214729,32464,7,-66.29007516,-50.5,-231.5,-125.5,-50.5,-2.5,75.2,0.2311483489,0.2311483489,66.29007516,6.629007516,0.964548953,1,1.082958019,104.6707417,52.33537084,0.7344885884
predicted_trade_through,100,0,3,42854,29785,0.6950343025,5591,24194,0.1877119355,0.8122880645,42852,0.1110799963,42852,0.1711472043,42846,0.4035382533,3589.563463,29785,0,-35.1975491,-28.5,-79.5,-49.5,-28.5,-10.5,-0.5,0.09635722679,0.09635722679,35.1975491,3.51975491,0.5114142053,29785,0,-54.45442337,-39.5,-131.1,-81.5,-39.5,-15.5,0.5,0.1013597448,0.1013597448,54.45442337,5.445442337,0.791989758,29782,3,-58.91206098,-43.5,-154.5,-90.5,-43.5,-15.5,0.5,0.1208783829,0.1208783829,58.91206098,5.891206098,0.856810159,29780,5,-68.13876763,-51.5,-230.5,-125.5,-51.5,-6.25,71.5,0.213465413,0.213465413,68.13876763,6.813876763,0.9933707155,1,1.048676903,112.3550272,56.1775136,0.8141857045
predicted_trade_through,100,0,4,42853,27554,0.6429888223,3965,23589,0.1438992524,0.8561007476,42852,0.08629702231,42852,0.138266592,42851,0.3468530489,4284.415856,27554,0,-35.65867025,-28.5,-78.5,-49.5,-28.5,-11.5,-0.5,0.08260143718,0.08260143718,35.65867025,3.565867025,0.5205674687,27554,0,-55.21281847,-41.5,-129.5,-81.5,-41.5,-18.5,-0.5,0.08601292008,0.08601292008,55.21281847,5.521281847,0.8080411033,27550,4,-59.44740472,-44.5,-150.6,-89.5,-44.5,-17.5,0.5,0.1093284936,0.1093647913,59.44740472,5.944740472,0.8701066134,27550,4,-68.10508167,-52.5,-225.5,-124.5,-52.5,-8.5,63.5,0.2037023593,0.2037023593,68.10508167,6.810508167,0.9997690401,1,1.055725387,112.6190683,56.30953415,0.8690197157
predicted_trade_through,100,0,5,42853,25241,0.5890136046,2699,22542,0.1069292025,0.8930707975,42851,0.06919325103,42851,0.1095890411,42848,0.2916355489,5095.687353,25241,0,-36.61336714,-29.5,-78.5,-49.5,-29.5,-13.5,-1.5,0.06857889941,0.06857889941,36.61336714,3.661336714,0.5361715385,25241,0,-56.61106929,-42.5,-129.5,-80.5,-42.5,-20.5,-1.5,0.07238223525,0.07238223525,56.61106929,5.661106929,0.8306955837,25240,1,-61.32216719,-45.5,-150.5,-89.5,-45.5,-19.5,-0.5,0.0942155309,0.0942155309,61.32216719,6.132216719,0.9001034276,25239,2,-71.25102025,-54.5,-230.5,-124.5,-54.5,-11.5,58.5,0.1897856492,0.1897856492,71.25102025,7.125102025,1.048583188,1,1.037430285,118.2193504,59.10967521,0.9090865863
predicted_trade_through,100,0,6,42854,23858,0.5567274933,1736,22122,0.0727638528,0.9272361472,42853,0.06055585373,42853,0.09602594918,42851,0.2642645446,5504.040831,23858,0,-37.47807863,-30.5,-78.5,-50.5,-30.5,-14.5,-2.5,0.05453097494,0.05453097494,37.47807863,3.747807863,0.5493525343,23858,0,-58.01223908,-43.5,-130.5,-82.5,-43.5,-21.5,-3.5,0.06073434487,0.06073434487,58.01223908,5.801223908,0.8521792566,23858,0,-62.71577668,-47.5,-150.5,-91.5,-47.5,-21.5,-0.5,0.08605080057,0.08605080057,62.71577668,6.271577668,0.9214942428,23856,2,-73.08612089,-57.5,-231.5,-126.5,-57.5,-13.5,55.5,0.1842303823,0.1842303823,73.08612089,7.308612089,1.075592364,1,1.025178513,122.3509386,61.17546932,0.9396942418
predicted_trade_through,100,0,7,42853,23375,0.5454693954,1209,22166,0.05172192513,0.9482780749,42851,0.05988191641,42851,0.09271662272,42845,0.2540786556,5686.243015,23375,0,-37.79247059,-32.5,-80,-51.5,-32.5,-15.5,-3.5,0.05069518717,0.05069518717,37.79247059,3.779247059,0.5518192607,23374,1,-57.97013776,-45.5,-133.5,-83.5,-45.5,-22.5,-3.5,0.06434499872,0.06434499872,57.97013776,5.797013776,0.8486374902,23373,2,-61.81371668,-48.5,-151.5,-93.5,-48.5,-21.5,-0.5,0.09018953493,0.09018953493,61.81371668,6.181371668,0.9050361636,23370,5,-70.95785195,-58.5,-231.5,-131.5,-58.5,-13.5,66.5,0.1950363714,0.1950363714,70.95785195,7.095785195,1.041435683,1,1.048468019,117.9124505,58.95622526,0.963845405
predicted_trade_through,100,0,8,42853,22904,0.5344783329,540,22364,0.02357666783,0.9764233322,42853,0.05502531911,42852,0.08557360217,42844,0.2400802913,6056.010507,22904,0,-38.01554314,-31.5,-81.5,-51.5,-31.5,-15.5,-4.5,0.04545057632,0.04549423681,38.01554314,3.801554314,0.5536345056,22903,1,-59.43516133,-45.5,-133.5,-85.5,-45.5,-22.5,-5.5,0.05802733266,0.05802733266,59.43516133,5.943516133,0.8684363186,22903,1,-63.20551893,-48.5,-154.5,-94.5,-48.5,-22.5,-0.5,0.0871064926,0.0871064926,63.20551893,6.320551893,0.9235338304,22899,5,-72.67459278,-59.5,-234.5,-133.5,-59.5,-14.5,70.5,0.1967771518,0.1967771518,72.67459278,7.267459278,1.064875664,1,1.048538025,120.5593262,60.27966311,0.9826693902
predicted_trade_through,100,0,9,42854,16960,0.3957623559,165,16795,0.009728773585,0.9902712264,42854,0.02412843609,42854,0.03896952443,42854,0.1345031969,8655.078944,16960,0,-33.84041863,-28.5,-71.5,-44.5,-28.5,-13.5,-4.5,0.03997641509,0.04003537736,33.84041863,3.384041863,0.5062853502,16960,0,-53.28133844,-39.5,-117.5,-74.5,-39.5,-20.5,-6.5,0.03260613208,0.03260613208,53.28133844,5.328133844,0.7989761489,16959,1,-56.59301846,-42.5,-130.5,-81.5,-42.5,-21.5,-5.5,0.05265640663,0.05265640663,56.59301846,5.659301846,0.848507115,16958,2,-66.11098007,-53.5,-189.5,-110.5,-53.5,-19.5,31.5,0.1444745843,0.1444745843,66.11098007,6.611098007,0.9938943508,1,1.014444393,111.5744123,55.78720615,0.9951274476
