symbol,horizon,features,model,final_holdout,observations,directional_accuracy,auc,ic,gross_sharpe,net_sharpe,annualized_return,max_drawdown,turnover_roundtrips_per_year,trade_count,gross_edge_bp,all_in_cost_bp,net_edge_bp,long_net_edge_bp,short_net_edge_bp,top_5pct_net_pnl_share
BTCUSDT,15m,price_volume,ridge,True,8640,0.4900462962962963,0.4868696281090944,-0.02204343426597451,-0.13692607938181997,-108.42908526543339,-38.6191689385075,-0.9584730534707245,11692.059742966308,2880,-0.013908549654202686,11.0,-11.013908549654204,-10.885842143522309,-11.101785498124098,-0.1511640878106982
BTCUSDT,15m,plus_basis,unconditional,False,34560,0.5034143518518519,0.5057583703715394,0.0061969775455164204,3.0769035725918004,-69.50443846417356,-36.93530483330854,-0.9999949191385712,11592.402927249246,11520,0.4663173530377199,11.0,-10.533682646962282,-10.533682646962282,,-0.28065705197074775
BTCUSDT,15m,plus_basis,unconditional,True,8640,0.49444444444444446,0.5,-1.6467623871858776e-17,1.0516351720082076,-107.24220342640866,-38.19584508751934,-0.9571521012872645,11692.059742966308,2880,0.1068203606207694,11.0,-10.893179639379232,-10.893179639379232,,-0.15761124501247223
BTCUSDT,15m,plus_basis,momentum,False,34560,0.48616898148148147,0.47972466927584,-0.014475313091458929,0.01934724701889567,-72.53326347015164,-38.546725960773024,-0.9999970108920267,11592.402927249246,11520,0.002932220860992661,10.996180555555556,-10.993248334694565,-10.542561289858044,-11.467311290154184,-0.26681331880472275
BTCUSDT,15m,plus_basis,momentum,True,8640,0.49039351851851853,0.483153275310052,-0.0035011375377027054,2.982557992099642,-105.32331285760887,-37.50823731319502,-0.9543916942759759,11692.059742966308,2880,0.30292114043035145,11.0,-10.697078859569649,-10.585071897669751,-10.806320217472019,-0.17085352207250673
BTCUSDT,15m,plus_basis,ridge,False,34560,0.4886284722222222,0.4874969521188369,-0.00793238055362958,-1.7221136608508938,-74.2967275055533,-39.48563205189375,-0.9999978033574068,11592.402927249246,11520,-0.26101758267560654,11.0,-11.261017582675608,-10.784210460349312,-11.693617422137214,-0.2553769968616199
BTCUSDT,15m,plus_basis,ridge,True,8640,0.4917824074074074,0.48666807501954973,-0.024233809483072626,1.931066063349821,-106.36682437948976,-37.882648925761494,-0.9558804143250533,11692.059742966308,2880,0.19614164791196528,11.0,-10.803858352088037,-10.625523354259968,-10.925001368105352,-0.15535126602089613
BTCUSDT,15m,plus_oi,unconditional,False,34523,0.5047070069229209,0.5067544403006936,0.008763443479584824,1.82776714500121,-72.04762096100767,-37.616121292341745,-0.9999958558447168,11579.773636885402,11508,0.2721534073859976,11.0,-10.727846592614005,-10.727846592614005,,-0.25463996319131527
BTCUSDT,15m,plus_oi,unconditional,True,8626,0.4951309993044285,0.5,,-0.016722019366309973,-104.72591033950924,-38.57655967887932,-0.9580578060415823,11672.216983679926,2876,-0.0017566960071069974,11.0,-11.001756696007106,-11.001756696007106,,-0.16397969106819354
BTCUSDT,15m,plus_oi,momentum,False,34523,0.48451756799814616,0.47845771526814806,-0.01236249415038101,-0.22059060022035884,-74.0802747933879,-38.67550778247962,-0.9999970925001922,11579.773636885402,11508,-0.03284355215618439,10.997132429614181,-11.029975981770368,-10.769081204993252,-11.307432160247114,-0.25951734789427
BTCUSDT,15m,plus_oi,momentum,True,8626,0.4851611407373058,0.4789265763468736,0.012154783964061625,1.087581544741659,-103.62337306407478,-38.1697880929649,-0.9566332894540643,11672.216983679926,2876,0.11425162760526451,11.0,-10.885748372394737,-10.888281967100726,-10.883179293169054,-0.16522664160675274
BTCUSDT,15m,plus_oi,ridge,False,34523,0.5038090548330099,0.5041208966408606,-0.003816471393908147,0.8884987354446182,-72.98420170901858,-38.1064972129162,-0.999996491301227,11579.773636885402,11508,0.13230173028855788,11.0,-10.867698269711443,-10.680456561557135,-11.190463088761817,-0.25843794810864845
BTCUSDT,15m,plus_oi,ridge,True,8626,0.5024345003477858,0.5036791798800067,-0.03763115078994465,3.619603966655775,-101.10915101062344,-37.237341348956285,-0.9532462159819624,11672.216983679926,2876,0.3801787163597189,11.0,-10.619821283640281,-10.714346002484486,-10.434373714744085,-0.1739800999453083
BTCUSDT,15m,full,unconditional,False,34523,0.5047070069229209,0.5067544403006936,0.008763443479584824,1.82776714500121,-72.04762096100767,-37.616121292341745,-0.9999958558447168,11579.773636885402,11508,0.2721534073859976,11.0,-10.727846592614005,-10.727846592614005,,-0.25463996319131527
BTCUSDT,15m,full,unconditional,True,8626,0.4951309993044285,0.5,,-0.016722019366309973,-104.72591033950924,-38.57655967887932,-0.9580578060415823,11672.216983679926,2876,-0.0017566960071069974,11.0,-11.001756696007106,-11.001756696007106,,-0.16397969106819354
BTCUSDT,15m,full,momentum,False,34523,0.48451756799814616,0.47845771526814806,-0.01236249415038101,-0.22059060022035884,-74.0802747933879,-38.67550778247962,-0.9999970925001922,11579.773636885402,11508,-0.03284355215618439,10.997132429614181,-11.029975981770368,-10.769081204993252,-11.307432160247114,-0.25951734789427
BTCUSDT,15m,full,momentum,True,8626,0.4851611407373058,0.4789265763468736,0.012154783964061625,1.087581544741659,-103.62337306407478,-38.1697880929649,-0.9566332894540643,11672.216983679926,2876,0.11425162760526451,11.0,-10.885748372394737,-10.888281967100726,-10.883179293169054,-0.16522664160675274
BTCUSDT,15m,full,logistic,False,34523,0.51580106016279,0.5183665469780022,0.006999897290012145,3.8482918837269002,-70.0391765927052,-36.56153218611022,-0.9999941335609813,11579.773636885402,11508,0.5729146172398407,11.0,-10.427085382760158,-10.315716097143671,-10.60686506099523,-0.2605556975237471
BTCUSDT,15m,full,logistic,True,8626,0.5188963598423372,0.5221928467992691,-0.0008325565811329979,-5.069735123707813,-109.81730570824992,-40.43718994581204,-0.9639327561254808,11672.216983679926,2876,-0.5323950335991434,11.0,-11.532395033599144,-11.5036788112615,-11.564809718325204,-0.13691252365961296
BTCUSDT,15m,full,ridge,False,34523,0.5032876632969325,0.5038061513539878,-0.0044712009432496475,0.07394064801004102,-73.79793391377514,-38.531793691619114,-0.9999969293533888,11579.773636885402,11508,0.011010240811341287,11.0,-10.98898975918866,-10.776988279259857,-11.357595854467057,-0.2522443249290156
BTCUSDT,15m,full,ridge,True,8626,0.4987247855321122,0.5010530797913249,-0.038400008361538826,0.8739692579064043,-103.83635950973755,-38.248470499234564,-0.9569712117793346,11672.216983679926,2876,0.09181197261163716,11.0,-10.908188027388364,-10.929734407076879,-10.869746616191915,-0.16751819266092796
BTCUSDT,30m,price_volume,unconditional,False,17280,0.5071180555555556,0.5051225659521322,0.010625094601599014,1.4934832993350327,-35.927008567344906,-18.5155114500218,-0.9538374716189233,2898.8494660695833,2880,0.4390192505009136,11.0,-10.560980749499087,-10.560980749499087,,-0.3847491328624242
BTCUSDT,30m,price_volume,unconditional,True,4320,0.4988425925925926,0.5,-1.9598176309066105e-18,-4.177109408351177,-63.09623804537178,-20.6524366212035,-0.5727533466577506,2926.063977746871,720,-0.7798520540745466,11.0,-11.779852054074547,-11.779852054074547,,-0.19247046502582082
BTCUSDT,30m,price_volume,momentum,False,17280,0.4900462962962963,0.4842109217870654,-0.013448531719684029,-1.6493038969956892,-39.05806950712369,-20.12845455372657,-0.9642913317873525,2898.8494660695833,2880,-0.4847996827096556,10.996180555555556,-11.480980238265213,-11.04885109770138,-11.979600375626909,-0.3645292665645906
BTCUSDT,30m,price_volume,momentum,True,4320,0.4914351851851852,0.48834087974151097,0.0025836219001420875,2.84668607154654,-56.056732229440655,-18.353184307014843,-0.5303952399100258,2926.063977746871,720,0.5316083122206025,11.0,-10.468391687779398,-11.238951195367433,-9.635474763392331,-0.2262628749505908
BTCUSDT,30m,price_volume,ridge,False,17280,0.5077546296296296,0.5067535616350788,-0.005760667126280636,-1.8236751665608213,-39.245336180982946,-20.2250284140462,-0.9649399906450629,2898.8494660695833,2880,-0.5360645756594783,11.0,-11.536064575659479,-11.088783524922702,-12.07513071184607,-0.34859970546067204
BTCUSDT,30m,price_volume,ridge,True,4320,0.5199074074074074,0.5224899396108733,0.01020864045744007,3.12302353325693,-55.78316849923619,-18.262758532210942,-0.5288535743941984,2926.063977746871,720,0.5831858702880794,11.0,-10.416814129711922,-11.272307023704341,-9.93327466789012,-0.21986350654354297
BTCUSDT,30m,plus_basis,unconditional,False,17280,0.5071180555555556,0.5051225659521322,0.010625094601599014,1.4934832993350327,-35.927008567344906,-18.5155114500218,-0.9538374716189233,2898.8494660695833,2880,0.4390192505009136,11.0,-10.560980749499087,-10.560980749499087,,-0.3847491328624242
