symbol,horizon,features,model,final_holdout,observations,directional_accuracy,auc,ic,gross_sharpe,net_sharpe,annualized_return,max_drawdown,turnover_roundtrips_per_year,trade_count,gross_edge_bp,all_in_cost_bp,net_edge_bp,long_net_edge_bp,short_net_edge_bp,top_5pct_net_pnl_share
BTCUSDT,30m,plus_basis,unconditional,True,4320,0.4988425925925926,0.5,-1.9598176309066105e-18,-4.177109408351177,-63.09623804537178,-20.6524366212035,-0.5727533466577506,2926.063977746871,720,-0.7798520540745466,11.0,-11.779852054074547,-11.779852054074547,,-0.19247046502582082
BTCUSDT,30m,plus_basis,momentum,False,17280,0.4900462962962963,0.4842109217870654,-0.013448531719684029,-1.6493038969956892,-39.05806950712369,-20.12845455372657,-0.9642913317873525,2898.8494660695833,2880,-0.4847996827096556,10.996180555555556,-11.480980238265213,-11.04885109770138,-11.979600375626909,-0.3645292665645906
BTCUSDT,30m,plus_basis,momentum,True,4320,0.4914351851851852,0.48834087974151097,0.0025836219001420875,2.84668607154654,-56.056732229440655,-18.353184307014843,-0.5303952399100258,2926.063977746871,720,0.5316083122206025,11.0,-10.468391687779398,-11.238951195367433,-9.635474763392331,-0.2262628749505908
BTCUSDT,30m,plus_basis,ridge,False,17280,0.5044560185185185,0.5040877693097068,0.002123913814837119,-1.1626901123216609,-38.58224406717406,-19.88442444241851,-0.9628929768630846,2898.8494660695833,2880,-0.34178898153006376,11.0,-11.341788981530064,-10.921606054133248,-12.027754894080994,-0.36365852620794964
BTCUSDT,30m,plus_basis,ridge,True,4320,0.518287037037037,0.5210714649319752,0.02082995159374096,-2.0764659464531516,-60.9735080274857,-19.965116336298234,-0.5599428687728695,2926.063977746871,720,-0.38781447427460064,11.0,-11.387814474274602,-12.094687370327328,-10.579959735928632,-0.17954301035324144
BTCUSDT,30m,plus_oi,unconditional,False,17263,0.5055320627932572,0.5018655544325966,0.010884798368364094,2.722200757154846,-36.82287495188356,-17.95764694565388,-0.9491805553044516,2895.9496460684904,2878,0.7572171197502418,11.0,-10.242782880249761,-10.242782880249761,,-0.37510821371621544
BTCUSDT,30m,plus_oi,unconditional,True,4313,0.5028982146997449,0.5,-5.626646635467946e-18,3.2179155401595176,-58.39427663202665,-18.277961942284865,-0.5321028431149148,2921.0971728719296,719,0.5745140644051637,11.0,-10.425485935594835,-10.425485935594835,,-0.22327833320380827
BTCUSDT,30m,plus_oi,momentum,False,17263,0.4860684701384464,0.48215013484635316,-0.02085495755477044,-6.043044381774763,-45.620931935362286,-22.22980686800448,-0.9746034394383795,2895.9496460684904,2878,-1.6795612982001344,11.0,-12.679561298200136,-11.91345717328933,-13.460718697144273,-0.2952447380253024
BTCUSDT,30m,plus_oi,momentum,True,4313,0.49084164154880594,0.4848794796763073,0.0024900634558356004,2.030591397632061,-59.57064112765463,-18.649492569868002,-0.5354973613120444,2921.0971728719296,719,0.36259835166096327,11.0,-10.637401648339038,-10.042920700068828,-11.207585010167685,-0.21547219876533963
BTCUSDT,30m,plus_oi,ridge,False,17263,0.5008978740659213,0.49851587393893004,0.008416255654450354,-1.241204622234137,-40.779660345404004,-19.890607544197092,-0.9628460929854799,2895.9496460684904,2878,-0.34531573362827583,11.0,-11.345315733628276,-10.638581649616153,-12.281538591285694,-0.3290364026089778
BTCUSDT,30m,plus_oi,ridge,True,4313,0.5054486436355206,0.5120799873385493,-0.02665293397494546,3.9249141407844896,-57.69615797920624,-18.056841719565256,-0.5240569146069189,2921.0971728719296,719,0.7006378510351028,11.0,-10.299362148964896,-9.726619128886735,-10.873700553500102,-0.20662616706095954
BTCUSDT,30m,full,unconditional,False,17263,0.5055320627932572,0.5018655544325966,0.010884798368364094,2.722200757154846,-36.82287495188356,-17.95764694565388,-0.9491805553044516,2895.9496460684904,2878,0.7572171197502418,11.0,-10.242782880249761,-10.242782880249761,,-0.37510821371621544
BTCUSDT,30m,full,unconditional,True,4313,0.5028982146997449,0.5,-5.626646635467946e-18,3.2179155401595176,-58.39427663202665,-18.277961942284865,-0.5321028431149148,2921.0971728719296,719,0.5745140644051637,11.0,-10.425485935594835,-10.425485935594835,,-0.22327833320380827
BTCUSDT,30m,full,momentum,False,17263,0.4860684701384464,0.48215013484635316,-0.02085495755477044,-6.043044381774763,-45.620931935362286,-22.22980686800448,-0.9746034394383795,2895.9496460684904,2878,-1.6795612982001344,11.0,-12.679561298200136,-11.91345717328933,-13.460718697144273,-0.2952447380253024
BTCUSDT,30m,full,momentum,True,4313,0.49084164154880594,0.4848794796763073,0.0024900634558356004,2.030591397632061,-59.57064112765463,-18.649492569868002,-0.5354973613120444,2921.0971728719296,719,0.36259835166096327,11.0,-10.637401648339038,-10.042920700068828,-11.207585010167685,-0.21547219876533963
BTCUSDT,30m,full,logistic,False,17263,0.5174650987661472,0.5247799168766979,0.01645008175298586,6.159999884044092,-33.41949578828404,-16.283725935063305,-0.9326366111895443,2895.9496460684904,2878,1.7119975273424008,11.0,-9.288002472657599,-8.646887498565357,-9.995665930902693,-0.4356009763815668
BTCUSDT,30m,full,logistic,True,4313,0.5188963598423372,0.5330692233851488,0.010285042031288988,6.731080017131307,-54.94254690735707,-17.180406900912168,-0.5066233603398287,2921.0971728719296,719,1.2005436339766329,11.0,-9.799456366023367,-9.400668564991841,-10.296694905434553,-0.19883892177066817
BTCUSDT,30m,full,ridge,False,17263,0.4994496900886289,0.49805705644366677,0.007144922218091676,-0.3173331632539446,-39.85416480123857,-19.43998816249164,-0.959990066399081,2895.9496460684904,2878,-0.08828893594093082,11.0,-11.08828893594093,-10.407273610528575,-11.97024179755949,-0.33820277606685795
BTCUSDT,30m,full,ridge,True,4313,0.5008115001159286,0.508992683539426,-0.029254613343407093,2.5964662676267127,-59.00937135915412,-18.47239762293002,-0.532108105289057,2921.0971728719296,719,0.46361075580080996,11.0,-10.53638924419919,-9.936735404945734,-11.10834168326974,-0.20244014232893118
BTCUSDT,60m,price_volume,unconditional,False,8640,0.5111111111111111,0.504979310770751,0.012608185673416133,-1.7462466261547671,-23.945595030977508,-10.401106844899191,-0.5835735269633542,725.4620689655172,720,-0.8652827343134724,11.0,-11.865282734313473,-11.865282734313473,,-0.3922683097510854
BTCUSDT,60m,price_volume,unconditional,True,2160,0.49907407407407406,0.5,,-8.084450458715377,-42.04623685429623,-11.937977548318619,-0.21938192878806695,734.5810055865921,180,-2.6185005114289486,11.0,-13.618500511428952,-13.618500511428952,,-0.17427941606305106
BTCUSDT,60m,price_volume,momentum,False,8640,0.49016203703703703,0.4858342682943566,-0.006282102363073017,2.543209249036176,-19.660471858501786,-8.538136763206763,-0.5194794077108225,725.4620689655172,720,1.2599398092553475,11.0,-9.740060190744655,-10.6107491863587,-8.844844744549931,-0.5389380649941619
BTCUSDT,60m,price_volume,momentum,True,2160,0.49583333333333335,0.48164088354212464,-0.025686409835386937,3.383510619794589,-30.47388228077642,-8.678974726245356,-0.16529294778651382,734.5810055865921,180,1.0992759226039754,11.0,-9.900724077396026,-12.730762189800604,-7.687129910267694,-0.30323800291857045
BTCUSDT,60m,price_volume,ridge,False,8640,0.5106481481481482,0.5122561381477823,-0.025001337146433232,-1.4395996186522575,-23.63770969240927,-10.267945276543484,-0.577650483413215,725.4620689655172,720,-0.7133758573391321,11.0,-11.713375857339134,-12.41021611164997,-10.82748745832567,-0.39100069230404644
BTCUSDT,60m,price_volume,ridge,True,2160,0.5231481481481481,0.5297317549099962,0.03559685917695803,5.162382149652161,-28.72448105448575,-8.173629980073299,-0.15405877479481211,734.5810055865921,180,1.6757586355540763,11.0,-9.324241364445925,-12.488539804012955,-7.857859160744129,-0.30413723051085617
BTCUSDT,60m,plus_basis,unconditional,False,8640,0.5111111111111111,0.504979310770751,0.012608185673416133,-1.7462466261547671,-23.945595030977508,-10.401106844899191,-0.5835735269633542,725.4620689655172,720,-0.8652827343134724,11.0,-11.865282734313473,-11.865282734313473,,-0.3922683097510854
BTCUSDT,60m,plus_basis,unconditional,True,2160,0.49907407407407406,0.5,,-8.084450458715377,-42.04623685429623,-11.937977548318619,-0.21938192878806695,734.5810055865921,180,-2.6185005114289486,11.0,-13.618500511428952,-13.618500511428952,,-0.17427941606305106
BTCUSDT,60m,plus_basis,momentum,False,8640,0.49016203703703703,0.4858342682943566,-0.006282102363073017,2.543209249036176,-19.660471858501786,-8.538136763206763,-0.5194794077108225,725.4620689655172,720,1.2599398092553475,11.0,-9.740060190744655,-10.6107491863587,-8.844844744549931,-0.5389380649941619
BTCUSDT,60m,plus_basis,momentum,True,2160,0.49583333333333335,0.48164088354212464,-0.025686409835386937,3.383510619794589,-30.47388228077642,-8.678974726245356,-0.16529294778651382,734.5810055865921,180,1.0992759226039754,11.0,-9.900724077396026,-12.730762189800604,-7.687129910267694,-0.30323800291857045
BTCUSDT,60m,plus_basis,ridge,False,8640,0.5137731481481481,0.5142607288921827,-0.019626003707450383,-4.021220689031322,-26.237194034902835,-11.387966813885704,-0.6203071412088079,725.4620689655172,720,-1.9910641271796734,11.0,-12.991064127179676,-13.285077489194519,-12.501041857154936,-0.3531119073688938
BTCUSDT,60m,plus_basis,ridge,True,2160,0.5263888888888889,0.5332708616970565,0.028999921546575318,3.4131846930253182,-30.44459935815574,-8.67053476763823,-0.16479041315360654,734.5810055865921,180,1.1089039839855916,11.0,-9.891096016014409,-12.764463473635093,-7.7430446156571975,-0.2988713865454022
BTCUSDT,60m,plus_oi,unconditional,False,8633,0.5082821730568747,0.5094673823995843,0.014524415243548056,2.0488656890216617,-17.771549782425602,-8.645830163291949,-0.5225566464068694,724.8233357577614,720,1.1370862841752842,11.0,-9.86291371582472,-9.86291371582472,,-0.5683646644982608
BTCUSDT,60m,plus_oi,unconditional,True,2157,0.49745016226240146,0.5,1.487281539213029e-17,-5.142795107922729,-39.82268429361733,-11.072532945925087,-0.20623374246091297,733.3292021688613,180,-1.6312262673112976,11.0,-12.6312262673113,-12.6312262673113,,-0.23018902775913294
BTCUSDT,60m,plus_oi,momentum,False,8633,0.485115255415267,0.4879210406795275,-0.007690746169206881,-6.177987713234811,-26.371839327372186,-12.557218871313403,-0.6566149798250249,724.8233357577614,720,-3.355468710145333,10.969444444444445,-14.324913154589781,-13.570839962607131,-15.172172485508032,-0.3483317092056954
BTCUSDT,60m,plus_oi,momentum,True,2157,0.48817802503477054,0.4797095256600282,-0.02981298158577586,11.929461735811776,-22.979443485444158,-6.3474228237276105,-0.12852055587968247,733.3292021688613,180,3.759043094082125,11.0,-7.240956905917876,-8.747017477536772,-5.893429026048337,-0.46331699612489036
BTCUSDT,60m,plus_oi,ridge,False,8633,0.514884744584733,0.5193172191424733,0.007389991817710815,-2.0173794536971035,-21.83765005043894,-10.624059008103423,-0.5944083170151248,724.8233357577614,720,-1.1196201324474369,11.0,-12.119620132447437,-10.985870079501067,-13.954233854487926,-0.46672846668854684
BTCUSDT,60m,plus_oi,ridge,True,2157,0.5053314789058878,0.5220894962910486,0.011810786627032539,6.890249346915243,-27.831314350793775,-7.7290940608378,-0.14880247987563577,733.3292021688613,180,2.182872392382161,11.0,-8.817127607617842,-10.338024649914965,-7.730772577405609,-0.27814955469773067
BTCUSDT,60m,full,unconditional,False,8633,0.5082821730568747,0.5094673823995843,0.014524415243548056,2.0488656890216617,-17.771549782425602,-8.645830163291949,-0.5225566464068694,724.8233357577614,720,1.1370862841752842,11.0,-9.86291371582472,-9.86291371582472,,-0.5683646644982608
BTCUSDT,60m,full,unconditional,True,2157,0.49745016226240146,0.5,1.487281539213029e-17,-5.142795107922729,-39.82268429361733,-11.072532945925087,-0.20623374246091297,733.3292021688613,180,-1.6312262673112976,11.0,-12.6312262673113,-12.6312262673113,,-0.23018902775913294
BTCUSDT,60m,full,momentum,False,8633,0.485115255415267,0.4879210406795275,-0.007690746169206881,-6.177987713234811,-26.371839327372186,-12.557218871313403,-0.6566149798250249,724.8233357577614,720,-3.355468710145333,10.969444444444445,-14.324913154589781,-13.570839962607131,-15.172172485508032,-0.3483317092056954
BTCUSDT,60m,full,momentum,True,2157,0.48817802503477054,0.4797095256600282,-0.02981298158577586,11.929461735811776,-22.979443485444158,-6.3474228237276105,-0.12852055587968247,733.3292021688613,180,3.759043094082125,11.0,-7.240956905917876,-8.747017477536772,-5.893429026048337,-0.46331699612489036
BTCUSDT,60m,full,logistic,False,8633,0.5269315417583691,0.5299560961311124,0.024754982553381977,4.092666641233627,-15.741947135132325,-7.652949593911285,-0.4763414421950186,724.8233357577614,720,2.2697358043448745,11.0,-8.730264195655128,-8.613898926328295,-9.020612489024018,-0.7066528331181323
BTCUSDT,60m,full,logistic,True,2157,0.5340751043115438,0.5367430351843127,0.023839271309562458,0.5187532437441139,-34.1091803287786,-9.498146389516693,-0.17920106186028018,733.3292021688613,180,0.16478851298574726,11.0,-10.835211487014252,-12.073003234872356,-8.164187189004666,-0.2045536355840023
BTCUSDT,60m,full,ridge,False,8633,0.5131472257616124,0.5166827185825353,0.0038207611523901025,-1.0853030858950081,-20.90230099501683,-10.170689248636096,-0.5790015543507802,724.8233357577614,720,-0.6024289854393051,11.0,-11.602428985439305,-10.566494082105963,-13.268932960366858,-0.4991039614927799
BTCUSDT,60m,full,ridge,True,2157,0.4997681965693092,0.5119556507773838,-0.0040752480337103904,4.060751839434608,-30.59938250120831,-8.512881191004587,-0.16240688316211183,733.3292021688613,180,1.288750637685847,11.0,-9.711249362314152,-11.460041890541648,-8.674354677435902,-0.2690462478757574
ETHUSDT,5m,price_volume,unconditional,False,103680,0.500877700617284,0.4992668945787736,-0.0008670451739443811,-1.079533892176902,-115.9976564731843,-116.79818401347802,-1.0,104323.64252030264,103680,-0.10333333461460929,11.0,-11.10333333461461,-11.006980459357738,-11.392391960385229,-0.2685417543182305
ETHUSDT,5m,price_volume,unconditional,True,25920,0.4908564814814815,0.5,5.9532675491888395e-18,-4.796795661321364,-139.26629963060125,-119.8388495096843,-0.9999999999998656,105196.05848991088,25920,-0.39239196038522856,11.0,-11.392391960385229,,-11.392391960385229,-0.21429486334835726
ETHUSDT,5m,price_volume,momentum,False,103680,0.47964891975308643,0.4715611265140127,-0.008801420072850655,0.2848360975225708,-114.5910553960077,-115.37420314925171,-1.0,104323.64252030264,103680,0.027262051843134225,10.995225694444445,-10.967963642601312,-10.88342386427728,-11.067391071435887,-0.3008198469853778
ETHUSDT,5m,price_volume,momentum,True,25920,0.4849922839506173,0.4779905742040446,-0.001473774563635572,2.480099929929084,-131.94254979392787,-113.54132568145965,-0.9999999999993636,105196.05848991088,25920,0.2028824421255433,10.996604938271606,-10.793722496146062,-10.431001026804847,-11.193966639219484,-0.2533035290547585
ETHUSDT,5m,price_volume,ridge,False,103680,0.4866512345679012,0.48168478869188935,-0.0012311813974024725,0.9755708609984411,-113.94243501531895,-114.72889549384057,-1.0,104323.64252030264,103680,0.09338205435388941,11.0,-10.906617945646111,-10.832161229996187,-10.999416614647561,-0.2957195275371768
ETHUSDT,5m,price_volume,ridge,True,25920,0.49710648148148145,0.49783013952587807,0.013733026530289119,1.7899907723836248,-132.66685615752502,-114.17076539223766,-0.9999999999994538,105196.05848991088,25920,0.14644028136762774,11.0,-10.853559718632374,-10.486222347475206,-11.258560493191768,-0.23469002308221176
ETHUSDT,5m,plus_basis,unconditional,False,103680,0.500877700617284,0.4992668945787736,-0.0008670451739443811,-1.079533892176902,-115.9976564731843,-116.79818401347802,-1.0,104323.64252030264,103680,-0.10333333461460929,11.0,-11.10333333461461,-11.006980459357738,-11.392391960385229,-0.2685417543182305
ETHUSDT,5m,plus_basis,unconditional,True,25920,0.4908564814814815,0.5,5.9532675491888395e-18,-4.796795661321364,-139.26629963060125,-119.8388495096843,-0.9999999999998656,105196.05848991088,25920,-0.39239196038522856,11.0,-11.392391960385229,,-11.392391960385229,-0.21429486334835726
ETHUSDT,5m,plus_basis,momentum,False,103680,0.47964891975308643,0.4715611265140127,-0.008801420072850655,0.2848360975225708,-114.5910553960077,-115.37420314925171,-1.0,104323.64252030264,103680,0.027262051843134225,10.995225694444445,-10.967963642601312,-10.88342386427728,-11.067391071435887,-0.3008198469853778
ETHUSDT,5m,plus_basis,momentum,True,25920,0.4849922839506173,0.4779905742040446,-0.001473774563635572,2.480099929929084,-131.94254979392787,-113.54132568145965,-0.9999999999993636,105196.05848991088,25920,0.2028824421255433,10.996604938271606,-10.793722496146062,-10.431001026804847,-11.193966639219484,-0.2533035290547585
ETHUSDT,5m,plus_basis,ridge,False,103680,0.4872974537037037,0.48349746694571033,2.9739062395585807e-05,1.1448426763873418,-113.7733592560856,-114.55845728676272,-1.0,104323.64252030264,103680,0.10958463697213684,11.0,-10.890415363027865,-10.805286422245324,-10.982586367612708,-0.2966168555644759
ETHUSDT,5m,plus_basis,ridge,True,25920,0.4970679012345679,0.4972016189339288,0.005957420721403278,0.6190884759335121,-133.83595565045462,-115.17841619168784,-0.9999999999995759,105196.05848991088,25920,0.05064870031106635,11.0,-10.949351299688935,-10.59726401328302,-11.379747290625154,-0.23300254311720084
ETHUSDT,5m,plus_oi,unconditional,False,103570,0.49975861736023947,0.4992542720189872,-0.0007909963430220586,1.3657165130838458,-113.57673258497336,-114.33634938711691,-1.0,104212.95964340032,103570,0.13069916085663277,11.0,-10.869300839143367,-10.782317106630781,-10.956324894016651,-0.2810560981006052
ETHUSDT,5m,plus_oi,unconditional,True,25876,0.4908409336837224,0.5,,-4.750860835742295,-139.26370835776544,-119.79800522688912,-0.9999999999998571,105017.48493383233,25876,-0.38850912872548515,11.0,-11.388509128725484,,-11.388509128725484,-0.21419951599432963
ETHUSDT,5m,plus_oi,momentum,False,103570,0.47976247948247563,0.4716945891543286,-0.008318968054547314,0.3861740077435311,-114.51365747412912,-115.27220326842321,-1.0,104212.95964340032,103570,0.03695352467357228,10.995220623732742,-10.958267099059169,-10.879683717301416,-11.051404747729682,-0.30108899790164073
ETHUSDT,5m,plus_oi,momentum,True,25876,0.4851599938166641,0.47826060936298836,-0.0006812900310400802,2.5656838524376844,-131.90079931217352,-113.46833966360741,-0.9999999999993204,105017.48493383233,25876,0.20981503113228606,10.996599165249652,-10.786784134117367,-10.428409366329676,-11.182802075045705,-0.25333101512225514
ETHUSDT,5m,plus_oi,ridge,False,103570,0.4947475137588105,0.48999704808463246,-0.0037299118369099665,-0.15701633029185522,-115.09845986732026,-115.8692678599344,-1.0,104212.95964340032,103570,-0.01502660467852917,11.0,-11.01502660467853,-10.943941308223232,-11.142643244795488,-0.2818257550631917
ETHUSDT,5m,plus_oi,ridge,True,25876,0.4942031225846344,0.4934119506763149,-0.0022218546713503127,-1.2142410006766844,-135.71360191649487,-116.75582417011364,-0.9999999999996978,105017.48493383233,25876,-0.09930642730565334,11.0,-11.099306427305654,-10.58402395208785,-11.373873447303527,-0.22632128361968992
ETHUSDT,5m,full,unconditional,False,103570,0.49975861736023947,0.4992542720189872,-0.0007909963430220586,1.3657165130838458,-113.57673258497336,-114.33634938711691,-1.0,104212.95964340032,103570,0.13069916085663277,11.0,-10.869300839143367,-10.782317106630781,-10.956324894016651,-0.2810560981006052
ETHUSDT,5m,full,unconditional,True,25876,0.4908409336837224,0.5,,-4.750860835742295,-139.26370835776544,-119.79800522688912,-0.9999999999998571,105017.48493383233,25876,-0.38850912872548515,11.0,-11.388509128725484,,-11.388509128725484,-0.21419951599432963
ETHUSDT,5m,full,momentum,False,103570,0.47976247948247563,0.4716945891543286,-0.008318968054547314,0.3861740077435311,-114.51365747412912,-115.27220326842321,-1.0,104212.95964340032,103570,0.03695352467357228,10.995220623732742,-10.958267099059169,-10.879683717301416,-11.051404747729682,-0.30108899790164073
ETHUSDT,5m,full,momentum,True,25876,0.4851599938166641,0.47826060936298836,-0.0006812900310400802,2.5656838524376844,-131.90079931217352,-113.46833966360741,-0.9999999999993204,105017.48493383233,25876,0.20981503113228606,10.996599165249652,-10.786784134117367,-10.428409366329676,-11.182802075045705,-0.25333101512225514
ETHUSDT,5m,full,logistic,False,103570,0.5099353094525442,0.5182201668655915,0.002209422274985397,-0.051847294217056854,-114.99327883020895,-115.76339451811621,-1.0,104212.95964340032,103570,-0.004961833420432384,11.0,-11.004961833420433,-10.939259757628657,-11.141794551061427,-0.2602192248752096
ETHUSDT,5m,full,logistic,True,25876,0.505217189673829,0.5217385869070112,0.012558667177475228,-0.9492481380395511,-135.44824252540192,-116.52785027794917,-0.9999999999996804,105017.48493383233,25876,-0.07763425716301248,11.0,-11.077634257163012,-10.410076402423691,-11.316453097209854,-0.21060249624121324
ETHUSDT,5m,full,ridge,False,103570,0.4948344115091243,0.48982243223524025,-0.00401285983677432,-0.1723709087098539,-115.11381720894063,-115.88472526293964,-1.0,104212.95964340032,103570,-0.016496051309949335,11.0,-11.016496051309952,-10.946371224791172,-11.151206046760036,-0.28123080048972354
ETHUSDT,5m,full,ridge,True,25876,0.4920003091667955,0.4919269623956843,-0.004608161254019947,-1.4375919791870928,-135.93733155691865,-116.9479718595171,-0.9999999999997118,105017.48493383233,25876,-0.11757280587089096,11.0,-11.117572805870893,-10.638210945908481,-11.404502876988195,-0.2257079370754022
ETHUSDT,15m,price_volume,unconditional,False,34560,0.5020833333333333,0.5022865780428288,-0.0038095155603474224,0.185530523878999,-46.00619493677612,-38.4154807704874,-0.9999970803877044,11592.402927249246,11520,0.04418184733989465,11.0,-10.955818152660108,-10.692720687930787,-11.745110546848064,-0.42471818060287364
ETHUSDT,15m,price_volume,unconditional,True,8640,0.4862268518518518,0.5,1.599568206154505e-17,-3.8033356186978837,-59.951637347418085,-41.18305562146805,-0.9667615723526019,11692.059742966308,2880,-0.7451105468480627,11.0,-11.745110546848064,,-11.745110546848064,-0.309380235449858
ETHUSDT,15m,price_volume,momentum,False,34560,0.48475115740740743,0.4784664269869059,-0.004994493962222598,1.2214924510033074,-44.951054450251455,-37.53047956509882,-0.9999961163269332,11592.402927249246,11520,0.2908486438800993,10.994270833333333,-10.703422189453233,-10.310935759842359,-11.129676253532311,-0.4657397535388396
ETHUSDT,15m,price_volume,momentum,True,8640,0.4912037037037037,0.4868741574767592,-0.0024674735146043396,2.83325988097196,-53.291537536782315,-36.610620661347006,-0.9517163068661153,11692.059742966308,2880,0.5550954935697576,10.996180555555556,-10.4410850619858,-9.746413521524204,-11.204281868189119,-0.39682809971560107
ETHUSDT,15m,price_volume,ridge,False,34560,0.48747106481481484,0.48401706202084316,0.002332937069178083,-0.5940567089943913,-46.78599196392653,-39.06643907613183,-0.9999976781607258,11592.402927249246,11520,-0.14146676823289345,11.0,-11.141466768232895,-10.748842510600548,-11.617486921571286,-0.42276256930781836
ETHUSDT,15m,price_volume,ridge,True,8640,0.4894675925925926,0.4931615571172647,-0.008741325539641201,-1.5255738589233572,-57.6641570475155,-39.61855602079846,-0.9627694259337191,11692.059742966308,2880,-0.2989265402687798,11.0,-11.298926540268782,-10.511403065038659,-11.960647543417416,-0.3147947472977568
ETHUSDT,15m,plus_basis,unconditional,False,34560,0.5020833333333333,0.5022865780428288,-0.0038095155603474224,0.185530523878999,-46.00619493677612,-38.4154807704874,-0.9999970803877044,11592.402927249246,11520,0.04418184733989465,11.0,-10.955818152660108,-10.692720687930787,-11.745110546848064,-0.42471818060287364
ETHUSDT,15m,plus_basis,unconditional,True,8640,0.4862268518518518,0.5,1.599568206154505e-17,-3.8033356186978837,-59.951637347418085,-41.18305562146805,-0.9667615723526019,11692.059742966308,2880,-0.7451105468480627,11.0,-11.745110546848064,,-11.745110546848064,-0.309380235449858
ETHUSDT,15m,plus_basis,momentum,False,34560,0.48475115740740743,0.4784664269869059,-0.004994493962222598,1.2214924510033074,-44.951054450251455,-37.53047956509882,-0.9999961163269332,11592.402927249246,11520,0.2908486438800993,10.994270833333333,-10.703422189453233,-10.310935759842359,-11.129676253532311,-0.4657397535388396
ETHUSDT,15m,plus_basis,momentum,True,8640,0.4912037037037037,0.4868741574767592,-0.0024674735146043396,2.83325988097196,-53.291537536782315,-36.610620661347006,-0.9517163068661153,11692.059742966308,2880,0.5550954935697576,10.996180555555556,-10.4410850619858,-9.746413521524204,-11.204281868189119,-0.39682809971560107
ETHUSDT,15m,plus_basis,ridge,False,34560,0.4886284722222222,0.48510402744193815,0.0032831022720233166,-0.36238575036751347,-46.55417504351548,-38.87299410946977,-0.9999975184394889,11592.402927249246,11520,-0.0862976584159723,11.0,-11.086297658415974,-10.687260712598718,-11.533213163061507,-0.4264954277819144
ETHUSDT,15m,plus_basis,ridge,True,8640,0.4930555555555556,0.4909952392158768,-0.011510426293555436,-0.5045049632085055,-56.641428311328795,-38.91703385651307,-0.9605601326174225,11692.059742966308,2880,-0.09885747676051407,11.0,-11.098857476760516,-10.347402229364608,-11.835841784041508,-0.3211001184289143
ETHUSDT,15m,plus_oi,unconditional,False,34525,0.5009123823316437,0.5005252819236732,-0.0018340597265245533,0.7029405211057395,-45.738104071429184,-37.986591058725345,-0.9999965983829521,11580.44754789895,11509,0.1664981009795386,11.0,-10.833501899020462,-10.239814289947478,-11.427292686336244,-0.42224214269355126
ETHUSDT,15m,plus_oi,unconditional,True,8626,0.48527706932529563,0.5,6.2775696993024035e-18,-5.5845771075761235,-57.265544017152834,-42.73826654256927,-0.9707566382328401,11672.216983679926,2876,-1.1886454889827933,11.0,-12.188645488982795,,-12.188645488982795,-0.3045110117719039
