queue_cell,threshold,latency_ms,block,eligible_opportunities,baseline_fills,cancelled_opportunities,cancel_rate,fills_prevented,surviving_fills,favourable_fills_sacrificed,adverse_markout_avoided,favourable_markout_sacrificed,net_markout_preserved,net_per_eligible_opportunity,avoidance_efficiency_ticks,avoidance_efficiency_lift,net_markout_lift_over_random,cancel_too_late_rate,catastrophic_25_avoided,catastrophic_25_avoidance_lift,catastrophic_50_avoided,catastrophic_50_avoidance_lift,catastrophic_100_avoided,catastrophic_100_avoidance_lift
optimistic,0.5,100,992823,3600,3472,485,0.1347222222,3,3469,2,0.5,1,-0.5,-0.0001388888889,0.5,0.1557377049,-0.07289829512,0.993814433,0,0,0,0,0,0
optimistic,0.5,100,992824,3600,3482,368,0.1022222222,2,3480,1,31.5,0.5,31,0.008611111111,63,39.40578827,14.63421909,0.9945652174,1,11.37908497,0,0,0,0
optimistic,0.5,100,992825,3600,3478,495,0.1375,0,3478,0,0,0,0,0,,,,1,0,,0,,0,
optimistic,0.5,100,992826,3600,3503,270,0.075,0,3503,0,0,0,0,0,,,,1,0,,0,,0,
optimistic,0.5,100,992827,3600,3478,465,0.1291666667,9,3469,6,28.5,137,-108.5,-0.03013888889,0.2080291971,0.06206683546,-3.398656255,0.9806451613,0,0,0,0,0,0
optimistic,0.5,100,992828,3600,3487,429,0.1191666667,2,3485,1,37.5,0.5,37,0.01027777778,75,37.7296559,11.43886869,0.9953379953,1,9.850282486,0,0,0,0
optimistic,0.5,100,992829,3600,3500,444,0.1233333333,2,3498,1,4.5,0.5,4,0.001111111111,9,6.067450284,2.936241611,0.9954954955,0,0,0,0,0,0
optimistic,0.5,100,992830,3600,3463,504,0.14,12,3451,4,1188,2,1186,0.3294444444,594,221.4788205,45.91318443,0.9761904762,7,13.64921171,7,26.58004386,7,87.82971014
optimistic,0.5,100,992831,3600,3469,562,0.1561111111,1,3468,1,0,0.5,-0.5,-0.0001388888889,0,0,-1.019994119,0.9982206406,0,0,0,0,0,0
optimistic,0.5,100,992832,3600,3436,822,0.2283333333,12,3424,7,138.5,3.5,135,0.0375,39.57142857,16.51149446,2.801696021,0.9854014599,3,2.634969325,0,0,0,0
optimistic,0.5,100,992833,3600,3377,689,0.1913888889,11,3366,8,1.5,4,-2.5,-0.0006944444444,0.375,0.1634124465,-0.06256623461,0.9840348331,0,0,0,0,0,0
optimistic,0.5,100,992834,3600,3398,875,0.2430555556,12,3386,3,340.5,23.5,317,0.08805555556,14.4893617,6.100227168,5.264123465,0.9862857143,6,3.923787529,2,2.803630363,0,0
optimistic,0.5,100,992835,3600,3456,688,0.1911111111,5,3451,2,68.5,1,67.5,0.01875,68.5,32.15353635,5.976940815,0.9927325581,2,6.25520362,0,0,0,0
optimistic,0.5,100,992836,3600,3440,736,0.2044444444,5,3435,0,135.5,0,135.5,0.03763888889,,,7.3419177,0.9932065217,2,4.327044025,0,0,0,0
optimistic,0.5,100,992837,3600,3476,411,0.1141666667,0,3476,0,0,0,0,0,,,,1,0,,0,,0,
optimistic,0.5,100,992838,3600,3454,532,0.1477777778,2,3452,2,0,1,-1,-0.0002777777778,0,0,-0.3238327395,0.9962406015,0,0,0,0,0,0
optimistic,0.5,100,992839,3600,3421,512,0.1422222222,4,3417,4,0,2,-2,-0.0005555555556,0,0,-0.2168346327,0.9921875,0,0,0,0,0,0
optimistic,0.5,100,992840,3600,3482,472,0.1311111111,3,3479,1,45,0.5,44.5,0.01236111111,90,55.80178259,20.70956963,0.9936440678,0,0,0,0,0,0
optimistic,0.5,100,992841,3600,3517,350,0.09722222222,0,3517,0,0,0,0,0,,,,1,0,,0,,0,
optimistic,0.5,100,992842,3596,3395,588,0.1635150167,3,3392,1,41,0.5,40.5,0.0112625139,82,30.85802669,5.286637061,0.9948979592,0,0,0,0,0,0
optimistic,0.5,100,992843,3600,3491,440,0.1222222222,1,3490,0,32.5,0,32.5,0.009027777778,,,16.66899287,0.9977272727,1,28.6147541,0,0,0,0
optimistic,0.5,100,992844,3600,3450,871,0.2419444444,2,3448,1,28.5,0.5,28,0.007777777778,57,31.0467483,8.777030711,0.9977037887,1,8.984375,0,0,0,0
optimistic,0.5,100,992845,3600,3445,805,0.2236111111,1,3444,1,0,0.5,-0.5,-0.0001388888889,0,0,-0.1796516479,0.998757764,0,0,0,0,0,0
optimistic,0.5,100,992846,3600,3407,773,0.2147222222,3,3404,1,70,0.5,69.5,0.01930555556,140,69.65808274,10.43963142,0.9961190168,2,9.918486172,0,0,0,0
optimistic,0.5,100,992847,3600,3500,563,0.1563888889,5,3495,0,93.5,0,93.5,0.02597222222,,,30.71328015,0.9911190053,1,6.930693069,0,0,0,0
optimistic,0.5,100,992848,3600,3477,622,0.1727777778,1,3476,1,0,0.5,-0.5,-0.0001388888889,0,0,-0.5535742716,0.998392283,0,0,0,0,0,0
optimistic,0.5,100,992849,3600,3424,906,0.2516666667,1,3423,0,0.5,0,0.5,0.0001388888889,,,0.2690131992,0.9988962472,0,0,0,0,0,0
optimistic,0.5,100,992850,3600,3414,665,0.1847222222,2,3412,0,16,0,16,0.004444444444,,,5.748684487,0.9969924812,0,0,0,0,0,0
optimistic,0.5,100,992851,3600,3449,487,0.1352777778,4,3445,4,0,2,-2,-0.0005555555556,0,0,-1.769625449,0.9917695473,0,0,0,0,0,0
optimistic,0.5,100,992852,3600,3498,437,0.1213888889,0,3498,0,0,0,0,0,,,,1,0,,0,,0,
optimistic,0.5,100,992853,3600,3431,559,0.1552777778,2,3429,2,0,1,-1,-0.0002777777778,0,0,-0.198266397,0.9964221825,0,0,0,0,0,0
optimistic,0.5,100,992854,3600,3414,572,0.1588888889,4,3410,1,43.5,0.5,43,0.01194444444,87,47.52946242,9.951328633,0.993006993,1,7.976635514,0,0,0,0
optimistic,0.5,100,992855,3600,3511,590,0.1638888889,1,3510,1,0,31.5,-31.5,-0.00875,0,0,-33.05828725,0.9983050847,0,0,0,0,0,0
optimistic,0.5,100,992856,3600,3515,652,0.1811111111,2,3513,2,0,1,-1,-0.0002777777778,0,0,-0.4276675995,0.9969325153,0,0,0,0,0,0
optimistic,0.5,100,992857,3600,3497,1003,0.2786111111,10,3487,4,248,57,191,0.05305555556,4.350877193,2.628950819,3.531016071,0.9900299103,3,1.824521739,1,1.047005988,1,2.82016129
optimistic,0.5,100,992858,3600,3539,915,0.2541666667,4,3535,2,9,1,8,0.002222222222,9,5.24356323,0.5844997729,0.9956284153,0,0,0,0,0,0
optimistic,0.5,100,992859,3600,3484,1219,0.3386111111,31,3453,9,1335,161.5,1173.5,0.3259722222,8.26625387,5.261727102,3.862082581,0.9745484401,19,1.913400393,11,1.661637183,3,1.154661953
optimistic,0.5,100,992860,3600,3510,1235,0.3430555556,22,3488,10,630,299,331,0.09194444444,2.107023411,1.286264774,1.778608203,0.9821862348,8,1.370959867,6,1.653320772,0,0
optimistic,0.5,100,992861,3600,3535,1267,0.3519444444,20,3515,6,1317,125,1192,0.3311111111,10.536,6.744358047,8.953360389,0.9842146803,10,2.411323329,7,2.666487069,5,4.555412371
optimistic,0.5,100,992862,3600,3531,1475,0.4097222222,54,3477,23,18397,34067,-15670,-4.352777778,0.5400240702,0.4933859542,-47.8157585,0.9633649932,31,1.511599967,29,1.816358025,26,2.652279425
optimistic,0.5,100,992863,3600,3524,1426,0.3961111111,35,3489,12,2448.5,1553,895.5,0.24875,1.576625885,1.088461859,1.099347166,0.9754213483,17,1.096513224,14,1.073571973,8,0.8550803761
optimistic,0.5,100,992864,3600,3540,1404,0.39,18,3522,6,1527,3,1524,0.4233333333,509,345.905961,8.218599613,0.9871794872,11,2.196277496,8,2.089420097,7,3.224043716
optimistic,0.5,100,992865,3600,3543,1252,0.3477777778,20,3523,10,458,40,418,0.1161111111,11.45,8.433178895,5.208461701,0.9840255591,7,1.971462639,4,1.703365385,2,2.173619632
optimistic,0.5,100,992866,3600,3501,1224,0.34,36,3465,15,952.5,144.5,808,0.2244444444,6.591695502,4.087692533,2.688541417,0.9705882353,14,1.699750312,6,1.051351351,2,0.8070539419
optimistic,0.5,100,992867,3600,3538,1084,0.3011111111,17,3521,12,312.5,193,119.5,0.03319444444,1.619170984,1.076169021,1.352699618,0.9843028624,3,0.9620230218,3,1.390541072,1,1.284676834
optimistic,0.5,100,992868,3600,3541,1143,0.3175,12,3529,7,282.5,297.5,-15,-0.004166666667,0.9495798319,0.6886107008,-0.3549376529,0.9895013123,4,2.074399531,4,3.251606979,0,0
optimistic,0.5,100,992869,3600,3498,810,0.225,13,3485,6,356.5,3,353.5,0.09819444444,118.8333333,69.37825802,5.230900369,0.9839307787,6,2.919460287,4,3.147098516,0,0
optimistic,0.5,100,992870,3600,3476,958,0.2661111111,25,3451,12,761.5,186,575.5,0.1598611111,4.094086022,2.260890598,2.589438053,0.9739039666,9,1.681935484,7,1.843333333,3,1.805714286
optimistic,0.5,100,992871,3600,3449,1027,0.2852777778,15,3434,11,219,5.5,213.5,0.05930555556,39.81818182,21.88999705,2.199998506,0.9853943525,3,1.173129252,2,1.236200717,1,1.437083333
optimistic,0.5,100,992872,3600,3510,925,0.2569444444,12,3498,4,395,2,393,0.1091666667,197.5,124.8035705,6.62741424,0.987027027,5,2.630395683,2,1.690751445,2,4.756097561
optimistic,0.5,100,992873,3600,3517,967,0.2686111111,41,3476,18,8868.5,3433,5435.5,1.509861111,2.583309059,2.005282087,17.77683975,0.9575569358,21,2.294764642,18,2.612603689,16,4.146488836
optimistic,0.5,100,992874,3600,3486,1151,0.3197222222,95,3391,45,6133.5,3564.5,2569,0.7136111111,1.720718193,1.045661855,1.111031243,0.9172473868,46,1.123059145,37,1.097579032,28,1.300572951
optimistic,0.5,100,992875,3600,3484,1138,0.3161111111,53,3431,25,1772.5,1247.5,525,0.1458333333,1.420841683,0.7902449007,0.5592183356,0.9531388152,20,1.247359565,14,1.110134966,5,0.6432079164
optimistic,0.5,100,992876,3600,3507,1011,0.2808333333,32,3475,11,1322.5,111.5,1211,0.3363888889,11.86098655,7.28473747,3.901176698,0.9683481701,15,1.730427632,11,1.775451031,5,1.8265625
optimistic,0.5,100,992877,3600,3430,1035,0.2875,32,3398,12,1191,108,1083,0.3008333333,11.02777778,5.399310396,2.949290206,0.9690222652,14,1.709140091,10,1.751429739,3,1.323302469
optimistic,0.5,100,992878,3600,3466,997,0.2769444444,52,3414,21,2241.5,290.5,1951,0.5419444444,7.716006885,3.99830485,3.628546224,0.9478435306,25,1.995624136,18,2.03006638,11,2.852888357
optimistic,0.5,100,992879,3600,3460,1063,0.2952777778,38,3422,21,1411.5,10.5,1401,0.3891666667,134.4285714,55.9802572,3.338080252,0.9642521167,10,1.202808872,7,1.287612972,6,2.564862861
optimistic,0.5,100,992880,3600,3482,1236,0.3433333333,35,3447,12,1427.5,236,1191.5,0.3309722222,6.048728814,3.505451827,3.819530799,0.9716828479,19,2.116717325,11,1.947229283,3,1.407816712
optimistic,0.5,100,992881,3600,3432,1266,0.3516666667,108,3324,50,3529.5,444,3085.5,0.8570833333,7.949324324,3.599346323,2.163487458,0.9146919431,45,1.497382199,28,1.407876231,10,1.266046923
optimistic,0.5,100,992882,3600,3469,1229,0.3413888889,65,3404,30,1680.5,121,1559.5,0.4331944444,13.88842975,7.165708287,2.824779914,0.9471114727,24,1.579360713,14,1.599934113,4,1.241144902
optimistic,0.5,100,992883,3592,3468,1097,0.3054008909,24,3444,11,813.5,127.5,686,0.1909799555,6.380392157,4.137676829,5.583204258,0.9781221513,9,2.041601256,8,3.115902965,3,3.309160305
optimistic,0.5,100,992884,3600,3477,1142,0.3172222222,41,3436,17,1278,90.5,1187.5,0.3298611111,14.12154696,6.88413546,3.431553231,0.9640666082,15,1.892966028,11,2.194949785,5,2.40922949
optimistic,0.5,100,992885,3600,3504,1084,0.3011111111,25,3479,8,631.5,4,627.5,0.1743055556,157.875,77.49078984,3.571082283,0.9769372694,10,2.498395722,6,2.224761905,1,1.139512195
optimistic,0.5,100,992886,3600,3480,1008,0.28,38,3442,14,1263,7,1256,0.3488888889,180.4285714,105.0612614,5.035048169,0.9623015873,17,2.292845516,10,2.206721623,3,1.695906433
optimistic,0.5,100,992887,3600,3456,854,0.2372222222,22,3434,11,180.5,293.5,-113,-0.03138888889,0.6149914821,0.3225431862,-0.8322209436,0.9742388759,3,0.8776028441,1,0.4774799668,0,0
optimistic,0.5,100,992888,3600,3488,817,0.2269444444,12,3476,7,187.5,54.5,133,0.03694444444,3.440366972,1.749179252,2.356660977,0.9853121175,3,2.023201856,2,2.253229974,0,0
optimistic,0.5,100,992889,3600,3463,793,0.2202777778,8,3455,5,26.5,2.5,24,0.006666666667,10.6,5.374928339,0.586534933,0.9899117276,0,0,0,0,0,0
optimistic,0.5,100,992890,3600,3534,1008,0.28,5,3529,2,243.5,1,242.5,0.06736111111,243.5,156.2778954,17.32090344,0.9950396825,2,3.820540541,1,3.481773399,1,10.09714286
optimistic,0.5,100,992891,3600,3531,1038,0.2883333333,5,3526,3,98,1.5,96.5,0.02680555556,65.33333333,46.47303213,9.409499482,0.9951830443,2,4.082080925,1,3.603061224,0,0
optimistic,0.5,100,992892,3596,3528,966,0.2686318131,11,3517,4,399.5,169,230.5,0.06409899889,2.363905325,1.61947579,6.084078377,0.9885892116,4,2.462397487,2,2.204311153,2,6.479338843
optimistic,0.5,100,992893,3600,3512,961,0.2669444444,10,3502,3,505.5,1.5,504,0.14,337,215.0756353,12.99070126,0.9895941727,6,4.570932755,4,5.423938224,1,3.313207547
optimistic,0.5,100,992894,3600,3500,994,0.2761111111,6,3494,1,372.5,187.5,185,0.05138888889,1.986666667,1.321009352,7.936799784,0.9939577039,3,3.608247423,3,5.775577558,2,10.41666667
optimistic,0.5,100,992895,3600,3483,954,0.265,17,3466,6,442.5,49,393.5,0.1093055556,9.030612245,4.835197218,4.085189049,0.9821802935,6,2.203036053,4,2.569057717,0,0
optimistic,0.5,100,992896,3600,3522,1429,0.3969444444,50,3472,26,2422,1809,613,0.1702777778,1.338861249,0.944770348,0.7895936803,0.9649614576,18,1.015961538,16,1.081612284,10,1.080368098
optimistic,0.5,100,992897,3600,3545,1493,0.4147222222,66,3479,22,2388,1421,967,0.2686111111,1.680506685,1.160774887,1.162961862,0.9557640751,30,1.346168451,16,0.9506570126,4,0.4123771302
optimistic,0.5,100,992898,3600,3485,1196,0.3322222222,27,3458,15,558,733.5,-175.5,-0.04875,0.7607361963,0.5295139472,-0.6678213443,0.9774247492,9,1.169855656,3,0.5333639425,2,0.7231040564
optimistic,0.5,100,992899,3600,3518,1053,0.2925,31,3487,17,671,560.5,110.5,0.03069444444,1.197145406,0.7722539914,0.4175048773,0.9705603039,11,1.40418738,7,1.266965067,1,0.4141747116
optimistic,0.5,100,992900,3600,3503,1292,0.3588888889,39,3464,14,1815.5,535,1280.5,0.3556944444,3.393457944,2.199263497,2.558650249,0.9697674419,17,1.369460734,11,1.197606838,5,0.9720834721
optimistic,0.5,100,992901,3596,3527,1219,0.3389877642,45,3482,26,875.5,420,455.5,0.1266685206,2.08452381,1.333079189,1.376851763,0.9630844955,15,1.526839827,9,1.320973783,0,0
optimistic,0.5,100,992902,3600,3478,1021,0.2836111111,24,3454,10,854,96,758,0.2105555556,8.895833333,5.448199582,3.83751099,0.9764705882,10,1.909310496,6,1.613172542,2,1.123385013
optimistic,0.5,100,992903,3600,3491,1232,0.3422222222,47,3444,24,1646.5,451,1195.5,0.3320833333,3.650776053,2.280583263,2.257615718,0.9618506494,15,1.063119214,10,0.947405558,6,1.084329865
optimistic,0.5,100,992904,3600,3510,1255,0.3486111111,50,3460,18,2350,708,1642,0.4561111111,3.31920904,1.87215666,2.292279086,0.9601275917,27,1.686298932,18,1.527932285,8,1.318309859
optimistic,0.5,100,992905,3600,3504,1127,0.3130555556,31,3473,13,744,839.5,-95.5,-0.02652777778,0.8862418106,0.559757387,-0.3199105177,0.9724444444,10,1.240749265,7,1.221027479,0,0
optimistic,0.5,100,992906,3600,3530,1028,0.2855555556,30,3500,11,1095.5,140.5,955,0.2652777778,7.797153025,5.418364581,5.580080776,0.9708171206,11,1.851692895,10,2.487667371,3,1.765
optimistic,0.5,100,992907,3600,3541,1552,0.4311111111,114,3427,44,9154,4319.5,4834.5,1.342916667,2.119226762,1.576545882,3.325501711,0.9265463918,64,1.419949875,55,1.518557505,34,1.676329713
optimistic,0.5,100,992908,3600,3491,1326,0.3683333333,86,3405,43,3073.5,1908.5,1165,0.3236111111,1.610427037,0.9899117615,0.9813522052,0.9351432881,29,0.9395033315,24,1.019071714,12,1.094643324
optimistic,0.5,100,992909,3600,3514,1258,0.3494444444,61,3453,31,2433,1140.5,1292.5,0.3590277778,2.133274879,1.394368266,2.120119463,0.9515103339,23,1.281383771,14,1.032639953,8,1.248922653
optimistic,0.5,100,992910,3600,3522,1481,0.4113888889,66,3456,36,3245,2005.5,1239.5,0.3443055556,1.618050362,1.131524205,1.433104622,0.9554054054,25,1.040632534,20,1.049432377,12,1.135396518
optimistic,0.5,100,992911,3600,3504,1514,0.4205555556,71,3433,35,3754,1109.5,2644.5,0.7345833333,3.383506084,2.161884608,2.682389517,0.9531043593,32,1.244497719,25,1.323822765,13,1.285726382
optimistic,0.5,100,992912,3600,3485,1176,0.3266666667,58,3427,24,2295.5,308,1987.5,0.5520833333,7.452922078,4.052198993,2.876409615,0.9506382979,27,1.681168483,19,1.642644505,7,1.361176208
optimistic,0.5,100,992913,3600,3468,1236,0.3433333333,78,3390,33,2921.5,1128,1793.5,0.4981944444,2.58998227,1.452664938,1.808387913,0.9368421053,39,1.640491958,24,1.357604228,7,0.9488742964
optimistic,0.5,100,992914,3600,3466,1210,0.3361111111,80,3386,29,3345,320.5,3024.5,0.8401388889,10.43681747,5.699606891,3.096178406,0.9338842975,40,1.712450593,23,1.332185829,8,1.031547619
optimistic,0.5,100,992915,3600,3458,1042,0.2894444444,34,3424,17,935.5,347.5,588,0.1633333333,2.692086331,1.312149015,1.427144397,0.9673704415,14,1.614379085,5,0.8295748968,2,0.7290744255
optimistic,0.5,100,992916,3600,3515,1074,0.2983333333,41,3474,20,1105.5,233,872.5,0.2423611111,4.744635193,2.952197284,2.612174212,0.9617893756,13,1.423387222,8,1.194867001,3,0.9318663839
optimistic,0.5,100,992917,3600,3479,1035,0.2875,38,3441,11,2039.5,230.5,1809,0.5025,8.848156182,4.723405377,5.388953585,0.9632495164,20,2.536083977,13,2.33369453,8,3.406609547
optimistic,0.5,100,992918,3600,3439,1132,0.3144444444,50,3389,22,1858,342,1516,0.4211111111,5.432748538,2.201806513,2.498513886,0.9558303887,24,2.163460026,17,2.114394213,4,1.256255708
optimistic,0.5,100,992919,3600,3420,1013,0.2813888889,50,3370,25,1281.5,536.5,745,0.2069444444,2.388630009,0.846190193,1.007961547,0.9503968254,19,1.514685315,12,1.434965035,2,0.562962963
optimistic,0.5,100,992920,3140,2980,800,0.2547770701,24,2956,11,726.5,5.5,721,0.2296178344,132.0909091,48.44265586,2.993218318,0.97,11,2.636743887,8,2.586805556,1,0.7347140039
optimistic,0.6,0,992801,614,604,30,0.04885993485,0,604,0,0,0,0,0,,,,1,0,,0,,0,
optimistic,0.6,0,992802,3600,3465,603,0.1675,0,3465,0,0,0,0,0,,,,1,0,,0,,0,
optimistic,0.6,0,992803,3600,3473,671,0.1863888889,1,3472,1,0,0.5,-0.5,-0.0001388888889,0,0,-0.6644346662,0.998509687,0,0,0,0,0,0
optimistic,0.6,0,992804,3600,3449,470,0.1305555556,2,3447,2,0,1,-1,-0.0002777777778,0,0,-0.3080289363,0.9957446809,0,0,0,0,0,0
optimistic,0.6,0,992805,3600,3498,421,0.1169444444,2,3496,0,23,0,23,0.006388888889,,,189.75,0.9952494062,0,0,0,0,0,0
optimistic,0.6,0,992806,3600,3439,492,0.1366666667,1,3438,0,6.5,0,6.5,0.001805555556,,,3.353611882,0.9979674797,0,0,0,0,0,0
optimistic,0.6,0,992807,3600,3481,638,0.1772222222,2,3479,1,4.5,0.5,4,0.001111111111,9,5.006221139,2.012429542,0.9968652038,0,0,0,0,0,0
optimistic,0.6,0,992808,3600,3512,490,0.1361111111,2,3510,0,17,0,17,0.004722222222,,,15.26956522,0.9959183673,0,0,0,0,0,0
optimistic,0.6,0,992809,3600,3461,695,0.1930555556,0,3461,0,0,0,0,0,,,,1,0,,0,,0,
optimistic,0.6,0,992810,3600,3499,617,0.1713888889,0,3499,0,0,0,0,0,,,,1,0,,0,,0,
optimistic,0.6,0,992811,3600,3429,646,0.1794444444,19,3410,10,576.5,5,571.5,0.15875,115.3,53.66424679,3.657147789,0.9705882353,7,1.728202174,6,2.776518219,1,1.640669856
optimistic,0.6,0,992812,3600,3479,847,0.2352777778,8,3471,3,490.5,1.5,489,0.1358333333,327,201.8469423,9.193259192,0.9905548996,5,2.872357992,4,3.944444444,2,6.039930556
optimistic,0.6,0,992813,3600,3491,951,0.2641666667,9,3482,3,293,1.5,291.5,0.08097222222,195.3333333,111.9636269,5.08761102,0.9905362776,5,2.790567546,3,2.999140893,1,2.983760684
optimistic,0.6,0,992814,3600,3481,736,0.2044444444,13,3468,3,491,27.5,463.5,0.12875,17.85454545,9.589152672,6.124554687,0.9823369565,6,2.700193924,4,3.488849912,1,2.502516175
optimistic,0.6,0,992815,3600,3450,631,0.1752777778,5,3445,0,293.5,0,293.5,0.08152777778,,,16.48809281,0.9920760697,3,5.564516129,2,7.340425532,1,18.64864865
optimistic,0.6,0,992816,3600,3451,680,0.1888888889,3,3448,1,186,0.5,185.5,0.05152777778,372,180.9372142,20.10428051,0.9955882353,1,3.393313668,1,8.396593674,1,37.10752688
optimistic,0.6,0,992817,3600,3391,775,0.2152777778,11,3380,1,216,0.5,215.5,0.05986111111,432,200.9994393,6.634320939,0.9858064516,1,1.048546691,1,2.26671123,0,0
optimistic,0.6,0,992818,3600,3443,378,0.105,10,3433,3,555.5,1.5,554,0.1538888889,370.3333333,135.5284215,23.12447112,0.9735449735,7,12.23401015,5,17.215,2,40.50588235
optimistic,0.6,0,992819,3600,3448,716,0.1988888889,4,3444,0,78,0,78,0.02166666667,,,16.73786408,0.9944134078,1,4.353535354,1,11.97222222,0,0
optimistic,0.6,0,992820,3600,3440,505,0.1402777778,0,3440,0,0,0,0,0,,,,1,0,,0,,0,
optimistic,0.6,0,992821,3600,3470,351,0.0975,0,3470,0,0,0,0,0,,,,1,0,,0,,0,
optimistic,0.6,0,992822,3600,3490,588,0.1633333333,3,3487,0,79.5,0,79.5,0.02208333333,,,21.91587678,0.9948979592,3,22.81045752,0,0,0,0
optimistic,0.6,0,992823,3600,3472,480,0.1333333333,2,3470,1,0.5,0.5,0,0,1,0.3114754098,0,0.9958333333,0,0,0,0,0,0
optimistic,0.6,0,992824,3600,3482,362,0.1005555556,0,3482,0,0,0,0,0,,,,1,0,,0,,0,
optimistic,0.6,0,992825,3600,3478,494,0.1372222222,0,3478,0,0,0,0,0,,,,1,0,,0,,0,
optimistic,0.6,0,992826,3600,3503,270,0.075,0,3503,0,0,0,0,0,,,,1,0,,0,,0,
optimistic,0.6,0,992827,3600,3478,456,0.1266666667,3,3475,2,13.5,1,12.5,0.003472222222,13.5,4.027810954,1.174650779,0.9934210526,0,0,0,0,0,0
optimistic,0.6,0,992828,3600,3487,427,0.1186111111,1,3486,0,77.5,0,77.5,0.02152777778,,,47.91958507,0.9976580796,1,19.70056497,1,42.01204819,0,0
optimistic,0.6,0,992829,3600,3500,430,0.1194444444,3,3497,1,181,0.5,180.5,0.05013888889,362,244.0463336,88.33193512,0.9930232558,2,25.08960573,2,77.77777778,0,0
optimistic,0.6,0,992830,3600,3463,465,0.1291666667,8,3455,0,690,0,690,0.1916666667,,,40.06757663,0.9827956989,7,20.47381757,4,22.78289474,4,75.2826087
optimistic,0.6,0,992831,3600,3469,545,0.1513888889,0,3469,0,0,0,0,0,,,,1,0,,0,,0,
optimistic,0.6,0,992832,3600,3436,768,0.2133333333,7,3429,4,124.5,2,122.5,0.03402777778,62.25,25.97430943,4.35819381,0.9908854167,3,4.517090272,0,0,0,0
optimistic,0.6,0,992833,3600,3377,638,0.1772222222,15,3362,7,183,3.5,179.5,0.04986111111,52.28571429,22.78436397,3.294320806,0.9764890282,3,1.855494505,3,4.657931034,0,0
optimistic,0.6,0,992834,3600,3398,817,0.2269444444,7,3391,1,217,0.5,216.5,0.06013888889,434,182.7201671,6.163223417,0.9914320685,4,4.484328604,3,7.209335219,0,0
optimistic,0.6,0,992835,3600,3456,677,0.1880555556,2,3454,1,31.5,0.5,31,0.008611111111,63,29.57186555,6.862413528,0.9970457903,1,7.819004525,0,0,0,0
optimistic,0.6,0,992836,3600,3440,704,0.1955555556,2,3438,0,89,0,89,0.02472222222,,,12.05591652,0.9971590909,2,10.81761006,0,0,0,0
optimistic,0.6,0,992837,3600,3476,410,0.1138888889,0,3476,0,0,0,0,0,,,,1,0,,0,,0,
optimistic,0.6,0,992838,3600,3454,508,0.1411111111,1,3453,0,6.5,0,6.5,0.001805555556,,,4.209825614,0.9980314961,0,0,0,0,0,0
optimistic,0.6,0,992839,3600,3421,479,0.1330555556,0,3421,0,0,0,0,0,,,,1,0,,0,,0,
optimistic,0.6,0,992840,3600,3482,442,0.1227777778,0,3482,0,0,0,0,0,,,,1,0,,0,,0,
optimistic,0.6,0,992841,3600,3517,349,0.09694444444,1,3516,0,7.5,0,7.5,0.002083333333,,,6.022947825,0.9971346705,0,0,0,0,0,0
optimistic,0.6,0,992842,3596,3395,583,0.1621245829,1,3394,0,17.5,0,17.5,0.004866518354,,,6.853048042,0.9982847341,0,0,0,0,0,0
optimistic,0.6,0,992843,3600,3491,434,0.1205555556,0,3491,0,0,0,0,0,,,,1,0,,0,,0,
optimistic,0.6,0,992844,3600,3450,871,0.2419444444,1,3449,0,28.5,0,28.5,0.007916666667,,,17.8675268,0.9988518944,1,17.96875,0,0,0,0
optimistic,0.6,0,992845,3600,3445,790,0.2194444444,1,3444,0,52.5,0,52.5,0.01458333333,,,18.86342303,0.9987341772,1,15.65909091,1,31.60550459,0,0
optimistic,0.6,0,992846,3600,3407,755,0.2097222222,2,3405,0,70,0,70,0.01944444444,,,15.77210502,0.9973509934,2,14.87772926,0,0,0,0
optimistic,0.6,0,992847,3600,3500,522,0.145,1,3499,0,47.5,0,47.5,0.01319444444,,,78.01501642,0.9980842912,1,34.65346535,0,0,0,0
optimistic,0.6,0,992848,3600,3477,621,0.1725,1,3476,0,37.5,0,37.5,0.01041666667,,,41.51807037,0.998389694,1,36.9893617,0,0,0,0
optimistic,0.6,0,992849,3600,3424,870,0.2416666667,8,3416,1,332.5,0.5,332,0.09222222222,665,378.119577,22.32809554,0.9908045977,7,13.87037037,0,0,0,0
optimistic,0.6,0,992850,3600,3414,655,0.1819444444,1,3413,0,8.5,0,8.5,0.002361111111,,,6.107977268,0.9984732824,0,0,0,0,0,0
optimistic,0.6,0,992851,3600,3449,452,0.1255555556,4,3445,4,0,2,-2,-0.0005555555556,0,0,-1.769625449,0.9911308204,0,0,0,0,0,0
optimistic,0.6,0,992852,3600,3498,407,0.1130555556,0,3498,0,0,0,0,0,,,,1,0,,0,,0,
optimistic,0.6,0,992853,3600,3431,559,0.1552777778,2,3429,2,0,1,-1,-0.0002777777778,0,0,-0.198266397,0.9964221825,0,0,0,0,0,0
optimistic,0.6,0,992854,3600,3414,531,0.1475,1,3413,0,6.5,0,6.5,0.001805555556,,,6.01708243,0.9981167608,0,0,0,0,0,0
optimistic,0.6,0,992855,3600,3511,580,0.1611111111,1,3510,1,0,31.5,-31.5,-0.00875,0,0,-33.05828725,0.9982758621,0,0,0,0,0,0
optimistic,0.6,0,992856,3600,3515,648,0.18,0,3515,0,0,0,0,0,,,,1,0,,0,,0,
