queue_cell,threshold,latency_ms,block,eligible_opportunities,baseline_fills,cancelled_opportunities,cancel_rate,fills_prevented,surviving_fills,favourable_fills_sacrificed,adverse_markout_avoided,favourable_markout_sacrificed,net_markout_preserved,net_per_eligible_opportunity,avoidance_efficiency_ticks,avoidance_efficiency_lift,net_markout_lift_over_random,cancel_too_late_rate,catastrophic_25_avoided,catastrophic_25_avoidance_lift,catastrophic_50_avoided,catastrophic_50_avoidance_lift,catastrophic_100_avoided,catastrophic_100_avoidance_lift
conservative,0.1,25,992856,3600,1294,1651,0.4586111111,710,584,52,32367,66,32301,8.9725,490.4090909,1.194530558,0.8711758766,0.3257359924,510,0.9369888687,259,0.8252388457,82,0.7016332738
conservative,0.1,25,992857,3600,2695,2306,0.6405555556,1685,1010,212,94136.5,7079.5,87057,24.1825,13.29705488,0.7759599403,0.8742193223,0.1385480573,1128,0.958624104,729,0.9502586463,256,0.8339064587
conservative,0.1,25,992858,3600,2424,2189,0.6080555556,1577,847,260,74418.5,1023.5,73395,20.3875,72.70981925,0.789256816,0.7779040278,0.156684492,967,0.9197844008,562,0.8761133999,159,0.6348005831
conservative,0.1,25,992859,3600,3005,2411,0.6697222222,1849,1156,210,132891.5,11758,121133.5,33.64819444,11.30221977,1.170979094,1.074595893,0.1387983232,1384,1.036057435,1036,1.059603596,497,1.075533685
conservative,0.1,25,992860,3600,2980,2575,0.7152777778,1975,1005,262,121403,7856,113547,31.54083333,15.4535387,1.006258821,0.9933791542,0.1194828355,1422,0.9974895397,917,0.9785186114,375,1.006802108
conservative,0.1,25,992861,3600,2965,2509,0.6969444444,1956,1009,270,113950.5,7358.5,106592,29.60888889,15.48556092,1.179556136,0.9934264894,0.1181244364,1263,1.000270048,829,0.9989177648,360,0.9424965829
conservative,0.1,25,992862,3600,3239,2500,0.6944444444,1862,1377,388,161100,65085,96015,26.67083333,2.475224706,1.304690563,1.038573055,0.1764705882,1257,1.054793019,968,1.029885329,576,0.9746768255
conservative,0.1,25,992863,3600,3366,2367,0.6575,1743,1623,478,178625,46868,131757,36.59916667,3.811235811,1.269312708,1.0413053,0.2190860215,1096,1.019529812,952,1.017972221,676,0.9815485357
conservative,0.1,25,992864,3600,3084,2703,0.7508333333,2162,922,372,176231,23223.5,153007.5,42.50208333,7.588477189,1.062762531,0.9863770863,0.09426057813,1477,1.005189392,1139,0.9931140007,663,0.9699907493
conservative,0.1,25,992865,3600,2913,2671,0.7419444444,2169,744,410,128989.5,9476,119513.5,33.19819444,13.6122309,1.037124916,0.9809081254,0.06548901336,1376,0.9767383377,971,0.9894292664,449,1.018604445
conservative,0.1,25,992866,3600,2917,2611,0.7252777778,2054,863,261,140980.5,9251.5,131729,36.59138889,15.238664,0.9663629285,0.9657813082,0.09034543844,1381,0.9870332919,1011,0.970775867,484,0.9546602835
conservative,0.1,25,992867,3600,2891,2672,0.7422222222,2013,878,427,126274,13932.5,112341.5,31.20597222,9.063269334,0.8453072913,0.896894033,0.1128250331,1326,0.9613097903,949,0.9367151317,423,0.8933790655
conservative,0.1,25,992868,3600,2869,2616,0.7266666667,2019,850,220,137459,3839,133620,37.11666667,35.80593905,1.101885303,0.9808305715,0.0994647636,1489,0.9777586587,1059,0.9740061647,496,0.9641809106
conservative,0.1,25,992869,3600,2701,2353,0.6536111111,1839,862,137,111594,3207.5,108386.5,30.10736111,34.79158223,1.072353528,0.9735876513,0.09675834971,1290,0.9726209338,856,0.9538963991,345,0.9763254093
conservative,0.1,25,992870,3600,2779,2378,0.6605555556,1784,995,161,131575,3865.5,127709.5,35.47486111,34.03828741,1.011382126,0.9776236413,0.1297560976,1396,0.9934210392,1003,0.9704401443,419,0.8965537685
conservative,0.1,25,992871,3600,2644,2346,0.6516666667,1621,1023,189,112113.5,2542.5,109571,30.43638889,44.09577188,1.1339866,1.005727959,0.170419652,1198,0.9984916293,833,1.010185553,400,0.9991374693
conservative,0.1,25,992872,3600,2709,2444,0.6788888889,1812,897,232,122845,4617,118228,32.84111111,26.60710418,0.8789598783,0.954633967,0.1139364303,1278,0.9625452483,861,0.9527931236,336,0.887510823
conservative,0.1,25,992873,3600,2852,2286,0.635,1721,1131,249,134737.5,26124,108613.5,30.17041667,5.157613689,1.310467832,0.9558823575,0.1281661601,1183,1.001245802,885,0.9686927434,478,0.9221538497
conservative,0.1,25,992874,3600,3264,2444,0.6788888889,1849,1415,382,177588.5,32847.5,144741,40.20583333,5.406454068,1.437414421,1.08566576,0.1727069351,1277,1.039788137,1058,1.029583618,661,0.9797221726
conservative,0.1,25,992875,3600,3024,2561,0.7113888889,1905,1119,334,193124,18646,174478,48.46611111,10.35739569,1.213176548,1.006741443,0.1604230939,1330,1.00011563,1107,0.9950473065,725,0.999015748
conservative,0.1,25,992876,3600,3058,2614,0.7261111111,2037,1021,259,149217.5,8912.5,140305,38.97361111,16.74249649,1.088023622,0.9995406161,0.1212251941,1498,1.005741721,1107,1.007797826,570,1.026018655
conservative,0.1,25,992877,3600,2831,2437,0.6769444444,1840,991,156,125859.5,5524,120335.5,33.42652778,22.78412382,1.122054941,0.9609470585,0.118351701,1369,1.005405987,994,0.9866809257,416,0.9182958019
conservative,0.1,25,992878,3600,2807,2430,0.675,1890,917,153,137286.5,4491.5,132795,36.8875,30.5658466,1.189107774,0.9893734517,0.1072272083,1471,0.9994086951,1043,0.9810311261,480,0.9479905437
conservative,0.1,25,992879,3600,2854,2295,0.6375,1737,1117,143,118166,3324.5,114841.5,31.90041667,35.54399158,1.407646071,1.001208671,0.1451771654,1250,0.9926672015,842,0.9594027996,435,0.9926837459
conservative,0.1,25,992880,3600,2958,2632,0.7311111111,2083,875,321,127466.5,10256,117210.5,32.55847222,12.42848089,0.9466770284,0.9392629525,0.1021551724,1387,0.9664539849,921,0.9553556619,403,0.9215573042
conservative,0.1,25,992881,3600,2945,2494,0.6927777778,1954,991,253,123535,9976.5,113558.5,31.54402778,12.38259911,0.8292183288,0.9133772691,0.1170356981,1371,0.9825596421,960,0.9829335588,420,0.9518935517
conservative,0.1,25,992882,3600,2923,2507,0.6963888889,2013,910,192,110444.5,7306,103138.5,28.64958333,15.11695866,1.000057575,1.005822536,0.09932885906,1447,1.016021825,898,1.009250245,331,1.013992383
conservative,0.1,25,992883,3592,2798,2587,0.7202115813,2017,781,273,122282.5,6694.5,115588,32.17928731,18.26611397,0.9891928195,0.9995709975,0.09307553957,1293,0.9893330847,902,0.9946440944,378,1.016211043
conservative,0.1,25,992884,3600,2909,2416,0.6711111111,1945,964,272,105097.5,5966,99131.5,27.53652778,17.61607442,0.8500286823,0.9094306706,0.09953703704,1184,0.953594888,823,0.9410576008,336,0.8517485077
conservative,0.1,25,992885,3600,2822,2514,0.6983333333,1874,948,290,100788,6579,94209,26.16916667,15.31965344,1.435477582,0.9432173218,0.1271541686,1162,0.9582807801,794,0.9534773676,285,0.8566325194
conservative,0.1,25,992886,3600,2737,2485,0.6902777778,1976,761,252,109058,7207,101851,28.29194444,15.13223255,0.9663792432,0.9656886447,0.07620383357,1316,0.9869084126,840,0.9760923023,352,0.9358210231
conservative,0.1,25,992887,3600,2692,2412,0.67,1837,855,141,111152,2105.5,109046.5,30.29069444,52.79126098,1.103675034,0.9636219247,0.1091173618,1293,0.9873916481,776,0.9516115734,344,0.9182310987
conservative,0.1,25,992888,3600,2562,2328,0.6466666667,1747,815,187,95027,4587.5,90439.5,25.12208333,20.71433243,0.8114075668,0.8925596589,0.09622348681,1217,0.9893279198,792,0.9606940505,230,0.8127668085
conservative,0.1,25,992889,3600,2284,2219,0.6163888889,1576,708,203,92260.5,2381.5,89879,24.96638889,38.74049969,1.037829321,0.9008839952,0.135490949,1126,0.9848175254,761,0.9548662843,211,0.8541601679
conservative,0.1,25,992890,3600,2472,2373,0.6591666667,1666,806,180,100725,2068,98657,27.40472222,48.70647969,1.384811314,0.9793843301,0.1340956341,1204,0.9693366223,727,0.9833344459,348,1.026560923
conservative,0.1,25,992891,3600,2471,2414,0.6705555556,1658,813,201,82670.5,1955.5,80715,22.42083333,42.27588852,1.057577825,0.9028779222,0.1519181586,1095,0.9599606187,611,0.8901307326,201,0.8184708023
conservative,0.1,25,992892,3596,2756,2367,0.6582313682,1850,906,148,107468,3518,103950,28.90711902,30.54803866,1.249334702,0.968654897,0.1088631985,1317,0.9974448673,893,0.9854286286,345,0.986481299
conservative,0.1,25,992893,3600,2575,2415,0.6708333333,1782,793,263,97683.5,3899.5,93784,26.05111111,25.05026285,1.054906971,0.9753279592,0.1121076233,1142,0.9594165166,761,1.007004826,271,0.9235766999
conservative,0.1,25,992894,3600,2565,2390,0.6638888889,1738,827,181,106551.5,2021.5,104530,29.03611111,52.70912689,1.430296151,0.960480141,0.1301301301,1290,1.012135161,867,0.9918979313,274,0.877176998
conservative,0.1,25,992895,3600,2725,2512,0.6977777778,1927,798,258,105661,3081,102580,28.49444444,34.29438494,0.7796276162,0.929079296,0.1037209302,1225,0.9539048051,801,0.9400052109,346,0.9337478262
conservative,0.1,25,992896,3600,3214,2435,0.6763888889,1801,1413,486,146465,31308.5,115156.5,31.98791667,4.678122555,1.530575613,1.090641684,0.1912887292,1080,1.011721397,904,1.004511815,496,0.9249151609
conservative,0.1,25,992897,3600,3248,2696,0.7488888889,2116,1132,520,171983.5,32473.5,139510,38.75277778,5.296118373,1.134004741,1.002799838,0.1433198381,1288,0.9959916767,1054,1.003635306,623,0.9610927986
conservative,0.1,25,992898,3600,3012,2703,0.7508333333,2135,877,424,169623.5,18093,151530.5,42.09180556,9.375089814,1.060765595,0.9832560828,0.09991568297,1388,0.9830083801,1033,0.9728493573,551,0.9620492963
conservative,0.1,25,992899,3600,3047,2632,0.7311111111,2139,908,425,141339.5,12459.5,128880,35.8,11.34391428,0.9962204072,0.9478728589,0.09517766497,1320,0.9767982368,1008,0.9767982368,529,0.9562933246
conservative,0.1,25,992900,3600,3093,2629,0.7302777778,2093,1000,495,163834.5,27743,136091.5,37.80319444,5.905435605,1.146907698,0.994118821,0.1179941003,1382,1.005561903,1047,1.004048599,598,0.9637015111
conservative,0.1,25,992901,3596,2932,2764,0.7686318131,2140,792,325,153586.5,10151,143435.5,39.8875139,15.13018422,1.053915371,0.9742629458,0.1101871102,1426,0.9842585748,1105,0.9862887759,574,0.9793694207
conservative,0.1,25,992902,3600,2916,2577,0.7158333333,2046,870,258,146057.5,8758,137299.5,38.13875,16.67703814,1.178836767,1.000411476,0.09066666667,1383,0.9801487712,1017,0.9773760488,564,0.9696309372
conservative,0.1,25,992903,3600,3058,2768,0.7688888889,2211,847,403,151450.5,20376,131074.5,36.40958333,7.432788575,1.016699806,0.9865697227,0.1019496344,1476,0.9919498716,1133,0.9962077723,604,0.981648748
conservative,0.1,25,992904,3600,3128,2721,0.7558333333,2192,936,308,176132,13117,163015,45.28194444,13.4277655,1.188391157,1.004682116,0.1093051605,1597,1.016925773,1231,1.014815705,659,0.9724899795
conservative,0.1,25,992905,3600,3094,2695,0.7486111111,2185,909,373,148866.5,16103.5,132763,36.87861111,9.244356817,1.082536034,0.9878192159,0.09636062862,1376,0.9761729408,998,0.9705949657,534,0.9871459213
