queue_cell,threshold,latency_ms,utc_day,eligible_opportunities,baseline_fills,cancelled_opportunities,cancel_rate,fills_prevented,surviving_fills,favourable_fills_sacrificed,adverse_markout_avoided,favourable_markout_sacrificed,net_markout_preserved,net_per_eligible_opportunity,avoidance_efficiency_ticks,avoidance_efficiency_lift,net_markout_lift_over_random,cancel_too_late_rate,catastrophic_25_avoided,catastrophic_25_avoidance_lift,catastrophic_50_avoided,catastrophic_50_avoidance_lift,catastrophic_100_avoided,catastrophic_100_avoidance_lift
optimistic,0.2,0,2026-08-19,172796,166844,70748,0.4094307739,12930,153914,7044,426469.5,190628.5,235841,1.364852196,2.237175973,1.415747185,3.349864492,0.8169670031,4342,2.321809415,2772,2.240876839,1238,2.152634426
optimistic,0.2,0,2026-08-20,147124,142702,85029,0.5779410565,25940,116762,14097,839470.5,288638.5,550832,3.74399826,2.908380206,1.760548521,2.307759484,0.6940929514,9092,1.475260029,6231,1.436276991,2673,1.330028713
optimistic,0.2,25,2026-08-18,108614,104676,33456,0.3080265896,3539,101137,2063,61039.5,3667.5,57372,0.5282191983,16.64335378,8.836059598,7.170977981,0.8941908093,870,3.580454537,384,3.190419435,116,3.58894376
optimistic,0.2,25,2026-08-19,172796,166844,70748,0.4094307739,11234,155610,6257,362261.5,161519,200742.5,1.161731174,2.242841399,1.419332424,3.281794369,0.8409750435,3691,2.271668204,2336,2.173510316,1020,2.04133327
optimistic,0.2,25,2026-08-20,147124,142702,85029,0.5779410565,22848,119854,12580,722392,244777.5,477614.5,3.246339822,2.951218964,1.786480383,2.271802991,0.7305565055,7854,1.446844399,5366,1.404277385,2298,1.298176862
optimistic,0.2,50,2026-08-18,108614,104676,33456,0.3080265896,3250,101426,1944,53438,3344,50094,0.4612112619,15.98026316,8.484020678,6.818067748,0.9028313451,765,3.428289968,335,3.030808989,103,3.470108787
optimistic,0.2,50,2026-08-19,172796,166844,70748,0.4094307739,9785,157059,5508,314846,140866.5,173979.5,1.006849117,2.235066535,1.414412273,3.265455013,0.86148663,3157,2.230740363,2000,2.136448618,879,2.019650432
optimistic,0.2,50,2026-08-20,147124,142702,85029,0.5779410565,20093,122609,11231,618768,213344,405424,2.755661891,2.900329984,1.755675428,2.192835351,0.7630458625,6779,1.420038013,4605,1.370361895,1956,1.256481493
optimistic,0.2,100,2026-08-18,108614,104676,33456,0.3080265896,2771,101905,1695,43192.5,2916.5,40276,0.3708177583,14.80970341,7.86256326,6.429375164,0.9171525099,632,3.321850064,271,2.875609341,82,3.24016072
optimistic,0.2,100,2026-08-19,172796,166844,70748,0.4094307739,7627,159217,4399,242522,116659,125863,0.7283907035,2.078896613,1.315583603,3.030754714,0.8920345965,2381,2.158444681,1480,2.028295634,652,1.921949672
optimistic,0.2,100,2026-08-20,147124,142702,85029,0.5779410565,15939,126763,9078,474103,163344.5,310758.5,2.112221663,2.902472994,1.756972671,2.118865062,0.8120334446,5249,1.386100189,3554,1.333235216,1482,1.200104773
optimistic,0.3,0,2026-08-18,108614,104676,24005,0.2210120242,1592,103084,739,33941.5,1549.5,32392,0.2982304307,21.904808,11.62939823,9.000231125,0.9336666667,503,4.601764562,209,3.860115888,61,4.195425348
optimistic,0.3,0,2026-08-19,172796,166844,55880,0.3233871154,6515,160329,3171,263547,133090,130457,0.7549769671,1.980216395,1.253136016,3.677557094,0.8833085562,2475,2.626612803,1632,2.618357971,769,2.653750454
optimistic,0.3,0,2026-08-20,147124,142702,68450,0.4652537995,14018,128684,6731,511199.5,169355,341844.5,2.323512819,3.018508459,1.827213166,2.65023201,0.7949145599,5551,1.666726315,3753,1.600821588,1632,1.502678694
optimistic,0.3,25,2026-08-18,108614,104676,24005,0.2210120242,1421,103255,682,28782.5,1438,27344.5,0.251758521,20.01564673,10.62643081,8.512063809,0.9407916667,430,4.407312562,175,3.621104777,50,3.852699643
optimistic,0.3,25,2026-08-19,172796,166844,55880,0.3233871154,5527,161317,2757,220255,111568,108687,0.6289902544,1.974177183,1.249314235,3.611557997,0.9010048181,2063,2.580744658,1347,2.547425067,620,2.522030803
optimistic,0.3,25,2026-08-20,147124,142702,68450,0.4652537995,12075,130627,5934,425918,140538,285380,1.939724314,3.030625169,1.834547852,2.568489225,0.823340941,4642,1.618069297,3117,1.543476731,1345,1.437696365
optimistic,0.3,50,2026-08-18,108614,104676,24005,0.2210120242,1272,103404,640,24607,1340,23267,0.2142173201,18.36343284,9.74926022,8.091187035,0.947,371,4.248017253,153,3.536726203,44,3.78751875
optimistic,0.3,50,2026-08-19,172796,166844,55880,0.3233871154,4686,162158,2382,189645.5,96730.5,92915,0.5377149934,1.960555357,1.240693965,3.641581245,0.9160681342,1716,2.531921711,1117,2.491576211,534,2.562047248
optimistic,0.3,50,2026-08-20,147124,142702,68450,0.4652537995,10456,132246,5257,359240,121858,237382,1.613482505,2.948021468,1.784544821,2.46730912,0.8470271536,3944,1.587634224,2635,1.5068342,1119,1.38132713
optimistic,0.3,100,2026-08-18,108614,104676,24005,0.2210120242,1067,103609,563,19392,1038.5,18353.5,0.1689791371,18.67308618,9.913657099,7.60875217,0.9555416667,294,4.013122204,118,3.251731727,33,3.38640383
optimistic,0.3,100,2026-08-19,172796,166844,55880,0.3233871154,3522,163322,1869,142750.5,82010.5,60740,0.3515127665,1.74063687,1.101523428,3.167319631,0.9369167667,1239,2.432300496,793,2.353461632,377,2.406579208
optimistic,0.3,100,2026-08-20,147124,142702,68450,0.4652537995,8019,134683,4126,266855,88753.5,178101.5,1.210553683,3.006698327,1.820064063,2.413730164,0.8826808287,2973,1.560464224,1975,1.472642433,829,1.334339514
optimistic,0.4,0,2026-08-18,108614,104676,19937,0.183558289,683,103993,273,17391,797.5,16593.5,0.1527749646,21.80689655,11.57741643,10.74672802,0.965735213,248,5.288474941,110,4.735535559,35,5.610952174
optimistic,0.4,0,2026-08-19,172796,166844,46974,0.2718465705,3258,163586,1447,163929,93697.5,70231.5,0.4064417,1.749555751,1.107167545,3.959016583,0.9305966811,1348,2.860711658,905,2.903493018,479,3.305465245
optimistic,0.4,0,2026-08-20,147124,142702,55719,0.3787213507,7388,135314,3181,297193,96004.5,201188.5,1.367475735,3.09561531,1.873888752,2.959495064,0.8673036856,3218,1.833319988,2168,1.754618947,933,1.629996932
optimistic,0.4,25,2026-08-18,108614,104676,19937,0.183558289,596,104080,246,14397,674,13723,0.1263465115,21.36053412,11.34043986,10.18501717,0.9700998344,207,5.058521025,93,4.588109871,25,4.592857544
optimistic,0.4,25,2026-08-19,172796,166844,46974,0.2718465705,2686,164158,1229,135690.5,78749,56941.5,0.3295301975,1.723075849,1.090410326,3.893402934,0.9427816714,1093,2.813516246,731,2.844688096,374,3.130500342
optimistic,0.4,25,2026-08-20,147124,142702,55719,0.3787213507,6220,136482,2762,241348.5,80305,161043.5,1.094610669,3.005398169,1.81927703,2.81380612,0.8882822042,2615,1.769540183,1750,1.682279248,753,1.562559708
optimistic,0.4,50,2026-08-18,108614,104676,19937,0.183558289,537,104139,237,12147,669.5,11477.5,0.1056723811,18.14339059,9.632438429,9.454356569,0.9730597502,177,4.800632427,79,4.325635553,22,4.485776396
optimistic,0.4,50,2026-08-19,172796,166844,46974,0.2718465705,2232,164612,1050,116690.5,69636.5,47054,0.2723095442,1.67570886,1.060435178,3.87176344,0.9524529749,885,2.741475406,589,2.758318367,319,3.213251023
optimistic,0.4,50,2026-08-20,147124,142702,55719,0.3787213507,5290,137412,2409,199146.5,67723,131423.5,0.8932838966,2.940603635,1.780054537,2.699968584,0.9049859904,2182,1.736113822,1450,1.638938864,603,1.471274372
optimistic,0.4,100,2026-08-18,108614,104676,19937,0.183558289,434,104242,207,9166.5,654.5,8512,0.078369271,14.00534759,7.435525774,8.675626513,0.9782270607,135,4.530472647,60,4.064982136,16,4.036634981
optimistic,0.4,100,2026-08-19,172796,166844,46974,0.2718465705,1614,165230,801,88583,60410.5,28172.5,0.163039075,1.466351048,0.9279477312,3.20574013,0.965617877,620,2.655971636,416,2.694096124,224,3.120273406
optimistic,0.4,100,2026-08-20,147124,142702,55719,0.3787213507,3947,138755,1867,142688,49140.5,93547.5,0.6358411952,2.903674159,1.757699779,2.575766042,0.9291076945,1572,1.676349371,1042,1.578523371,428,1.399615271
optimistic,0.5,0,2026-08-18,108614,104676,18032,0.1660191136,297,104379,104,9377.5,418,8959.5,0.08248936601,22.43421053,11.91046131,13.34400778,0.9835292813,112,5.492385944,62,6.138077403,28,10.32264063
optimistic,0.5,0,2026-08-19,172796,166844,41346,0.2392763721,1577,165267,625,93501,66648.5,26852.5,0.1554000093,1.40289729,0.8877924276,3.127227587,0.9618400039,710,3.112876774,489,3.241159866,276,3.934826163
optimistic,0.5,0,2026-08-20,147124,142702,46641,0.3170182975,3471,139231,1312,152063,46546,105517,0.717197738,3.266940231,1.97759797,3.303765209,0.9255437814,1620,1.964443405,1107,1.906968112,476,1.77004525
optimistic,0.5,25,2026-08-18,108614,104676,18032,0.1660191136,264,104412,93,7830.5,350.5,7480,0.06886773344,22.34094151,11.86094421,12.53304598,0.9853593611,96,5.296229303,52,5.791573034,20,8.294979079
optimistic,0.5,25,2026-08-19,172796,166844,41346,0.2392763721,1273,165571,524,76907.5,56347.5,20560,0.1189842357,1.364878655,0.8637331781,2.966205005,0.9691961477,554,3.008961526,385,3.161226491,210,3.708848152
optimistic,0.5,25,2026-08-20,147124,142702,46641,0.3170182975,2837,139865,1115,119200.5,36895.5,82305,0.5594260624,3.230759849,1.955696667,3.152885778,0.9391436784,1279,1.897537333,867,1.827301393,366,1.665151602
optimistic,0.5,50,2026-08-18,108614,104676,18032,0.1660191136,231,104445,88,6226.5,348,5878.5,0.05412285709,17.89224138,9.499101757,11.25676253,0.987189441,76,4.791826512,41,5.218780096,17,8.057979677
optimistic,0.5,50,2026-08-19,172796,166844,41346,0.2392763721,1062,165782,453,66826.5,51815.5,15011,0.08687122387,1.289700958,0.8161586405,2.595921557,0.9743018923,448,2.916679914,310,3.051128256,183,3.874134861
optimistic,0.5,50,2026-08-20,147124,142702,46641,0.3170182975,2371,140331,965,96130,30395,65735,0.4467999782,3.162691232,1.914492252,3.013050893,0.9491398172,1051,1.865736391,706,1.780424536,285,1.551476979
optimistic,0.5,100,2026-08-18,108614,104676,18032,0.1660191136,181,104495,75,4593,341.5,4251.5,0.03914320438,13.44948755,7.140416237,10.39016802,0.9899622893,57,4.58665162,31,5.035936433,11,6.654314709
optimistic,0.5,100,2026-08-19,172796,166844,41346,0.2392763721,773,166071,344,53645,45977.5,7667.5,0.04437313364,1.166766353,0.7383622029,1.821716313,0.9812950685,320,2.862238097,225,3.042470045,135,3.92647138
optimistic,0.5,100,2026-08-20,147124,142702,46641,0.3170182975,1723,140979,761,66667.5,23439,43228.5,0.2938235774,2.844297965,1.721757205,2.726630213,0.9630400275,721,1.761282856,486,1.686558522,197,1.475750634
optimistic,0.6,0,2026-08-18,108614,104676,16860,0.1552286077,112,104564,32,4273,42,4231,0.03895446259,101.7380952,54.01338484,16.71028914,0.9933570581,49,6.37202588,34,8.926023274,13,12.70909295
optimistic,0.6,0,2026-08-19,172796,166844,37480,0.2169031691,655,166189,231,48545,40595.5,7949.5,0.04600511586,1.195822197,0.7567495491,2.228973834,0.9825198153,332,3.504548361,235,3.750160448,140,4.805459234
optimistic,0.6,0,2026-08-20,147124,142702,39712,0.2699219706,1272,141430,417,61213.5,17869.5,43344,0.2946086295,3.425585495,2.07363173,3.703251696,0.9679637325,647,2.140899545,434,2.04010745,183,1.856932034
optimistic,0.6,25,2026-08-18,108614,104676,16860,0.1552286077,102,104574,31,3768.5,15.5,3753,0.03455355663,243.1290323,129.078709,16.27561299,0.9939501779,42,5.997200828,31,8.936318572,12,12.88161457
optimistic,0.6,25,2026-08-19,172796,166844,37480,0.2169031691,519,166325,194,41044,33536.5,7507.5,0.04344718628,1.22386057,0.7744930114,2.656650597,0.9861492888,256,3.410420115,186,3.746009489,110,4.765116128
optimistic,0.6,25,2026-08-20,147124,142702,39712,0.2699219706,1023,141679,361,44954,13935.5,31018.5,0.2108323591,3.225862007,1.952731825,3.295235916,0.974234983,488,2.007813217,323,1.887892722,132,1.665445124
optimistic,0.6,50,2026-08-18,108614,104676,16860,0.1552286077,88,104588,30,2746,15,2731,0.02514408824,183.0666667,97.19122709,13.72770664,0.9947805457,33,5.461736469,22,7.350842697,9,11.19822176
optimistic,0.6,50,2026-08-19,172796,166844,37480,0.2169031691,431,166413,172,36227,31078.5,5148.5,0.02979524989,1.165661148,0.7376627986,2.19386502,0.9884977716,209,3.352774074,149,3.613535162,99,5.164236063
optimistic,0.6,50,2026-08-20,147124,142702,39712,0.2699219706,835,141867,309,36331,11424,24907,0.1692925695,3.180234594,1.925111889,3.241725963,0.978969903,394,1.986044004,259,1.854657466,105,1.623061041
optimistic,0.6,100,2026-08-18,108614,104676,16860,0.1552286077,62,104614,22,1678,11,1667,0.01534792936,152.5454545,80.98732655,11.89331365,0.9963226572,21,4.933181326,14,6.639470823,4,7.064111216
optimistic,0.6,100,2026-08-19,172796,166844,37480,0.2169031691,328,166516,132,30554.5,28291,2263.5,0.01309926156,1.080007776,0.6834589622,1.267398275,0.991246564,157,3.30949007,115,3.664774724,73,5.003768146
optimistic,0.6,100,2026-08-20,147124,142702,39712,0.2699219706,594,142108,246,24595,9042.5,15552.5,0.1057101493,2.719933647,1.646474952,2.845477259,0.9850396675,263,1.863581644,178,1.791777097,69,1.499321178
optimistic,0.7,0,2026-08-18,108614,104676,15896,0.1463531405,55,104621,11,2460,5.5,2454.5,0.0225983759,447.2727273,237.4598609,19.74055274,0.9965400101,28,7.414721024,18,9.622921348,7,13.93556485
optimistic,0.7,0,2026-08-19,172796,166844,34874,0.2018218014,227,166617,75,22424,27095,-4671,-0.02703187574,0.8276065695,0.5237324578,-3.779118123,0.9934902928,119,3.624569051,96,4.42047219,61,6.041602382
optimistic,0.7,0,2026-08-20,147124,142702,35389,0.2405385933,338,142364,108,17613,6023.5,11589.5,0.0787736875,2.924047481,1.770032493,3.726398991,0.9904484698,177,2.20412229,125,2.211279992,54,2.062096995
optimistic,0.7,25,2026-08-18,108614,104676,15896,0.1463531405,50,104626,11,2251.5,5.5,2246,0.02067873386,409.3636364,217.3336898,19.87003854,0.9968545546,23,6.699730068,17,9.997146067,7,15.32912134
optimistic,0.7,25,2026-08-19,172796,166844,34874,0.2018218014,181,166663,61,19828,22068.5,-2240.5,-0.01296615662,0.8984752022,0.5685800998,-2.273384162,0.9948094405,96,3.667143728,79,4.56217356,51,6.334899989
optimistic,0.7,25,2026-08-20,147124,142702,35389,0.2405385933,264,142438,94,12307,4543.5,7763.5,0.05276841304,2.708704743,1.639677687,3.195913266,0.9925396332,124,1.976955432,87,1.970451498,36,1.760072688
optimistic,0.7,50,2026-08-18,108614,104676,15896,0.1463531405,40,104636,11,1419.5,5.5,1414,0.01301857956,258.0909091,137.022062,15.63681795,0.9974836437,15,5.461736469,9,6.615758427,5,13.68671548
optimistic,0.7,50,2026-08-19,172796,166844,34874,0.2018218014,155,166689,59,17813,21441.5,-3628.5,-0.02099874997,0.8307721008,0.5257356941,-4.299340936,0.9955550457,79,3.523957538,65,4.383337847,47,6.81733007
optimistic,0.7,50,2026-08-20,147124,142702,35389,0.2405385933,209,142493,81,9616,3272,6344,0.04312008918,2.938875306,1.779008316,3.298817138,0.9940938763,97,1.953460206,70,2.002636731,27,1.667437283
optimistic,0.7,100,2026-08-18,108614,104676,15896,0.1463531405,27,104649,10,965.5,5,960.5,0.008843243044,193.1,102.5179859,15.7359355,0.9983014595,8,4.315446099,7,7.62309613,4,16.22129242
optimistic,0.7,100,2026-08-19,172796,166844,34874,0.2018218014,117,166727,44,15133.5,18948.5,-3815,-0.02207805736,0.798664802,0.5054173023,-5.988459782,0.9966447765,57,3.368404723,48,4.288235842,35,6.725589313
optimistic,0.7,100,2026-08-20,147124,142702,35389,0.2405385933,160,142542,72,6990,2858.5,4131.5,0.02808175417,2.445338464,1.480252481,2.806267899,0.9954785656,65,1.709907017,49,1.831160961,18,1.452059967
optimistic,0.8,0,2026-08-18,108614,104676,14672,0.135083875,21,104655,2,1325.5,1,1324.5,0.01219456055,1325.5,703.716159,27.89919226,0.9985687023,13,9.016199885,10,14.00160514,5,26.06993425
optimistic,0.8,0,2026-08-19,172796,166844,32892,0.1903516285,71,166773,21,9370.5,13157.5,-3787,-0.02191601657,0.7121793654,0.4506869123,-9.795879023,0.9978412891,40,3.895264171,32,4.711019658,22,6.96646555
optimistic,0.8,0,2026-08-20,147124,142702,33445,0.2273252494,89,142613,24,6404.5,1414,4990.5,0.03392036649,4.529349364,2.741780221,6.093901179,0.9973388351,52,2.459192114,39,2.620143178,21,3.045519033
optimistic,0.8,25,2026-08-18,108614,104676,14672,0.135083875,18,104658,2,1219,1,1218,0.01121402397,1219,647.1746494,29.93186275,0.9987731734,10,8.091461435,10,16.33520599,5,30.41492329
optimistic,0.8,25,2026-08-19,172796,166844,32892,0.1903516285,59,166785,18,8309,8602.5,-293.5,-0.001698534688,0.965882011,0.6112370035,-0.913613589,0.9982061417,33,3.867205065,25,4.429057146,17,6.478061571
optimistic,0.8,25,2026-08-20,147124,142702,33445,0.2273252494,65,142637,21,3722,1102.5,2619.5,0.01780470895,3.375963719,2.04359386,4.379720541,0.9980564526,32,2.072124006,24,2.207741944,10,1.985723032
optimistic,0.8,50,2026-08-18,108614,104676,14672,0.135083875,14,104662,2,960,1,959,0.00882943267,960,509.6699454,30.30048174,0.9990458015,8,8.322646047,8,16.80192616,4,31.2839211
optimistic,0.8,50,2026-08-19,172796,166844,32892,0.1903516285,49,166795,17,6995.5,8311,-1315.5,-0.00761302345,0.8417157983,0.5326611703,-4.930616549,0.9985101855,26,3.668702888,19,4.053039233,14,6.423624078
optimistic,0.8,50,2026-08-20,147124,142702,33445,0.2273252494,56,142646,20,2961,1013,1948,0.0132405318,2.923000987,1.769399013,3.780439389,0.9983255591,25,1.8790187,18,1.92191821,7,1.613399964
optimistic,0.8,100,2026-08-18,108614,104676,14672,0.135083875,13,104663,2,882.5,1,881.5,0.008115896662,882.5,468.5247154,29.99424442,0.9991139586,7,7.842493391,7,15.83258427,4,33.69037657
optimistic,0.8,100,2026-08-19,172796,166844,32892,0.1903516285,40,166804,13,6231,7678,-1447,-0.008374036436,0.8115394634,0.5135647461,-6.643776229,0.9987838249,21,3.6298993,16,4.181029946,11,6.182738175
optimistic,0.8,100,2026-08-20,147124,142702,33445,0.2273252494,39,142663,19,1943,969.5,973.5,0.006616867404,2.004125838,1.213170401,2.712768306,0.9988338715,13,1.403000629,10,1.533154128,2,0.6619076775
optimistic,0.9,0,2026-08-18,108614,104676,11318,0.104203878,4,104672,0,574,0,574,0.005284769919,,,63.47619168,0.9996465807,4,14.56463058,4,29.40337079,4,109.4937238
optimistic,0.9,0,2026-08-19,172796,166844,28814,0.1667515452,14,166830,6,4420,6910.5,-2490.5,-0.01441294937,0.6396063961,0.4047607186,-32.67119103,0.9995141251,8,3.950910802,8,5.972899923,5,8.029530098
optimistic,0.9,0,2026-08-20,147124,142702,31524,0.2142682363,10,142692,2,955,251,704,0.004785079253,3.804780876,2.303172512,7.650926206,0.9996827814,6,2.525401133,6,3.587580659,6,7.744319826
optimistic,0.9,25,2026-08-18,108614,104676,11318,0.104203878,4,104672,0,574,0,574,0.005284769919,,,63.47619168,0.9996465807,4,14.56463058,4,29.40337079,4,109.4937238
optimistic,0.9,25,2026-08-19,172796,166844,28814,0.1667515452,13,166831,6,4350.5,6910.5,-2560,-0.01481515776,0.6295492367,0.3983962684,-36.16621582,0.9995488304,7,3.722973641,7,5.628309543,5,8.647186259
optimistic,0.9,25,2026-08-20,147124,142702,31524,0.2142682363,4,142698,1,262.5,146.5,116,0.0007884505587,1.791808874,1.084647205,3.151659943,0.9998731125,2,2.104500944,2,2.989650549,2,6.453599855
optimistic,0.9,50,2026-08-18,108614,104676,11318,0.104203878,4,104672,0,574,0,574,0.005284769919,,,63.47619168,0.9996465807,4,14.56463058,4,29.40337079,4,109.4937238
optimistic,0.9,50,2026-08-19,172796,166844,28814,0.1667515452,10,166834,6,4043,6910.5,-2867.5,-0.01659471284,0.5850517329,0.3702370103,-52.66351994,0.9996529465,4,2.765637562,4,4.181029946,4,8.99307371
optimistic,0.9,50,2026-08-20,147124,142702,31524,0.2142682363,2,142700,0,113,0,113,0.000768059596,,,6.140302992,0.9999365563,1,2.104500944,1,2.989650549,1,6.453599855
optimistic,0.9,100,2026-08-18,108614,104676,11318,0.104203878,4,104672,0,574,0,574,0.005284769919,,,63.47619168,0.9996465807,4,14.56463058,4,29.40337079,4,109.4937238
optimistic,0.9,100,2026-08-19,172796,166844,28814,0.1667515452,9,166835,6,3929.5,6910.5,-2981,-0.01725155675,0.568627451,0.3598432679,-60.8311355,0.9996876518,3,2.304697968,3,3.484191622,3,7.494228091
optimistic,0.9,100,2026-08-20,147124,142702,31524,0.2142682363,0,142702,0,0,0,0,0,,,,1,0,,0,,0,
