queue_cell,threshold,latency_ms,utc_day,eligible_opportunities,baseline_fills,cancelled_opportunities,cancel_rate,fills_prevented,surviving_fills,favourable_fills_sacrificed,adverse_markout_avoided,favourable_markout_sacrificed,net_markout_preserved,net_per_eligible_opportunity,avoidance_efficiency_ticks,avoidance_efficiency_lift,net_markout_lift_over_random,cancel_too_late_rate,catastrophic_25_avoided,catastrophic_25_avoidance_lift,catastrophic_50_avoided,catastrophic_50_avoidance_lift,catastrophic_100_avoided,catastrophic_100_avoidance_lift
midpoint,0.1,0,2026-08-19,172796,119092,96438,0.5581031968,71179,47913,26286,3100447.5,418537.5,2681910,15.52067177,7.40781292,1.061925762,0.9054604886,0.1901630391,33587,0.9340239226,21611,0.9137524288,9553,0.8978960976
midpoint,0.1,0,2026-08-20,147124,124309,105895,0.7197669993,86129,38180,30197,4457209.5,672154.5,3785055,25.72697181,6.631227642,0.9938401916,0.9118483143,0.119047132,44857,0.9369939176,32458,0.9337876721,15540,0.9122551108
midpoint,0.1,25,2026-08-18,108614,61661,50806,0.4677665863,32872,28789,14042,896998,33773.5,863224.5,7.947635664,26.55922543,0.8757309501,0.8525264848,0.2569788206,12986,0.9064833743,6458,0.8407730382,1679,0.7039456861
midpoint,0.1,25,2026-08-19,172796,119092,96438,0.5581031968,68699,50393,25575,2990244.5,401125.5,2589119,14.98367439,7.454635769,1.068637918,0.905688353,0.2183791656,32288,0.9303136579,20860,0.9138385022,9252,0.9009971085
midpoint,0.1,25,2026-08-20,147124,124309,105895,0.7197669993,83657,40652,29458,4322185,651341,3670844,24.95068106,6.635825167,0.9945292352,0.9104654126,0.1443314786,43447,0.9343583244,31426,0.9308133529,15087,0.911832987
midpoint,0.1,50,2026-08-18,108614,61661,50806,0.4677665863,31723,29938,13656,862559.5,32419.5,830140,7.643029444,26.6061938,0.8772796271,0.8495468609,0.2829502046,12479,0.9026431825,6221,0.8392528293,1619,0.7033754103
midpoint,0.1,50,2026-08-19,172796,119092,96438,0.5581031968,66384,52708,24889,2884520.5,388053.5,2496467,14.44748142,7.433306232,1.065580283,0.9037318715,0.2447180094,30990,0.9240528833,20046,0.9088032507,8968,0.9037959079
midpoint,0.1,50,2026-08-20,147124,124309,105895,0.7197669993,81238,43071,28717,4179873,633827.5,3546045.5,24.1024272,6.594653908,0.9883587862,0.9057010907,0.1690737256,42085,0.9320174855,30446,0.928638757,14589,0.9079898564
midpoint,0.1,100,2026-08-18,108614,61661,50806,0.4677665863,29790,31871,12863,800708,30185,770523,7.094140719,26.52668544,0.8746580169,0.8397023212,0.326642707,11615,0.8946626022,5727,0.8227417645,1440,0.6662029828
midpoint,0.1,100,2026-08-19,172796,119092,96438,0.5581031968,62790,56302,23694,2713868.5,368077,2345791.5,13.57549654,7.373099922,1.05694958,0.8977927866,0.2856086378,29303,0.9237623758,18866,0.9042633108,8409,0.8959670904
midpoint,0.1,100,2026-08-20,147124,124309,105895,0.7197669993,77099,47210,27457,3960887,598463,3362424,22.85435415,6.618432551,0.9919225564,0.9049061538,0.2114086409,39778,0.9282183503,28851,0.9272309311,13841,0.9076813644
midpoint,0.2,0,2026-08-18,108614,61661,33456,0.3080265896,16133,45528,6797,435868,20961.5,414906.5,3.820009391,20.79374091,0.6856270161,0.8349209428,0.4920659908,6268,0.8915063212,3125,0.8289756077,847,0.7235738457
midpoint,0.2,0,2026-08-19,172796,119092,70748,0.4094307739,41051,78041,14800,1880431,333096.5,1547334.5,8.954689345,5.645303988,0.8092663526,0.9058111335,0.3962910674,19705,0.950148235,12916,0.9469125197,5822,0.948826157
midpoint,0.2,0,2026-08-20,147124,124309,85029,0.5779410565,60126,64183,21676,3004686.5,504877.5,2499809,16.99117071,5.951317894,0.8919402613,0.8626692637,0.2640816626,30447,0.9110414703,21889,0.9020682427,10334,0.8690021285
midpoint,0.2,25,2026-08-18,108614,61661,33456,0.3080265896,15219,46442,6476,406617.5,19514,387103.5,3.564029499,20.83721943,0.6870606231,0.8257550361,0.5208425162,5870,0.8850393024,2929,0.823645099,783,0.7090718249
midpoint,0.2,25,2026-08-19,172796,119092,70748,0.4094307739,38719,80373,14303,1763497,316178,1447319,8.375882544,5.577544927,0.7995529468,0.8982915569,0.4305861937,18355,0.9383587852,12136,0.9433155614,5480,0.9468792835
midpoint,0.2,25,2026-08-20,147124,124309,85029,0.5779410565,57094,67215,20806,2840454,481911.5,2358542.5,16.03098407,5.894140314,0.8833709013,0.8571425321,0.3011921373,28722,0.9050658092,20668,0.8969820809,9789,0.8668871259
midpoint,0.2,50,2026-08-18,108614,61661,33456,0.3080265896,14214,47447,6199,369770.5,18125.5,351645,3.23756606,20.40056826,0.672663029,0.8031531843,0.5524841005,5358,0.8649618861,2679,0.8066093769,706,0.6845465309
midpoint,0.2,50,2026-08-19,172796,119092,70748,0.4094307739,36649,82443,13794,1665423,305076.5,1360346.5,7.872557814,5.459034046,0.7825641595,0.8919994797,0.4610282655,17185,0.9281668967,11469,0.9418223385,5197,0.9486997286
midpoint,0.2,50,2026-08-20,147124,124309,85029,0.5779410565,54311,69998,19998,2685887,463937.5,2221949.5,15.10256314,5.789329382,0.8676626007,0.8488797913,0.3352549509,27141,0.8990710163,19546,0.8917556716,9274,0.8633641034
midpoint,0.2,100,2026-08-18,108614,61661,33456,0.3080265896,12828,48833,5684,325717.5,17289,308428.5,2.839675364,18.83958008,0.6211929413,0.7805591167,0.5961211511,4756,0.8507333685,2355,0.7856675645,576,0.6188396276
midpoint,0.2,100,2026-08-19,172796,119092,70748,0.4094307739,33534,85558,12903,1511834.5,283902.5,1227932,7.10625246,5.325189105,0.7633772022,0.8799665096,0.5068384364,15605,0.9211218423,10406,0.9339078477,4719,0.9414620228
midpoint,0.2,100,2026-08-20,147124,124309,85029,0.5779410565,49782,74527,18643,2453709,430758.5,2022950.5,13.74996941,5.696252076,0.8537128508,0.8431653008,0.3906881105,24658,0.8911308103,17827,0.8873229391,8508,0.8641116021
midpoint,0.3,0,2026-08-18,108614,61661,24005,0.2210120242,6804,54857,2582,192978.5,9138,183840.5,1.692604084,21.1182425,0.6963267292,0.8771768018,0.712741704,2801,0.9446248728,1364,0.8579400252,392,0.7940289666
midpoint,0.3,0,2026-08-19,172796,119092,55880,0.3233871154,22884,96208,8109,1110709,245616.5,865092.5,5.006438228,4.522126974,0.648256535,0.9084641511,0.5828350591,11051,0.9558908567,7396,0.9726812107,3533,1.032880045
midpoint,0.3,0,2026-08-20,147124,124309,68450,0.4652537995,37776,86533,13452,1859847.5,360147,1499700.5,10.19344566,5.164134367,0.773962917,0.8237366258,0.4372793493,19036,0.9065999234,13427,0.8807219174,6300,0.8432168476
midpoint,0.3,25,2026-08-18,108614,61661,24005,0.2210120242,6327,55334,2461,172622.5,8850.5,163772,1.507835086,19.5042653,0.643109447,0.8403342569,0.7328801824,2553,0.9258988682,1232,0.8333352201,335,0.7297289172
midpoint,0.3,25,2026-08-19,172796,119092,55880,0.3233871154,21145,97947,7706,1023836.5,230218,793618.5,4.592805968,4.447247826,0.6375224495,0.9019475435,0.6145362403,10109,0.9463225189,6828,0.9718324275,3269,1.034297368
midpoint,0.3,25,2026-08-20,147124,124309,68450,0.4652537995,35134,89175,12782,1710528,338252,1372276,9.327342922,5.056963447,0.7579009186,0.8104265884,0.4766352356,17456,0.8938673782,12324,0.8691602931,5804,0.8352461882
midpoint,0.3,50,2026-08-18,108614,61661,24005,0.2210120242,5848,55813,2371,154410,8320.5,146089.5,1.345033789,18.55777898,0.6119011815,0.8110019319,0.7531030989,2305,0.9044282906,1117,0.8174339538,291,0.6858043082
midpoint,0.3,50,2026-08-19,172796,119092,55880,0.3233871154,19617,99475,7339,947240.5,220135.5,727105,4.207880969,4.302988387,0.6168425516,0.8907210697,0.6423909873,9243,0.9326507175,6286,0.9643781187,3044,1.038126422
midpoint,0.3,50,2026-08-20,147124,124309,68450,0.4652537995,32654,91655,12126,1576892.5,318039.5,1258853,8.5564082,4.958165574,0.7430938115,0.7999050538,0.5135779297,16055,0.8845652478,11368,0.8626278227,5375,0.8322556951
midpoint,0.3,100,2026-08-18,108614,61661,24005,0.2210120242,5098,56563,2137,130440,7653.5,122786.5,1.13048502,17.04318286,0.5619607679,0.7819176906,0.7847673731,1977,0.8898512422,937,0.7865867449,233,0.6298986446
midpoint,0.3,100,2026-08-19,172796,119092,55880,0.3233871154,17234,101858,6695,822758,201663,621095,3.594382972,4.079865915,0.58485747,0.8660622939,0.6858319965,8007,0.9196496452,5444,0.9506870786,2621,1.017464162
midpoint,0.3,100,2026-08-20,147124,124309,68450,0.4652537995,28808,95501,10987,1380304,287689.5,1092614.5,7.426487181,4.797894953,0.719073616,0.7869618172,0.5708688981,13975,0.8727596508,9937,0.8547083888,4716,0.8277046281
midpoint,0.4,0,2026-08-18,108614,61661,19937,0.183558289,2753,58908,902,88461.5,4541,83920.5,0.7726490139,19.48062101,0.6423298297,0.9896282891,0.8611279257,1240,1.033537043,592,0.9202850336,210,1.051302428
midpoint,0.4,0,2026-08-19,172796,119092,46974,0.2718465705,12147,106945,4165,637299,173930.5,463368.5,2.681592745,3.664101466,0.5252567505,0.9167156844,0.7391108247,5966,0.9721938854,4020,0.9960074453,2053,1.130727895
midpoint,0.4,0,2026-08-20,147124,124309,55719,0.3787213507,21776,102533,7630,1065964.5,238347,827617.5,5.625305864,4.472321867,0.6702790887,0.7885901848,0.605321347,10908,0.9012037144,7614,0.866384252,3520,0.8172957699
midpoint,0.4,25,2026-08-18,108614,61661,19937,0.183558289,2474,59187,844,76229,4300,71929,0.6622442779,17.72767442,0.5845303435,0.9438752043,0.8752017756,1086,1.007257948,519,0.8977895095,167,0.9303178628
midpoint,0.4,25,2026-08-19,172796,119092,46974,0.2718465705,10957,108135,3894,572215.5,161087.5,411128,2.379268039,3.552202995,0.5092158664,0.9017010604,0.764669244,5301,0.9576455839,3583,0.9841486698,1845,1.126530352
midpoint,0.4,25,2026-08-20,147124,124309,55719,0.3787213507,19826,104483,7175,954567.5,220122,734445.5,4.992016938,4.336538374,0.6499288459,0.7686423024,0.6406640809,9718,0.8818561429,6779,0.8472397377,3158,0.8053630853
midpoint,0.4,50,2026-08-18,108614,61661,19937,0.183558289,2272,59389,813,65825.5,4186.5,61639,0.5675051098,15.7232772,0.5184398363,0.880759847,0.8853914447,944,0.9533980079,437,0.8231518789,137,0.831049369
midpoint,0.4,50,2026-08-19,172796,119092,46974,0.2718465705,9980,109112,3677,519714.5,152193,367521.5,2.126909766,3.414838396,0.4895243585,0.8849717259,0.785652921,4734,0.9389368415,3237,0.9761526135,1680,1.126203646
midpoint,0.4,50,2026-08-20,147124,124309,55719,0.3787213507,18062,106247,6748,851821.5,204077,647744.5,4.402711318,4.1740201,0.6255717885,0.7441109681,0.6726356617,8685,0.8650873002,6064,0.8318961985,2811,0.7868821672
midpoint,0.4,100,2026-08-18,108614,61661,19937,0.183558289,1864,59797,713,52918.5,3597.5,49321,0.4540943156,14.70979847,0.4850226459,0.859006036,0.9059725585,760,0.9355742436,348,0.7989878954,112,0.8281074631
midpoint,0.4,100,2026-08-19,172796,119092,46974,0.2718465705,8483,110609,3271,435684,138342.5,297341.5,1.720766106,3.149314202,0.4514608996,0.8423318986,0.8178049828,3945,0.9205263152,2692,0.9550610898,1396,1.100966589
midpoint,0.4,100,2026-08-20,147124,124309,55719,0.3787213507,15301,109008,5924,709938,178367,531571,3.613081482,3.980209344,0.5965248413,0.7208439779,0.722677348,7189,0.8452878374,5057,0.8189340401,2338,0.7725727526
midpoint,0.5,0,2026-08-18,108614,61661,18032,0.1660191136,1232,60429,382,41534,2113,39421,0.3629458449,19.65641268,0.6481261662,1.03878861,0.9315745626,535,0.9964457222,290,1.007381924,117,1.30884958
midpoint,0.5,0,2026-08-19,172796,119092,41346,0.2392763721,6211,112881,2033,355942.5,116792.5,239150,1.384001944,3.047648608,0.4368869201,0.9253074151,0.8491670309,3152,1.004531008,2181,1.056816778,1205,1.297967165
midpoint,0.5,0,2026-08-20,147124,124309,46641,0.3170182975,11233,113076,3847,559427,141186.5,418240.5,2.842775482,3.962326426,0.5938446796,0.7725562958,0.7581023753,5631,0.9018736951,3968,0.8752894414,1852,0.8336042478
midpoint,0.5,25,2026-08-18,108614,61661,18032,0.1660191136,1121,60540,361,35654,1945.5,33708.5,0.3103513359,18.32639424,0.6042717882,0.9762118264,0.9377395168,474,0.9702492193,251,0.9582414938,89,1.094205713
midpoint,0.5,25,2026-08-19,172796,119092,41346,0.2392763721,5478,113614,1890,310360,105948.5,204411.5,1.182964305,2.929347749,0.41992824,0.8967274901,0.8669677983,2709,0.9788714114,1875,1.030112856,1056,1.289674399
midpoint,0.5,25,2026-08-20,147124,124309,46641,0.3170182975,9925,114384,3548,482311.5,125634.5,356677,2.424329137,3.83900521,0.5753621922,0.7456661005,0.7862695695,4834,0.8762581741,3408,0.8508340379,1593,0.811521361
midpoint,0.5,50,2026-08-18,108614,61661,18032,0.1660191136,977,60684,348,26385.5,1861,24524.5,0.2257950172,14.17813004,0.4674920706,0.8149216356,0.9457372952,354,0.83141771,173,0.7578066348,57,0.8040718831
midpoint,0.5,50,2026-08-19,172796,119092,41346,0.2392763721,4909,114183,1764,279379,100054.5,179324.5,1.037781546,2.792268214,0.4002775966,0.877857013,0.8807858565,2383,0.9608811593,1654,1.014023539,945,1.287884644
midpoint,0.5,50,2026-08-20,147124,124309,46641,0.3170182975,8811,115498,3297,415535,112953.5,302581.5,2.056642696,3.678814733,0.5513540082,0.7125526838,0.8102590607,4184,0.8543236446,2949,0.8293261438,1366,0.7838630511
midpoint,0.5,100,2026-08-18,108614,61661,18032,0.1660191136,753,60908,301,18307,1618.5,16688.5,0.1536496216,11.31109052,0.3729578662,0.7195029467,0.9581782838,262,0.7983933078,121,0.687697203,31,0.5673895092
midpoint,0.5,100,2026-08-19,172796,119092,41346,0.2392763721,4070,115022,1529,230743.5,89702,141041.5,0.8162312785,2.57233395,0.3687495514,0.8327788662,0.901160814,1931,0.9391317693,1336,0.9879105247,757,1.24434171
midpoint,0.5,100,2026-08-20,147124,124309,46641,0.3170182975,7153,117156,2869,329846.5,96669.5,233177,1.584901172,3.412105162,0.5113815166,0.6763901824,0.8459633482,3267,0.8217067623,2328,0.8064371683,1084,0.7662240029
midpoint,0.6,0,2026-08-18,108614,61661,16860,0.1552286077,521,61140,140,19081.5,691,18390.5,0.169319793,27.61432706,0.9105205625,1.145951042,0.9690635948,259,1.140703079,144,1.182855334,59,1.560733931
midpoint,0.6,0,2026-08-19,172796,119092,37480,0.2169031691,2695,116397,820,171324,66184.5,105139.5,0.6084602653,2.588581919,0.3710787323,0.9375281667,0.9279719906,1449,1.064261333,1019,1.137944229,569,1.412510502
midpoint,0.6,0,2026-08-20,147124,124309,39712,0.2699219706,4657,119652,1497,239172,63980.5,175191.5,1.190774449,3.738201483,0.5602544625,0.7805605591,0.8825384014,2413,0.9321955719,1705,0.9071809679,806,0.8750714189
midpoint,0.6,25,2026-08-18,108614,61661,16860,0.1552286077,475,61186,134,17395.5,586,16809.5,0.1547636585,29.68515358,0.9788014271,1.148871447,0.971795024,239,1.154555632,135,1.216317689,54,1.566804226
midpoint,0.6,25,2026-08-19,172796,119092,37480,0.2169031691,2322,116770,758,147468,58041,89427,0.517529341,2.540755673,0.3642227381,0.9255153644,0.9379409878,1205,1.027220077,851,1.102993385,494,1.423321213
midpoint,0.6,25,2026-08-20,147124,124309,39712,0.2699219706,3982,120327,1352,196294,54109,142185,0.9664296784,3.627751391,0.5437010056,0.7408876176,0.8995636492,1980,0.8945814454,1385,0.8618353482,664,0.8431047172
midpoint,0.6,50,2026-08-18,108614,61661,16860,0.1552286077,402,61259,131,12122.5,584.5,11538,0.1062293995,20.73994867,0.6838533378,0.9317828904,0.9761296835,174,0.99319327,92,0.9794192557,25,0.8570941671
midpoint,0.6,50,2026-08-19,172796,119092,37480,0.2169031691,2039,117053,699,130930,54263.5,76666.5,0.4436821454,2.412855787,0.345888017,0.9035778951,0.945504597,1043,1.012524989,735,1.084864946,439,1.440407862
midpoint,0.6,50,2026-08-20,147124,124309,39712,0.2699219706,3447,120862,1233,167138,46719,120419,0.8184864468,3.577516642,0.5361721866,0.7248590121,0.9130577345,1669,0.8711059996,1170,0.8410471885,566,0.8302135998
midpoint,0.6,100,2026-08-18,108614,61661,16860,0.1552286077,324,61337,122,8098,490,7608,0.07004621872,16.52653061,0.5449253177,0.7623172439,0.9807612375,120,0.8498588645,65,0.8585690134,10,0.4253726607
midpoint,0.6,100,2026-08-19,172796,119092,37480,0.2169031691,1613,117479,604,102255.5,48309.5,53946,0.3121947267,2.116674774,0.3034298379,0.8037149877,0.9568901005,780,0.9571916535,550,1.026204431,324,1.343843922
midpoint,0.6,100,2026-08-20,147124,124309,39712,0.2699219706,2655,121654,1045,124301,38169,86132,0.5854381338,3.256595667,0.4880748839,0.6731313479,0.9330340253,1217,0.824673434,871,0.8128855708,419,0.7979288965
midpoint,0.7,0,2026-08-18,108614,61661,15896,0.1463531405,223,61438,56,8365.5,233,8132.5,0.07487524629,35.90343348,1.183835274,1.18393936,0.9859668995,111,1.142164582,60,1.151471654,21,1.29786349
midpoint,0.7,0,2026-08-19,172796,119092,34874,0.2018218014,1043,118049,312,72272.5,37540.5,34732,0.2010000231,1.925187464,0.2759797241,0.8002444492,0.9700734535,569,1.079857939,410,1.18305548,259,1.661321342
midpoint,0.7,0,2026-08-20,147124,124309,35389,0.2405385933,1447,122862,451,76106.5,21963,54143.5,0.3680126968,3.465214224,0.5193411166,0.7763858387,0.9590873106,785,0.9760163148,556,0.9520988608,263,0.918971225
midpoint,0.7,25,2026-08-18,108614,61661,15896,0.1463531405,201,61460,54,7729.5,156,7573.5,0.06972858011,49.54807692,1.63373682,1.223237601,0.9873513309,99,1.130185445,57,1.213628208,20,1.371350667
midpoint,0.7,25,2026-08-19,172796,119092,34874,0.2018218014,894,118198,289,62586.5,31619.5,30967,0.1792113243,1.979364,0.2837460459,0.8324128998,0.9743486744,478,1.058349345,343,1.154681385,225,1.68377163
midpoint,0.7,25,2026-08-20,147124,124309,35389,0.2405385933,1197,123112,403,60272,18543.5,41728.5,0.283628096,3.250303341,0.4871318358,0.7233332566,0.9661558471,620,0.9318660522,431,0.8921931916,211,0.8912570955
midpoint,0.7,50,2026-08-18,108614,61661,15896,0.1463531405,174,61487,53,5900.5,155.5,5745,0.05289373377,37.94533762,1.251162488,1.071892013,0.9890504059,75,0.9890598854,39,0.9592288288,16,1.267317168
midpoint,0.7,50,2026-08-19,172796,119092,34874,0.2018218014,765,118327,267,55837,29844.5,25992.5,0.1504230422,1.870930992,0.2682019433,0.8165143166,0.9780500402,397,1.027230106,294,1.156622026,201,1.757813562
midpoint,0.7,50,2026-08-20,147124,124309,35389,0.2405385933,981,123328,353,46434,14036.5,32397.5,0.220205405,3.308089623,0.4957924238,0.6852393604,0.9722630627,490,0.8986343685,331,0.8360548516,161,0.829796434
midpoint,0.7,100,2026-08-18,108614,61661,15896,0.1463531405,127,61534,53,3145,155.5,2989.5,0.02752407609,20.22508039,0.6668767096,0.7641965749,0.9920080549,36,0.6504431625,21,0.7076563982,8,0.8681621547
midpoint,0.7,100,2026-08-19,172796,119092,34874,0.2018218014,576,118516,228,43508,26237.5,17270.5,0.09994733674,1.658237256,0.2377118431,0.72054252,0.9834729714,284,0.9759656316,211,1.102466839,143,1.66093158
midpoint,0.7,100,2026-08-20,147124,124309,35389,0.2405385933,723,123586,298,31411.5,10641,20770.5,0.1411768304,2.951931209,0.4424139899,0.5960853714,0.9795577924,326,0.8112136587,221,0.7574077793,100,0.6993207235
midpoint,0.8,0,2026-08-18,108614,61661,14672,0.135083875,64,61597,4,4287,74,4213,0.0387887381,57.93243243,1.910192157,2.1370847,0.9956373551,44,1.577550517,37,2.474164744,13,2.799483823
midpoint,0.8,0,2026-08-19,172796,119092,32892,0.1903516285,304,118788,89,20701,16276.5,4424.5,0.02560533809,1.271833625,0.1823200595,0.3497581171,0.9907562259,159,1.035290451,101,0.9998925981,61,1.342438627
midpoint,0.8,0,2026-08-20,147124,124309,33445,0.2273252494,411,123898,117,25782.5,7312.5,18470,0.1255403605,3.525811966,0.5284230656,0.9324485618,0.9877089626,251,1.098722078,181,1.091220555,92,1.131776575
midpoint,0.8,25,2026-08-18,108614,61661,14672,0.135083875,53,61608,3,4022,9.5,4012.5,0.03694275139,423.3684211,13.95962509,2.457816333,0.9963871847,37,1.601903784,37,2.987670634,13,3.380508768
midpoint,0.8,25,2026-08-19,172796,119092,32892,0.1903516285,248,118844,81,17021,11279,5742,0.03322993588,1.509087685,0.2163309344,0.5564020146,0.9924590264,129,1.029619353,73,0.8858837647,44,1.186968474
midpoint,0.8,25,2026-08-20,147124,124309,33445,0.2273252494,341,123968,105,20172,6290.5,13881.5,0.09435238302,3.206740323,0.4806029274,0.844659806,0.9898023266,200,1.05519219,144,1.046366671,69,1.023079558
midpoint,0.8,50,2026-08-18,108614,61661,14672,0.135083875,39,61622,3,2917,9.5,2907.5,0.02676910895,307.0526316,10.12437255,2.420278631,0.9973415133,25,1.470909573,25,2.743356611,10,3.533865181
midpoint,0.8,50,2026-08-19,172796,119092,32892,0.1903516285,180,118912,71,13007,10659,2348,0.01358827751,1.220283329,0.1749302147,0.3134749011,0.9945267127,80,0.8797436679,47,0.7858341827,32,1.18936639
midpoint,0.8,50,2026-08-20,147124,124309,33445,0.2273252494,271,124038,91,13501,4631.5,8869.5,0.0602858813,2.915038325,0.4368847525,0.6790936305,0.9918956907,145,0.9626195176,98,0.896050672,43,0.8022576374
midpoint,0.8,100,2026-08-18,108614,61661,14672,0.135083875,31,61630,3,2301,9.5,2291.5,0.02109764855,242.2105263,7.98634941,2.399763358,0.9978868439,19,1.406379347,19,2.623002902,8,3.556664311
midpoint,0.8,100,2026-08-19,172796,119092,32892,0.1903516285,147,118945,64,10897,9645.5,1251.5,0.007242644506,1.129749624,0.1619520153,0.2045929694,0.9955301487,61,0.8213933226,38,0.7779860776,25,1.137786725
midpoint,0.8,100,2026-08-20,147124,124309,33445,0.2273252494,181,124128,77,8023,3020.5,5002.5,0.03400193034,2.656182751,0.398089361,0.5734668689,0.9945871587,82,0.8150630947,57,0.7803187918,23,0.642486426
midpoint,0.9,0,2026-08-18,108614,61661,11318,0.104203878,9,61652,0,1210.5,0,1210.5,0.0111449721,,,4.366490648,0.9992048065,9,2.294618934,9,4.279636313,8,12.25073263
midpoint,0.9,0,2026-08-19,172796,119092,28814,0.1667515452,36,119056,9,6320.5,6925,-604.5,-0.003498344869,0.9127075812,0.1308385761,-0.4035255061,0.9987506073,26,1.42958346,24,2.006385147,12,2.230061982
midpoint,0.9,0,2026-08-20,147124,124309,31524,0.2142682363,40,124269,5,3237.5,427.5,2810,0.01909953509,7.573099415,1.135001086,1.457626108,0.9987311255,26,1.169416745,20,1.238927205,15,1.896033312
midpoint,0.9,25,2026-08-18,108614,61661,11318,0.104203878,9,61652,0,1210.5,0,1210.5,0.0111449721,,,4.366490648,0.9992048065,9,2.294618934,9,4.279636313,8,12.25073263
midpoint,0.9,25,2026-08-19,172796,119092,28814,0.1667515452,28,119064,8,5636,6912.5,-1276.5,-0.007387323781,0.8153345389,0.116879943,-1.095569604,0.9990282502,19,1.343180064,17,1.827243616,11,2.628287335
midpoint,0.9,25,2026-08-20,147124,124309,31524,0.2142682363,28,124281,1,2308.5,189.5,2119,0.01440281667,12.18205805,1.8257583,1.570264221,0.9991117878,19,1.220819679,14,1.238927205,10,1.805746011
midpoint,0.9,50,2026-08-18,108614,61661,11318,0.104203878,8,61653,0,1148,0,1148,0.01056953984,,,4.658672179,0.9992931613,8,2.294618934,8,4.279636313,8,13.78207421
midpoint,0.9,50,2026-08-19,172796,119092,28814,0.1667515452,15,119077,8,4143.5,6912.5,-2769,-0.0160246765,0.5994213382,0.08592832573,-4.436177177,0.9994794197,6,0.7917693011,4,0.8025540589,4,1.784049585
midpoint,0.9,50,2026-08-20,147124,124309,31524,0.2142682363,23,124286,1,1776,189.5,1586.5,0.01078342079,9.372031662,1.404611973,1.431238632,0.9992703972,14,1.095105982,10,1.077328004,8,1.758639593
midpoint,0.9,100,2026-08-18,108614,61661,11318,0.104203878,8,61653,0,1148,0,1148,0.01056953984,,,4.658672179,0.9992931613,8,2.294618934,8,4.279636313,8,13.78207421
midpoint,0.9,100,2026-08-19,172796,119092,28814,0.1667515452,13,119079,8,3991.5,6912.5,-2921,-0.01690432649,0.5774321881,0.08277613423,-5.399647277,0.9995488304,4,0.6090533085,3,0.6945179356,3,1.543889064
midpoint,0.9,100,2026-08-20,147124,124309,31524,0.2142682363,9,124300,1,552,189.5,362.5,0.002463907996,2.91292876,0.4365685863,0.8357286898,0.9997145032,6,1.19940179,2,0.5506343132,2,1.123575296
optimistic,0.1,0,2026-08-18,108614,104676,50806,0.4677665863,10911,93765,7416,145705,13082,132623,1.221048852,11.13782296,5.913139189,5.376668413,0.7850049261,2162,2.885961994,960,2.587043897,243,2.438545953
optimistic,0.1,0,2026-08-19,172796,166844,96438,0.5581031968,28378,138466,18084,688577.5,312465,376112.5,2.176627352,2.203694814,1.394559376,2.434122549,0.7048201544,7513,1.830487966,4632,1.706121882,1991,1.577384748
optimistic,0.1,0,2026-08-20,147124,142702,105895,0.7197669993,47961,94741,30127,1275795.5,544332,731463.5,4.971748321,2.34378192,1.418776604,1.657470411,0.5446077594,13805,1.211510833,9527,1.187731731,4115,1.107423257
optimistic,0.1,25,2026-08-18,108614,104676,50806,0.4677665863,10241,94435,7040,133156.5,11498.5,121658,1.120095015,11.58033657,6.148072401,5.254813032,0.7982068966,1968,2.798866613,878,2.520863153,227,2.427016435
optimistic,0.1,25,2026-08-19,172796,166844,96438,0.5581031968,25306,141538,16296,602443,265494.5,336948.5,1.949978587,2.269135519,1.435972074,2.4453807,0.7367742204,6589,1.800243608,4040,1.668711075,1705,1.514778183
optimistic,0.1,25,2026-08-20,147124,142702,105895,0.7197669993,43134,99568,27247,1128987.5,470343,658644.5,4.476798483,2.40034932,1.453018913,1.659482548,0.5904403806,12270,1.197302665,8443,1.170381582,3633,1.087120521
optimistic,0.1,50,2026-08-18,108614,104676,50806,0.4677665863,9614,95062,6668,121063.5,10732.5,110331,1.015808275,11.28008386,5.988666379,5.076359827,0.8105615764,1806,2.735981156,787,2.406953693,208,2.368909357
optimistic,0.1,50,2026-08-19,172796,166844,96438,0.5581031968,22742,144102,14754,535772.5,231537.5,304235,1.760659969,2.313977218,1.464349149,2.456897149,0.7634442156,5822,1.770022633,3560,1.636231049,1512,1.494759415
optimistic,0.1,50,2026-08-20,147124,142702,105895,0.7197669993,38758,103944,24653,994675,415498,579177,3.936658873,2.393934508,1.449135793,1.624019736,0.6319907328,10889,1.182512554,7474,1.15303412,3190,1.062334668
optimistic,0.1,100,2026-08-18,108614,104676,50806,0.4677665863,8494,96182,5962,101552,8841,92711,0.8535824111,11.48648343,6.09824519,4.828119055,0.8326305419,1541,2.642347037,653,2.260466344,169,2.178530649
optimistic,0.1,100,2026-08-19,172796,166844,96438,0.5581031968,18635,148209,12223,429082,185801.5,243280.5,1.407905854,2.309357029,1.461425365,2.397642119,0.8061640558,4668,1.731955479,2817,1.580086042,1179,1.422435458
optimistic,0.1,100,2026-08-20,147124,142702,105895,0.7197669993,31737,110965,20322,805987.5,325256,480731.5,3.267526032,2.478009629,1.500029528,1.64618281,0.6986555005,8847,1.173300555,6076,1.144728029,2584,1.050893407
optimistic,0.2,0,2026-08-18,108614,104676,33456,0.3080265896,3871,100805,2189,69983,4339.5,65643.5,0.6043742059,16.12697315,8.561909924,7.501144288,0.8842646575,1004,3.777548206,445,3.380134332,129,3.64884794
