threshold,latency_ms,avoidance_efficiency_lift__conservative,avoidance_efficiency_lift__midpoint,avoidance_efficiency_lift__optimistic,avoidance_efficiency_ticks__conservative,avoidance_efficiency_ticks__midpoint,avoidance_efficiency_ticks__optimistic,cancel_rate__conservative,cancel_rate__midpoint,cancel_rate__optimistic,cancel_too_late_rate__conservative,cancel_too_late_rate__midpoint,cancel_too_late_rate__optimistic,catastrophic_100_avoidance_lift__conservative,catastrophic_100_avoidance_lift__midpoint,catastrophic_100_avoidance_lift__optimistic,catastrophic_25_avoidance_lift__conservative,catastrophic_25_avoidance_lift__midpoint,catastrophic_25_avoidance_lift__optimistic,catastrophic_50_avoidance_lift__conservative,catastrophic_50_avoidance_lift__midpoint,catastrophic_50_avoidance_lift__optimistic,fraction_baseline_negative_removed__conservative,fraction_baseline_negative_removed__midpoint,fraction_baseline_negative_removed__optimistic,fraction_baseline_positive_removed__conservative,fraction_baseline_positive_removed__midpoint,fraction_baseline_positive_removed__optimistic,net_markout_lift_over_random__conservative,net_markout_lift_over_random__midpoint,net_markout_lift_over_random__optimistic,net_per_eligible_opportunity__conservative,net_per_eligible_opportunity__midpoint,net_per_eligible_opportunity__optimistic,cancel_rate__min,cancel_rate__max,cancel_rate__spread,net_per_eligible_opportunity__min,net_per_eligible_opportunity__max,net_per_eligible_opportunity__spread,avoidance_efficiency_ticks__min,avoidance_efficiency_ticks__max,avoidance_efficiency_ticks__spread,fraction_baseline_negative_removed__min,fraction_baseline_negative_removed__max,fraction_baseline_negative_removed__spread,fraction_baseline_positive_removed__min,fraction_baseline_positive_removed__max,fraction_baseline_positive_removed__spread,cancel_too_late_rate__min,cancel_too_late_rate__max,cancel_too_late_rate__spread,net_markout_lift_over_random__min,net_markout_lift_over_random__max,net_markout_lift_over_random__spread,avoidance_efficiency_lift__min,avoidance_efficiency_lift__max,avoidance_efficiency_lift__spread,catastrophic_25_avoidance_lift__min,catastrophic_25_avoidance_lift__max,catastrophic_25_avoidance_lift__spread,catastrophic_50_avoidance_lift__min,catastrophic_50_avoidance_lift__max,catastrophic_50_avoidance_lift__spread,catastrophic_100_avoidance_lift__min,catastrophic_100_avoidance_lift__max,catastrophic_100_avoidance_lift__spread,net_positive_in_all_cells,net_positive_in_any_cell,net_positive_only_in_optimistic
0.6,0,0.4878957616,0.432695597,1.189233242,5.257488899,3.28282616,1.949023194,0.219473834,0.219473834,0.219473834,0.8821045864,0.9161590561,0.9783168148,1.139429284,1.185729053,3.512492149,0.9489396724,1.022724249,3.201952891,1.005310593,1.06703888,3.291558886,0.04189341312,0.02903271982,0.01808379763,0.08586549919,0.06709733128,0.01520626652,0.9413594882,0.9010391681,4.588691432,1.376048342,0.6970777115,0.1295684823,0.219473834,0.219473834,0,0.1295684823,1.376048342,1.246479859,1.949023194,5.257488899,3.308465706,0.01808379763,0.04189341312,0.02380961549,0.01520626652,0.08586549919,0.07065923267,0.8821045864,0.9783168148,0.09621222847,0.9010391681,4.588691432,3.687652264,0.432695597,1.189233242,0.7565376446,0.9489396724,3.201952891,2.253013219,1.005310593,3.291558886,2.286248293,1.139429284,3.512492149,2.373062865,True,True,False
0.6,25,0.4831481546,0.422248978,1.153413469,5.206329424,3.203568514,1.890318505,0.219473834,0.219473834,0.219473834,0.8947813973,0.927809252,0.9825173338,1.143910327,1.163894315,3.293253894,0.9379432722,0.9868799197,3.036405588,0.997142037,1.024488927,3.135851414,0.03725241606,0.024408598,0.01423570873,0.0771035048,0.05780617426,0.01234224249,0.9357612635,0.8702438966,4.333555044,1.220784115,0.5797007939,0.09865961627,0.219473834,0.219473834,0,0.09865961627,1.220784115,1.122124499,1.890318505,5.206329424,3.316010919,0.01423570873,0.03725241606,0.02301670733,0.01234224249,0.0771035048,0.06476126231,0.8947813973,0.9825173338,0.08773593644,0.8702438966,4.333555044,3.463311147,0.422248978,1.153413469,0.7311644912,0.9379432722,3.036405588,2.098462316,0.997142037,3.135851414,2.138709377,1.143910327,3.293253894,2.149343567,True,True,False
0.6,50,0.4659572436,0.4025413127,1.080688072,5.021082839,3.054048067,1.771129535,0.219473834,0.219473834,0.219473834,0.9048435491,0.9372976657,0.9856012591,1.136172888,1.138796135,3.353159791,0.9289455811,0.9576894775,2.983166549,0.9879593611,0.993462806,3.031889165,0.03367160028,0.02096402599,0.01194215893,0.07226328325,0.05207919122,0.01105051424,0.9270489485,0.8414200684,4.080353758,1.093760355,0.4868306832,0.07650851508,0.219473834,0.219473834,0,0.07650851508,1.093760355,1.01725184,1.771129535,5.021082839,3.249953304,0.01194215893,0.03367160028,0.02172944134,0.01105051424,0.07226328325,0.06121276901,0.9048435491,0.9856012591,0.08075771001,0.8414200684,4.080353758,3.238933689,0.4025413127,1.080688072,0.6781467597,0.9289455811,2.983166549,2.054220967,0.9879593611,3.031889165,2.043929804,1.136172888,3.353159791,2.216986902,True,True,False
0.6,100,0.4270094196,0.3556325452,0.9285000562,4.60138714,2.698155079,1.521710024,0.219473834,0.219473834,0.219473834,0.9202743249,0.9510989947,0.9895359224,1.105027076,1.067504361,3.162649529,0.9054384425,0.9007726035,2.846312239,0.9707645695,0.947890736,2.978563113,0.02786269513,0.01585897388,0.009012045002,0.065250774,0.04459370801,0.009706025263,0.8948236691,0.7637564463,3.336431063,0.8845389164,0.3446307644,0.04546430388,0.219473834,0.219473834,0,0.04546430388,0.8845389164,0.8390746125,1.521710024,4.60138714,3.079677116,0.009012045002,0.02786269513,0.01885065013,0.009706025263,0.065250774,0.05554474874,0.9202743249,0.9895359224,0.06926159751,0.7637564463,3.336431063,2.572674616,0.3556325452,0.9285000562,0.572867511,0.9007726035,2.846312239,1.945539635,0.947890736,2.978563113,2.030672377,1.067504361,3.162649529,2.095145168,True,True,False
0.7,0,0.3778955756,0.3458494807,0.7828265197,4.072143991,2.623931767,1.282967033,0.2010552255,0.2010552255,0.2010552255,0.9558665984,0.9684941529,0.9928035843,1.251328578,1.30294654,4.194318942,0.9673010551,1.055076673,3.318886265,1.022817104,1.107742749,3.680185766,0.01498150407,0.0105934765,0.006739428559,0.03964456066,0.03063030912,0.008609095872,0.9104181102,0.8491319795,2.547465736,0.4584443708,0.2263717698,0.02187224351,0.2010552255,0.2010552255,0,0.02187224351,0.4584443708,0.4365721273,1.282967033,4.072143991,2.789176958,0.006739428559,0.01498150407,0.008242075512,0.008609095872,0.03964456066,0.03103546479,0.9558665984,0.9928035843,0.03693698593,0.8491319795,2.547465736,1.698333756,0.3458494807,0.7828265197,0.436977039,0.9673010551,3.318886265,2.35158521,1.022817104,3.680185766,2.657368662,1.251328578,4.194318942,2.942990364,True,True,False
0.7,25,0.3848631397,0.3420628102,0.7882622777,4.147225378,2.595202607,1.291875646,0.2010552255,0.2010552255,0.2010552255,0.9618286832,0.9733831915,0.9942544745,1.28090456,1.295170042,4.047771286,0.959208509,1.0204124,3.117741643,1.024897269,1.062007929,3.529469397,0.0131244609,0.008825706224,0.005453216937,0.03410163132,0.02580141998,0.006918023469,0.9275748651,0.8316693173,2.644730029,0.4039842813,0.1873106918,0.01812924995,0.2010552255,0.2010552255,0,0.01812924995,0.4039842813,0.3858550313,1.291875646,4.147225378,2.855349733,0.005453216937,0.0131244609,0.007671243962,0.006918023469,0.03410163132,0.02718360785,0.9618286832,0.9942544745,0.03242579133,0.8316693173,2.644730029,1.813060711,0.3420628102,0.7882622777,0.4461994675,0.959208509,3.117741643,2.158533134,1.024897269,3.529469397,2.504572128,1.28090456,4.047771286,2.766866726,True,True,False
0.7,50,0.3689991605,0.3237685411,0.7121022728,3.976277605,2.456405482,1.167057729,0.2010552255,0.2010552255,0.2010552255,0.9662420234,0.977703197,0.9953107227,1.281645204,1.281643184,4.168108704,0.9556015677,0.9789714659,3.002555552,1.015003544,1.012997094,3.402864505,0.01165859977,0.007310701449,0.004574967757,0.03159519319,0.02258002406,0.006424593674,0.9189696277,0.7932522462,1.72241393,0.3539614126,0.1496614038,0.009636341574,0.2010552255,0.2010552255,0,0.009636341574,0.3539614126,0.3443250711,1.167057729,3.976277605,2.809219876,0.004574967757,0.01165859977,0.007083632008,0.006424593674,0.03159519319,0.02517059952,0.9662420234,0.9953107227,0.02906869928,0.7932522462,1.72241393,0.9291616835,0.3237685411,0.7121022728,0.3883337317,0.9556015677,3.002555552,2.046953984,1.012997094,3.402864505,2.389867411,1.281643184,4.168108704,2.886465519,True,True,False
0.7,100,0.3320207583,0.2778353813,0.6458916463,3.577804089,2.107914349,1.058545755,0.2010552255,0.2010552255,0.2010552255,0.9739973916,0.9834399786,0.9964714349,1.25356177,1.145857884,3.996635877,0.9150956371,0.885134325,2.715869,0.9888065058,0.9305078156,3.266053432,0.009039846144,0.005275939164,0.003661591783,0.02722674989,0.0189894431,0.005669049606,0.8904548602,0.6832894638,0.707845927,0.2641844054,0.09574619517,0.002979926914,0.2010552255,0.2010552255,0,0.002979926914,0.2641844054,0.2612044785,1.058545755,3.577804089,2.519258335,0.003661591783,0.009039846144,0.005378254361,0.005669049606,0.02722674989,0.02155770028,0.9739973916,0.9964714349,0.02247404328,0.6832894638,0.8904548602,0.2071653964,0.2778353813,0.6458916463,0.368056265,0.885134325,2.715869,1.830734675,0.9305078156,3.266053432,2.335545617,1.145857884,3.996635877,2.850777994,True,True,False
0.8,0,0.2940856321,0.2827979306,0.7160193808,3.169021066,2.145564806,1.17347744,0.1890375093,0.1890375093,0.1890375093,0.9870884043,0.9903822411,0.9977655976,1.286336643,1.387225909,5.652700467,0.9856445522,1.138713804,3.684255779,1.099848205,1.199484317,4.272380988,0.004413893438,0.00343129168,0.002711899618,0.01500887141,0.01213336912,0.003787466779,0.8825725951,0.8263603082,2.353530975,0.1225387017,0.06325635772,0.005899181862,0.1890375093,0.1890375093,0,0.005899181862,0.1225387017,0.1166395199,1.17347744,3.169021066,1.995543625,0.002711899618,0.004413893438,0.001701993819,0.003787466779,0.01500887141,0.01122140464,0.9870884043,0.9977655976,0.01067719334,0.8263603082,2.353530975,1.527170667,0.2827979306,0.7160193808,0.4332214502,0.9856445522,3.684255779,2.698611226,1.099848205,4.272380988,3.172532783,1.286336643,5.652700467,4.366363824,True,True,False
0.8,25,0.3254143249,0.3090265038,0.8329628342,3.50661419,2.344558849,1.365134968,0.1890375093,0.1890375093,0.1890375093,0.9892012108,0.9920736827,0.9982470434,1.209671733,1.277650526,4.803468472,0.9783348832,1.113889853,3.354377746,1.094566368,1.158884188,3.966680279,0.003690613696,0.002785489341,0.002101264287,0.01134127607,0.009013755476,0.002522638707,0.9214948346,0.8742917764,4.205588656,0.1070066786,0.05515548358,0.008270055585,0.1890375093,0.1890375093,0,0.008270055585,0.1070066786,0.098736623,1.365134968,3.50661419,2.141479222,0.002101264287,0.003690613696,0.001589349409,0.002522638707,0.01134127607,0.008818637363,0.9892012108,0.9982470434,0.009045832581,0.8742917764,4.205588656,3.33129688,0.3090265038,0.8329628342,0.5239363304,0.9783348832,3.354377746,2.376042863,1.094566368,3.966680279,2.872113911,1.209671733,4.803468472,3.593796739,True,True,False
0.8,50,0.3079499203,0.2534892994,0.7143065154,3.31842048,1.923202614,1.170670241,0.1890375093,0.1890375093,0.1890375093,0.9907209489,0.9939503185,0.998530973,1.112827428,1.129274202,4.478023392,0.9518188848,0.9968736553,3.148792914,1.029332116,1.016235098,3.61018188,0.003072443094,0.001988669753,0.001731203894,0.009977086828,0.007845182251,0.002423614872,0.8725914253,0.6845573167,2.253622165,0.08706777059,0.03296121195,0.003713824341,0.1890375093,0.1890375093,0,0.003713824341,0.08706777059,0.08335394624,1.170670241,3.31842048,2.147750239,0.001731203894,0.003072443094,0.0013412392,0.002423614872,0.009977086828,0.007553471957,0.9907209489,0.998530973,0.007810024105,0.6845573167,2.253622165,1.569064848,0.2534892994,0.7143065154,0.460817216,0.9518188848,3.148792914,2.196974029,1.016235098,3.61018188,2.593946783,1.112827428,4.478023392,3.365195963,True,True,False
0.8,100,0.2542234756,0.2206659561,0.6389540607,2.739472662,1.674174589,1.047175811,0.1890375093,0.1890375093,0.1890375093,0.9933526904,0.9955676824,0.9988642817,1.132303279,1.015477113,3.938713618,0.885769495,0.8816917076,2.830316991,1.011276808,0.9301473466,3.424440639,0.002232548014,0.001434207674,0.001436233963,0.008781832632,0.006499451478,0.002247789085,0.8044062006,0.5652759,0.747297896,0.05749952162,0.01994124154,0.0009520831486,0.1890375093,0.1890375093,0,0.0009520831486,0.05749952162,0.05654743848,1.047175811,2.739472662,1.692296852,0.001434207674,0.002232548014,0.0007983403396,0.002247789085,0.008781832632,0.006534043547,0.9933526904,0.9988642817,0.005511591228,0.5652759,0.8044062006,0.2391303006,0.2206659561,0.6389540607,0.4182881046,0.8816917076,2.830316991,1.948625283,0.9301473466,3.424440639,2.494293292,1.015477113,3.938713618,2.923236505,True,True,False
0.9,0,0.1587364851,0.1930433163,0.5068623181,1.710519693,1.464603876,0.8306918942,0.1672119365,0.1672119365,0.1672119365,0.9983950876,0.9988137769,0.9996092442,2.145151207,2.680560908,11.41895965,1.049078675,1.402190756,4.082756914,1.379879876,1.826410069,6.137309197,0.0007820476583,0.0007277821659,0.0009434280184,0.004926703888,0.003770045915,0.001861310231,0.8623620995,0.9543691152,-7.297013332,0.0131763174,0.007971362832,-0.002829413769,0.1672119365,0.1672119365,0,-0.002829413769,0.0131763174,0.01600573117,0.8306918942,1.710519693,0.8798277988,0.0007277821659,0.0009434280184,0.0002156458525,0.001861310231,0.004926703888,0.003065393657,0.9983950876,0.9996092442,0.001214156594,-7.297013332,0.9543691152,8.251382447,0.1587364851,0.5068623181,0.348125833,1.049078675,4.082756914,3.033678238,1.379879876,6.137309197,4.757429321,2.145151207,11.41895965,9.273808442,False,True,False
0.9,25,0.1368943274,0.169907391,0.4484831837,1.475151996,1.2890735,0.7350148788,0.1672119365,0.1672119365,0.1672119365,0.9987858489,0.9990928882,0.9997069331,2.141125589,2.904431929,11.16520499,1.022700979,1.412800017,3.931543695,1.328899093,1.802552753,5.910001449,0.0006421034991,0.0006187348032,0.0008225854987,0.004690504797,0.003641600284,0.00183415015,0.7257512811,0.750054866,-15.00526728,0.008389065978,0.004790751726,-0.004363714431,0.1672119365,0.1672119365,0,-0.004363714431,0.008389065978,0.01275278041,0.7350148788,1.475151996,0.7401371169,0.0006187348032,0.0008225854987,0.0002038506954,0.00183415015,0.004690504797,0.002856354646,0.9987858489,0.9997069331,0.0009210842658,-15.00526728,0.750054866,15.75532214,0.1368943274,0.4484831837,0.3115888563,1.022700979,3.931543695,2.908842716,1.328899093,5.910001449,4.581102356,2.141125589,11.16520499,9.024079401,False,True,False
0.9,50,0.1165641271,0.1311655364,0.4176396299,1.256076918,0.9951422135,0.6844656682,0.1672119365,0.1672119365,0.1672119365,0.9990649641,0.999358044,0.999776711,2.103986258,2.830405928,11.98990763,0.9453451497,1.189313613,3.5724123,1.184225267,1.400896976,5.370145547,0.0005336287972,0.0004776524546,0.000750111704,0.004577984757,0.003641600284,0.001796074056,0.4957068213,-0.01781060629,-22.96452845,0.004412718711,-8.050703095e-05,-0.00508827771,0.1672119365,0.1672119365,0,-0.00508827771,0.004412718711,0.00950099642,0.6844656682,1.256076918,0.5716112497,0.0004776524546,0.000750111704,0.0002724592494,0.001796074056,0.004577984757,0.002781910701,0.9990649641,0.999776711,0.0007117468884,-22.96452845,0.4957068213,23.46023527,0.1165641271,0.4176396299,0.3010755028,0.9453451497,3.5724123,2.62706715,1.184225267,5.370145547,4.18592028,2.103986258,11.98990763,9.885921373,False,True,False
0.9,100,0.09474801752,0.1056283906,0.3976406075,1.020989911,0.8013939735,0.6516894581,0.1672119365,0.1672119365,0.1672119365,0.9993440793,0.999581333,0.9998185776,2.142356828,2.820971241,11.47751842,0.9625854868,1.172323419,3.419745107,1.109356314,1.269297563,5.140652148,0.00043375498,0.0003846563771,0.0007141919786,0.004577984757,0.003641600284,0.001796074056,0.05792179461,-1.116527119,-31.19996894,0.000361698255,-0.00329145412,-0.005616823869,0.1672119365,0.1672119365,0,-0.005616823869,0.000361698255,0.005978522124,0.6516894581,1.020989911,0.3693004532,0.0003846563771,0.0007141919786,0.0003295356015,0.001796074056,0.004577984757,0.002781910701,0.9993440793,0.9998185776,0.00047449838,-31.19996894,0.05792179461,31.25789074,0.09474801752,0.3976406075,0.30289259,0.9625854868,3.419745107,2.45715962,1.109356314,5.140652148,4.031295834,2.142356828,11.47751842,9.335161588,False,True,False
