queue_cell,threshold,latency_ms,policy,eligible_opportunities,baseline_fills,cancelled_opportunities,cancel_rate,surviving_fills,baseline_fill_rate,surviving_fill_rate,fill_rate_reduction,cancel_too_late,cancel_too_late_rate,cancel_without_baseline_fill,unnecessary_cancel_rate,baseline_unfilled,baseline_negative_to_positive_ratio,baseline_observed,baseline_mean,baseline_median,baseline_p1,baseline_p5,baseline_p10,baseline_p25,baseline_p50,baseline_p75,baseline_p90,baseline_frac_favourable,baseline_cat_25_rate,baseline_cat_50_rate,baseline_cat_100_rate,surviving_observed,surviving_mean,surviving_median,surviving_p1,surviving_p5,surviving_p10,surviving_p25,surviving_p50,surviving_p75,surviving_p90,surviving_frac_favourable,surviving_cat_25_rate,surviving_cat_50_rate,surviving_cat_100_rate,baseline_cat_25_per_opportunity,surviving_cat_25_per_opportunity,baseline_cat_50_per_opportunity,surviving_cat_50_per_opportunity,baseline_cat_100_per_opportunity,surviving_cat_100_per_opportunity,catastrophic_25_avoided,catastrophic_50_avoided,catastrophic_100_avoided
midpoint,0.1,50,cancel,428534,305062,253139,0.5907092553,125717,0.7118735036,0.2933652872,0.4185082164,50557,0.2199067429,23237,0.09179541675,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,125710,-47.51753242,-33.5,-326.5,-186.5,-136.5,-76.5,-33.5,0.5,0.5,0.2627794129,0.5614350489,0.3773287726,0.1725001989,0.364339819,0.1646963835,0.2430308914,0.1106890002,0.1093518834,0.05060275264,85554,56713,25176
midpoint,0.1,100,cancel,428534,305062,253139,0.5907092553,135383,0.7118735036,0.3159212571,0.3959522465,60223,0.2619507442,23237,0.09179541675,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,135376,-47.0345039,-32.5,-324.5,-184.5,-135.5,-76.5,-32.5,0.5,0.5,0.2680091006,0.5572331876,0.3745346295,0.1711603238,0.364339819,0.1760327069,0.2430308914,0.118317333,0.1093518834,0.05407038881,80696,53444,23690
midpoint,0.2,0,cancel,428534,305062,189233,0.4415822315,187752,0.7118735036,0.438126263,0.2737472406,64152,0.3535285625,7771,0.04106577605,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,187741,-44.65743498,-29.5,-308.1,-178.5,-130.5,-72.5,-29.5,0.5,0.5,0.3037322695,0.5311146739,0.3527039911,0.1590382495,0.364339819,0.2326816542,0.2430308914,0.1545198281,0.1093518834,0.06967475159,56420,37930,17003
midpoint,0.2,25,cancel,428534,305062,189233,0.4415822315,194030,0.7118735036,0.4527762091,0.2590972945,70430,0.3881253375,7771,0.04106577605,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,194017,-44.59978507,-29.5,-307.5,-178.5,-130.5,-72.5,-29.5,0.5,0.5,0.3026075035,0.5318348392,0.352618585,0.1587953633,0.364339819,0.2407860286,0.2430308914,0.1596466091,0.1093518834,0.0718939454,52947,35733,16052
midpoint,0.2,50,cancel,428534,305062,189233,0.4415822315,199888,0.7118735036,0.4664460696,0.245427434,76288,0.4204075784,7771,0.04106577605,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,199875,-44.58857036,-29.5,-306.5,-177.5,-130.5,-72.5,-29.5,0.5,0.5,0.301713571,0.532572858,0.3524853033,0.1585190744,0.364339819,0.2484003603,0.2430308914,0.1644046913,0.1093518834,0.07393579039,49684,33694,15177
midpoint,0.2,100,cancel,428534,305062,189233,0.4415822315,208918,0.7118735036,0.4875179099,0.2243555937,85318,0.4701700632,7771,0.04106577605,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,208905,-44.45451521,-29.5,-306.5,-177.5,-129.5,-72.5,-29.5,0.5,0.5,0.3018884182,0.5318829133,0.352116991,0.158244178,0.364339819,0.259286311,0.2430308914,0.1716526577,0.1093518834,0.07714207041,45019,30588,13803
midpoint,0.3,0,cancel,428534,305062,148335,0.34614523,237598,0.7118735036,0.5544437548,0.1574297489,78209,0.5368805475,2662,0.01794586578,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,237583,-43.34252872,-27.5,-300.5,-174.5,-127.5,-71.5,-27.5,0.5,0.5,0.320532193,0.518740819,0.3449741774,0.1542029522,0.364339819,0.2875944499,0.2430308914,0.1912567031,0.1093518834,0.08549146625,32888,22187,10225
midpoint,0.3,25,cancel,428534,305062,148335,0.34614523,242456,0.7118735036,0.5657800781,0.1460934255,83067,0.570229212,2662,0.01794586578,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,242439,-43.37757127,-27.5,-300.5,-174.5,-127.5,-71.5,-27.5,0.5,0.5,0.3190369536,0.5197761086,0.3455013426,0.1544842208,0.364339819,0.2940583478,0.2430308914,0.1954640705,0.1093518834,0.08739796609,30118,20384,9408
midpoint,0.3,50,cancel,428534,305062,148335,0.34614523,246943,0.7118735036,0.5762506592,0.1356228444,87554,0.6010310765,2662,0.01794586578,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,246926,-43.3896552,-27.5,-300.5,-174.5,-127.5,-71.5,-27.5,0.5,0.5,0.3177470173,0.520516268,0.3457554085,0.1545037785,0.364339819,0.2999271936,0.2430308914,0.1992280659,0.1093518834,0.08902677501,27603,18771,8710
midpoint,0.3,100,cancel,428534,305062,148335,0.34614523,253922,0.7118735036,0.5925364148,0.1193370888,94533,0.6489397486,2662,0.01794586578,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,253905,-43.36104252,-27.5,-300.5,-174.5,-128.5,-71.5,-27.5,0.5,0.5,0.3169571296,0.5205608397,0.3459128414,0.1547468541,0.364339819,0.3084306029,0.2430308914,0.2049522325,0.1093518834,0.09168700733,23959,16318,7570
midpoint,0.4,0,cancel,428534,305062,122630,0.2861616581,268386,0.7118735036,0.6262886959,0.08558480774,84882,0.6982839468,1072,0.008741743456,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,268367,-42.74435754,-27.5,-298.5,-173.5,-127.5,-70.5,-27.5,0.5,0.5,0.3264149467,0.5142882694,0.3425197584,0.1530665097,0.364339819,0.3220701275,0.2430308914,0.2145010664,0.1093518834,0.09585703818,18114,12226,5783
midpoint,0.4,25,cancel,428534,305062,122630,0.2861616581,271805,0.7118735036,0.6342670593,0.0776064443,88301,0.7264104378,1072,0.008741743456,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,271786,-42.78579103,-27.5,-298.5,-174.5,-127.5,-70.5,-27.5,0.5,0.5,0.3251933507,0.5152104965,0.3431596918,0.1533964222,0.364339819,0.3267582035,0.2430308914,0.2176396739,0.1093518834,0.09728749644,16105,10881,5170
midpoint,0.4,50,cancel,428534,305062,122630,0.2861616581,274748,0.7118735036,0.6411346591,0.07073884453,91244,0.7506211027,1072,0.008741743456,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,274729,-42.83922156,-27.5,-298.5,-174.5,-127.5,-70.5,-27.5,0.5,0.5,0.3241667243,0.5160321626,0.3436441002,0.1537260355,0.364339819,0.3308232252,0.2430308914,0.2203069068,0.1093518834,0.09855227357,14363,9738,4628
midpoint,0.4,100,cancel,428534,305062,122630,0.2861616581,279414,0.7118735036,0.6520229433,0.05985056028,95910,0.7890060712,1072,0.008741743456,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,279395,-42.8348682,-27.5,-298.5,-174.5,-127.5,-70.5,-27.5,0.5,0.5,0.3235133055,0.5162511856,0.3437785214,0.1539576585,0.364339819,0.3365847284,0.2430308914,0.2241362412,0.1093518834,0.1003770996,11894,8097,3846
midpoint,0.5,0,cancel,428534,305062,106019,0.2473992729,286386,0.7118735036,0.6682923642,0.04358113942,86944,0.8231774285,399,0.003763476358,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,286366,-42.42567204,-26.5,-298.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3283699881,0.5126795779,0.3411997234,0.1525565186,0.364339819,0.34259592,0.2430308914,0.2280052458,0.1093518834,0.1019452366,9318,6439,3174
midpoint,0.5,25,cancel,428534,305062,106019,0.2473992729,288538,0.7118735036,0.6733141361,0.03855936752,89096,0.8435523575,399,0.003763476358,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,288518,-42.46280821,-26.5,-298.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3275254923,0.5133648507,0.3417915,0.1529297999,0.364339819,0.3456318518,0.2430308914,0.2301170969,0.1093518834,0.1029626587,8017,5534,2738
midpoint,0.5,50,cancel,428534,305062,106019,0.2473992729,290365,0.7118735036,0.6775775084,0.03429599518,90923,0.8608502178,399,0.003763476358,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,290345,-42.49996039,-27.5,-298.5,-174.5,-127.5,-70.5,-27.5,0.5,0.5,0.3268077632,0.5139093148,0.3422514595,0.153241833,0.364339819,0.3481894085,0.2430308914,0.231885918,0.1093518834,0.1038260675,6921,4776,2368
midpoint,0.5,100,cancel,428534,305062,106019,0.2473992729,293086,0.7118735036,0.683927063,0.02794644066,93644,0.886612384,399,0.003763476358,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,293065,-42.49969973,-27.5,-299,-174.5,-127.5,-70.5,-27.5,0.5,0.5,0.32619726,0.5141248528,0.3424564516,0.1535120195,0.364339819,0.3515987063,0.2430308914,0.2341984533,0.1093518834,0.1049835019,5460,3785,1872
midpoint,0.6,0,cancel,428534,305062,94052,0.219473834,297189,0.7118735036,0.6935015658,0.01837193782,86031,0.9161590561,148,0.001573597584,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,297168,-42.22311958,-26.5,-299,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3292380068,0.5115321973,0.3408139504,0.1528663921,0.364339819,0.3547233125,0.2430308914,0.2363383069,0.1093518834,0.1060055912,4121,2868,1434
midpoint,0.6,25,cancel,428534,305062,94052,0.219473834,298283,0.7118735036,0.6960544554,0.0158190482,87125,0.927809252,148,0.001573597584,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,298262,-42.2368924,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287445266,0.5119928117,0.3412301936,0.153050003,0.364339819,0.3563497879,0.2430308914,0.2374980748,0.1093518834,0.1065236364,3424,2371,1212
midpoint,0.6,50,cancel,428534,305062,94052,0.219473834,299174,0.7118735036,0.698133637,0.01373986662,88016,0.9372976657,148,0.001573597584,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,299153,-42.24412926,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3283704325,0.5122662985,0.3414640669,0.1532025418,0.364339819,0.3576052309,0.2430308914,0.2383708177,0.1093518834,0.1069483402,2886,1997,1030
midpoint,0.6,100,cancel,428534,305062,94052,0.219473834,300470,0.7118735036,0.7011579011,0.0107156025,89312,0.9510989947,148,0.001573597584,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,300449,-42.26472879,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3279258709,0.5126161179,0.3416919344,0.1534636494,0.364339819,0.3593997209,0.2430308914,0.2395632552,0.1093518834,0.1075947299,2117,1486,753
midpoint,0.7,0,cancel,428534,305062,86159,0.2010552255,302349,0.7118735036,0.7055426174,0.006330886231,83398,0.9684941529,48,0.0005571095301,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,302328,-42.16967499,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3290366754,0.5115867535,0.3410898097,0.1532044667,0.364339819,0.3609211871,0.2430308914,0.2406366823,0.1093518834,0.1080847727,1465,1026,543
midpoint,0.7,25,cancel,428534,305062,86159,0.2010552255,302770,0.7118735036,0.7065250365,0.005348467099,83819,0.9733831915,48,0.0005571095301,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,302749,-42.16632425,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3288202438,0.5117605673,0.3412595913,0.1532787887,0.364339819,0.3615465751,0.2430308914,0.241091722,0.1093518834,0.1082877905,1197,831,456
midpoint,0.7,50,cancel,428534,305062,86159,0.2010552255,303142,0.7118735036,0.7073931123,0.004480391288,84191,0.977703197,48,0.0005571095301,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,303121,-42.16780263,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3286575328,0.511907786,0.3413917215,0.1533480029,0.364339819,0.3620949563,0.2430308914,0.2414814227,0.1093518834,0.1084698064,962,664,378
midpoint,0.7,100,cancel,428534,305062,86159,0.2010552255,303636,0.7118735036,0.7085458797,0.003327623946,84685,0.9834399786,48,0.0005571095301,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,303615,-42.17529108,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3284323897,0.5121156728,0.3415312155,0.1535167894,0.364339819,0.362832354,0.2430308914,0.241973799,0.1093518834,0.1087661656,646,453,251
midpoint,0.8,0,cancel,428534,305062,81009,0.1890375093,304283,0.7118735036,0.7100556782,0.001817825423,80217,0.9903822411,13,0.0001604759965,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,304262,-42.13136705,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.328946763,0.511657716,0.3412453741,0.153469707,0.364339819,0.3632803932,0.2430308914,0.242286493,0.1093518834,0.1089645162,454,319,166
midpoint,0.8,25,cancel,428534,305062,81009,0.1890375093,304420,0.7118735036,0.7103753728,0.001498130837,80354,0.9920736827,13,0.0001604759965,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,304399,-42.12380954,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3288677032,0.5117165299,0.3413053262,0.1535320418,0.364339819,0.3634857444,0.2430308914,0.2424381729,0.1093518834,0.1090578577,366,254,126
midpoint,0.8,50,cancel,428534,305062,81009,0.1890375093,304572,0.7118735036,0.7107300704,0.001143433193,80506,0.9939503185,13,0.0001604759965,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,304551,-42.13401532,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287823714,0.5118420232,0.3414107982,0.1535900391,0.364339819,0.3637564347,0.2430308914,0.2426341901,0.1093518834,0.1091535327,250,170,85
midpoint,0.8,100,cancel,428534,305062,81009,0.1890375093,304703,0.7118735036,0.7110357638,0.0008377398293,80637,0.9955676824,13,0.0001604759965,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,304682,-42.13421206,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287099336,0.5119107791,0.3414478046,0.1536191833,0.364339819,0.363961786,0.2430308914,0.2427648681,0.1093518834,0.1092212053,162,114,56
midpoint,0.9,0,cancel,428534,305062,71656,0.1672119365,304977,0.7118735036,0.711675153,0.000198350656,71571,0.9988137769,0,0,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,304956,-42.11317534,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.328840882,0.5117820276,0.3413410459,0.1535500203,0.364339819,0.3641974732,0.2430308914,0.2429072139,0.1093518834,0.1092702096,61,53,35
midpoint,0.9,25,cancel,428534,305062,71656,0.1672119365,304997,0.7118735036,0.7117218237,0.0001516799134,71591,0.9990928882,0,0,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,304976,-42.11488281,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3288357117,0.5117943707,0.3413612874,0.1535596244,0.364339819,0.3642301428,0.2430308914,0.2429375499,0.1093518834,0.1092842108,47,40,29
midpoint,0.9,50,cancel,428534,305062,71656,0.1672119365,305016,0.7118735036,0.7117661609,0.0001073427079,71610,0.999358044,0,0,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,304995,-42.11910359,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3288152265,0.511824784,0.3413990393,0.1535795669,0.364339819,0.36427448,0.2430308914,0.2429795535,0.1093518834,0.1093052127,28,22,20
midpoint,0.9,100,cancel,428534,305062,71656,0.1672119365,305032,0.7118735036,0.7118034975,7.000611387e-05,71626,0.999581333,0,0,123472,7.586918338,305041,-42.11263896,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287951456,0.5118393921,0.341419678,0.1536219721,305011,-42.12140546,-26.5,-299.5,-174.5,-127.5,-70.5,-26.5,0.5,0.5,0.3287979778,0.5118307209,0.3414106376,0.1535944605,0.364339819,0.3642978153,0.2430308914,0.2430005554,0.1093518834,0.1093215474,18,13,13
optimistic,,,never,428534,414222,0,0,414222,0.9666024166,0.9666024166,0,0,,0,,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,0.1521979586,0.1521979586,0.1012475089,0.1012475089,0.04534762703,0.04534762703,0,0,0
optimistic,0.1,0,cancel,428534,414222,253139,0.5907092553,326972,0.9666024166,0.7630013021,0.2036011145,164956,0.6540526395,933,0.003685722074,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,326964,-3.725089001,0.5,-204.5,-85.5,-40.5,0.5,0.5,0.5,18.5,0.8317918792,0.1276654311,0.08645905971,0.04001663792,0.1521979586,0.09740650683,0.1012475089,0.0659667611,0.04534762703,0.03053199979,23480,15119,6349
optimistic,0.1,25,cancel,428534,414222,253139,0.5907092553,335541,0.9666024166,0.7829973818,0.1836050348,173525,0.6880288336,933,0.003685722074,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,335532,-3.996393787,0.5,-206.5,-88.5,-42.5,0.5,0.5,0.5,19.5,0.825584445,0.1323122683,0.08949071922,0.04133137823,0.1521979586,0.1035973808,0.1012475089,0.07006911937,0.04534762703,0.0323614929,20827,13361,5565
optimistic,0.1,50,cancel,428534,414222,253139,0.5907092553,343108,0.9666024166,0.8006552572,0.1659471594,181092,0.7180320849,933,0.003685722074,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,343099,-4.268231618,0.5,-208.5,-89.5,-44.5,0.5,0.5,0.5,19.5,0.8205153615,0.1361268905,0.09200551444,0.0423288905,0.1521979586,0.1089878516,0.1012475089,0.07366276655,0.04534762703,0.03388995972,18517,11821,4910
optimistic,0.1,100,cancel,428534,414222,253139,0.5907092553,355356,0.9666024166,0.82923642,0.1373659966,193340,0.7665955608,933,0.003685722074,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,355346,-4.619289369,0.5,-208.5,-91.5,-46.5,0.5,0.5,0.5,20.5,0.8135338515,0.1411750801,0.09523675516,0.04362227238,0.1521979586,0.1170642236,0.1012475089,0.07897156352,0.04534762703,0.03617215904,15056,9546,3932
optimistic,0.2,0,cancel,428534,414222,189233,0.4415822315,371481,0.9666024166,0.8668647062,0.09973771043,146146,0.7737218549,346,0.00182843373,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,371470,-4.322966861,0.5,-203.5,-88.5,-44.5,0.5,0.5,0.5,18.5,0.8190782567,0.1367109053,0.09136673217,0.04143807037,0.1521979586,0.1185063496,0.1012475089,0.07920025016,0.04534762703,0.03592013703,14438,9448,4040
optimistic,0.2,25,cancel,428534,414222,189233,0.4415822315,376601,0.9666024166,0.8788124163,0.08779000033,151266,0.8008280083,346,0.00182843373,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,376589,-4.573792649,0.5,-205.5,-90.5,-46.5,0.5,0.5,0.5,18.5,0.8143971279,0.1402244888,0.09374145288,0.04248398121,0.1521979586,0.1232270952,0.1012475089,0.08237852772,0.04534762703,0.03733426053,12415,8086,3434
optimistic,0.2,50,cancel,428534,414222,189233,0.4415822315,381094,0.9666024166,0.8892969986,0.07730541801,155759,0.8246147167,346,0.00182843373,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,381082,-4.798629954,0.5,-206.5,-91.5,-47.5,0.5,0.5,0.5,18.5,0.8106129389,0.1430689458,0.09564345731,0.0432846474,0.1521979586,0.1272267778,0.1012475089,0.08505276127,0.04534762703,0.03849169494,10701,6940,2938
optimistic,0.2,100,cancel,428534,414222,189233,0.4415822315,387885,0.9666024166,0.9051440492,0.06145836736,162550,0.8605674292,346,0.00182843373,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,387872,-5.108054977,0.5,-208.5,-92.5,-48.5,0.5,0.5,0.5,18.5,0.8054744864,0.1468525699,0.0981844526,0.04438835492,0.1521979586,0.1329182749,0.1012475089,0.08886809448,0.04534762703,0.04017650875,8262,5305,2216
optimistic,0.3,0,cancel,428534,414222,148335,0.34614523,392097,0.9666024166,0.9149729076,0.05162950898,126058,0.8506913749,152,0.001024707588,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,392085,-4.982275527,0.5,-205.5,-91.5,-47.5,0.5,0.5,0.5,17.5,0.8083757349,0.1445936468,0.0963923639,0.04328398179,0.1521979586,0.1322952204,0.1012475089,0.08819370225,0.04534762703,0.03960245861,8529,5594,2462
optimistic,0.3,25,cancel,428534,414222,148335,0.34614523,395199,0.9666024166,0.9222115398,0.0443908768,129160,0.8716249502,152,0.001024707588,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,395186,-5.153921192,0.5,-206.5,-92.5,-48.5,0.5,0.5,0.5,18.5,0.8052410764,0.1469864823,0.09805256259,0.04407544802,0.1521979586,0.1355481712,0.1012475089,0.09042223021,0.04534762703,0.04064554971,7135,4639,2015
optimistic,0.3,50,cancel,428534,414222,148335,0.34614523,397808,0.9666024166,0.9282997382,0.03830267843,131769,0.8892315583,152,0.001024707588,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,397795,-5.290677359,0.5,-207.5,-93.5,-49.5,0.5,0.5,0.5,18.5,0.8027099385,0.1487977476,0.09925464121,0.04458577911,0.1521979586,0.1381243962,0.1012475089,0.09213504646,0.04534762703,0.04138761452,6031,3905,1697
optimistic,0.3,100,cancel,428534,414222,148335,0.34614523,401614,0.9666024166,0.9371811805,0.02942123612,135575,0.914916016,152,0.001024707588,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,401600,-5.480512948,0.5,-208.5,-94.5,-50.5,0.5,0.5,0.5,18.5,0.7993899402,0.151185259,0.1008515936,0.04530378486,0.1521979586,0.1416830403,0.1012475089,0.0945129208,0.04534762703,0.04245637452,4506,2886,1239
optimistic,0.4,0,cancel,428534,414222,122630,0.2861616581,402893,0.9666024166,0.9401657745,0.02643664213,111223,0.9075576082,78,0.0006360596918,14312,1.638890611,414208,-5.934624633,0.5,-210.5,-96.5,-53.5,0.5,0.5,0.5,18.5,0.7908900842,0.1574619515,0.1047493047,0.04691604218,402880,-5.386605193,0.5,-206.5,-93.5,-49.5,0.5,0.5,0.5,17.5,0.8009630659,0.1499404289,0.09979398332,0.04464356632,0.1521979586,0.1409643109,0.1012475089,0.09381986027,0.04534762703,0.0419709988,4814,3183,1447
