queue_cell,threshold,latency_ms,mechanism_name,eligible_opportunities,baseline_fills,baseline_fill_rate,baseline_unfilled,cancelled_opportunities,cancel_rate,orders_unaffected,fills_prevented,surviving_fills,surviving_fill_rate,fill_rate_reduction,adverse_fills_avoided,favourable_fills_sacrificed,non_negative_fills_sacrificed,prevented_fills_markout_censored,cancel_too_late,cancel_too_late_rate,cancel_without_baseline_fill,unnecessary_cancel_rate,total_baseline_negative_ticks,total_baseline_positive_ticks,adverse_markout_avoided,favourable_markout_sacrificed,net_markout_preserved,net_per_eligible_opportunity,net_per_baseline_fill,net_per_cancelled_order,avoidance_efficiency_ticks,fraction_baseline_negative_removed,fraction_baseline_positive_removed,prevented_share_of_baseline_fills,baseline_negative_to_positive_ratio,random_match_adverse_avoided,random_match_favourable_sacrificed,random_match_net_markout,net_markout_lift_over_random,avoidance_efficiency_lift,catastrophic_25_avoided,catastrophic_25_avoidance_efficiency,catastrophic_25_random_match,catastrophic_25_avoidance_lift,catastrophic_50_avoided,catastrophic_50_avoidance_efficiency,catastrophic_50_random_match,catastrophic_50_avoidance_lift,catastrophic_100_avoided,catastrophic_100_avoidance_efficiency,catastrophic_100_random_match,catastrophic_100_avoidance_lift,baseline_observed,baseline_mean,baseline_median,baseline_p1,baseline_p5,baseline_p10,baseline_p25,baseline_p50,baseline_p75,baseline_p90,baseline_frac_favourable,baseline_cat_25_rate,baseline_cat_50_rate,baseline_cat_100_rate,surviving_observed,surviving_mean,surviving_median,surviving_p1,surviving_p5,surviving_p10,surviving_p25,surviving_p50,surviving_p75,surviving_p90,surviving_frac_favourable,surviving_cat_25_rate,surviving_cat_50_rate,surviving_cat_100_rate,baseline_cat_25_per_opportunity,surviving_cat_25_per_opportunity,baseline_cat_50_per_opportunity,surviving_cat_50_per_opportunity,baseline_cat_100_per_opportunity,surviving_cat_100_per_opportunity
midpoint,0.3,50,at_quote,260091,260091,1,0,132048,0.5076992283,128043,54990,205101,0.7885739991,0.2114260009,33591,21395,21395,4,77058,0.5835605234,0,0,11836540,1401129.5,2458696.5,480983,1977713.5,7.603929009,7.603929009,14.97723176,5.111815802,0.2077208796,0.3432823304,0.2114260009,8.447855819,2502552.317,296235.2069,2206317.11,0.8963867847,0.6051021598,25620,1.197476046,26669.27575,0.9606560087,17393,0.8129469502,17816.65767,0.97622126,8040,0.3757887357,7989.788574,1.00628445,260073,-40.12492839,-22.5,-286.5,-170.5,-123.5,-67.5,-22.5,0.5,0.5,0.3665701553,0.4850176681,0.3240205635,0.1453053566,205087,-41.23955687,-23.5,-286.5,-169.5,-123.5,-67.5,-23.5,0.5,0.5,0.3605299214,0.4901334556,0.3260860025,0.145060389,0.4849841017,0.3864801166,0.3239981391,0.2571253907,0.1452953005,0.1143830429
midpoint,0.3,50,trade_through,44971,44971,1,0,13625,0.3029730271,31346,3129,41842,0.9304218274,0.0695781726,2688,441,441,0,10496,0.7703486239,0,0,2959783,549112,219846.5,65512.5,154334,3.431856085,3.431856085,11.32726606,3.355794696,0.07427791159,0.1193062617,0.0695781726,5.39012624,205936.2924,38206.20951,167730.0829,0.9201330931,0.6225818369,1983,4.496598639,2086.788553,0.9502639822,1378,3.124716553,1383.074915,0.9963307013,670,1.519274376,631.1436037,1.061565064,44968,-53.60858833,-41.5,-377.5,-200.5,-147.5,-86.5,-41.5,-16.5,4.5,0.1103228963,0.6669631738,0.4420476783,0.201721224,41839,-53.9290375,-41.5,-374.5,-199.5,-146.5,-86.5,-41.5,-16.5,2.5,0.1080331748,0.6694471665,0.44217118,0.200793518,0.6669186809,0.6228235974,0.4420181895,0.4113762202,0.2017077672,0.1868092771
midpoint,0.3,50,unfilled,123472,0,0,123472,2662,0.02155954386,120810,0,0,0,0,0,0,0,0,0,,2662,1,-0,0,0,0,0,0,,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0
midpoint,0.3,100,at_quote,260091,260091,1,0,132048,0.5076992283,128043,48474,211617,0.8136267691,0.1863732309,29035,19435,19435,4,83574,0.6329062159,0,0,11836540,1401129.5,2145342,437058.5,1708283.5,6.568022346,6.568022346,12.93683736,4.908592328,0.1812473916,0.3119329798,0.1863732309,8.447855819,2206014.203,261133.0318,1944881.171,0.8783485211,0.5810459403,22277,1.146231026,23509.11935,0.9475897277,15145,0.779264214,15705.4858,0.9643127374,7006,0.3604836635,7043.044396,0.9947402865,260073,-40.12492839,-22.5,-286.5,-170.5,-123.5,-67.5,-22.5,0.5,0.5,0.3665701553,0.4850176681,0.3240205635,0.1453053566,211603,-41.24292661,-23.5,-286.5,-170.5,-123.5,-67.5,-23.5,0.5,0.5,0.3586905668,0.4908389768,0.3266683365,0.145479979,0.4849841017,0.3993333103,0.3239981391,0.2657685195,0.1452953005,0.1183585745
midpoint,0.3,100,trade_through,44971,44971,1,0,13625,0.3029730271,31346,2666,42305,0.9407173512,0.05928264882,2282,384,384,0,10959,0.8043302752,0,0,2959783,549112,188160,59947.5,128212.5,2.85100398,2.85100398,9.410091743,3.138746403,0.0635722281,0.1091717172,0.05928264882,5.39012624,175463.7762,32552.81386,142910.9623,0.8971495113,0.5823140801,1682,4.380208333,1778.005203,0.9460039807,1173,3.0546875,1178.420493,0.9954002046,564,1.46875,537.7529074,1.048808834,44968,-53.60858833,-41.5,-377.5,-200.5,-147.5,-86.5,-41.5,-16.5,4.5,0.1103228963,0.6669631738,0.4420476783,0.201721224,42302,-53.95627866,-41.5,-374.5,-199.5,-146.5,-86.5,-41.5,-16.5,2.5,0.1081981939,0.6692354971,0.4421776748,0.2011016028,0.6669186809,0.6295167997,0.4420181895,0.4159347135,0.2017077672,0.1891663516
midpoint,0.3,100,unfilled,123472,0,0,123472,2662,0.02155954386,120810,0,0,0,0,0,0,0,0,0,,2662,1,-0,0,0,0,0,0,,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0
midpoint,0.5,0,at_quote,260091,260091,1,0,94824,0.3645800893,165267,17858,242233,0.9313394158,0.06866058418,11760,6097,6097,1,76966,0.8116721505,0,0,11836540,1401129.5,885526,216931,668595,2.570619514,2.570619514,7.050904834,4.08206296,0.07481290985,0.154825803,0.06866058418,8.447855819,812703.7511,96202.36998,716501.3811,0.9331384665,0.4832069874,8837,1.449401345,8660.846088,1.020339111,6087,0.9983598491,5785.958768,1.052029619,2967,0.4866327702,2594.683476,1.143492078,260073,-40.12492839,-22.5,-286.5,-170.5,-123.5,-67.5,-22.5,0.5,0.5,0.3665701553,0.4850176681,0.3240205635,0.1453053566,242216,-40.32275118,-22.5,-285.5,-169.5,-123.5,-67.5,-22.5,0.5,0.5,0.3684232256,0.4842908809,0.3227780163,0.143768372,0.4849841017,0.451007532,0.3239981391,0.3005947918,0.1452953005,0.1338877547
midpoint,0.5,0,trade_through,44971,44971,1,0,10796,0.2400658202,34175,818,44153,0.9818105001,0.0181894999,653,165,165,0,9978,0.9242311967,0,0,2959783,549112,71377.5,43161,28216.5,0.6274376821,0.6274376821,2.613606891,1.653749913,0.02411578822,0.07860145107,0.0181894999,5.39012624,53836.97258,9988.072669,43848.89991,0.6434939088,0.3068109798,481,2.915151515,545.539481,0.8816960399,352,2.133333333,361.570879,0.9735297294,207,1.254545455,164.9969536,1.254568618,44968,-53.60858833,-41.5,-377.5,-200.5,-147.5,-86.5,-41.5,-16.5,4.5,0.1103228963,0.6669631738,0.4420476783,0.201721224,44150,-53.96272933,-41.5,-374.5,-199.5,-146.5,-86.5,-41.5,-16.5,2.5,0.1086296716,0.6684258211,0.4422650057,0.2007701019,0.6669186809,0.6562228992,0.4420181895,0.434190923,0.2017077672,0.1971048009
midpoint,0.5,0,unfilled,123472,0,0,123472,399,0.003231501879,123073,0,0,0,0,0,0,0,0,0,,399,1,-0,0,0,0,0,0,,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0
midpoint,0.5,50,at_quote,260091,260091,1,0,94824,0.3645800893,165267,14109,245982,0.9457536016,0.05424639838,8819,5289,5289,1,80715,0.8512085548,0,0,11836540,1401129.5,665401.5,180294.5,485107,1.865143354,1.865143354,5.115867291,3.690636708,0.05621587896,0.1286779702,0.05424639838,8.447855819,642089.6642,76006.22903,566083.4352,0.8569531801,0.4368725967,6579,1.243902439,6842.640691,0.9614709141,4522,0.8549820382,4571.289745,0.9892175409,2216,0.4189827945,2049.971395,1.080990694,260073,-40.12492839,-22.5,-286.5,-170.5,-123.5,-67.5,-22.5,0.5,0.5,0.3665701553,0.4850176681,0.3240205635,0.1453053566,245965,-40.45414388,-22.5,-285.86,-169.5,-123.5,-67.5,-22.5,0.5,0.5,0.3660927368,0.4860894843,0.3242209257,0.1446303336,0.4849841017,0.4596891088,0.3239981391,0.3066119166,0.1452953005,0.1367752056
midpoint,0.5,50,trade_through,44971,44971,1,0,10796,0.2400658202,34175,588,44383,0.9869249072,0.01307509284,468,120,120,0,10208,0.9455353835,0,0,2959783,549112,55898,34574.5,21323.5,0.4741611261,0.4741611261,1.975129678,1.616740661,0.018885844,0.06296438614,0.01307509284,5.39012624,38699.4375,7179.690378,31519.74713,0.6765124071,0.2999448602,342,2.85,392.1481844,0.8721192998,254,2.116666667,259.9066954,0.9772737851,152,1.266666667,118.6041671,1.281573858,44968,-53.60858833,-41.5,-377.5,-200.5,-147.5,-86.5,-41.5,-16.5,4.5,0.1103228963,0.6669631738,0.4420476783,0.201721224,44380,-53.83838441,-41.5,-374.5,-199.5,-146.5,-86.5,-41.5,-16.5,2.5,0.109080667,0.6680937359,0.4421811627,0.2009689049,0.6669186809,0.65931378,0.4420181895,0.4363701052,0.2017077672,0.1983278113
midpoint,0.5,50,unfilled,123472,0,0,123472,399,0.003231501879,123073,0,0,0,0,0,0,0,0,0,,399,1,-0,0,0,0,0,0,,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0
midpoint,0.5,100,at_quote,260091,260091,1,0,94824,0.3645800893,165267,11497,248594,0.9557962405,0.04420375945,6904,4593,4593,0,83327,0.8787543238,0,0,11836540,1401129.5,530691.5,155638,375053.5,1.442008758,1.442008758,3.955259217,3.40978103,0.04483501936,0.1110803819,0.04420375945,8.447855819,523219.5669,61935.19138,461284.3755,0.8130635241,0.4036268023,5187,1.129327237,5575.862217,0.9302597155,3577,0.7787938167,3725.006605,0.9602667536,1747,0.3803614196,1670.46007,1.045819671,260073,-40.12492839,-22.5,-286.5,-170.5,-123.5,-67.5,-22.5,0.5,0.5,0.3665701553,0.4850176681,0.3240205635,0.1453053566,248576,-40.47195626,-22.5,-286.5,-170.5,-123.5,-67.5,-22.5,0.5,0.5,0.3650473095,0.4865835801,0.3246170185,0.1449979081,0.4849841017,0.4650410818,0.3239981391,0.3102452603,0.1452953005,0.1385784206
midpoint,0.5,100,trade_through,44971,44971,1,0,10796,0.2400658202,34175,479,44492,0.9893486914,0.01065130862,373,106,106,0,10317,0.9556317155,0,0,2959783,549112,48205.5,32352,15853.5,0.3525271842,0.3525271842,1.468460541,1.490031528,0.01628683589,0.05891694226,0.01065130862,5.39012624,31525.56218,5848.76138,25676.8008,0.6174250492,0.2764372228,273,2.575471698,319.4540482,0.8545830036,208,1.962264151,211.7267128,0.9823984762,125,1.179245283,96.6180205,1.293754512,44968,-53.60858833,-41.5,-377.5,-200.5,-147.5,-86.5,-41.5,-16.5,4.5,0.1103228963,0.6669631738,0.4420476783,0.201721224,44489,-53.82942975,-41.5,-374.5,-199.5,-146.5,-86.5,-41.5,-16.5,2.5,0.1091280991,0.6680078222,0.4421317629,0.2010834139,0.6669186809,0.6608481021,0.4420181895,0.4373929866,0.2017077672,0.1989281982
midpoint,0.5,100,unfilled,123472,0,0,123472,399,0.003231501879,123073,0,0,0,0,0,0,0,0,0,,399,1,-0,0,0,0,0,0,,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0
midpoint,0.7,0,at_quote,260091,260091,1,0,76951,0.295861833,183140,2599,257492,0.9900073436,0.009992656416,1809,790,790,0,74352,0.9662252602,0,0,11836540,1401129.5,144886,40504.5,104381.5,0.4013268433,0.4013268433,1.356467102,3.57703465,0.0122405703,0.02890846278,0.009992656416,8.447855819,118278.4774,14001.00569,104277.4717,1.000997611,0.4234251539,1398,1.769620253,1260.47368,1.109106855,973,1.23164557,842.0711636,1.155484289,503,0.6367088608,377.622486,1.332018136,260073,-40.12492839,-22.5,-286.5,-170.5,-123.5,-67.5,-22.5,0.5,0.5,0.3665701553,0.4850176681,0.3240205635,0.1453053566,257474,-40.12455238,-22.5,-286.5,-170.5,-123.5,-67.5,-22.5,0.5,0.5,0.3672021253,0.4844838702,0.323512277,0.1448185059,0.4849841017,0.4796090599,0.3239981391,0.3202571408,0.1452953005,0.143361362
midpoint,0.7,0,trade_through,44971,44971,1,0,9160,0.2036868204,35811,114,44857,0.997465033,0.002534966979,85,29,29,0,9046,0.9875545852,0,0,2959783,549112,11858.5,19232,-7373.5,-0.1639612195,-0.1639612195,-0.8049672489,0.6166025374,0.004006543723,0.03502382028,0.002534966979,5.39012624,7502.952169,1391.980788,6110.971382,-1.206600316,0.114394823,67,2.310344828,76.02872963,0.8812458176,53,1.827586207,50.3900736,1.051794455,40,1.379310345,22.99468546,1.739532383,44968,-53.60858833,-41.5,-377.5,-200.5,-147.5,-86.5,-41.5,-16.5,4.5,0.1103228963,0.6669631738,0.4420476783,0.201721224,44854,-53.90922772,-41.5,-376.5,-200.5,-147.5,-86.5,-41.5,-16.5,3.5,0.1099567486,0.6671645784,0.4419895661,0.2013421323,0.6669186809,0.6654288319,0.4420181895,0.4408396522,0.2017077672,0.2008183051
midpoint,0.7,0,unfilled,123472,0,0,123472,48,0.0003887521057,123424,0,0,0,0,0,0,0,0,0,,48,1,-0,0,0,0,0,0,,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0
midpoint,0.7,50,at_quote,260091,260091,1,0,76951,0.295861833,183140,1841,258250,0.9929217082,0.007078291829,1190,651,651,0,75110,0.9760756845,0,0,11836540,1401129.5,98999,30541.5,68457.5,0.2632059548,0.2632059548,0.8896245663,3.241458344,0.008363846192,0.02179777101,0.007078291829,8.447855819,83782.48436,9917.603491,73864.88087,0.9267936155,0.3837019018,918,1.410138249,892.8557313,1.028161626,629,0.9662058372,596.4805741,1.054518835,351,0.5391705069,267.4886482,1.312205218,260073,-40.12492839,-22.5,-286.5,-170.5,-123.5,-67.5,-22.5,0.5,0.5,0.3665701553,0.4850176681,0.3240205635,0.1453053566,258232,-40.14588819,-22.5,-286.5,-170.5,-123.5,-67.5,-22.5,0.5,0.5,0.366662536,0.4849205366,0.3238947923,0.1449820317,0.4849841017,0.4814545678,0.3239981391,0.3215797548,0.1452953005,0.1439457728
midpoint,0.7,50,trade_through,44971,44971,1,0,9160,0.2036868204,35811,79,44892,0.9982433124,0.001756687643,57,22,22,0,9081,0.9913755459,0,0,2959783,549112,9172.5,13495,-4322.5,-0.09611749794,-0.09611749794,-0.4718886463,0.6796961838,0.003099044761,0.02457604277,0.001756687643,5.39012624,5199.414222,964.6182651,4234.795957,-1.020710335,0.1261002347,44,2,52.68657579,0.835127342,35,1.590909091,34.91943697,1.002307111,27,1.227272727,15.93491361,1.694392619,44968,-53.60858833,-41.5,-377.5,-200.5,-147.5,-86.5,-41.5,-16.5,4.5,0.1103228963,0.6669631738,0.4420476783,0.201721224,44889,-53.79922698,-41.5,-376.5,-200.5,-147.5,-86.5,-41.5,-16.5,3.5,0.1100269554,0.6671567645,0.4420459355,0.2014747488,0.6669186809,0.6659402726,0.4420181895,0.4412399102,0.2017077672,0.2011073803
midpoint,0.7,50,unfilled,123472,0,0,123472,48,0.0003887521057,123424,0,0,0,0,0,0,0,0,0,,48,1,-0,0,0,0,0,0,,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0
midpoint,0.7,100,at_quote,260091,260091,1,0,76951,0.295861833,183140,1369,258722,0.9947364576,0.005263542376,807,562,562,0,75582,0.982209458,0,0,11836540,1401129.5,70258.5,25234,45024.5,0.1731105651,0.1731105651,0.5851061065,2.784279147,0.005935729529,0.0180097557,0.005263542376,8.447855819,62302.12987,7374.904497,54927.22537,0.819711895,0.3295841225,616,1.096085409,663.9432353,0.9277901593,426,0.7580071174,443.5534524,0.9604253955,230,0.409252669,198.9092664,1.15630611,260073,-40.12492839,-22.5,-286.5,-170.5,-123.5,-67.5,-22.5,0.5,0.5,0.3665701553,0.4850176681,0.3240205635,0.1453053566,258704,-40.16322129,-22.5,-286.5,-170.5,-123.5,-67.5,-22.5,0.5,0.5,0.3663375905,0.4852031666,0.3240885336,0.145185231,0.4849841017,0.4826156999,0.3239981391,0.3223602508,0.1452953005,0.1444109946
midpoint,0.7,100,trade_through,44971,44971,1,0,9160,0.2036868204,35811,57,44914,0.9987325165,0.001267483489,40,17,17,0,9103,0.9937772926,0,0,2959783,549112,7806,11800,-3994,-0.08881279046,-0.08881279046,-0.4360262009,0.6615254237,0.002637355509,0.02148924081,0.001267483489,5.39012624,3751.476085,695.9903938,3055.485691,-1.307157161,0.1227291151,30,1.764705882,38.01436481,0.789175359,27,1.588235294,25.1950368,1.071639633,21,1.235294118,11.49734273,1.826509002,44968,-53.60858833,-41.5,-377.5,-200.5,-147.5,-86.5,-41.5,-16.5,4.5,0.1103228963,0.6669631738,0.4420476783,0.201721224,44911,-53.76555855,-41.5,-376.5,-200.5,-147.5,-86.5,-41.5,-16.5,3.5,0.1100843891,0.6671416802,0.442007526,0.2015096524,0.6669186809,0.6662515844,0.4420181895,0.4414178026,0.2017077672,0.2012407996
midpoint,0.7,100,unfilled,123472,0,0,123472,48,0.0003887521057,123424,0,0,0,0,0,0,0,0,0,,48,1,-0,0,0,0,0,0,,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0
optimistic,0.3,0,at_quote,400545,400545,1,0,146572,0.3659314184,253973,21856,378689,0.9454343457,0.0545656543,11295,10559,10559,2,124716,0.8508855716,0,0,5245544,3445922.5,772264.5,257591.5,514673,1.28493178,1.28493178,3.51140054,2.998020121,0.1472229572,0.07475255175,0.0545656543,1.522246655,286226.5405,188029.0159,98197.52463,5.241201364,1.969470657,8381,0.7937304669,3100.747871,2.702896317,5471,0.5181361871,2030.333431,2.694631294,2382,0.2255895445,876.5426706,2.71749463,400532,-4.493077956,0.5,-191.5,-87.5,-45.5,0.5,0.5,0.5,16.5,0.8108515674,0.1418763045,0.0928989444,0.04010665814,378678,-3.393248353,0.5,-184.5,-80.5,-39.5,0.5,0.5,0.5,15.5,0.8297630177,0.1279319105,0.08381263237,0.03613096087,0.1418716998,0.1209477087,0.0928959293,0.07923703953,0.04010535645,0.0341584591
optimistic,0.3,0,trade_through,13677,13677,1,0,1611,0.1177889888,12066,269,13408,0.9803319441,0.01966805586,187,82,82,0,1342,0.8330229671,0,0,1060183.5,401636,36423.5,46403,-9979.5,-0.7296556262,-0.7296556262,-6.194599628,0.7849384738,0.034355845,0.115534962,0.01966805586,2.63966253,20851.7483,7899.399283,12952.34902,-0.7704780027,0.2973631912,148,1.804878049,165.132997,0.8962472836,123,1.5,121.5289172,1.012104797,80,0.9756097561,66.26168019,1.207334311,13676,-48.15351711,-41.5,-535.75,-257.75,-182.5,-98.5,-41.5,-6.5,74,0.2062737643,0.6139221995,0.4518133957,0.2463439602,13407,-49.86402625,-41.5,-517.32,-254.5,-180.5,-98.5,-41.5,-6.5,71.5,0.2042962631,0.6152010144,0.4517043336,0.2453196092,0.6138773123,0.6030562258,0.4517803612,0.4427871609,0.2463259487,0.2404767127
optimistic,0.3,0,unfilled,14312,0,0,14312,152,0.01062045836,14160,0,0,0,0,0,0,0,0,0,,152,1,-0,0,0,0,0,0,,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0
optimistic,0.3,50,at_quote,400545,400545,1,0,146572,0.3659314184,253973,16194,384351,0.9595700858,0.04042991424,7984,8209,8209,1,130378,0.8895150506,0,0,5245544,3445922.5,539364.5,180907,358457.5,0.8949244155,0.8949244155,2.445606937,2.981446268,0.1028233678,0.05249885916,0.04042991424,1.522246655,212076.8941,139318.3512,72758.54291,4.926672328,1.9585829,5907,0.719576075,2297.470307,2.571088724,3799,0.4627847484,1504.356679,2.525331959,1623,0.1977098307,649.4661424,2.498975534,400532,-4.493077956,0.5,-191.5,-87.5,-45.5,0.5,0.5,0.5,16.5,0.8108515674,0.1418763045,0.0928989444,0.04010665814,384339,-3.749720949,0.5,-187.5,-83.5,-41.5,0.5,0.5,0.5,15.5,0.823655679,0.1324846034,0.0869284668,0.03757360039,0.1418716998,0.1271242932,0.0928959293,0.08341135203,0.04010535645,0.03605337727
optimistic,0.3,50,trade_through,13677,13677,1,0,1611,0.1177889888,12066,220,13457,0.9839146012,0.01608539884,150,70,70,0,1391,0.8634388579,0,0,1060183.5,401636,34128,39021.5,-4893.5,-0.3577904511,-0.3577904511,-3.037554314,0.8745947747,0.03219065379,0.0971563804,0.01608539884,2.63966253,17053.47445,6460.47525,10592.9992,-0.4619560438,0.331328253,124,1.771428571,135.0530087,0.9181579973,106,1.514285714,99.39167946,1.066487663,74,1.057142857,54.19170871,1.365522545,13676,-48.15351711,-41.5,-535.75,-257.75,-182.5,-98.5,-41.5,-6.5,74,0.2062737643,0.6139221995,0.4518133957,0.2463439602,13456,-49.30447384,-41.5,-515.85,-253.75,-180,-98.5,-41.5,-6.5,72.5,0.2044441141,0.614744352,0.45132283,0.244872176,0.6138773123,0.6048109966,0.4517803612,0.4440301236,0.2463259487,0.2409154054
optimistic,0.3,50,unfilled,14312,0,0,14312,152,0.01062045836,14160,0,0,0,0,0,0,0,0,0,,152,1,-0,0,0,0,0,0,,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0
optimistic,0.3,100,at_quote,400545,400545,1,0,146572,0.3659314184,253973,12408,388137,0.9690222072,0.03097779276,5912,6496,6496,0,134164,0.9153453593,0,0,5245544,3445922.5,396071.5,134937.5,261134,0.6519467226,0.6519467226,1.781609039,2.935221862,0.07550627733,0.03915859977,0.03097779276,1.522246655,162495.3749,106747.0731,55748.30187,4.684160616,1.928216989,4392,0.6761083744,1760.344051,2.49496682,2789,0.429341133,1152.652691,2.419636047,1170,0.1801108374,497.6272629,2.351157357,400532,-4.493077956,0.5,-191.5,-87.5,-45.5,0.5,0.5,0.5,16.5,0.8108515674,0.1418763045,0.0928989444,0.04010665814,388124,-3.963907153,0.5,-189.5,-84.5,-42.5,0.5,0.5,0.5,16.5,0.8200368954,0.1350960002,0.08868299822,0.03837433398,0.1418716998,0.1309066397,0.0928959293,0.0859329164,0.04010535645,0.03718433634
optimistic,0.3,100,trade_through,13677,13677,1,0,1611,0.1177889888,12066,200,13477,0.9853769101,0.01462308986,138,62,62,0,1411,0.8758535071,0,0,1060183.5,401636,32926,36865,-3939,-0.2880017548,-0.2880017548,-2.445065177,0.8931506849,0.03105688779,0.0917870908,0.01462308986,2.63966253,15503.15859,5873.159319,9629.999269,-0.409034299,0.3383579055,114,1.838709677,122.7754625,0.9285242973,97,1.564516129,90.35607224,1.073530507,69,1.112903226,49.26518973,1.400583259,13676,-48.15351711,-41.5,-535.75,-257.75,-182.5,-98.5,-41.5,-6.5,74,0.2062737643,0.6139221995,0.4518133957,0.2463439602,13476,-49.16047047,-41.5,-515.25,-253.5,-179.5,-98.5,-41.5,-6.5,72.5,0.2047343425,0.6145740576,0.4513208667,0.2448797863,0.6138773123,0.6055421511,0.4517803612,0.4446881626,0.2463259487,0.2412809827
optimistic,0.3,100,unfilled,14312,0,0,14312,152,0.01062045836,14160,0,0,0,0,0,0,0,0,0,,152,1,-0,0,0,0,0,0,,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0
optimistic,0.5,0,at_quote,400545,400545,1,0,104714,0.2614288033,295831,5218,395327,0.9869727496,0.01302725037,3220,1997,1997,1,99496,0.9501690318,0,0,5245544,3445922.5,231180.5,80638.5,150542,0.375842914,0.375842914,1.437649216,2.866875004,0.04407178741,0.02340113569,0.01302725037,1.522246655,68335.01502,44890.89517,23444.11985,6.421311652,1.883318314,2373,1.188282424,740.2865296,3.205515574,1599,0.8007010516,484.7309591,3.298737104,737,0.3690535804,209.26975,3.521770347,400532,-4.493077956,0.5,-191.5,-87.5,-45.5,0.5,0.5,0.5,16.5,0.8108515674,0.1418763045,0.0928989444,0.04010665814,395315,-4.171558125,0.5,-189.5,-85.5,-43.5,0.5,0.5,0.5,15.5,0.8165007652,0.1377458482,0.09008006273,0.03877161251,0.1418716998,0.1359472718,0.0928959293,0.08890386848,0.04010535645,0.03826536344
optimistic,0.5,0,trade_through,13677,13677,1,0,1262,0.09227169701,12415,127,13550,0.9907143379,0.00928566206,83,44,44,0,1135,0.8993660856,0,0,1060183.5,401636,23761,32974,-9213,-0.6736126343,-0.6736126343,-7.300316957,0.7205980469,0.0224121579,0.08209921421,0.00928566206,2.63966253,9844.505703,3729.456167,6115.049536,-1.506610853,0.2729887017,69,1.568181818,77.96241866,0.8850418084,59,1.340909091,57.37610587,1.02830262,43,0.9772727273,31.28339548,1.3745311,13676,-48.15351711,-41.5,-535.75,-257.75,-182.5,-98.5,-41.5,-6.5,74,0.2062737643,0.6139221995,0.4518133957,0.2463439602,13549,-49.28485497,-41.5,-524.02,-254.5,-180.5,-98.5,-41.5,-6.5,72.5,0.2049597756,0.6145841021,0.4516938519,0.2454793712,0.6138773123,0.6088323463,0.4517803612,0.4474665497,0.2463259487,0.2431819844
optimistic,0.5,0,unfilled,14312,0,0,14312,43,0.003004471772,14269,0,0,0,0,0,0,0,0,0,,43,1,-0,0,0,0,0,0,,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0
optimistic,0.5,50,at_quote,400545,400545,1,0,104714,0.2614288033,295831,3560,396985,0.9911121098,0.00888789025,2091,1468,1468,1,101154,0.9660026358,0,0,5245544,3445922.5,146673.5,55207,91466.5,0.2283551162,0.2283551162,0.8734887408,2.656791711,0.02796154222,0.01602096391,0.00888789025,1.522246655,46621.81937,30626.98099,15994.83838,5.718501045,1.745309607,1518,1.034059946,505.0632513,3.005564147,1007,0.6859673025,330.7095083,3.044968393,445,0.303133515,142.775069,3.11679065,400532,-4.493077956,0.5,-191.5,-87.5,-45.5,0.5,0.5,0.5,16.5,0.8108515674,0.1418763045,0.0928989444,0.04010665814,396973,-4.302950075,0.5,-190.5,-86.5,-44.5,0.5,0.5,0.5,16.5,0.8144231472,0.1393243369,0.09119511906,0.03934524514,0.1418716998,0.1380818635,0.0928959293,0.09038185472,0.04010535645,0.03899437017
