queue_cell,threshold,latency_ms,file_index,segment_id,eligible_opportunities,baseline_fills,cancelled_opportunities,cancel_rate,fills_prevented,surviving_fills,favourable_fills_sacrificed,adverse_markout_avoided,favourable_markout_sacrificed,net_markout_preserved,net_per_eligible_opportunity,avoidance_efficiency_ticks,avoidance_efficiency_lift,net_markout_lift_over_random,cancel_too_late_rate,catastrophic_25_avoided,catastrophic_25_avoidance_lift,catastrophic_50_avoided,catastrophic_50_avoidance_lift,catastrophic_100_avoided,catastrophic_100_avoidance_lift
midpoint,0.2,25,2,2,145274,105854,65871,0.4534259399,38486,67368,13826,1849149.5,336314.5,1512835,10.41366659,5.49827468,0.8436166446,0.87718733,0.3924286436,19013,0.9378141999,12988,0.9316912468,5971,0.9146226932
midpoint,0.2,25,2,3,236,193,144,0.6101694915,114,79,49,2968.5,438.5,2530,10.72033898,6.769669327,0.6866964121,0.7211458227,0.1798561151,44,0.7679508048,16,0.4837092732,11,1.03460039
midpoint,0.2,25,2,4,34076,26997,17786,0.5219509332,11180,15817,4658,398902,30342,368560,10.81582345,13.14685914,0.9701120212,0.7838928951,0.3506040892,4846,0.8329361291,3049,0.8021133738,1125,0.7306625362
midpoint,0.2,25,2,5,32396,27728,18724,0.5779725892,12228,15500,4606,640723,138296,502427,15.50892085,4.632982877,0.9342287375,0.8666154654,0.321797005,5968,0.9215480382,4336,0.9094661125,2161,0.8693003358
midpoint,0.2,25,2,6,68414,59327,41391,0.605007747,28856,30471,10009,1594923,289513,1305410,19.08103605,5.50898578,0.8882194397,0.8792348405,0.2715154881,15359,0.920603067,11658,0.9157708268,5875,0.8928087392
midpoint,0.2,50,2,1,148138,84963,45317,0.3059107049,18788,66175,8073,477230.5,21227.5,456003,3.078231109,22.48171005,0.677252629,0.7949372871,0.5643059227,6993,0.8492322295,3380,0.7804053488,830,0.625257682
midpoint,0.2,50,2,2,145274,105854,65871,0.4534259399,36575,69279,13380,1748687.5,324854.5,1423833,9.801017388,5.382986845,0.825927689,0.8687169227,0.4225972468,17894,0.9287354648,12274,0.9264762591,5653,0.9111551363
midpoint,0.2,50,2,3,236,193,144,0.6101694915,110,83,49,2684.5,438.5,2246,9.516949153,6.122006842,0.6209993324,0.6634748869,0.2086330935,40,0.7235238988,14,0.4386363636,9,0.8772727273
midpoint,0.2,50,2,4,34076,26997,17786,0.5219509332,10690,16307,4470,382015,29461,352554,10.3461087,12.96680357,0.9568256484,0.7842206497,0.3790659851,4622,0.8308494371,2911,0.8009116979,1085,0.7369841607
midpoint,0.2,50,2,5,32396,27728,18724,0.5779725892,11515,16213,4389,594889.5,131160.5,463729,14.31439067,4.535584265,0.9145885651,0.8493940391,0.3613422074,5573,0.9138390141,4059,0.9040819259,2003,0.8556329832
midpoint,0.2,50,2,6,68414,59327,41391,0.605007747,27496,31831,9630,1515573.5,279997.5,1235576,18.06028006,5.412810829,0.8727130535,0.8733614693,0.3058493853,14562,0.9160034596,11056,0.9114385502,5597,0.8926320555
midpoint,0.2,100,2,1,148138,84963,45317,0.3059107049,16967,67996,7426,421464,20229,401235,2.708521784,20.83464333,0.6276353953,0.7745321863,0.6065349474,6203,0.8341424292,2975,0.7606169492,687,0.5730772558
midpoint,0.2,100,2,2,145274,105854,65871,0.4534259399,33484,72370,12530,1589078.5,302635,1286443.5,8.855290692,5.25080873,0.8056472075,0.8573476186,0.4713942915,16272,0.9225130829,11151,0.9194095139,5129,0.9030110044
midpoint,0.2,100,2,3,236,193,144,0.6101694915,102,91,48,2453,438,2015,8.538135593,5.600456621,0.5680947299,0.6419220605,0.2661870504,34,0.6632302405,14,0.4730392157,9,0.9460784314
midpoint,0.2,100,2,4,34076,26997,17786,0.5219509332,9888,17109,4210,349145,27870,321275,9.428189928,12.52762827,0.9244187267,0.7726072996,0.4256505576,4209,0.8179760013,2626,0.7810995735,1007,0.7394811942
midpoint,0.2,100,2,5,32396,27728,18724,0.5779725892,10421,17307,4006,542201,118338.5,423862.5,13.08379121,4.581780232,0.9239038596,0.8578759534,0.4220188575,5032,0.911750124,3676,0.9047295698,1814,0.8562456879
midpoint,0.2,100,2,6,68414,59327,41391,0.605007747,25282,34045,9010,1386919.5,262439.5,1124480,16.43640191,5.284720859,0.8520609761,0.8644390783,0.3617429502,13269,0.9077627833,10146,0.9096667352,5157,0.894483627
midpoint,0.3,0,2,1,148138,84963,32714,0.2208346272,9073,75890,3333,244760.5,10737.5,234023,1.579763464,22.79492433,0.6866880855,0.8447989229,0.718727718,3678,0.9249202867,1623,0.7759820897,432,0.6738982542
midpoint,0.3,0,2,2,145274,105854,52990,0.3647590071,23951,81903,8426,1193412,260680,932732,6.420501948,4.578072733,0.7024273217,0.8690340401,0.5394038462,11920,0.9447600844,8224,0.9479642553,3878,0.9545129634
midpoint,0.3,0,2,3,236,193,134,0.5677966102,94,99,33,2800.5,310.5,2490,10.55084746,9.019323671,0.9148950865,0.8607537349,0.2878787879,42,0.889010748,15,0.5499620061,10,1.140661939
midpoint,0.3,0,2,4,34076,26997,13548,0.3975818758,6295,20702,2512,213380,17138,196242,5.758950581,12.45069436,0.9187417425,0.7412872995,0.5294865087,2702,0.8248209899,1645,0.7685821687,591,0.681707179
midpoint,0.3,0,2,5,32396,27728,15283,0.4717557723,8258,19470,3071,438445,110640.5,327804.5,10.11867206,3.962789394,0.7990859951,0.8372379926,0.44876844,4057,0.927629868,2896,0.8994486142,1469,0.8750188882
midpoint,0.3,0,2,6,68414,59327,33666,0.4920922618,19793,39534,6768,1070737,215395,855342,12.50244102,4.971039253,0.8014857684,0.8398897018,0.398827603,10489,0.9165751258,7784,0.8914358286,3845,0.8518662465
midpoint,0.3,25,2,1,148138,84963,32714,0.2208346272,8360,76603,3191,218126,10439.5,207686.5,1.401979911,20.8942957,0.6294323994,0.8136688875,0.7408314474,3298,0.9000939964,1477,0.7664049595,375,0.6348724561
midpoint,0.3,25,2,2,145274,105854,52990,0.3647590071,22215,83639,7990,1102744,244569,858175,5.907285543,4.508927951,0.6918182321,0.8620512845,0.5727884615,10976,0.9379219775,7586,0.9427554065,3586,0.9516158011
midpoint,0.3,25,2,3,236,193,134,0.5677966102,90,103,32,2733,310,2423,10.26694915,8.816129032,0.8942835879,0.8748192422,0.3181818182,40,0.8843069874,15,0.5744047619,10,1.191358025
midpoint,0.3,25,2,4,34076,26997,13548,0.3975818758,5792,21205,2388,190524.5,15937,174587.5,5.123473999,11.95485349,0.8821534448,0.7167619222,0.5670827416,2409,0.799242079,1447,0.7347847168,530,0.6644364321
midpoint,0.3,25,2,5,32396,27728,15283,0.4717557723,7653,20075,2871,402216,102145,300071,9.262594147,3.937696412,0.7940260616,0.8269918077,0.489152927,3718,0.917322966,2664,0.8928020631,1349,0.8670631853
midpoint,0.3,25,2,6,68414,59327,33666,0.4920922618,18496,40831,6477,990643.5,203920,786723.5,11.49945187,4.858000687,0.783260444,0.8266818248,0.4382213583,9677,0.9049165491,7195,0.8817629856,3558,0.8435577467
midpoint,0.3,50,2,1,148138,84963,32714,0.2208346272,7649,77314,3020,195158,9869,185289,1.250786429,19.77485054,0.5957095564,0.7933972604,0.7628731748,2952,0.8805523559,1340,0.7599486118,328,0.6069189225
midpoint,0.3,50,2,2,145274,105854,52990,0.3647590071,20724,85130,7678,1021132,233840.5,787291.5,5.419355838,4.366788473,0.6700093491,0.8477455938,0.6014615385,10075,0.922869733,6991,0.9313184987,3338,0.9495337936
midpoint,0.3,50,2,3,236,193,134,0.5677966102,83,110,32,2366.5,310,2056.5,8.713983051,7.633870968,0.7743586209,0.8051152332,0.3712121212,35,0.8390262079,12,0.4982788296,8,1.033467202
midpoint,0.3,50,2,4,34076,26997,13548,0.3975818758,5374,21623,2272,174182.5,15142,159040.5,4.667229135,11.50326905,0.848830848,0.7037208245,0.5983257344,2191,0.7834563583,1320,0.7224310536,495,0.668826786
midpoint,0.3,50,2,5,32396,27728,15283,0.4717557723,7020,20708,2679,364988,93890,271098,8.36825534,3.887400149,0.7838839533,0.8145131433,0.5314064482,3386,0.910740052,2438,0.8907365375,1217,0.8527544151
midpoint,0.3,50,2,6,68414,59327,33666,0.4920922618,17269,42058,6155,920716,193444,727272,10.63045575,4.759599677,0.7673951482,0.8185095693,0.475489005,8964,0.8978013719,6670,0.8755027752,3324,0.8440739879
midpoint,0.3,100,2,1,148138,84963,32714,0.2208346272,6686,78277,2741,163904,9179.5,154724.5,1.044461921,17.85543875,0.5378880348,0.7579462972,0.79272716,2518,0.859276322,1127,0.7312091753,243,0.5144005174
midpoint,0.3,100,2,2,145274,105854,52990,0.3647590071,18159,87695,6998,886237.5,214157,672080.5,4.626295827,4.138260715,0.6349456552,0.8259103876,0.6507884615,8717,0.9112636547,6035,0.917524895,2887,0.9372437052
midpoint,0.3,100,2,3,236,193,134,0.5677966102,75,118,31,2135,309.5,1825.5,7.735169492,6.89822294,0.6997365327,0.7909116929,0.4318181818,29,0.769347079,12,0.5514285714,8,1.143703704
midpoint,0.3,100,2,4,34076,26997,13548,0.3975818758,4855,22142,2075,156016.5,14169.5,141847,4.162665806,11.01072727,0.8124859915,0.6947383188,0.6371178713,1964,0.7773602748,1167,0.706971259,449,0.6715266117
midpoint,0.3,100,2,5,32396,27728,15283,0.4717557723,6085,21643,2367,317381,81754,235627,7.273336214,3.882146439,0.7828245566,0.8167203303,0.5938188372,2909,0.9026673482,2115,0.8914612441,1040,0.8407042972
midpoint,0.3,100,2,6,68414,59327,33666,0.4920922618,15280,44047,5607,807828,177436.5,630391.5,9.214364019,4.5527724,0.7340481737,0.801827741,0.5359008626,7822,0.8854011133,5862,0.8696036271,2943,0.8446049044
midpoint,0.4,0,2,1,148138,84963,27244,0.1839095978,3538,81425,1116,105846,5013,100833,0.6806693759,21.11430281,0.6360600266,0.9334489682,0.8694320404,1521,0.9808777351,680,0.8337487056,227,0.908091319
midpoint,0.4,0,2,2,145274,105854,44559,0.306723846,13435,92419,4633,698578,184778,513800,3.53676501,3.780634058,0.580073933,0.8534144486,0.6956275487,6742,0.9526206885,4559,0.9368378577,2251,0.9877237606
midpoint,0.4,0,2,3,236,193,98,0.4152542373,48,145,15,1184,70.5,1113.5,4.718220339,16.79432624,1.703569704,0.7538004742,0.5051546392,24,0.9948453608,4,0.287202381,2,0.4467592593
midpoint,0.4,0,2,4,34076,26997,10838,0.3180537622,3059,23938,1124,103482.5,9249,94233.5,2.765392065,11.18850687,0.8256044196,0.7325144182,0.7161020882,1322,0.830466412,805,0.7739921216,273,0.6480213151
midpoint,0.4,0,2,5,32396,27728,12639,0.3901407581,4842,22886,1750,263891.5,74156.5,189735,5.856741573,3.558575445,0.7175773219,0.8264785026,0.6127019677,2403,0.9370733356,1734,0.9184954009,891,0.9051559894
midpoint,0.4,0,2,6,68414,59327,27252,0.3983395212,11754,47573,4059,618743,143551.5,475191.5,6.945822492,4.310251025,0.6949462031,0.7857367395,0.5638104427,6102,0.8979085836,4444,0.8570126779,2139,0.7980163497
midpoint,0.4,25,2,1,148138,84963,27244,0.1839095978,3174,81789,1055,92227.5,4770.5,87457,0.5903751907,19.33287915,0.582395343,0.9024712457,0.8828652618,1333,0.9582232807,606,0.8282277743,184,0.8204883066
midpoint,0.4,25,2,2,145274,105854,44559,0.306723846,12177,93677,4332,629155,171101,458054,3.153034955,3.677097153,0.5641879576,0.8394212054,0.7241277753,6026,0.9394155678,4075,0.9238890459,2032,0.9837416851
midpoint,0.4,25,2,3,236,193,98,0.4152542373,46,147,15,1127,70.5,1056.5,4.476694915,15.9858156,1.621556636,0.7463097099,0.5257731959,22,0.9515912147,4,0.299689441,2,0.4661835749
midpoint,0.4,25,2,4,34076,26997,10838,0.3180537622,2740,24257,1064,89381,8792,80589,2.364978284,10.16617379,0.7501660513,0.6993837486,0.7457076566,1126,0.7896923334,668,0.7170443801,244,0.6466144187
midpoint,0.4,25,2,5,32396,27728,12639,0.3901407581,4358,23370,1612,232776,67110.5,165665.5,5.113764045,3.468548141,0.6994235542,0.8017772788,0.6514157735,2116,0.9167966801,1535,0.9033869902,782,0.8826530733
midpoint,0.4,25,2,6,68414,59327,27252,0.3983395212,10762,48565,3835,558345.5,133665,424680.5,6.207508697,4.177200464,0.6734943244,0.7669435784,0.600623446,5482,0.8810319333,3993,0.8410178339,1926,0.7847837217
midpoint,0.4,50,2,1,148138,84963,27244,0.1839095978,2866,82097,1011,78985.5,4650.5,74335,0.501795623,16.98430276,0.5116454075,0.8494990151,0.8942318338,1135,0.9035728366,511,0.7734438715,152,0.75063515
midpoint,0.4,50,2,2,145274,105854,44559,0.306723846,11148,94706,4105,570674,161528,409146,2.816374575,3.532972612,0.5420745004,0.8190019048,0.7474399638,5405,0.9203810535,3677,0.910603218,1839,0.9724839585
midpoint,0.4,50,2,3,236,193,98,0.4152542373,42,151,15,843,70.5,772.5,3.273305085,11.95744681,1.212930119,0.5976633435,0.5670103093,18,0.852724595,2,0.1641156463,0,0
midpoint,0.4,50,2,4,34076,26997,10838,0.3180537622,2502,24495,1012,79383,8720,70663,2.073688226,9.103555046,0.6717549867,0.6715758936,0.7677958237,998,0.7665020663,599,0.7041410341,226,0.6558843297
midpoint,0.4,50,2,5,32396,27728,12639,0.3901407581,3881,23847,1480,201993.5,61002.5,140991,4.352111372,3.311233146,0.6677014018,0.7662255742,0.6895696689,1856,0.9029816475,1354,0.8948035525,662,0.839044234
midpoint,0.4,50,2,6,68414,59327,27252,0.3983395212,9875,49452,3615,505482.5,124485,380997.5,5.568999035,4.060589629,0.6546930397,0.7498581306,0.6335399117,4951,0.8671643761,3595,0.8252027623,1749,0.7766751254
midpoint,0.4,100,2,1,148138,84963,27244,0.1839095978,2412,82551,906,64068,4059,60009,0.4050884986,15.7841833,0.4754922829,0.8148633897,0.9109864561,927,0.8768916241,414,0.7445727301,119,0.6982824923
midpoint,0.4,100,2,2,145274,105854,44559,0.306723846,9415,96439,3641,477005.5,146696.5,330309,2.273696601,3.251648812,0.4989101527,0.7828952263,0.7867014046,4478,0.9028855376,3037,0.8905472737,1536,0.961764114
midpoint,0.4,100,2,3,236,193,98,0.4152542373,36,157,15,655,70.5,584.5,2.476694915,9.290780142,0.9424308752,0.5275813527,0.6288659794,13,0.7184994273,2,0.191468254,0,0
midpoint,0.4,100,2,4,34076,26997,10838,0.3180537622,2227,24770,921,69195,8371.5,60823.5,1.784936612,8.265543809,0.6099178006,0.6494437219,0.7933178654,868,0.748978933,515,0.6801538312,194,0.6325394753
midpoint,0.4,100,2,5,32396,27728,12639,0.3901407581,3189,24539,1245,165526.5,51228,114298.5,3.528167058,3.231172406,0.6515573653,0.7559531949,0.7449208127,1506,0.8916923631,1114,0.8959491249,525,0.80979538
midpoint,0.4,100,2,6,68414,59327,27252,0.3983395212,8369,50958,3180,422090.5,109881.5,312209,4.56352501,3.841324518,0.6193407004,0.725046622,0.6894273945,4102,0.8477497971,3015,0.8166061217,1472,0.7712957409
midpoint,0.5,0,2,1,148138,84963,24703,0.1667566728,1544,83419,455,48347.5,2456.5,45891,0.3097854703,19.68145736,0.5928961236,0.9734775611,0.9374037136,633,0.9354054698,324,0.9102942569,120,1.100006991
midpoint,0.5,0,2,2,145274,105854,38744,0.2666960365,6953,98901,2301,389059,122559,266500,1.834464529,3.174462912,0.4870672903,0.8553198402,0.8197630713,3597,0.9820580051,2488,0.9878947047,1302,1.103917027
midpoint,0.5,0,2,3,236,193,89,0.3771186441,16,177,1,549,0.5,548.5,2.324152542,1098,111.3780635,1.113945829,0.8181818182,11,1.367912371,2,0.4308035714,2,1.340277778
midpoint,0.5,0,2,4,34076,26997,9269,0.2720096255,1330,25667,440,45388,4579,40809,1.197587745,9.912207906,0.7314258063,0.7296164958,0.8562006703,577,0.833670178,357,0.789471964,127,0.6933590701
midpoint,0.5,0,2,5,32396,27728,10595,0.327046549,2614,25114,967,142200,48040.5,94159.5,2.906516237,2.960002498,0.596876671,0.7597443089,0.7520864947,1263,0.9123098457,926,0.9085693487,477,0.8976009558
midpoint,0.5,0,2,6,68414,59327,22619,0.3306194639,6219,53108,2098,331360,82456.5,248903.5,3.638195399,4.018603749,0.647923613,0.7778655356,0.7235508535,3237,0.9002595745,2342,0.8536212475,1146,0.80807329
midpoint,0.5,25,2,1,148138,84963,24703,0.1667566728,1405,83558,434,42135.5,2289,39846.5,0.2689823003,18.40782001,0.5545283019,0.9288799229,0.9430390011,569,0.9240158763,284,0.8768516113,92,0.9267722011
midpoint,0.5,25,2,2,145274,105854,38744,0.2666960365,6154,99700,2141,339881,111200.5,228680.5,1.574132329,3.05647007,0.4689632975,0.8292303775,0.8404748944,3093,0.9540944285,2147,0.9631791291,1147,1.098761929
midpoint,0.5,25,2,3,236,193,89,0.3771186441,14,179,1,492,0.5,491.5,2.082627119,984,99.81422088,1.140782654,0.8409090909,9,1.279086892,2,0.4923469388,2,1.531746032
midpoint,0.5,25,2,4,34076,26997,9269,0.2720096255,1153,25844,410,36977.5,3836,33141.5,0.9725760066,9.63959854,0.7113098516,0.6834916072,0.8753378744,469,0.7816523348,286,0.7295530249,101,0.6360601504
midpoint,0.5,25,2,5,32396,27728,10595,0.327046549,2289,25439,875,120691.5,41934.5,78757,2.431071737,2.878095601,0.5803603621,0.7256918859,0.7829097117,1076,0.887587287,789,0.8840643716,401,0.8617257893
midpoint,0.5,25,2,6,68414,59327,22619,0.3306194639,5509,53818,1938,288148,74268,213880,3.126260707,3.879840577,0.6255506842,0.7545560163,0.7551120199,2801,0.8793989501,2026,0.8336150588,995,0.7920215519
midpoint,0.5,50,2,1,148138,84963,24703,0.1667566728,1209,83754,421,31233,2204.5,29028.5,0.195955798,14.16783851,0.4268005352,0.7864009221,0.9509851618,424,0.800171441,194,0.6960805802,58,0.6789897028
midpoint,0.5,50,2,2,145274,105854,38744,0.2666960365,5548,100306,2002,306619,104758.5,201860.5,1.389515674,2.926912852,0.4490849481,0.8119297494,0.8561837364,2732,0.9347880982,1908,0.9494550939,1029,1.093393781
midpoint,0.5,50,2,3,236,193,89,0.3771186441,10,183,1,208,0.5,207.5,0.8792372881,416,42.197882,0.6742570923,0.8863636364,5,0.9948453608,0,0,0,0
midpoint,0.5,50,2,4,34076,26997,9269,0.2720096255,1021,25976,389,31463,3798.5,27664.5,0.8118470478,8.28300645,0.6112063759,0.6442989384,0.8896096875,399,0.7509607656,250,0.7201689672,93,0.6613986857
midpoint,0.5,50,2,5,32396,27728,10595,0.327046549,1979,25749,794,100420.5,37315,63105.5,1.947941104,2.691156371,0.542664561,0.6725588829,0.8123103187,904,0.8625161403,664,0.8605477297,316,0.7854378012
midpoint,0.5,50,2,6,68414,59327,22619,0.3306194639,4930,54397,1802,251356,66792,184564,2.697751922,3.763265062,0.606755094,0.7276024585,0.7808499289,2457,0.8619932074,1760,0.8092163169,872,0.7756329615
midpoint,0.5,100,2,1,148138,84963,24703,0.1667566728,978,83985,373,23014.5,1961.5,21053,0.142117485,11.73311241,0.3534553738,0.705051524,0.9603502797,329,0.7675391455,142,0.6298448435,32,0.4630976945
midpoint,0.5,100,2,2,145274,105854,38744,0.2666960365,4546,101308,1732,251580.5,93751.5,157829,1.086422897,2.683482398,0.4117346891,0.7747488417,0.8821577624,2184,0.9119943217,1527,0.9273466695,829,1.075035427
midpoint,0.5,100,2,3,236,193,89,0.3771186441,6,187,1,113.5,0.5,113,0.4788135593,227,23.02624811,0.6119763167,0.9318181818,3,0.9948453608,0,0,0,0
midpoint,0.5,100,2,4,34076,26997,9269,0.2720096255,900,26097,371,26148.5,3724.5,22424,0.6580584576,7.020673916,0.5180583507,0.5924625559,0.9026921829,332,0.7088684841,209,0.6830050478,76,0.6131647839
midpoint,0.5,100,2,5,32396,27728,10595,0.327046549,1577,26151,666,79834.5,30999,48835.5,1.507454624,2.575389529,0.5193204835,0.6531498635,0.8504362671,712,0.8524970696,533,0.8668584635,240,0.7486004071
midpoint,0.5,100,2,6,68414,59327,22619,0.3306194639,3969,55358,1556,198205.5,57553,140652.5,2.055902301,3.443877817,0.5552599603,0.6887481417,0.8235686344,1900,0.8279766864,1374,0.7847015609,695,0.7678747673
midpoint,0.6,0,2,1,148138,84963,23231,0.1568199922,603,84360,166,20654.5,727,19927.5,0.1345198396,28.41059147,0.8558578385,1.082383656,0.974019819,287,1.085945614,159,1.143836368,59,1.384829144
midpoint,0.6,0,2,2,145274,105854,34580,0.2380329584,3065,102789,937,186568.5,70368.5,116200,0.799867836,2.651307048,0.4067979295,0.8460172366,0.9112006026,1659,1.027507117,1155,1.040360887,610,1.17326748
midpoint,0.6,0,2,3,236,193,73,0.3093220339,6,187,1,252.5,0.5,252,1.06779661,505,51.22579425,1.364761344,0.9178082192,2,0.6632302405,2,1.148809524,2,3.574074074
midpoint,0.6,0,2,4,34076,26997,8232,0.24157765,466,26531,135,17159.5,1067.5,16092,0.4722385256,16.07447307,1.18614183,0.8211347653,0.9433503525,229,0.944321026,133,0.8394326572,43,0.6700213784
midpoint,0.6,0,2,5,32396,27728,8926,0.2755278429,1080,26648,385,60826.5,21040.5,39786,1.228114582,2.890924645,0.5829473048,0.7769899795,0.8787061995,542,0.9475892508,407,0.9665477891,225,1.024776773
midpoint,0.6,0,2,6,68414,59327,19010,0.2778671032,2653,56674,833,144116,37652,106464,1.556172713,3.82757888,0.6171244771,0.7799371593,0.8601844532,1402,0.9140214126,1012,0.8646535824,495,0.8181908907
midpoint,0.6,25,2,1,148138,84963,23231,0.1568199922,551,84412,160,18906.5,622,18284.5,0.1234288299,30.39630225,0.9156765908,1.08686902,0.9762602327,267,1.105613043,150,1.180928894,54,1.387086856
midpoint,0.6,25,2,2,145274,105854,34580,0.2380329584,2639,103215,865,160193,61709,98484,0.6779189669,2.595942245,0.398303143,0.8327791655,0.9235427048,1377,0.9905205307,959,1.003255912,530,1.183952166
midpoint,0.6,25,2,3,236,193,73,0.3093220339,6,187,1,252.5,0.5,252,1.06779661,505,51.22579425,1.364761344,0.9178082192,2,0.6632302405,2,1.148809524,2,3.574074074
midpoint,0.6,25,2,4,34076,26997,8232,0.24157765,406,26591,129,14874.5,866.5,14008,0.4110811128,17.1661858,1.266699752,0.8204279211,0.9506442986,196,0.92768414,109,0.7896244748,40,0.7153854103
midpoint,0.6,25,2,5,32396,27728,8926,0.2755278429,901,26827,334,47772.5,17221.5,30551,0.9430485245,2.774003426,0.5593704503,0.7151704051,0.8988095238,433,0.9074186477,326,0.9279946813,174,0.9499373589
midpoint,0.6,25,2,6,68414,59327,19010,0.2778671032,2276,57051,755,119158.5,32316.5,86842,1.269360072,3.687234075,0.59449654,0.7415691292,0.8800527009,1149,0.8731590854,825,0.8216381073,412,0.7938010141
midpoint,0.6,50,2,1,148138,84963,23231,0.1568199922,464,84499,157,13060.5,620.5,12440,0.08397575234,21.04834811,0.6340731671,0.878108376,0.980008617,192,0.9441190034,97,0.90685498,25,0.7625766858
midpoint,0.6,50,2,2,145274,105854,34580,0.2380329584,2331,103523,802,142802.5,57671,85131.5,0.586006443,2.476157861,0.3799242686,0.8149886758,0.9324661027,1195,0.973183111,844,0.9996148149,473,1.196235108
midpoint,0.6,50,2,3,236,193,73,0.3093220339,4,189,1,43.5,0.5,43,0.1822033898,87,8.825037821,0.3493139153,0.9452054795,0,0,0,0,0,0
midpoint,0.6,50,2,4,34076,26997,8232,0.24157765,356,26641,125,11734.5,837.5,10897,0.3197851861,14.01134328,1.033902654,0.7278590486,0.9567225869,161,0.8690524177,86,0.7105073746,32,0.6526887115
midpoint,0.6,50,2,5,32396,27728,8926,0.2755278429,772,26956,290,41639,14463.5,27175.5,0.8388535622,2.878902064,0.5805229831,0.7424532936,0.9132973944,379,0.926971761,286,0.9501702114,148,0.9430070197
midpoint,0.6,50,2,6,68414,59327,19010,0.2778671032,1961,57366,688,100910.5,27974,72936.5,1.066104891,3.607296061,0.5816080517,0.7228720092,0.8966534914,959,0.8458368851,684,0.7906374665,352,0.7871395984
midpoint,0.6,100,2,1,148138,84963,23231,0.1568199922,383,84580,147,8953,525.5,8427.5,0.05688952193,17.03710752,0.5132361298,0.7206853721,0.983498492,136,0.8101839315,70,0.7928359869,10,0.369541078
midpoint,0.6,100,2,2,145274,105854,34580,0.2380329584,1805,104049,685,110098,51239,58859,0.405158528,2.148714846,0.3296837125,0.7276779835,0.947705412,871,0.9160303868,616,0.9421846334,353,1.152909389
midpoint,0.6,100,2,3,236,193,73,0.3093220339,3,190,1,28,0.5,27.5,0.1165254237,56,5.680484115,0.2978645789,0.9589041096,0,0,0,0,0,0
midpoint,0.6,100,2,4,34076,26997,8232,0.24157765,297,26700,117,9352,795.5,8556.5,0.2511004813,11.75612822,0.8674894277,0.685062252,0.9638949672,132,0.8540584146,71,0.7031079946,27,0.6601056286
midpoint,0.6,100,2,5,32396,27728,8926,0.2755278429,616,27112,240,32116,11805.5,20310.5,0.6269446845,2.72042692,0.5485668896,0.695422596,0.9308176101,295,0.9042445467,223,0.9284891411,106,0.8464389965
midpoint,0.6,100,2,6,68414,59327,19010,0.2778671032,1488,57839,581,74107.5,22602.5,51505,0.7528429854,3.278730229,0.5286330449,0.67272961,0.9215810277,683,0.7938955705,506,0.7708084524,257,0.75738532
midpoint,0.7,0,2,1,148138,84963,22136,0.1494282358,259,84704,65,9240,237.5,9002.5,0.06077103782,38.90526316,1.172005675,1.13843722,0.988296959,128,1.127596442,69,1.155668871,21,1.147574861
midpoint,0.7,0,2,2,145274,105854,31743,0.2185043435,1153,104701,352,76380.5,39206.5,37174,0.2558888721,1.948159106,0.2989118485,0.7194714243,0.9636506936,623,1.025717278,444,1.063129511,271,1.385599317
midpoint,0.7,0,2,3,236,193,56,0.2372881356,2,191,0,209,0,209,0.8855932203,,,3.3956562,0.9642857143,2,1.989690722,2,3.446428571,2,10.72222222
midpoint,0.7,0,2,4,34076,26997,7769,0.2279903745,144,26853,38,6310,203,6107,0.1792170443,31.08374384,2.293681954,1.008453228,0.9814576358,88,1.17433032,53,1.082513981,14,0.7059462973
midpoint,0.7,0,2,5,32396,27728,7794,0.2405852574,312,27416,101,17814,6536,11278,0.3481293987,2.725520196,0.5495939353,0.7624061508,0.9599383667,164,0.9925076172,122,1.002900654,69,1.087839959
midpoint,0.7,0,2,6,68414,59327,16661,0.2435320256,843,58484,263,46791,13553.5,33237.5,0.4858289239,3.452318589,0.5566208747,0.7662930009,0.9493693694,460,0.9437910691,336,0.9034634453,166,0.8635096682
midpoint,0.7,25,2,1,148138,84963,22136,0.1494282358,232,84731,63,8560.5,160.5,8400,0.05670388422,53.3364486,1.606739432,1.185869833,0.9895169672,116,1.140810462,66,1.234070694,20,1.220122697
midpoint,0.7,25,2,2,145274,105854,31743,0.2185043435,986,104868,327,65592.5,33189.5,32403,0.2230474827,1.976302746,0.303230011,0.7333509654,0.9689155107,517,0.9953654451,362,1.013594316,234,1.3990609
midpoint,0.7,25,2,3,236,193,56,0.2372881356,2,191,0,209,0,209,0.8855932203,,,3.3956562,0.9642857143,2,1.989690722,2,3.446428571,2,10.72222222
midpoint,0.7,25,2,4,34076,26997,7769,0.2279903745,118,26879,37,5132.5,133.5,4999,0.1467014908,38.44569288,2.836923134,1.00737568,0.9848055627,69,1.123665838,41,1.021931971,13,0.7999585161
midpoint,0.7,25,2,5,32396,27728,7794,0.2405852574,251,27477,91,13057,5756.5,7300.5,0.2253518953,2.268218536,0.4573802656,0.6134621593,0.9677709296,126,0.9478539367,93,0.9503025729,52,1.019060886
midpoint,0.7,25,2,6,68414,59327,16661,0.2435320256,703,58624,228,38036.5,11079,26957.5,0.3940348467,3.433206968,0.5535394883,0.7452781212,0.9577777778,367,0.9029347045,267,0.860904185,135,0.8421028449
