queue_cell,threshold,latency_ms,file_index,segment_id,eligible_opportunities,baseline_fills,cancelled_opportunities,cancel_rate,fills_prevented,surviving_fills,favourable_fills_sacrificed,adverse_markout_avoided,favourable_markout_sacrificed,net_markout_preserved,net_per_eligible_opportunity,avoidance_efficiency_ticks,avoidance_efficiency_lift,net_markout_lift_over_random,cancel_too_late_rate,catastrophic_25_avoided,catastrophic_25_avoidance_lift,catastrophic_50_avoided,catastrophic_50_avoidance_lift,catastrophic_100_avoided,catastrophic_100_avoidance_lift
conservative,0.5,100,2,1,148138,70389,24703,0.1667566728,1439,68950,148,54641,2934,51707,0.3490461597,18.62338105,0.2318087428,0.8046486119,0.9411548213,746,0.8202381159,374,0.7886490438,106,0.7371357981
conservative,0.5,100,2,2,145274,97566,38744,0.2666960365,6772,90794,1149,469128.5,99960,369168.5,2.541187687,4.693162265,0.5386793709,0.9257739725,0.8222152214,4296,0.95185795,3001,0.9721462146,1602,1.112256704
conservative,0.5,100,2,3,236,189,89,0.3771186441,19,170,4,255.5,2,253.5,1.074152542,127.75,4.368395471,0.2985977377,0.7816091954,3,0.2466289691,0,0,0,0
conservative,0.5,100,2,4,34076,25052,9269,0.2720096255,1322,23730,161,60778.5,3808.5,56970,1.671851156,15.95864514,0.694925606,0.7484021441,0.8545814542,748,0.8212431391,488,0.8114809507,167,0.6911252746
conservative,0.5,100,2,5,32396,26415,10595,0.327046549,2618,23797,673,160693,39691,121002,3.735090752,4.048600438,0.57567427,0.7330812178,0.7482692308,1478,0.8656065694,1090,0.8584686491,533,0.807969317
conservative,0.5,100,2,6,68414,57344,22619,0.3306194639,5838,51506,1217,389704,65138.5,324565.5,4.744138627,5.982698404,0.6847109054,0.8469748552,0.7366949305,3633,0.902739564,2665,0.8663028871,1385,0.8520210825
conservative,0.6,0,2,1,148138,70389,23231,0.1568199922,784,69605,74,34055,1387,32668,0.2205241059,24.55299207,0.3056157315,0.9330914362,0.9660899654,487,0.9828218696,235,0.9095462182,86,1.097702921
conservative,0.6,0,2,2,145274,97566,34580,0.2380329584,4198,93368,665,300517,69382.5,231134.5,1.591024547,4.331308327,0.4971459142,0.9350172425,0.8775414953,2748,0.9821981514,1946,1.016911,1043,1.168157345
conservative,0.6,0,2,3,236,189,73,0.3093220339,18,171,4,379,2,377,1.597457627,189.5,6.479929094,0.4687388988,0.7534246575,2,0.173553719,2,0.28,2,0.875
conservative,0.6,0,2,4,34076,25052,8232,0.24157765,635,24417,49,29717,1358.5,28358.5,0.8322132879,21.87486198,0.9525496425,0.7755856926,0.922381127,384,0.8777262981,227,0.7858544095,72,0.620341064
conservative,0.6,0,2,5,32396,26415,8926,0.2755278429,1670,24745,412,113127,26898.5,86228.5,2.661702062,4.205699203,0.5980122897,0.8189616144,0.8109148551,985,0.9043478518,751,0.9272376331,403,0.9576920378
conservative,0.6,0,2,6,68414,57344,19010,0.2778671032,3697,53647,694,250393.5,39476.5,210917,3.082950858,6.342849543,0.7259296659,0.8691493078,0.8036956406,2317,0.9091546253,1718,0.8818817353,884,0.8587514291
conservative,0.6,25,2,1,148138,70389,23231,0.1568199922,719,69670,71,31556,1283.5,30272.5,0.2043533732,24.58589794,0.3060253171,0.9428380843,0.9689013841,459,1.010056594,223,0.9411285439,79,1.099513668
conservative,0.6,25,2,2,145274,97566,34580,0.2380329584,3743,93823,618,270816.5,61944.5,208872,1.437779644,4.37192164,0.5018074947,0.9476711888,0.8908141536,2419,0.9697077343,1733,1.01569024,956,1.200874257
conservative,0.6,25,2,3,236,189,73,0.3093220339,18,171,4,379,2,377,1.597457627,189.5,6.479929094,0.4687388988,0.7534246575,2,0.173553719,2,0.28,2,0.875
conservative,0.6,25,2,4,34076,25052,8232,0.24157765,559,24493,48,26391.5,1289,25102.5,0.7366621669,20.47439876,0.8915659095,0.7798757685,0.9316709449,328,0.8516548961,200,0.7865170656,68,0.665531881
conservative,0.6,25,2,5,32396,26415,8926,0.2755278429,1487,24928,379,98755,24688,74067,2.286300778,4.000121517,0.5687810069,0.7900288883,0.8316349638,865,0.8919097077,655,0.9082343335,350,0.9341021627
conservative,0.6,25,2,6,68414,57344,19010,0.2778671032,3293,54051,633,219621,35164.5,184456.5,2.696180606,6.245531715,0.7147917857,0.8533643322,0.8251473477,2034,0.8960255366,1506,0.8679003834,776,0.8463200873
conservative,0.6,50,2,1,148138,70389,23231,0.1568199922,616,69773,70,24941,1283,23658,0.1597024396,19.4395947,0.2419683083,0.8600328394,0.9733564014,364,0.9349375112,172,0.8472678117,48,0.7797635972
conservative,0.6,50,2,2,145274,97566,34580,0.2380329584,3408,94158,577,248961.5,59282.5,189679,1.30566378,4.19957829,0.482025991,0.9451852692,0.9005863306,2196,0.9668465858,1577,1.01511361,881,1.215446345
conservative,0.6,50,2,3,236,189,73,0.3093220339,16,173,4,170,2,168,0.7118644068,85,2.906564501,0.234991119,0.7808219178,0,0,0,0,0,0
conservative,0.6,50,2,4,34076,25052,8232,0.24157765,499,24553,47,22967,1264.5,21702.5,0.6368851978,18.16291024,0.7909112145,0.75531738,0.9390050116,284,0.8260748612,177,0.7797631064,59,0.6468792575
conservative,0.6,50,2,5,32396,26415,8926,0.2755278429,1365,25050,351,91095,22114,68981,2.129306087,4.119336167,0.5857322492,0.8015415143,0.8454483696,797,0.8952440061,601,0.9078401888,320,0.9303677092
conservative,0.6,50,2,6,68414,57344,19010,0.2778671032,2976,54368,584,197143,32618,164525,2.404844038,6.043994114,0.6917261079,0.8422310075,0.8419795041,1829,0.8915422886,1343,0.8564060464,696,0.8399258955
conservative,0.6,100,2,1,148138,70389,23231,0.1568199922,529,69860,69,20004,1193.5,18810.5,0.1269795731,16.7607876,0.2086246902,0.7962737279,0.9771193772,295,0.8823243344,138,0.7915828696,33,0.6242530878
conservative,0.6,100,2,2,145274,97566,34580,0.2380329584,2870,94696,517,211231.5,55148,156083.5,1.074407671,3.83026583,0.439636448,0.9235754444,0.9162801552,1805,0.9436699545,1316,1.005904002,732,1.199191811
conservative,0.6,100,2,3,236,189,73,0.3093220339,16,173,4,170,2,168,0.7118644068,85,2.906564501,0.234991119,0.7808219178,0,0,0,0,0,0
conservative,0.6,100,2,4,34076,25052,8232,0.24157765,439,24613,47,19653,1264.5,18388.5,0.5396319991,15.54211151,0.676787482,0.7274481481,0.9463390784,251,0.8298714291,153,0.7661554108,53,0.6605156451
conservative,0.6,100,2,5,32396,26415,8926,0.2755278429,1153,25262,303,72907.5,19036,53871.5,1.662905914,3.829980038,0.5445884314,0.741069513,0.8694519928,668,0.8883066373,494,0.8834159283,256,0.8811461739
conservative,0.6,100,2,6,68414,57344,19010,0.2778671032,2433,54911,515,160341.5,28608.5,131733,1.925526939,5.604680427,0.641447312,0.8248685151,0.8708118728,1448,0.863351449,1085,0.8462998586,559,0.8251527613
conservative,0.7,0,2,1,148138,70389,22136,0.1494282358,339,70050,42,14734.5,670,14064.5,0.09494187852,21.99179104,0.2737359784,0.9290569115,0.9846592452,218,1.017463196,106,0.9488097523,35,1.033167598
conservative,0.7,0,2,2,145274,97566,31743,0.2185043435,1571,95995,242,120908.5,37532.5,83376,0.5739223812,3.221434757,0.36975505,0.9012850141,0.9502973931,1018,0.9722913257,720,1.00539994,451,1.349770172
conservative,0.7,0,2,3,236,189,56,0.2372881356,2,187,0,209,0,209,0.8855932203,,,2.338721137,0.9642857143,2,1.561983471,2,2.52,2,7.875
conservative,0.7,0,2,4,34076,25052,7769,0.2279903745,178,24874,12,10152,291,9861,0.2893825566,34.88659794,1.519150906,0.9621022167,0.9770263294,136,1.108971839,76,0.9386064892,22,0.6761988659
conservative,0.7,0,2,5,32396,26415,7794,0.2405852574,527,25888,124,34880,9242.5,25637.5,0.7913785653,3.773870706,0.5366101932,0.7716035984,0.9320963793,313,0.9106457693,248,0.9703058493,131,0.9865020275
conservative,0.7,0,2,6,68414,57344,16661,0.2435320256,1173,56171,229,79523.5,16212.5,63311,0.9254100038,4.905073246,0.561378314,0.8222680485,0.9293586269,744,0.92010225,558,0.9027610768,301,0.9215802136
conservative,0.7,25,2,1,148138,70389,22136,0.1494282358,307,70082,40,13861.5,593,13268.5,0.08956851044,23.37521079,0.2909556654,0.9678346637,0.98610734,200,1.030750451,102,1.008172319,34,1.108263354
conservative,0.7,25,2,2,145274,97566,31743,0.2185043435,1374,96192,219,108813.5,31790.5,77023,0.5301912249,3.42283072,0.3928712017,0.9519869096,0.9565299924,890,0.9719145689,633,1.010647069,409,1.399574577
conservative,0.7,25,2,3,236,189,56,0.2372881356,2,187,0,209,0,209,0.8855932203,,,2.338721137,0.9642857143,2,1.561983471,2,2.52,2,7.875
conservative,0.7,25,2,4,34076,25052,7769,0.2279903745,136,24916,11,8222.5,221.5,8001,0.2347986853,37.12189616,1.616487864,1.02170524,0.9824470831,98,1.045896667,64,1.03450127,21,0.8447965777
conservative,0.7,25,2,5,32396,26415,7794,0.2405852574,448,25967,117,28598.5,8722,19876.5,0.6135479689,3.278892456,0.4662287745,0.7037057266,0.94227548,262,0.8966831922,205,0.9435033161,111,0.9832914583
conservative,0.7,25,2,6,68414,57344,16661,0.2435320256,1011,56333,199,68423.5,13680.5,54743,0.8001724793,5.001535032,0.5724182214,0.8249159328,0.9391147245,633,0.9082673941,476,0.8934956371,257,0.9129492288
conservative,0.7,50,2,1,148138,70389,22136,0.1494282358,266,70123,40,11253,593,10660,0.07195992926,18.97639123,0.2362027272,0.8974149236,0.9879627116,161,0.9576485439,78,0.8897867594,28,1.053364859
conservative,0.7,50,2,2,145274,97566,31743,0.2185043435,1231,96335,199,100757,30672.5,70084.5,0.4824297534,3.284929497,0.3770429521,0.9668546842,0.9610541635,810,0.987306018,579,1.031817892,378,1.443754054
conservative,0.7,50,2,3,236,189,56,0.2372881356,0,189,0,0,0,0,0,,,,1,0,,0,,0,
conservative,0.7,50,2,4,34076,25052,7769,0.2279903745,105,24947,11,5696,221.5,5474.5,0.1606555934,25.71557562,1.119795059,0.9054728229,0.9864481156,70,0.9676322905,44,0.9211987498,14,0.7294751401
conservative,0.7,50,2,5,32396,26415,7794,0.2405852574,395,26020,104,24497.5,7359.5,17138,0.5290159279,3.328690808,0.4733096486,0.6881644428,0.9491044968,230,0.8927841929,179,0.9343799682,94,0.9444262719
conservative,0.7,50,2,6,68414,57344,16661,0.2435320256,902,56442,176,60445.5,12118,48327.5,0.7063978133,4.98807559,0.5708778084,0.8162440823,0.9456790123,566,0.9102717462,418,0.8794403409,224,0.8918794126
conservative,0.7,100,2,1,148138,70389,22136,0.1494282358,187,70202,40,7142.5,593,6549.5,0.04421215353,12.04468803,0.1499225077,0.7843036917,0.9915376957,93,0.7868704846,51,0.8275639091,18,0.9632373848
conservative,0.7,100,2,2,145274,97566,31743,0.2185043435,957,96609,160,82745.5,26681.5,56064,0.385919022,3.10123119,0.3559581306,0.9948770706,0.969722855,624,0.9783572557,460,1.054455939,299,1.468989597
conservative,0.7,100,2,3,236,189,56,0.2372881356,0,189,0,0,0,0,0,,,,1,0,,0,,0,
conservative,0.7,100,2,4,34076,25052,7769,0.2279903745,88,24964,11,4766.5,221.5,4545,0.1333783308,21.51918736,0.9370616484,0.8969566915,0.9886422303,59,0.9731302012,35,0.8743299084,13,0.8082252973
conservative,0.7,100,2,5,32396,26415,7794,0.2405852574,312,26103,82,19363,5886.5,13476.5,0.4159927152,3.289390979,0.4677215693,0.6850964353,0.959798995,178,0.8747443786,137,0.9053855461,72,0.9158307138
conservative,0.7,100,2,6,68414,57344,16661,0.2435320256,689,56655,156,43112.5,10535.5,32577,0.4761744672,4.092117128,0.4683366993,0.7203177548,0.958506474,401,0.8442796472,291,0.8015126963,154,0.8027238327
conservative,0.8,0,2,1,148138,70389,20720,0.1398695811,119,70270,5,7447,118.5,7328.5,0.04947076375,62.84388186,0.7822296717,1.379068536,0.9942559251,90,1.196623318,64,1.631946756,17,1.429566595
conservative,0.8,0,2,2,145274,97566,29837,0.2053843083,425,97141,76,30546,16965,13581,0.09348541377,1.800530504,0.206664203,0.5426753542,0.9857358617,255,0.9002768209,171,0.8826524353,100,1.106293956
conservative,0.8,0,2,3,236,189,54,0.2288135593,0,189,0,0,0,0,0,,,,1,0,,0,,0,
conservative,0.8,0,2,4,34076,25052,7507,0.2203016786,51,25001,3,3416,1.5,3414.5,0.1002024886,2277.333333,99.1673938,1.162725507,0.9932027189,39,1.109931157,28,1.206918148,7,0.7509302913
conservative,0.8,0,2,5,32396,26415,7300,0.2253364613,119,26296,39,8290.5,3263.5,5027,0.1551734782,2.540370768,0.3612176873,0.6700251583,0.9836717892,67,0.8632639264,54,0.935652069,36,1.200584801
conservative,0.8,0,2,6,68414,57344,15591,0.2278919519,331,57013,61,27022.5,3861.5,23161,0.3385418189,6.997928266,0.8009024483,1.066010706,0.9787520863,232,1.01676634,190,1.089336978,107,1.160968516
conservative,0.8,25,2,1,148138,70389,20720,0.1398695811,102,70287,4,6982,54,6928,0.04676720355,129.2962963,1.60937543,1.520986735,0.9950765072,80,1.2409427,63,1.874188853,16,1.569720183
conservative,0.8,25,2,2,145274,97566,29837,0.2053843083,345,97221,62,25013.5,11664.5,13349,0.09188843152,2.144412534,0.246134851,0.6570931158,0.988420876,207,0.9002768209,128,0.8139044407,72,0.9812346393
conservative,0.8,25,2,3,236,189,54,0.2288135593,0,189,0,0,0,0,0,,,,1,0,,0,,0,
conservative,0.8,25,2,4,34076,25052,7507,0.2203016786,46,25006,3,3222.5,1.5,3221,0.09452400516,2148.333333,93.55003704,1.216054816,0.993869119,34,1.072809713,28,1.338104903,7,0.8325531491
conservative,0.8,25,2,5,32396,26415,7300,0.2253364613,99,26316,36,5553.5,2846,2707.5,0.08357513273,1.951335207,0.2774621719,0.4337729409,0.9864160263,52,0.8053485869,39,0.8122636087,25,1.002171656
conservative,0.8,25,2,6,68414,57344,15591,0.2278919519,282,57062,58,23378.5,3728,19650.5,0.2872292221,6.271056867,0.7177131012,1.061589833,0.9818975478,194,0.9979615087,164,1.103650028,90,1.146193812
conservative,0.8,50,2,1,148138,70389,20720,0.1398695811,89,70300,4,5675.5,54,5621.5,0.03794772442,105.1018519,1.308222609,1.414425012,0.9957040112,67,1.191095844,50,1.704719663,10,1.124378221
conservative,0.8,50,2,2,145274,97566,29837,0.2053843083,299,97267,56,21742.5,11304.5,10438,0.07185043435,1.923349109,0.2207612756,0.5928480332,0.9899647592,171,0.8581233911,103,0.7556985342,61,0.9592197596
conservative,0.8,50,2,3,236,189,54,0.2288135593,0,189,0,0,0,0,0,,,,1,0,,0,,0,
conservative,0.8,50,2,4,34076,25052,7507,0.2203016786,29,25023,3,1375,1.5,1373.5,0.04030696091,916.6666667,39.91661782,0.8225284427,0.9961348794,17,0.850849083,12,0.9096476683,0,0
conservative,0.8,50,2,5,32396,26415,7300,0.2253364613,87,26328,31,4365,1821.5,2543.5,0.07851277936,2.396376613,0.3407430242,0.4637048897,0.9880625686,47,0.8283127707,34,0.8057999725,21,0.957937873
conservative,0.8,50,2,6,68414,57344,15591,0.2278919519,247,57097,46,20247,2912,17335,0.2533838103,6.952953297,0.7957551301,1.069200483,0.9841443061,172,1.010165804,142,1.091008239,74,1.075968172
conservative,0.8,100,2,1,148138,70389,20720,0.1398695811,70,70319,4,4474,54,4420,0.02983704384,82.85185185,1.031272655,1.413975709,0.9966211324,53,1.197952899,36,1.560549086,8,1.143653276
conservative,0.8,100,2,2,145274,97566,29837,0.2053843083,224,97342,48,17912,10508.5,7403.5,0.05096231948,1.704524908,0.1956447175,0.5612887551,0.9924819601,115,0.7703261488,85,0.8324409781,52,1.091477519
conservative,0.8,100,2,3,236,189,54,0.2288135593,0,189,0,0,0,0,0,,,,1,0,,0,,0,
conservative,0.8,100,2,4,34076,25052,7507,0.2203016786,14,25038,3,285.5,1.5,284,0.008334311539,190.3333333,8.288141373,0.3522983127,0.9981340797,5,0.5183744413,1,0.1570225142,0,0
conservative,0.8,100,2,5,32396,26415,7300,0.2253364613,67,26348,23,3012,1409.5,1602.5,0.04946598345,2.136927989,0.3038517825,0.3793607731,0.9908068057,35,0.800956617,24,0.7385910196,12,0.7107939868
conservative,0.8,100,2,6,68414,57344,15591,0.2278919519,163,57181,36,13122.5,2192,10930.5,0.1597699301,5.986541971,0.6851507959,1.021608924,0.9895365259,108,0.9611636111,94,1.094402026,49,1.079625501
conservative,0.9,0,2,1,148138,70389,16552,0.1117336538,19,70370,0,1599.5,0,1599.5,0.01079736462,,,1.885160636,0.9988521025,16,1.332380583,15,2.395579737,8,4.213459438
conservative,0.9,0,2,2,145274,97566,26416,0.1818357036,39,97527,10,6973,7322.5,-349.5,-0.002405798698,0.9522703995,0.1093012325,-0.1521878047,0.998523622,27,1.038780947,24,1.349985731,17,2.04948047
conservative,0.9,0,2,3,236,189,52,0.2203389831,0,189,0,0,0,0,0,,,,1,0,,0,,0,
conservative,0.9,0,2,4,34076,25052,7216,0.2117619439,4,25048,0,322,0,322,0.0094494659,,,1.398028868,0.9994456763,4,1.451448436,3,1.648736399,0,0
conservative,0.9,0,2,5,32396,26415,6830,0.2108284973,17,26398,4,1612.5,491,1121.5,0.03461847142,3.284114053,0.4669712382,1.046356178,0.997510981,10,0.9019175351,10,1.212882312,9,2.101023402
conservative,0.9,0,2,6,68414,57344,14590,0.2132604438,36,57308,3,3086.5,133.5,2953,0.04316367995,23.11985019,2.646032356,1.24966383,0.9975323874,23,0.9268010231,18,0.9488698415,15,1.496419699
conservative,0.9,25,2,1,148138,70389,16552,0.1117336538,18,70371,0,1573,0,1573,0.01061847737,,,1.956923898,0.9989125181,15,1.318501618,15,2.5286675,8,4.447540517
conservative,0.9,25,2,2,145274,97566,26416,0.1818357036,28,97538,8,5946,7179.5,-1233.5,-0.00849085177,0.8281913782,0.09505948984,-0.7481322935,0.9989400363,18,0.9645823081,15,1.175210793,14,2.350874657
conservative,0.9,25,2,3,236,189,52,0.2203389831,0,189,0,0,0,0,0,,,,1,0,,0,,0,
conservative,0.9,25,2,4,34076,25052,7216,0.2117619439,4,25048,0,322,0,322,0.0094494659,,,1.398028868,0.9994456763,4,1.451448436,3,1.648736399,0,0
conservative,0.9,25,2,5,32396,26415,6830,0.2108284973,15,26400,3,1304,386.5,917.5,0.0283213977,3.373868047,0.4797334423,0.9701614196,0.9978038067,9,0.9199558858,9,1.237139958,8,2.116586538
conservative,0.9,25,2,6,68414,57344,14590,0.2132604438,22,57322,0,2016,0,2016,0.02946765282,,,1.396047196,0.9984920145,13,0.8571993653,9,0.7763480521,7,1.142720497
conservative,0.9,50,2,1,148138,70389,16552,0.1117336538,11,70378,0,1195.5,0,1195.5,0.008070177807,,,2.433742435,0.9993354277,8,1.150692322,8,2.206837091,8,7.277793574
conservative,0.9,50,2,2,145274,97566,26416,0.1818357036,22,97544,8,4971,7179.5,-2208.5,-0.01520230736,0.6923880493,0.07947203565,-1.704794368,0.9991671714,12,0.8184334735,9,0.8974336962,8,1.709727023
conservative,0.9,50,2,3,236,189,52,0.2203389831,0,189,0,0,0,0,0,,,,1,0,,0,,0,
conservative,0.9,50,2,4,34076,25052,7216,0.2117619439,3,25049,0,283.5,0,283.5,0.008319638455,,,1.641164323,0.9995842572,3,1.451448436,3,2.198315198,0,0
conservative,0.9,50,2,5,32396,26415,6830,0.2108284973,11,26404,2,1108.5,205,903.5,0.02788924559,5.407317073,0.7688714547,1.302760727,0.9983894583,8,1.115098043,8,1.499563585,7,2.525472574
conservative,0.9,50,2,6,68414,57344,14590,0.2132604438,20,57324,0,1717,0,1717,0.02509720233,,,1.307894017,0.9986291041,11,0.7978547938,7,0.664208889,5,0.8978518194
conservative,0.9,100,2,1,148138,70389,16552,0.1117336538,11,70378,0,1195.5,0,1195.5,0.008070177807,,,2.433742435,0.9993354277,8,1.150692322,8,2.206837091,8,7.277793574
conservative,0.9,100,2,2,145274,97566,26416,0.1818357036,18,97548,8,4654,7179.5,-2525.5,-0.01738439088,0.6482345567,0.07440411465,-2.382715264,0.9993185948,10,0.833589649,7,0.8531159828,6,1.567249771
conservative,0.9,100,2,3,236,189,52,0.2203389831,0,189,0,0,0,0,0,,,,1,0,,0,,0,
conservative,0.9,100,2,4,34076,25052,7216,0.2117619439,0,25052,0,0,0,0,0,,,,1,0,,0,,0,
conservative,0.9,100,2,5,32396,26415,6830,0.2108284973,6,26409,2,515,205,310,0.009569082603,2.512195122,0.357211366,0.819482398,0.9991215227,3,0.7666299048,3,1.030949965,2,1.322866587
conservative,0.9,100,2,6,68414,57344,14590,0.2132604438,12,57332,0,1175,0,1175,0.01717484725,,,1.491725364,0.9991774625,9,1.08798381,5,0.7907248679,4,1.197135759
midpoint,0.1,0,2,1,148138,84963,69547,0.469474409,46974,37989,19563,1280720.5,41985,1238735.5,8.362037425,30.50423961,0.9189281611,0.8637076385,0.2312828318,18851,0.9156306905,9088,0.8392567898,2389,0.7198136892
midpoint,0.1,0,2,2,145274,105854,86167,0.593134353,65106,40748,23253,3081863.5,444025,2637838.5,18.15767791,6.940743201,1.064938882,0.9041297316,0.1739913727,32067,0.9349884576,21751,0.9223393244,9987,0.9042982971
midpoint,0.1,0,2,3,236,193,172,0.7288135593,153,40,58,4747.5,584,4163.5,17.64194915,8.129280822,0.8246116174,0.8842489657,0.07272727273,73,0.94932956,39,0.8785014006,13,0.9110384895
midpoint,0.1,0,2,4,34076,26997,22795,0.6689458857,18405,8592,7277,710822.5,60170.5,650652,19.0941425,11.81347172,0.8717208273,0.8406268933,0.1250297124,8576,0.8954040298,5477,0.8752397952,2062,0.813502628
midpoint,0.1,0,2,5,32396,27728,23148,0.7145326584,18548,9180,7003,982533,184965,797568,24.61933572,5.311994161,1.071149566,0.9069420303,0.1391841092,9165,0.9329964184,6688,0.9248085905,3334,0.8841766037
midpoint,0.1,0,2,6,68414,59327,51310,0.7499926916,42087,17240,13787,2430868.5,393543,2037325.5,29.77936533,6.176881561,0.995904963,0.9408199851,0.1088549166,23197,0.9532997056,17722,0.9544729941,9087,0.9468021799
midpoint,0.1,25,2,1,148138,84963,69547,0.469474409,45214,39749,18942,1225978,41075.5,1184902.5,7.998639782,29.84694039,0.8991272819,0.8583322011,0.2600847693,18024,0.9095398671,8750,0.839497122,2275,0.7121475203
midpoint,0.1,25,2,2,145274,105854,86167,0.593134353,63085,42769,22684,2979689,425971,2553718,17.57863073,6.995051306,1.073271536,0.9033382344,0.1996320731,30983,0.9323227704,21017,0.9197655262,9670,0.9036454032
midpoint,0.1,25,2,3,236,193,172,0.7288135593,153,40,58,4747.5,584,4163.5,17.64194915,8.129280822,0.8246116174,0.8842489657,0.07272727273,73,0.94932956,39,0.8785014006,13,0.9110384895
midpoint,0.1,25,2,4,34076,26997,22795,0.6689458857,17837,9160,7090,685136,59537,625599,18.35893297,11.50773469,0.8491603688,0.8339971491,0.1520323271,8256,0.8894426815,5232,0.8627124385,1995,0.8121330953
midpoint,0.1,25,2,5,32396,27728,23148,0.7145326584,17976,9752,6813,949565.5,176838.5,772727,23.85254352,5.369676287,1.082781014,0.9066547121,0.1657307282,8856,0.930227433,6471,0.9232748774,3219,0.8808428386
midpoint,0.1,25,2,6,68414,59327,51310,0.7499926916,40963,18364,13488,2364311.5,382234,1982077.5,28.97181133,6.185508092,0.9972958275,0.9404223873,0.1326543576,22529,0.9512524008,17235,0.9537145645,8846,0.9469823194
midpoint,0.1,50,2,1,148138,84963,69547,0.469474409,43610,41353,18430,1178662,39450.5,1139211.5,7.690204404,29.87698508,0.9000323664,0.8555866386,0.2863338079,17262,0.9031263565,8405,0.836056677,2213,0.7182188887
midpoint,0.1,50,2,2,145274,105854,86167,0.593134353,61031,44823,22085,2875809,412538.5,2463270.5,16.95603136,6.971007554,1.069582432,0.9006689314,0.2256914489,29809,0.927183838,20223,0.914803056,9355,0.9036307117
midpoint,0.1,50,2,3,236,193,172,0.7288135593,149,44,58,4463.5,584,3879.5,16.43855932,7.642979452,0.7752825602,0.846051715,0.09696969697,69,0.9214004013,37,0.8558245446,11,0.7915734526
midpoint,0.1,50,2,4,34076,26997,22795,0.6689458857,17325,9672,6920,659049,57639,601410,17.64907853,11.43408109,0.8437254405,0.8254442267,0.1763727121,7982,0.8853369176,5056,0.8583293411,1917,0.8034428509
midpoint,0.1,50,2,5,32396,27728,23148,0.7145326584,17344,10384,6589,912337,170129.5,742207.5,22.91046734,5.362603193,1.081354744,0.9025784683,0.1950619576,8535,0.9291778643,6251,0.9243850479,3084,0.8746526475
midpoint,0.1,50,2,6,68414,59327,51310,0.7499926916,39886,19441,13180,2296632.5,373959,1922673.5,28.10350952,6.141401865,0.9901845352,0.9368695822,0.1554586262,21897,0.9495322938,16741,0.9513926548,8596,0.9450670311
midpoint,0.1,100,2,1,148138,84963,69547,0.469474409,40965,43998,17405,1096563.5,36680,1059883.5,7.154703722,29.89540622,0.9005872958,0.847404746,0.329618538,16132,0.8985013734,7760,0.8217370159,1995,0.6892732689
midpoint,0.1,100,2,2,145274,105854,86167,0.593134353,57772,48082,21056,2705684.5,392409,2313275.5,15.92353415,6.895062295,1.057929925,0.8935390104,0.2670388226,28153,0.9250734345,19037,0.9097323076,8770,0.8949110442
midpoint,0.1,100,2,3,236,193,172,0.7288135593,140,53,58,4073,584,3489,14.78389831,6.974315068,0.7074551064,0.8098048176,0.1515151515,61,0.8669366716,35,0.8616071429,11,0.8424603175
midpoint,0.1,100,2,4,34076,26997,22795,0.6689458857,16506,10491,6645,626070,55767.5,570302.5,16.73619263,11.22643117,0.828402869,0.8215873941,0.2153078203,7546,0.8785066517,4796,0.8545893383,1825,0.8028365743
midpoint,0.1,100,2,5,32396,27728,23148,0.7145326584,16357,11371,6224,862403,156530.5,705872.5,21.78887826,5.509488566,1.11097379,0.9101888354,0.2408687984,8041,0.9282201735,5890,0.9235583074,2905,0.8736007407
midpoint,0.1,100,2,6,68414,59327,51310,0.7499926916,37939,21388,12626,2180669.5,354754,1825915.5,26.68920835,6.146990591,0.9910856112,0.9353817213,0.1966841704,20763,0.9465636677,15926,0.9515239292,8184,0.9459461898
midpoint,0.2,0,2,1,148138,84963,45317,0.3059107049,21511,63452,8810,566001.5,24173,541828.5,3.65759292,23.41461548,0.7053560365,0.8249867335,0.501159501,8374,0.8882103865,3922,0.7909173046,981,0.6454608454
midpoint,0.2,0,2,2,145274,105854,65871,0.4534259399,40631,65223,14337,1964493.5,353998,1610495.5,11.08591696,5.549448019,0.8514683223,0.8845157421,0.3585659257,20237,0.9454913329,13816,0.9387659399,6338,0.9195861055
midpoint,0.2,0,2,3,236,193,144,0.6101694915,115,78,49,2997,438.5,2558.5,10.84110169,6.834663626,0.6932892528,0.7229279291,0.1726618705,45,0.7785746302,16,0.4795031056,11,1.025603865
midpoint,0.2,0,2,4,34076,26997,17786,0.5219509332,11863,15134,4869,425811,31493.5,394317.5,11.57170736,13.52059949,0.9976904719,0.7903907587,0.3109316914,5225,0.8463731128,3299,0.8179145271,1186,0.7259325661
midpoint,0.2,0,2,5,32396,27728,18724,0.5779725892,12872,14856,4816,681950.5,146935.5,535015,16.51484751,4.641155473,0.9358767198,0.8766552185,0.2860787576,6336,0.9294236772,4599,0.9163682985,2297,0.8777795823
midpoint,0.2,0,2,6,68414,59327,41391,0.605007747,30318,29009,10392,1679732,301897,1377835,20.1396644,5.56392412,0.8970772048,0.8832644418,0.2346065487,16203,0.9243586076,12278,0.9179646624,6190,0.8953169189
midpoint,0.2,25,2,1,148138,84963,45317,0.3059107049,20168,64795,8437,523902.5,22699.5,501203,3.38335201,23.07991365,0.6952732763,0.8139477916,0.5323036965,7717,0.873029982,3686,0.7928236318,909,0.6379146058
