queue_cell,threshold,latency_ms,statistic,blocks,block_mean,block_median,block_worst,block_best,frac_blocks_positive,block_bootstrap_p05,block_bootstrap_p95
conservative,0.1,50,favourable_markout_sacrificed,120,7097.788519,2558.25,9.5,64346,1,5564.346416,8697.049397
conservative,0.1,100,favourable_markout_sacrificed,120,6789.464978,2469,8.5,61791,1,5353.913039,8339.991125
conservative,0.2,0,favourable_markout_sacrificed,120,6094.001925,1616,0.5,68852.5,1,4639.22993,7706.375953
conservative,0.2,25,favourable_markout_sacrificed,120,5851.515131,1566.25,0.5,62795,1,4468.282238,7372.164125
conservative,0.2,50,favourable_markout_sacrificed,120,5690.284657,1552,0.5,61657.5,1,4351.793195,7165.326386
conservative,0.2,100,favourable_markout_sacrificed,120,5392.613265,1379,0.5,58657.5,1,4129.986893,6786.252762
conservative,0.3,0,favourable_markout_sacrificed,120,4704.089524,922.25,0,63328,0.975,3434.620804,6113.183498
conservative,0.3,25,favourable_markout_sacrificed,120,4461.882124,907,0,57466.5,0.975,3268.707399,5734.985801
conservative,0.3,50,favourable_markout_sacrificed,120,4298.786159,847,0,56764,0.975,3146.095634,5561.838965
conservative,0.3,100,favourable_markout_sacrificed,120,4029.834277,792,0,54129,0.975,2948.515302,5234.761205
conservative,0.4,0,favourable_markout_sacrificed,120,3418.072648,489,0,51943,0.9,2409.11657,4489.273898
conservative,0.4,25,favourable_markout_sacrificed,120,3196.681262,446.5,0,46470.5,0.8916666667,2253.995756,4177.490107
conservative,0.4,50,favourable_markout_sacrificed,120,3068.228887,432.25,0,45732,0.8916666667,2172.332126,4025.892215
conservative,0.4,100,favourable_markout_sacrificed,120,2853.317132,414.25,0,44260,0.8916666667,2003.239024,3757.472728
conservative,0.5,0,favourable_markout_sacrificed,120,2212.471178,157.25,0,45624.5,0.825,1427.724888,3027.523388
conservative,0.5,25,favourable_markout_sacrificed,120,2030.870204,133.5,0,40548,0.825,1331.656436,2772.303344
conservative,0.5,50,favourable_markout_sacrificed,120,1931.760024,117.25,0,39652,0.825,1269.40033,2642.716516
conservative,0.5,100,favourable_markout_sacrificed,120,1776.928346,117.25,0,38595,0.825,1159.497988,2445.833966
conservative,0.6,0,favourable_markout_sacrificed,120,1163.521494,51.25,0,32518,0.6583333333,679.7513493,1708.535526
conservative,0.6,25,favourable_markout_sacrificed,120,1044.801108,46.5,0,28050.5,0.6583333333,624.1955386,1524.420874
conservative,0.6,50,favourable_markout_sacrificed,120,979.2125806,46.5,0,27565.5,0.6583333333,578.9488447,1434.949251
conservative,0.6,100,favourable_markout_sacrificed,120,884.1904633,17,0,26689,0.65,512.4282647,1325.869246
conservative,0.7,0,favourable_markout_sacrificed,120,537.209967,0.25,0,23419,0.5,261.7839011,914.0853001
conservative,0.7,25,favourable_markout_sacrificed,120,462.1007295,0,0,19010,0.4916666667,225.4360935,772.7558583
conservative,0.7,50,favourable_markout_sacrificed,120,428.1365633,0,0,18683,0.4916666667,200.5467109,731.9785443
conservative,0.7,100,favourable_markout_sacrificed,120,368.942497,0,0,17753.5,0.4916666667,167.2311608,667.0938902
conservative,0.8,0,favourable_markout_sacrificed,120,203.3813373,0,0,12006.5,0.3416666667,74.8975197,391.3244081
conservative,0.8,25,favourable_markout_sacrificed,120,153.6830217,0,0,7665.5,0.3083333333,61.79860676,272.8710196
conservative,0.8,50,favourable_markout_sacrificed,120,135.1972072,0,0,7374,0.3,51.96204703,247.4579099
conservative,0.8,100,favourable_markout_sacrificed,120,119.0005927,0,0,7374,0.2833333333,38.41754135,236.17575
conservative,0.9,0,favourable_markout_sacrificed,120,66.76063043,0,0,6436,0.075,5.958740427,174.0320816
conservative,0.9,25,favourable_markout_sacrificed,120,63.5599509,0,0,6305.5,0.05,4.628863042,167.9051388
conservative,0.9,50,favourable_markout_sacrificed,120,62.03521774,0,0,6305.5,0.05,3.629514428,167.3811042
conservative,0.9,100,favourable_markout_sacrificed,120,62.03521774,0,0,6305.5,0.05,3.629514428,167.3811042
midpoint,0.1,0,favourable_markout_sacrificed,120,9448.278095,4412.75,28.5,77715.5,1,7538.002239,11450.70346
midpoint,0.1,25,favourable_markout_sacrificed,120,9120.434591,4270.75,22.5,71456.5,1,7266.95769,11027.50918
midpoint,0.1,50,favourable_markout_sacrificed,120,8852.147664,4246.25,22.5,70308.5,1,7056.946008,10684.39841
midpoint,0.1,100,favourable_markout_sacrificed,120,8368.763141,4053.75,17,67556.5,1,6688.166181,10132.01697
midpoint,0.2,0,favourable_markout_sacrificed,120,7211.997018,2352.25,1,73094,1,5535.810448,8991.095273
midpoint,0.2,25,favourable_markout_sacrificed,120,6864.799713,2017.25,1,66805,1,5289.739269,8532.175352
midpoint,0.2,50,favourable_markout_sacrificed,120,6608.909697,1993.75,1,65697,1,5109.927022,8199.53365
midpoint,0.2,100,favourable_markout_sacrificed,120,6145.519856,1907.75,0,62579,0.9916666667,4757.676125,7631.487371
midpoint,0.3,0,favourable_markout_sacrificed,120,5162.635333,1155.5,0,66406,0.9916666667,3833.933747,6611.026649
midpoint,0.3,25,favourable_markout_sacrificed,120,4846.954893,1056.75,0,60377.5,0.9916666667,3611.406233,6184.057276
midpoint,0.3,50,favourable_markout_sacrificed,120,4588.025342,1035,0,59404.5,0.9916666667,3417.056955,5872.789553
midpoint,0.3,100,favourable_markout_sacrificed,120,4173.010482,830.5,0,56953,0.9916666667,3112.17865,5357.25136
midpoint,0.4,0,favourable_markout_sacrificed,120,3500.40773,449.5,0,53105.5,0.9833333333,2512.021882,4629.663948
midpoint,0.4,25,favourable_markout_sacrificed,120,3237.406544,405,0,47572.5,0.9833333333,2330.858961,4266.240175
midpoint,0.4,50,favourable_markout_sacrificed,120,3026.951056,382,0,46632.5,0.9833333333,2180.438927,3995.606149
midpoint,0.4,100,favourable_markout_sacrificed,120,2690.040006,344.25,0,45167.5,0.9833333333,1935.360291,3584.922018
midpoint,0.5,0,favourable_markout_sacrificed,120,2184.358193,187.5,0,46391.5,0.925,1427.085188,3017.070333
midpoint,0.5,25,favourable_markout_sacrificed,120,1961.216352,186.25,0,41089,0.925,1286.933978,2684.339598
midpoint,0.5,50,favourable_markout_sacrificed,120,1804.46555,186.25,0,40112.5,0.9166666667,1169.119715,2491.105636
midpoint,0.5,100,favourable_markout_sacrificed,120,1578.669314,186,0,38965.5,0.9166666667,1018.697375,2205.12886
midpoint,0.6,0,favourable_markout_sacrificed,120,1098.791886,40.5,0,32809.5,0.775,628.2827978,1640.099112
midpoint,0.6,25,favourable_markout_sacrificed,120,946.5824275,31.75,0,28211.5,0.775,533.0517846,1413.077639
midpoint,0.6,50,favourable_markout_sacrificed,120,852.7548433,27.5,0,27596.5,0.775,472.0270949,1301.967424
midpoint,0.6,100,favourable_markout_sacrificed,120,730.1213626,27.5,0,26709.5,0.775,394.7638514,1158.763678
midpoint,0.7,0,favourable_markout_sacrificed,120,501.8247187,1.5,0,23627.5,0.6166666667,229.8963517,880.8175112
midpoint,0.7,25,favourable_markout_sacrificed,120,422.7125316,1.5,0,19283,0.6166666667,195.8889217,732.3118537
midpoint,0.7,50,favourable_markout_sacrificed,120,369.9349223,1.5,0,18790,0.6166666667,158.7023228,674.3377298
midpoint,0.7,100,favourable_markout_sacrificed,120,311.110689,1.25,0,17904.5,0.6083333333,119.3212819,602.512622
midpoint,0.8,0,favourable_markout_sacrificed,120,198.7861313,0,0,12105,0.4166666667,70.48884296,387.3176189
midpoint,0.8,25,favourable_markout_sacrificed,120,147.6764924,0,0,7908,0.4,56.55517603,268.1061768
midpoint,0.8,50,favourable_markout_sacrificed,120,128.5312204,0,0,7616.5,0.375,43.83111654,248.4130008
midpoint,0.8,100,favourable_markout_sacrificed,120,106.4834949,0,0,7616.5,0.3583333333,28.56796181,230.990033
midpoint,0.9,0,favourable_markout_sacrificed,120,61.76639427,0,0,6305.5,0.06666666667,4.386314549,166.4387462
midpoint,0.9,25,favourable_markout_sacrificed,120,59.66201048,0,0,6305.5,0.04166666667,1.589890762,164.9465929
midpoint,0.9,50,favourable_markout_sacrificed,120,59.66201048,0,0,6305.5,0.04166666667,1.589890762,164.9465929
midpoint,0.9,100,favourable_markout_sacrificed,120,59.66201048,0,0,6305.5,0.04166666667,1.589890762,164.9465929
optimistic,0.1,0,favourable_markout_sacrificed,120,7303.863651,2246.75,7,61824.5,1,5705.891117,8963.146265
optimistic,0.1,25,favourable_markout_sacrificed,120,6274.468586,1869.5,6.5,52421.5,1,4958.425633,7676.593012
optimistic,0.1,50,favourable_markout_sacrificed,120,5522.442856,1745.25,6.5,48865.5,1,4364.896468,6758.863151
optimistic,0.1,100,favourable_markout_sacrificed,120,4364.318696,1209.75,5,45394.5,1,3420.438362,5320.615141
optimistic,0.2,0,favourable_markout_sacrificed,120,4060.898829,726,0.5,54278.5,1,3013.824679,5221.560287
optimistic,0.2,25,favourable_markout_sacrificed,120,3442.273796,648.5,0.5,46895.5,1,2557.993837,4388.227125
optimistic,0.2,50,favourable_markout_sacrificed,120,3002.012263,593,0.5,45472.5,1,2212.263332,3849.354018
optimistic,0.2,100,favourable_markout_sacrificed,120,2375.062777,470.5,0,43368.5,0.9916666667,1695.638689,3101.406941
optimistic,0.3,0,favourable_markout_sacrificed,120,2552.727989,235.75,0,50957,0.9916666667,1746.275236,3429.955838
optimistic,0.3,25,favourable_markout_sacrificed,120,2128.92857,233.75,0,44793.5,0.9916666667,1452.193391,2876.53642
optimistic,0.3,50,favourable_markout_sacrificed,120,1846.53886,169,0,44160,0.9916666667,1216.308817,2518.834906
optimistic,0.3,100,favourable_markout_sacrificed,120,1442.623708,150,0,42644,0.9916666667,887.1745578,2072.861109
optimistic,0.4,0,favourable_markout_sacrificed,120,1599.913346,88.5,0,43111,0.9583333333,1005.000679,2268.443032
optimistic,0.4,25,favourable_markout_sacrificed,120,1341.423971,59.5,0,38409.5,0.9583333333,828.7770392,1929.047093
optimistic,0.4,50,favourable_markout_sacrificed,120,1159.139261,58,0,38015,0.9583333333,682.0371135,1721.815243
optimistic,0.4,100,favourable_markout_sacrificed,120,925.7769185,54.5,0,37009,0.9583333333,492.8293533,1477.414396
optimistic,0.5,0,favourable_markout_sacrificed,120,954.4013124,34,0,39688,0.8916666667,495.1986148,1554.035977
optimistic,0.5,25,favourable_markout_sacrificed,120,786.2357619,9,0,35233,0.8833333333,395.4651112,1323.922152
optimistic,0.5,50,favourable_markout_sacrificed,120,693.5352201,9,0,34941.5,0.8833333333,322.8794648,1233.037658
optimistic,0.5,100,favourable_markout_sacrificed,120,586.0045924,4.75,0,34067,0.8666666667,237.5579584,1120.98905
optimistic,0.6,0,favourable_markout_sacrificed,120,491.4934824,1.5,0,29737,0.6916666667,183.9014116,966.9664624
optimistic,0.6,25,favourable_markout_sacrificed,120,398.9286824,1.5,0,25446,0.675,141.0322228,809.6211456
optimistic,0.6,50,favourable_markout_sacrificed,120,357.1770501,1,0,25154.5,0.675,111.4048469,762.7893933
optimistic,0.6,100,favourable_markout_sacrificed,120,313.7206243,1,0,24284.5,0.6666666667,83.23922669,710.6693701
optimistic,0.7,0,favourable_markout_sacrificed,120,278.2658879,0.5,0,22246.5,0.5166666667,65.36619818,641.5626238
optimistic,0.7,25,favourable_markout_sacrificed,120,223.6065143,0,0,18049.5,0.4833333333,48.49323294,519.8187131
optimistic,0.7,50,favourable_markout_sacrificed,120,207.6577214,0,0,17758,0.4666666667,37.37303889,499.2159967
optimistic,0.7,100,favourable_markout_sacrificed,120,183.236798,0,0,16888.5,0.425,27.24881581,462.6832056
optimistic,0.8,0,favourable_markout_sacrificed,120,122.4196913,0,0,11542.5,0.25,15.85601013,312.6771073
optimistic,0.8,25,favourable_markout_sacrificed,120,81.53752094,0,0,7345.5,0.225,10.92128639,200.6202452
optimistic,0.8,50,favourable_markout_sacrificed,120,78.33684142,0,0,7054,0.2166666667,9.874749793,192.326258
optimistic,0.8,100,favourable_markout_sacrificed,120,72.65374509,0,0,7054,0.2,8.544965825,190.2845279
optimistic,0.9,0,favourable_markout_sacrificed,120,60.16185414,0,0,6305.5,0.04166666667,2.818917502,164.8387101
optimistic,0.9,25,favourable_markout_sacrificed,120,59.28397747,0,0,6305.5,0.03333333333,1.532806884,164.8387101
optimistic,0.9,50,favourable_markout_sacrificed,120,58.05326999,0,0,6305.5,0.025,1.444818423,162.867654
optimistic,0.9,100,favourable_markout_sacrificed,120,58.05326999,0,0,6305.5,0.025,1.444818423,162.867654
conservative,0.1,0,avoidance_efficiency_ticks,120,216.997339,38.56796521,2.307238602,1684.2,1,164.2489025,266.8683803
conservative,0.1,25,avoidance_efficiency_ticks,120,213.8265612,37.49498699,2.475224706,1550.15,1,162.751341,262.8467618
conservative,0.1,50,avoidance_efficiency_ticks,120,208.8375214,35.40892438,2.417283126,1530.513514,1,158.0981078,255.1392699
conservative,0.1,100,avoidance_efficiency_ticks,120,204.6158711,35.77658641,2.399386642,1518.25,1,155.7658587,250.3784115
conservative,0.2,0,avoidance_efficiency_ticks,120,290.3199709,33.93483747,2.054217349,4016,1,216.6510424,377.2546112
conservative,0.2,25,avoidance_efficiency_ticks,120,307.7100206,32.71817636,2.195779919,4424.444444,1,218.4810818,406.9446438
conservative,0.2,50,avoidance_efficiency_ticks,120,295.4714448,33.33800818,2.144362,4267.777778,1,211.0816025,392.6970324
conservative,0.2,100,avoidance_efficiency_ticks,120,278.5143023,33.71064344,2.101495972,4016,1,204.5953709,364.8541303
conservative,0.3,0,avoidance_efficiency_ticks,117,589.596021,25.81746032,1.773015096,10837,1,362.3617283,878.0755555
conservative,0.3,25,avoidance_efficiency_ticks,117,603.2804696,29.37240356,1.881322162,10673,1,383.8012596,891.9904828
conservative,0.3,50,avoidance_efficiency_ticks,117,575.2526442,27.33667837,1.82683567,10545,1,357.9930279,848.2812074
conservative,0.3,100,avoidance_efficiency_ticks,117,561.1375054,25.35208471,1.476343224,10545,1,350.6786577,819.3121642
conservative,0.4,0,avoidance_efficiency_ticks,108,383.8324698,19.65970109,1.700633387,3964,1,273.6532525,499.6092448
conservative,0.4,25,avoidance_efficiency_ticks,107,475.9542721,19.35876289,1.669378698,7635,1,330.8585681,672.902354
conservative,0.4,50,avoidance_efficiency_ticks,107,410.5811267,18.88112709,1.605029586,4491.5,1,295.3196992,548.8564266
conservative,0.4,100,avoidance_efficiency_ticks,107,362.9816012,17.97254074,1.579142012,4460,1,264.5705841,484.965449
conservative,0.5,0,avoidance_efficiency_ticks,99,509.7819151,16.45094192,0.6363636364,8216,1,312.0030075,725.7456523
conservative,0.5,25,avoidance_efficiency_ticks,99,591.9313392,16.22283298,0.3731454006,8216,1,359.8876444,858.8883537
conservative,0.5,50,avoidance_efficiency_ticks,99,505.9083561,15.83071114,0,8216,0.9898989899,314.0432856,770.9760339
conservative,0.5,100,avoidance_efficiency_ticks,99,417.4921386,12.62321483,0,8216,0.9797979798,229.1800888,647.306403
conservative,0.6,0,avoidance_efficiency_ticks,79,246.7109608,11.48531052,0.02755102041,3409.5,1,135.4640651,372.6773899
conservative,0.6,25,avoidance_efficiency_ticks,79,284.2309809,10.46184739,0,3377,0.9873417722,155.3934907,419.4090182
conservative,0.6,50,avoidance_efficiency_ticks,79,247.786437,10.23152709,0,3185,0.9620253165,131.4157031,377.8401184
conservative,0.6,100,avoidance_efficiency_ticks,78,224.2806671,9.264439253,0,3047.5,0.9487179487,123.1333751,344.9603875
conservative,0.7,0,avoidance_efficiency_ticks,60,358.20178,9.506947042,0,8045.5,0.9666666667,130.1297712,650.6179008
conservative,0.7,25,avoidance_efficiency_ticks,59,306.6031821,8.787197232,0,6978,0.9491525424,92.60558392,593.6962844
conservative,0.7,50,avoidance_efficiency_ticks,59,252.8121759,7.3359375,0,5955.5,0.9322033898,71.92220766,497.0156022
conservative,0.7,100,avoidance_efficiency_ticks,59,297.3579118,8.061588331,0,4851,0.9322033898,119.4602865,494.2269397
conservative,0.8,0,avoidance_efficiency_ticks,41,59.47045212,4.739726027,0,1287,0.9512195122,10.59779736,121.6347458
conservative,0.8,25,avoidance_efficiency_ticks,37,100.2905417,4.390243902,0,1801,0.9189189189,33.56690083,201.0900997
conservative,0.8,50,avoidance_efficiency_ticks,36,96.66706878,4.148069106,0,1730.5,0.9166666667,26.93069257,191.4728041
conservative,0.8,100,avoidance_efficiency_ticks,34,54.31386577,4.378591193,0,1063,0.9411764706,16.18271429,113.6422724
conservative,0.9,0,avoidance_efficiency_ticks,9,69.03874907,0.6831517184,0,617,0.6666666667,0.3583607974,205.9124724
conservative,0.9,25,avoidance_efficiency_ticks,6,0.2611947314,0.1549837444,0,0.7525906736,0.5,0.05166124812,0.4711726957
conservative,0.9,50,avoidance_efficiency_ticks,6,0.2254125043,0.1549837444,0,0.5378973105,0.5,0.05166124812,0.4047116078
conservative,0.9,100,avoidance_efficiency_ticks,6,0.2254125043,0.1549837444,0,0.5378973105,0.5,0.05166124812,0.4047116078
midpoint,0.1,0,avoidance_efficiency_ticks,120,33.47416169,17.53926783,1.792544602,135.6339286,1,28.60274388,38.45478239
midpoint,0.1,25,avoidance_efficiency_ticks,120,33.13066844,17.57232456,1.885594732,147.7566667,1,28.34469899,38.15564908
midpoint,0.1,50,avoidance_efficiency_ticks,120,32.8649517,17.2545198,1.844464041,157.3273381,1,28.0984715,37.81744835
midpoint,0.1,100,avoidance_efficiency_ticks,120,33.14682206,16.9036148,1.809100531,166.6470588,1,28.19770644,38.48897807
midpoint,0.2,0,avoidance_efficiency_ticks,120,39.30481088,15.42983532,1.583296851,2008,1,31.43264754,49.4408858
midpoint,0.2,25,avoidance_efficiency_ticks,120,37.30006415,14.4222969,1.652496071,2008,1,30.00289116,46.48533788
midpoint,0.2,50,avoidance_efficiency_ticks,120,35.59541776,14.74608027,1.606321445,2008,1,28.46717518,44.47873258
midpoint,0.2,100,avoidance_efficiency_ticks,119,34.07800593,13.44050104,1.543640838,369.0769231,1,27.45631354,41.71162467
midpoint,0.3,0,avoidance_efficiency_ticks,119,49.23402851,13.6585504,1.289567208,914,1,35.06316847,66.49814572
midpoint,0.3,25,avoidance_efficiency_ticks,119,47.86061594,12.82571429,1.33587015,874,1,33.83997058,64.5385565
midpoint,0.3,50,avoidance_efficiency_ticks,119,45.80618076,12.31004547,0.6753554502,874,1,32.06230042,62.37953873
midpoint,0.3,100,avoidance_efficiency_ticks,119,44.7004955,10.98915009,0.5758293839,730.6666667,1,31.36303851,60.22738643
midpoint,0.4,0,avoidance_efficiency_ticks,118,86.61297016,11.964386,1.23513572,1444.5,1,61.16214739,117.9603687
midpoint,0.4,25,avoidance_efficiency_ticks,118,85.69214974,11.41309158,1.271312208,1433.25,1,59.58919332,115.3131273
midpoint,0.4,50,avoidance_efficiency_ticks,118,69.89072977,10.64220374,1.220683,919,1,50.2270047,91.80311621
midpoint,0.4,100,avoidance_efficiency_ticks,118,62.50221749,9.577544929,0,878,0.9915254237,46.60629478,82.33977448
midpoint,0.5,0,avoidance_efficiency_ticks,111,166.2692638,11.52151463,0,5347,0.990990991,82.48904116,278.2919319
midpoint,0.5,25,avoidance_efficiency_ticks,111,164.6334356,9.669758813,0,5302,0.990990991,84.72222214,276.5503909
midpoint,0.5,50,avoidance_efficiency_ticks,110,84.99990872,7.982392186,0,2619,0.9636363636,49.38305414,132.8881567
midpoint,0.5,100,avoidance_efficiency_ticks,110,71.53813833,7.118895566,0,1458,0.9636363636,46.21540684,101.1556167
midpoint,0.6,0,avoidance_efficiency_ticks,93,113.801259,9.354545455,0,2449.5,0.9784946237,64.15618863,174.2602414
midpoint,0.6,25,avoidance_efficiency_ticks,93,112.3865926,7.898403483,0,2449.5,0.9784946237,62.08691657,176.3625638
midpoint,0.6,50,avoidance_efficiency_ticks,93,60.04764932,7.73245614,0,564,0.9462365591,41.22184136,81.88605019
midpoint,0.6,100,avoidance_efficiency_ticks,93,49.28981876,5.414168937,0,610,0.9139784946,31.80011078,68.56697348
midpoint,0.7,0,avoidance_efficiency_ticks,74,184.3870194,9.019684751,0,2297,0.9594594595,103.4003999,269.1412613
midpoint,0.7,25,avoidance_efficiency_ticks,74,179.4436346,8.09680479,0,3526,0.9324324324,89.61017204,291.2392937
midpoint,0.7,50,avoidance_efficiency_ticks,74,133.8284927,6.311717172,0,3526,0.8918918919,59.01242016,239.274507
midpoint,0.7,100,avoidance_efficiency_ticks,73,62.78478947,5.422885572,0,758.3333333,0.8767123288,37.12853266,95.95984811
midpoint,0.8,0,avoidance_efficiency_ticks,50,51.17949243,3.221231265,0,1333,0.86,16.13416459,100.5566848
midpoint,0.8,25,avoidance_efficiency_ticks,48,73.54672911,2.593029305,0,1221.5,0.8333333333,26.62232177,136.9534203
midpoint,0.8,50,avoidance_efficiency_ticks,45,59.15884507,2.42712671,0,1212,0.8222222222,19.93655536,113.0512895
midpoint,0.8,100,avoidance_efficiency_ticks,43,28.36089332,2.354581673,0,325.6666667,0.7209302326,13.83809431,46.83294751
midpoint,0.9,0,avoidance_efficiency_ticks,8,0.7128227764,0.2059596229,0,2.765171504,0.625,0.1934496602,1.288908208
midpoint,0.9,25,avoidance_efficiency_ticks,5,0.6257916334,0.09822485207,0,2.765171504,0.6,0.03928994083,1.678747873
midpoint,0.9,50,avoidance_efficiency_ticks,5,0.6257916334,0.09822485207,0,2.765171504,0.6,0.03928994083,1.678747873
midpoint,0.9,100,avoidance_efficiency_ticks,5,0.07275733264,0,0,0.2655618111,0.4,0,0.1593370867
optimistic,0.1,0,avoidance_efficiency_ticks,120,10.65152885,5.884834636,0.7660797904,39.14285714,1,9.240571915,12.25793197
optimistic,0.1,25,avoidance_efficiency_ticks,120,10.28258227,5.497273526,0.8172791698,37.81938326,1,8.999734198,11.80482994
optimistic,0.1,50,avoidance_efficiency_ticks,120,10.02118377,5.833726606,0.7987639541,36.95495495,1,8.765076152,11.44477227
optimistic,0.1,100,avoidance_efficiency_ticks,120,9.810688313,5.481710909,0.706429193,44.7,1,8.554642654,11.18079573
optimistic,0.2,0,avoidance_efficiency_ticks,120,18.58626491,8.132524538,0.7133026889,312,1,15.74061553,21.83029995
optimistic,0.2,25,avoidance_efficiency_ticks,120,17.47556861,7.488151183,0.7634314593,312,1,14.86063913,20.6359983
optimistic,0.2,50,avoidance_efficiency_ticks,120,16.49072359,7.669167846,0.7308263236,312,1,13.99007327,19.46302478
optimistic,0.2,100,avoidance_efficiency_ticks,119,16.06544005,7.082299887,0.6491808571,125.1538462,1,13.21498332,19.0732068
optimistic,0.3,0,avoidance_efficiency_ticks,119,27.40954192,8.961783439,0,215,0.9915966387,22.73184194,32.90820885
optimistic,0.3,25,avoidance_efficiency_ticks,119,26.49550248,8.851591567,0,175,0.9915966387,21.96868416,31.45306494
optimistic,0.3,50,avoidance_efficiency_ticks,119,24.75302197,7.782167043,0,175,0.9915966387,20.40673684,29.51052915
optimistic,0.3,100,avoidance_efficiency_ticks,119,22.55494378,8.415714286,0,185,0.9915966387,18.44965533,26.77734989
optimistic,0.4,0,avoidance_efficiency_ticks,115,46.23690735,8.142857143,0,539.6,0.9826086957,34.83412042,58.69954671
optimistic,0.4,25,avoidance_efficiency_ticks,115,46.1892216,8.624678663,0,497,0.9739130435,36.02466376,57.47573006
optimistic,0.4,50,avoidance_efficiency_ticks,115,40.06105671,7.83202785,0,497,0.9652173913,30.28872301,51.60851387
optimistic,0.4,100,avoidance_efficiency_ticks,115,35.5828932,8.177625123,0,490.4,0.9391304348,26.24452865,46.43114016
optimistic,0.5,0,avoidance_efficiency_ticks,107,57.22319805,8.030534351,0,647.25,0.9345794393,41.80975188,73.93037252
optimistic,0.5,25,avoidance_efficiency_ticks,106,59.81396506,8.850160876,0,594,0.9245283019,42.64252065,74.81769239
optimistic,0.5,50,avoidance_efficiency_ticks,106,50.150711,7.370528597,0,594,0.9056603774,36.42083435,63.30712272
optimistic,0.5,100,avoidance_efficiency_ticks,104,50.54253359,6.214560485,0,594,0.8942307692,35.59012296,67.36390618
optimistic,0.6,0,avoidance_efficiency_ticks,83,94.22393455,9.830188679,0,1095.5,0.9277108434,65.09331852,127.2305166
optimistic,0.6,25,avoidance_efficiency_ticks,81,96.53543284,8.9140625,0,843,0.9012345679,70.42283106,124.0838743
optimistic,0.6,50,avoidance_efficiency_ticks,81,85.00755612,8.6640625,0,511.5,0.8888888889,64.28442523,109.4463531
optimistic,0.6,100,avoidance_efficiency_ticks,80,93.9624992,7.193478945,0,1639,0.8875,61.37779359,137.3723797
optimistic,0.7,0,avoidance_efficiency_ticks,62,172.4913448,7.43758876,0,2611,0.9032258065,95.41555314,244.8644869
optimistic,0.7,25,avoidance_efficiency_ticks,58,138.5117168,15.59649123,0,1192,0.9137931034,90.59626171,191.8383408
optimistic,0.7,50,avoidance_efficiency_ticks,56,113.2929005,10.926951,0,1192,0.8928571429,68.55096587,162.4277723
optimistic,0.7,100,avoidance_efficiency_ticks,51,72.10835255,3,0,664,0.8039215686,39.14602609,109.2826325
optimistic,0.8,0,avoidance_efficiency_ticks,30,36.92361298,3.537831663,0,255,0.7666666667,17.10813018,59.41496029
optimistic,0.8,25,avoidance_efficiency_ticks,27,28.79123507,0.3916513198,0,255,0.5925925926,9.395868346,51.22247135
optimistic,0.8,50,avoidance_efficiency_ticks,26,22.83189174,0.2044386947,0,227,0.5384615385,7.330257178,41.47804503
optimistic,0.8,100,avoidance_efficiency_ticks,24,13.2272564,0,0,91.5,0.4583333333,4.254062769,21.52238657
optimistic,0.9,0,avoidance_efficiency_ticks,5,0.05311236222,0,0,0.2655618111,0.2,0,0.1593370867
optimistic,0.9,25,avoidance_efficiency_ticks,4,0.06639045278,0,0,0.2655618111,0.25,0,0.1327809056
optimistic,0.9,50,avoidance_efficiency_ticks,3,0.08852060371,0,0,0.2655618111,0.3333333333,0,0.1770412074
optimistic,0.9,100,avoidance_efficiency_ticks,3,0.08852060371,0,0,0.2655618111,0.3333333333,0,0.1770412074
conservative,0.1,0,net_markout_lift_over_random,120,0.9450351555,0.9670219278,0.6780241275,1.115429976,1,0.9328685325,0.9563173868
conservative,0.1,25,net_markout_lift_over_random,120,0.9431150807,0.9657349765,0.6784932578,1.119714078,1,0.9301607973,0.9547709099
conservative,0.1,50,net_markout_lift_over_random,120,0.9393751741,0.9632065573,0.6034678439,1.111665084,1,0.9256524597,0.9517357179
conservative,0.1,100,net_markout_lift_over_random,120,0.9361307718,0.9644352587,0.5888314678,1.133704091,1,0.9216216784,0.9493021218
conservative,0.2,0,net_markout_lift_over_random,120,0.8956051619,0.9104590096,0.3983701647,1.261811477,1,0.8771054434,0.9109498414
conservative,0.2,25,net_markout_lift_over_random,120,0.8934207061,0.9121587238,0.4071234466,1.261811477,1,0.873980569,0.9092937023
conservative,0.2,50,net_markout_lift_over_random,120,0.8891124999,0.9125289409,0.4071234466,1.261811477,1,0.8695253116,0.906506058
conservative,0.2,100,net_markout_lift_over_random,120,0.8833228538,0.9007973543,0.4263245524,1.261811477,1,0.8635855456,0.9014069276
conservative,0.3,0,net_markout_lift_over_random,120,0.8423441422,0.8686738409,0.3984459634,1.226079584,1,0.8180199143,0.8669493085
conservative,0.3,25,net_markout_lift_over_random,120,0.8379753972,0.8631451751,0.217841648,1.233539146,1,0.8111902649,0.8646758482
conservative,0.3,50,net_markout_lift_over_random,120,0.8332469072,0.8522015077,0.217841648,1.333172965,1,0.8052539624,0.8627603994
conservative,0.3,100,net_markout_lift_over_random,120,0.8212170833,0.8513094604,0.05263514868,1.363722506,1,0.7899441684,0.8534441106
conservative,0.4,0,net_markout_lift_over_random,119,0.8218083615,0.819441169,0.2282312345,1.747865843,1,0.7857229899,0.8564509467
conservative,0.4,25,net_markout_lift_over_random,119,0.8248293289,0.8261391125,0.146762394,1.883760335,1,0.789183252,0.8609141598
