queue_cell,threshold,population,fills,fills_with_a_crossing,crossing_rate,lead_p1_ms,lead_p5_ms,lead_p10_ms,lead_p25_ms,lead_p50_ms,lead_p75_ms,lead_p90_ms,lead_mean_ms,frac_lead_le_0ms,frac_lead_0_25ms,frac_lead_25_50ms,frac_lead_50_100ms,frac_lead_100_250ms,frac_lead_250_500ms,frac_lead_gt_100ms,frac_lead_gt_250ms,frac_lead_gt_500ms
optimistic,0.1,adverse_fills,86614,58498,0.6753873508,-11515.61118,-650.302354,-298.9243756,-65.09321025,16.1818885,196.8267528,604.2634785,22.74306885,0.4595199836,0.06024137577,0.05229238606,0.07998564053,0.134363568,0.09343909193,0.347960614,0.2135970461,0.1201579541
optimistic,0.1,catastrophic_25,65222,43842,0.6721964981,-12241.28278,-648.8252474,-296.5606199,-65.25126,14.320706,192.2026987,596.0877978,11.11161423,0.4644404909,0.06051275033,0.05268920213,0.07894256649,0.1324985174,0.09260526436,0.3434149902,0.2109164728,0.1183112084
optimistic,0.1,catastrophic_50,43388,28478,0.6563565963,-13239.51058,-647.4970988,-278.1359478,-65.704768,12.3767705,181.154996,571.9120409,-1.962771685,0.4690989536,0.06173186319,0.05407683124,0.07988622797,0.1322775476,0.08834890091,0.335206124,0.2029285764,0.1145796755
optimistic,0.1,catastrophic_100,19433,11990,0.6169917151,-15330.11217,-636.3496845,-225.827238,-64.67203325,11.5533005,176.0822645,593.8373831,-21.36392673,0.4704753962,0.06538782319,0.05462885738,0.08156797331,0.1268557131,0.08473728107,0.32793995,0.2010842369,0.1163469558
optimistic,0.2,all_fills,414222,188887,0.4560042682,-26622.72491,-18874.92435,-12679.49011,-4081.699683,-498.828068,-13.3275805,193.3080694,-3469.978215,0.7737218549,0.02710615341,0.02378670846,0.03595271247,0.05523937592,0.03808626322,0.1394325708,0.08419319487,0.04610693166
optimistic,0.2,adverse_fills,86614,50427,0.5822038008,-15356.62326,-835.2606493,-570.34398,-145.5818685,-28.940259,73.590167,328.448372,-300.9825524,0.615126817,0.05332460785,0.04513455094,0.06502468915,0.09582168283,0.06018601146,0.2213893351,0.1255676522,0.06538164079
optimistic,0.2,catastrophic_25,65222,37869,0.5806169697,-15999.23515,-836.577936,-560.379979,-140.030427,-29.366842,70.827537,325.8049704,-324.3040557,0.618738282,0.05342100399,0.04526129552,0.06440624257,0.09342734163,0.05989067575,0.2181731759,0.1247458343,0.06485515857
optimistic,0.2,catastrophic_50,43388,24648,0.568083341,-16477.88334,-827.7325309,-531.3935199,-119.7924015,-28.909064,69.174474,316.1022524,-333.5099576,0.6166828952,0.05525803311,0.0464946446,0.06633398247,0.09335443038,0.05797630639,0.2152304447,0.1218760143,0.06389970789
optimistic,0.2,catastrophic_100,19433,10397,0.5350177533,-17493.33386,-850.9723464,-469.9654126,-95.089521,-26.478971,68.089585,313.6886338,-366.7626927,0.611426373,0.05828604405,0.04770606906,0.06944310859,0.09291141675,0.05472732519,0.2131384053,0.1202269886,0.06549966336
optimistic,0.3,all_fills,414222,148183,0.3577381211,-27107.37399,-20108.526,-14304.97799,-5246.22241,-962.35448,-57.007399,66.8662032,-4097.289124,0.8506913749,0.02093357538,0.01760660805,0.02568445773,0.03688682238,0.02282987927,0.08508398399,0.04819716162,0.02536728235
optimistic,0.3,adverse_fills,86614,43736,0.5049530099,-17418.65633,-916.600272,-706.2749,-296.9648967,-56.918354,6.756757,170.695331,-519.6092341,0.7374702762,0.04191055423,0.03463965612,0.04764953357,0.06575818548,0.0364002195,0.1383299799,0.0725717944,0.0361715749
optimistic,0.3,catastrophic_25,65222,32973,0.5055502744,-18089.10926,-924.7441476,-695.681698,-287.315634,-56.768275,4.335136,167.6462428,-546.9986545,0.7413338186,0.04227701453,0.03348193977,0.04624996209,0.06447699633,0.03645406848,0.136657265,0.0721802687,0.03572620022
optimistic,0.3,catastrophic_50,43388,21436,0.4940536554,-18511.28753,-932.180229,-676.4329905,-268.795089,-56.1241915,5.535882,163.3720075,-563.409157,0.7390371338,0.04455122224,0.03424146296,0.04753685389,0.06423773092,0.0347079679,0.1346333271,0.07039559619,0.03568762829
optimistic,0.3,catastrophic_100,19433,9095,0.4680183194,-19771.29825,-1969.719508,-615.7243824,-205.620256,-52.802828,10.8772225,160.2979518,-589.9400321,0.7293018142,0.04914788345,0.03496426608,0.0503573392,0.06476085761,0.03276525563,0.1362286971,0.07146783947,0.03870258384
optimistic,0.4,all_fills,414222,122552,0.2958606737,-27348.35479,-20958.79182,-15474.80956,-6354.190111,-1421.579134,-97.5485705,-4.198138,-4640.814802,0.9075576082,0.01490795744,0.01177459364,0.01684183041,0.0220641034,0.01322703832,0.04891801031,0.02685390691,0.01362686859
optimistic,0.4,adverse_fills,86614,38322,0.442445794,-18643.66501,-960.7543748,-781.5034969,-411.4519342,-80.6337655,-17.53106925,66.6460368,-673.4778156,0.8322895465,0.03034810292,0.02353739366,0.03240958196,0.0396899953,0.02197171338,0.08141537498,0.04172537968,0.0197536663
optimistic,0.4,catastrophic_25,65222,28990,0.4444819233,-18954.11247,-974.1050023,-771.4401719,-397.0614943,-79.4427755,-17.68330725,64.4892332,-698.2887529,0.8339427389,0.03101069334,0.02314591238,0.0316315971,0.03870300103,0.02159365298,0.0802690583,0.04156605726,0.01997240428
optimistic,0.4,catastrophic_50,43388,18795,0.4331842906,-19708.52857,-1910.747574,-752.183729,-376.9381915,-77.641649,-17.2647285,65.0649084,-728.7020394,0.8306464485,0.03240223464,0.02426177175,0.03192338388,0.03963820165,0.0208566108,0.08076616121,0.04112795956,0.02027134876
optimistic,0.4,catastrophic_100,19433,8018,0.4125971286,-19997.92376,-3300.258606,-691.172889,-303.8829123,-70.335263,-13.872036,69.2221857,-739.9662081,0.8195310551,0.03679221751,0.02594163133,0.03442254926,0.0395360439,0.01983038164,0.08331254677,0.04377650287,0.02394612123
optimistic,0.5,all_fills,414222,105976,0.2558434849,-27502.77653,-21704.77639,-16477.84273,-7328.781635,-1883.094844,-224.8559085,-26.138637,-5121.533958,0.9495640522,0.009162451876,0.006699630105,0.009313429456,0.01190835661,0.006492035933,0.02526043633,0.01335207972,0.006860043783
optimistic,0.5,adverse_fills,86614,34092,0.3936084236,-19185.82008,-1089.271008,-824.9255836,-484.8533255,-111.6294515,-30.37297975,-0.7831964,-780.3311377,0.9031151003,0.01941804529,0.01419687903,0.0193593805,0.02243928194,0.01102898041,0.04391059486,0.02147131292,0.01044233251
optimistic,0.5,catastrophic_25,65222,25944,0.3977798902,-19701.80358,-1684.413188,-810.9729289,-469.3832372,-103.665273,-30.3513735,-1.420172,-800.976062,0.9058741906,0.019773358,0.01364477336,0.01838575393,0.02123805119,0.01090810977,0.04232192414,0.02108387296,0.01017576318
optimistic,0.5,catastrophic_50,43388,16893,0.389347285,-20166.79416,-2559.581744,-787.6234192,-440.808267,-97.785211,-30.10473,-0.5216804,-821.898105,0.9018528385,0.02095542532,0.01462144083,0.01864677677,0.02267211271,0.01077369325,0.04392351862,0.02125140591,0.01047771266
optimistic,0.5,catastrophic_100,19433,7227,0.3718931714,-20327.18125,-3094.684332,-726.9038244,-372.6705545,-86.376862,-27.308858,7.6997792,-799.0243776,0.8920713989,0.02546008025,0.01535907015,0.0196485402,0.02421475024,0.0099626401,0.04746091047,0.02324616023,0.01328352013
optimistic,0.6,all_fills,414222,94036,0.2270183621,-27606.77354,-22087.81473,-17027.40013,-7954.897334,-2246.09267,-364.4619313,-42.0829485,-5460.423367,0.9783168148,0.00420051895,0.003083925305,0.00393466332,0.00501935429,0.002626653622,0.01046407759,0.005444723297,0.002818069675
optimistic,0.6,adverse_fills,86614,30507,0.3522178863,-19779.59686,-1734.201265,-851.553872,-539.831061,-162.150994,-40.113715,-11.050621,-852.9071555,0.9554528469,0.009866587996,0.007047562854,0.008489854787,0.01012882289,0.004687448782,0.01914314747,0.009014324581,0.004326875799
optimistic,0.6,catastrophic_25,65222,23455,0.3596179203,-20197.19335,-2096.65271,-837.223203,-519.1653715,-152.80437,-39.51127,-11.0968196,-868.5207686,0.956171392,0.0103176295,0.006395224899,0.008313792368,0.009891281177,0.004434022596,0.0188019612,0.008910680026,0.004476657429
optimistic,0.6,catastrophic_50,43388,15261,0.3517331981,-20681.36289,-2897.168864,-808.091701,-486.256737,-141.158159,-39.611977,-10.636089,-890.2807805,0.9539348667,0.01068082039,0.007207915602,0.008059760173,0.01028766136,0.004586855383,0.02011663718,0.009828975821,0.005242120438
optimistic,0.6,catastrophic_100,19433,6543,0.3366953121,-21483.6708,-3332.307824,-763.804017,-410.2067705,-99.179711,-38.046095,-8.9810106,-872.5692285,0.9486474094,0.01253247746,0.006266238728,0.01023995109,0.010087116,0.00489072291,0.02231392328,0.01222680727,0.007336084365
optimistic,0.7,all_fills,414222,86154,0.2079899184,-27631.77048,-22228.85271,-17181.48769,-8207.552564,-2449.567316,-463.5658408,-51.3143419,-5615.023615,0.9928035843,0.001450890266,0.001056248114,0.001160712213,0.001752675442,0.000800891427,0.003528565128,0.001775889686,0.0009749982589
optimistic,0.7,adverse_fills,86614,27893,0.3220380077,-19014.33446,-991.3940034,-857.8925584,-567.908189,-186.562739,-45.221454,-16.42178,-844.14794,0.9847273509,0.003477575019,0.002724697953,0.002688846664,0.003513426308,0.001362348976,0.006381529416,0.002868103108,0.001505754132
optimistic,0.7,catastrophic_25,65222,21651,0.3319585416,-18980.65411,-993.1417425,-842.596234,-546.1460595,-175.659001,-44.6351405,-16.286671,-843.3667903,0.9850353332,0.00374116669,0.00240173664,0.002817421828,0.00314073253,0.001293242806,0.006004341601,0.002863609071,0.001570366265
optimistic,0.7,catastrophic_50,43388,14079,0.3244906426,-20238.10982,-1918.685782,-815.5888016,-508.141258,-164.178095,-44.8889425,-16.2225448,-864.5176949,0.9830243625,0.003977555224,0.002770083102,0.002841110874,0.003693444137,0.001562610981,0.007386888273,0.003693444137,0.002130833156
optimistic,0.7,catastrophic_100,19433,6017,0.3096279525,-20367.6708,-2172.681812,-763.5677688,-434.620859,-127.436073,-44.055807,-14.6487928,-824.6540998,0.979724115,0.004653481802,0.002492936679,0.00365630713,0.003490111351,0.002326740901,0.009473159382,0.005983048031,0.00365630713
optimistic,0.8,all_fills,414222,81006,0.1955618002,-27617.90032,-22206.86596,-17140.74287,-8197.059525,-2482.544137,-492.710001,-54.6771625,-5623.353321,0.9977655976,0.0004814458188,0.0002839295855,0.0003333086438,0.0005925487001,0.0002592400563,0.001135718342,0.0005431696418,0.0002839295855
optimistic,0.8,adverse_fills,86614,26331,0.3040039716,-18705.11438,-976.4778645,-856.843295,-574.5758835,-194.664026,-46.9994125,-18.285562,-832.8063814,0.9949109415,0.001253275607,0.0007975390224,0.0008355170711,0.001253275607,0.0004557365843,0.002202726824,0.0009494512172,0.0004937146329
optimistic,0.8,catastrophic_25,65222,20553,0.3151237313,-18494.18104,-971.2783258,-840.1717876,-552.180412,-183.422222,-46.392781,-18.071201,-821.8191841,0.9948912568,0.001459640928,0.0007784751618,0.000875784557,0.00102174865,0.0004378922785,0.001994842602,0.0009730939522,0.0005352016737
optimistic,0.8,catastrophic_50,43388,13329,0.3072047571,-19187.39995,-975.4979178,-812.013015,-514.457157,-172.519251,-46.800569,-18.2161112,-832.3542287,0.993923025,0.001650536424,0.001050341361,0.0009002925951,0.001125365744,0.0005251706805,0.002475804637,0.001350438893,0.0008252682122
optimistic,0.8,catastrophic_100,19433,5707,0.2936757063,-18089.13326,-1482.735206,-763.6724766,-441.103791,-138.154936,-46.020801,-17.0433006,-795.2880116,0.9915892763,0.002803574558,0.001226563869,0.001401787279,0.0005256702295,0.001051340459,0.002978797967,0.002453127738,0.001401787279
optimistic,0.9,all_fills,414222,71656,0.1729893632,-27574.54123,-21827.40296,-16665.9136,-7826.909128,-2411.44964,-491.3437202,-55.4122215,-5473.711066,0.9996092442,9.768895836e-05,6.97778274e-05,4.186669644e-05,1.395556548e-05,9.768895836e-05,0.0001814223512,0.0001674667858,6.97778274e-05
optimistic,0.9,adverse_fills,86614,23636,0.2728889094,-18724.82462,-972.783592,-856.8474535,-577.55809,-199.1457945,-48.12280725,-19.4119945,-830.521948,0.9991538331,0.0002538500592,0.0001692333728,0.0001269250296,0,0.000211541716,0.0002961584024,0.0002961584024,8.461668641e-05
optimistic,0.9,catastrophic_25,65222,18624,0.2855478213,-18269.86518,-963.8790914,-841.23962,-554.4900482,-188.289491,-47.56433975,-19.1709921,-809.8410767,0.9990335052,0.0002684707904,0.0002147766323,0.0001073883162,0,0.0002684707904,0.0003758591065,0.0003758591065,0.0001073883162
optimistic,0.9,catastrophic_50,43388,12093,0.2787176178,-18700.42705,-965.171709,-810.1649598,-517.153387,-176.858068,-47.973559,-19.1703054,-811.4440081,0.9985115356,0.0004134623336,0.0003307698669,0.0001653849334,0,0.0004134623336,0.000578847267,0.000578847267,0.0001653849334
optimistic,0.9,catastrophic_100,19433,5176,0.2663510523,-18626.53572,-965.1640408,-764.416079,-448.5929067,-145.706554,-47.12907925,-18.1488125,-792.8174097,0.9971020093,0.000772797527,0.0003863987635,0.0003863987635,0,0.0009659969088,0.001352395672,0.001352395672,0.0003863987635
