signal,horizon_s,grouping,key,rows,raw_spread_ticks,demeaned_spread_ticks,demeaned_incremental_spread_ticks
direction_p2_logistic,600,segment_key,2:5,149378,600.4230887428943,282.92188791655934,191.61945846926136
direction_p2_logistic,600,segment_key,2:6,329472,-32.98590766544203,2.893861520598846,-84.71892550494263
direction_p2_lightgbm,1,utc_day,2026-08-18,541240,12.715065651953282,12.644969210647314,
direction_p2_lightgbm,1,utc_day,2026-08-19,861524,34.912825112656186,34.65319634387695,
direction_p2_lightgbm,1,utc_day,2026-08-20,733724,58.91139145803095,58.70646688193887,
direction_p2_lightgbm,1,segment_key,2:1,738231,12.481065953356211,12.414832700092326,
direction_p2_lightgbm,1,segment_key,2:2,724526,45.11953592409027,44.817204234593234,
direction_p2_lightgbm,1,segment_key,2:3,1168,26.9282385930187,26.928238593018698,
direction_p2_lightgbm,1,segment_key,2:4,169753,34.03903728616072,33.91946726771707,
direction_p2_lightgbm,1,segment_key,2:5,161358,68.2035639686696,67.42285302619806,
direction_p2_lightgbm,1,segment_key,2:6,341452,82.538917679993,82.480033845946,
direction_p2_lightgbm,2,utc_day,2026-08-18,541210,19.530883377904534,19.389453703133363,
direction_p2_lightgbm,2,utc_day,2026-08-19,861474,45.83390858352804,45.31395029792405,
direction_p2_lightgbm,2,utc_day,2026-08-20,733644,72.00900993598486,71.60388064259976,
direction_p2_lightgbm,2,segment_key,2:1,738181,19.497024693436245,19.361912811484736,
direction_p2_lightgbm,2,segment_key,2:2,724486,57.646220227453895,57.04373306858333,
direction_p2_lightgbm,2,segment_key,2:3,1158,42.85437833133906,42.85437833133906,
direction_p2_lightgbm,2,segment_key,2:4,169733,49.1548973190076,48.91738110230159,
direction_p2_lightgbm,2,segment_key,2:5,161338,81.36849107466622,79.81632660802002,
direction_p2_lightgbm,2,segment_key,2:6,341432,92.77034999775128,92.66066115472778,
direction_p2_lightgbm,5,utc_day,2026-08-18,541120,32.08474840968608,31.729049385034898,
direction_p2_lightgbm,5,utc_day,2026-08-19,861324,64.66285925509264,63.369885653210574,
direction_p2_lightgbm,5,utc_day,2026-08-20,733404,87.51423071934676,86.52824870639658,
direction_p2_lightgbm,5,segment_key,2:1,738031,32.577866681898584,32.23451466024884,
direction_p2_lightgbm,5,segment_key,2:2,724366,77.53516232073116,76.04334978723003,
direction_p2_lightgbm,5,segment_key,2:3,1128,73.03180566266387,73.03180566266387,
direction_p2_lightgbm,5,segment_key,2:4,169673,69.56265413884762,68.97806062485412,
direction_p2_lightgbm,5,segment_key,2:5,161278,102.03888364747067,98.25199132762691,
direction_p2_lightgbm,5,segment_key,2:6,341372,99.25017410763937,98.97780201168386,
direction_p2_lightgbm,10,utc_day,2026-08-18,540970,43.42287092743163,42.7349155148838,10.998000536917834
direction_p2_lightgbm,10,utc_day,2026-08-19,861074,82.19717083935507,79.63375207991622,16.252139823469264
direction_p2_lightgbm,10,utc_day,2026-08-20,733004,92.5547399617368,90.65018313617328,4.163352036533868
direction_p2_lightgbm,10,segment_key,2:1,737781,43.97183757646776,43.30400972255906,11.072878361706493
direction_p2_lightgbm,10,segment_key,2:2,724166,94.86891892108454,91.91791065143526,15.852921203082108
direction_p2_lightgbm,10,segment_key,2:3,1078,10.218466086622122,10.218466086622122,-55.89650531173388
direction_p2_lightgbm,10,segment_key,2:4,169573,73.70371348368155,72.53639410796929,3.561593442246351
direction_p2_lightgbm,10,segment_key,2:5,161178,121.83209471506359,114.3564619955306,15.996208167269346
direction_p2_lightgbm,10,segment_key,2:6,341272,99.05465373856367,98.59292894020938,-0.2957799323969126
direction_p2_lightgbm,30,utc_day,2026-08-18,540370,60.7526517969469,58.692592951863865,27.0268164439397
direction_p2_lightgbm,30,utc_day,2026-08-19,860074,112.48128365925294,104.76637073676346,41.36042296741935
direction_p2_lightgbm,30,utc_day,2026-08-20,731404,101.00174025021848,95.91411257760416,9.299387908421089
direction_p2_lightgbm,30,segment_key,2:1,736781,60.35594213851394,58.3718972194784,26.193275785180827
direction_p2_lightgbm,30,segment_key,2:2,723366,126.70080909724841,117.81898513460584,41.69199435867564
direction_p2_lightgbm,30,segment_key,2:3,878,-90.92800970655642,-90.9280097065564,-116.05666651687409
direction_p2_lightgbm,30,segment_key,2:4,169173,80.73065624943914,77.09511769586175,8.047510102366742
direction_p2_lightgbm,30,segment_key,2:5,160778,163.38664966610446,143.57204491303258,44.93855555553334
direction_p2_lightgbm,30,segment_key,2:6,340872,95.59719249152357,94.28118446754777,-4.744489615026365
direction_p2_lightgbm,60,utc_day,2026-08-18,539470,64.92765691348497,61.76445333035271,30.040442231128218
direction_p2_lightgbm,60,utc_day,2026-08-19,858574,122.22452337520353,107.30974529976007,43.91064157427577
direction_p2_lightgbm,60,utc_day,2026-08-20,729004,93.57844556714822,83.7624944028471,-3.1183523809815594
direction_p2_lightgbm,60,segment_key,2:1,735281,64.70470596418352,61.61576333919179,29.38927969980638
direction_p2_lightgbm,60,segment_key,2:2,722166,139.8406606401181,122.46236407757421,46.22693448822925
direction_p2_lightgbm,60,segment_key,2:3,578,-126.1372365825807,-126.13723658258073,-189.7087096439323
direction_p2_lightgbm,60,segment_key,2:4,168573,77.53406857156833,69.67749196633082,0.7402871695845832
direction_p2_lightgbm,60,segment_key,2:5,160178,142.27399860297126,105.49029882518609,6.65492284376289
direction_p2_lightgbm,60,segment_key,2:6,340272,85.04561198946573,82.01058762840655,-17.054389302894236
direction_p2_lightgbm,120,utc_day,2026-08-18,537670,54.1906685057557,49.092415779250366,17.456388796999782
direction_p2_lightgbm,120,utc_day,2026-08-19,855574,130.20444762245415,100.9981402236032,37.387405379832224
direction_p2_lightgbm,120,utc_day,2026-08-20,724226,90.42225509991847,72.16668515335394,-14.919561350824697
direction_p2_lightgbm,120,segment_key,2:1,732281,53.73713132936267,48.12796785347955,15.894659913453006
direction_p2_lightgbm,120,segment_key,2:2,719766,151.78027606094932,118.56502254285945,42.20264921315004
direction_p2_lightgbm,120,segment_key,2:4,167373,94.25354522073991,79.84393516937129,10.731683883913817
direction_p2_lightgbm,120,segment_key,2:5,158978,141.40255935707734,69.6493904870536,-29.44501776460836
direction_p2_lightgbm,120,segment_key,2:6,339072,71.15161439706725,63.242192959058386,-35.93976279029418
direction_p2_lightgbm,300,utc_day,2026-08-18,532270,22.21844836984796,18.752928677337856,-12.737550604609929
direction_p2_lightgbm,300,utc_day,2026-08-19,846574,151.40851559623664,82.96398045067494,18.98902492837777
direction_p2_lightgbm,300,utc_day,2026-08-20,711626,162.30598558487915,115.74281308496191,28.21828598895544
direction_p2_lightgbm,300,segment_key,2:1,723281,23.09584818086796,14.175856896486572,-18.014672431269137
direction_p2_lightgbm,300,segment_key,2:2,712566,172.42336813317627,101.06723746960762,24.272436774611712
direction_p2_lightgbm,300,segment_key,2:4,163773,93.85184613453637,67.2804933707717,-1.6018752651275854
direction_p2_lightgbm,300,segment_key,2:5,155378,558.8917485008935,347.6592349578617,247.0643768873921
direction_p2_lightgbm,300,segment_key,2:6,335472,99.68978234341533,84.5099880695394,-14.935209288773475
direction_p2_lightgbm,600,utc_day,2026-08-18,523270,-2.2261758473196522,4.279381678978645,-27.3931031238816
direction_p2_lightgbm,600,utc_day,2026-08-19,831574,135.20606002927224,27.541647378032916,-36.355587215202284
direction_p2_lightgbm,600,utc_day,2026-08-20,690626,133.1572122467087,46.28702334111793,-40.78365287961535
direction_p2_lightgbm,600,segment_key,2:1,708281,2.8805643657410442,-5.786278727058438,-38.02546650352768
direction_p2_lightgbm,600,segment_key,2:2,700566,133.59440764488454,34.55040141966389,-41.77042803460092
direction_p2_lightgbm,600,segment_key,2:4,157773,-4.512091220685704,-44.452112809046625,-112.87441010357433
direction_p2_lightgbm,600,segment_key,2:5,149378,795.2266506997548,364.95710902106873,265.0878602546513
direction_p2_lightgbm,600,segment_key,2:6,329472,62.09273883826923,22.109968360417735,-78.10416070475137
sweep_dir_p4a,1,utc_day,2026-08-18,541240,41.340298000542006,41.143920129122094,
sweep_dir_p4a,1,utc_day,2026-08-19,861524,58.61288436879859,58.60471713700126,
sweep_dir_p4a,1,utc_day,2026-08-20,733724,52.99717858870141,52.985795453809516,
sweep_dir_p4a,1,segment_key,2:1,738231,39.141408715738194,38.99131979753463,
sweep_dir_p4a,1,segment_key,2:2,724526,58.496553815843754,58.477206446228465,
sweep_dir_p4a,1,segment_key,2:3,1168,34.50997150997151,34.509971509971514,
sweep_dir_p4a,1,segment_key,2:4,169753,40.20156532934907,40.11281765628466,
sweep_dir_p4a,1,segment_key,2:5,161358,53.18487178116962,53.118958197406755,
sweep_dir_p4a,1,segment_key,2:6,341452,57.74285693302822,57.775393995202215,
sweep_dir_p4a,2,utc_day,2026-08-18,541210,51.65598387118565,51.26331751321098,
sweep_dir_p4a,2,utc_day,2026-08-19,861474,72.18339833217973,72.16750522843286,
sweep_dir_p4a,2,utc_day,2026-08-20,733644,63.95438924068293,63.93275338068265,
sweep_dir_p4a,2,segment_key,2:1,738181,49.60810637457753,49.30741219648971,
sweep_dir_p4a,2,segment_key,2:2,724486,72.14707172433833,72.10869928999001,
sweep_dir_p4a,2,segment_key,2:3,1158,58.30325476992144,58.303254769921445,
sweep_dir_p4a,2,segment_key,2:4,169733,54.987442589676746,54.814673707955095,
sweep_dir_p4a,2,segment_key,2:5,161338,62.80562212070083,62.671460919446844,
sweep_dir_p4a,2,segment_key,2:6,341432,67.82415586971376,67.89139887846476,
sweep_dir_p4a,5,utc_day,2026-08-18,541120,66.77768939469073,65.80169058137687,
sweep_dir_p4a,5,utc_day,2026-08-19,861324,87.01996025268232,86.9818633331434,
sweep_dir_p4a,5,utc_day,2026-08-20,733404,75.89330217877742,75.84673461497022,
sweep_dir_p4a,5,segment_key,2:1,738031,65.41528556690983,64.66484750952262,
sweep_dir_p4a,5,segment_key,2:2,724366,86.3453960985857,86.25019436421293,
sweep_dir_p4a,5,segment_key,2:3,1128,89.33247777459133,89.33247777459135,
sweep_dir_p4a,5,segment_key,2:4,169673,75.75472694115395,75.34268337599019,
sweep_dir_p4a,5,segment_key,2:5,161278,75.0035337973944,74.67511978811933,
sweep_dir_p4a,5,segment_key,2:6,341372,77.05313353340765,77.22420936671696,
sweep_dir_p4a,10,utc_day,2026-08-18,540970,73.85939666443326,71.9233141253081,6.103869124128742
sweep_dir_p4a,10,utc_day,2026-08-19,861074,93.09416825344894,93.0242143816338,6.043241399676325
sweep_dir_p4a,10,utc_day,2026-08-20,733004,80.63979651058072,80.56287045482637,4.7323776644416
sweep_dir_p4a,10,segment_key,2:1,737781,73.61791165606783,72.12091087471029,7.443749647583126
sweep_dir_p4a,10,segment_key,2:2,724166,91.18726287535833,91.00567140573752,4.755103041726805
sweep_dir_p4a,10,segment_key,2:3,1078,31.964056405640566,31.96405640564055,-50.48318331833183
sweep_dir_p4a,10,segment_key,2:4,169573,74.82041368373632,73.93824151779526,-1.379038871653573
sweep_dir_p4a,10,segment_key,2:5,161178,90.78857828416989,90.16863265255999,15.467605998645187
sweep_dir_p4a,10,segment_key,2:6,341272,79.53567270874058,79.91013329019322,2.694616739093771
sweep_dir_p4a,30,utc_day,2026-08-18,540370,86.82262045090123,81.00367433422085,15.129920107546662
sweep_dir_p4a,30,utc_day,2026-08-19,860074,99.65485865734004,99.46277236544323,12.459392960023703
sweep_dir_p4a,30,utc_day,2026-08-20,731404,87.09793848478216,87.12642138869668,11.188299012831772
sweep_dir_p4a,30,segment_key,2:1,736781,85.4019791189632,80.88084453191343,16.151207644973532
sweep_dir_p4a,30,segment_key,2:2,723366,95.91882788754906,95.41031461835868,9.105970922002516
sweep_dir_p4a,30,segment_key,2:3,878,-49.015759189282036,-49.01575918928202,-80.12001889385091
sweep_dir_p4a,30,segment_key,2:4,169173,77.17151766940738,74.16066300710057,-1.1193032900279865
sweep_dir_p4a,30,segment_key,2:5,160778,107.422628379148,106.28384557942229,31.293625662402437
sweep_dir_p4a,30,segment_key,2:6,340872,84.89623611730663,86.13574862156077,8.845369919534354
sweep_dir_p4a,60,utc_day,2026-08-18,539470,77.7265456760736,66.37600113124685,0.41554914428432266
sweep_dir_p4a,60,utc_day,2026-08-19,858574,98.56490353415816,98.16221114818835,11.160048352409934
sweep_dir_p4a,60,utc_day,2026-08-20,729004,71.05522962852703,71.29830943196129,-4.780244422081616
sweep_dir_p4a,60,segment_key,2:1,735281,77.98818683306908,69.13995093535752,4.337131049081821
sweep_dir_p4a,60,segment_key,2:2,722166,96.06327573024441,95.06668131009762,8.623527024128375
sweep_dir_p4a,60,segment_key,2:3,578,-151.41880341880344,-151.4188034188034,-229.68702865761688
sweep_dir_p4a,60,segment_key,2:4,168573,61.84907514404348,55.34715993797342,-19.565127703091903
sweep_dir_p4a,60,segment_key,2:5,160178,70.29090093213134,68.79181624435756,-6.399243520016426
sweep_dir_p4a,60,segment_key,2:6,340272,74.63474095795719,77.09427897157695,-0.22094101283702838
sweep_dir_p4a,120,utc_day,2026-08-18,537670,84.39601968793573,61.8103028797663,-3.4930688853460463
sweep_dir_p4a,120,utc_day,2026-08-19,855574,101.38367438685269,100.5824636187854,13.547023749600134
sweep_dir_p4a,120,utc_day,2026-08-20,724226,60.792255275454124,62.07189343987982,-14.352992707320944
sweep_dir_p4a,120,segment_key,2:1,732281,78.27890846302145,60.59137955961039,-3.7250958645725847
sweep_dir_p4a,120,segment_key,2:2,719766,100.4507848777144,98.61597059561386,12.119105099547532
sweep_dir_p4a,120,segment_key,2:4,167373,61.81452797749718,52.21671116434443,-23.047971148255975
sweep_dir_p4a,120,segment_key,2:5,158978,34.36390285518766,31.59140304835661,-44.72047676228722
sweep_dir_p4a,120,segment_key,2:6,339072,72.75930577509354,77.23384863008617,-0.1338466376694325
sweep_dir_p4a,300,utc_day,2026-08-18,532270,104.53102776334072,54.54491359616725,-11.258528620700194
sweep_dir_p4a,300,utc_day,2026-08-19,846574,121.49823369927714,121.7751128055634,34.61576664760719
sweep_dir_p4a,300,utc_day,2026-08-20,711626,75.66281769550676,78.43008201440449,1.8196687714869348
sweep_dir_p4a,300,segment_key,2:1,723281,82.41831213832518,42.74675233775753,-21.91685243123424
sweep_dir_p4a,300,segment_key,2:2,712566,111.07553139411385,109.74089801811746,22.903113668035125
sweep_dir_p4a,300,segment_key,2:4,163773,27.2573729408348,19.619012849818883,-55.639646396261796
sweep_dir_p4a,300,segment_key,2:5,155378,161.75118343011684,153.46593320172056,76.79939320677599
sweep_dir_p4a,300,segment_key,2:6,335472,66.76251807572145,74.88452485002038,-2.4264184376990734
sweep_dir_p4a,600,utc_day,2026-08-18,523270,139.29389141456437,51.91699090416848,-14.067212044527054
sweep_dir_p4a,600,utc_day,2026-08-19,831574,16.60966146316639,11.682629712633497,-75.55482793703803
sweep_dir_p4a,600,utc_day,2026-08-20,690626,31.75862814397769,38.500441341331836,-37.9925065996278
sweep_dir_p4a,600,segment_key,2:1,708281,93.72966023817241,24.482691303552556,-40.180454080135206
sweep_dir_p4a,600,segment_key,2:2,700566,5.308570090924718,1.7233682978442575,-84.89277475276741
sweep_dir_p4a,600,segment_key,2:4,157773,-76.13950469820034,-55.61446620581741,-130.34419005333734
sweep_dir_p4a,600,segment_key,2:5,149378,171.02825036083118,147.2575497887012,70.49713947193318
sweep_dir_p4a,600,segment_key,2:6,329472,28.88763920830604,37.4701594390074,-40.20646628077305
