signal,horizon_s,kind,population,rows,anchors,bootstrap_block_s,bootstrap_draws,raw_top_mean_ticks,raw_bottom_mean_ticks,raw_spread_ticks,raw_top_mean_bps,raw_bottom_mean_bps,raw_spread_bps,raw_edge_per_trade_bps,raw_block_spread_mean,raw_spread_p05,raw_spread_p95,raw_blocks,raw_blocks_same_sign,raw_block_sign_share,raw_resolved,raw_anchor_spread_ticks,raw_anchor_rows,raw_anchor_sign_agrees,demeaned_top_mean_ticks,demeaned_bottom_mean_ticks,demeaned_spread_ticks,demeaned_top_mean_bps,demeaned_bottom_mean_bps,demeaned_spread_bps,demeaned_edge_per_trade_bps,demeaned_block_spread_mean,demeaned_spread_p05,demeaned_spread_p95,demeaned_blocks,demeaned_blocks_same_sign,demeaned_block_sign_share,demeaned_resolved,demeaned_anchor_spread_ticks,demeaned_anchor_rows,demeaned_anchor_sign_agrees,raw_pivot_spread_ticks,demeaned_pivot_spread_ticks
obi_l1,300,cumulative,oof_scored_purged,2090470,700,3600.0,500,168.74682966031563,67.66971303104087,101.07711662927476,2.494787191131503,0.9935959695200812,1.501191221611422,0.750595610805711,99.99278686743824,58.05832530790185,140.2763655242112,60,41,0.6833333333333333,True,-113.6090354090354,128,False,32.79873945631974,-50.432121955985096,83.23086141230483,0.4985860838363336,-0.7205483327456161,1.2191344165819498,0.6095672082909749,83.2530181095904,43.793784004811464,123.26323183844343,60,39,0.65,True,-41.47593864655647,128,False,,
obi_l1,300,incremental,oof_scored_purged,2090470,700,3600.0,500,131.5337627423498,98.34765866049261,33.186104081857195,1.9501987887835224,1.4405480881351362,0.5096507006483861,0.25482535032419307,31.735485023812664,-8.92908706219911,68.88697113003988,60,36,0.6,False,-175.96092796092796,128,False,-1.8855219299986148,-17.701595902477777,15.816073972479163,-0.008953468601096639,-0.24388578353569354,0.2349323149345969,0.11746615746729845,15.430461021286765,-24.17448190663918,53.48933744406273,60,31,0.5166666666666667,False,-104.6067096257134,128,False,67.89101254741757,67.41478743982566
obi_l1,300,cumulative,full_corpus,2548201,854,3600.0,500,144.66166117259243,50.861082877784796,93.80057829480764,2.1385467987084494,0.7371122005639067,1.4014345981445429,0.7007172990722714,85.01507423564878,50.903303581621415,119.28781603425011,72,49,0.6805555555555556,True,-163.77060439560438,162,False,28.69001158824131,-41.49331145001493,70.18332303825623,0.43728460625241394,-0.5944581352713516,1.0317427415237654,0.5158713707618827,68.41683003122762,36.14913228843426,102.38841465519775,72,44,0.6111111111111112,True,-57.0222765327095,162,False,,
obi_l1,300,incremental,full_corpus,2548201,854,3600.0,500,110.73101797347147,79.40959536301953,31.321422610451933,1.6387399431206493,1.1563099482846937,0.4824299948359556,0.2412149974179778,22.376050744022827,-9.386655068308688,53.929043756537276,72,41,0.5694444444444444,False,-208.3914835164835,162,False,-3.1606852230383,-11.452021714197642,8.291336491159342,-0.032027339201286545,-0.1537966667338212,0.12176932753253465,0.060884663766267326,6.2126592166773245,-24.25778909171941,38.08172090582757,72,35,0.4861111111111111,False,-102.8892835486905,162,False,62.47915568435569,61.891986547096884
obi_l1,600,cumulative,oof_scored_purged,2045470,344,7200.0,500,251.41921905478935,180.58359447950838,70.83562457528097,3.7219693359105563,2.649942542376184,1.0720267935343721,0.5360133967671861,76.26592483616612,3.2208274623730158,151.54197235580014,30,19,0.6333333333333333,True,447.30833333333334,62,True,19.30123664117645,-32.433390439639226,51.73462708081568,0.3016819912221686,-0.4542764028390958,0.7559583940612644,0.3779791970306322,52.462192431933204,-3.37354627625786,113.1437046358038,30,19,0.6333333333333333,False,701.508255396177,62,True,,
obi_l1,600,incremental,oof_scored_purged,2045470,344,7200.0,500,214.40559382440222,211.33431436295814,3.071279461444078,3.180161314630767,3.0979335769697016,0.08222773766106517,0.041113868830532585,8.338373609482183,-66.69285138991869,80.28600941954808,30,15,0.5,False,370.56875,62,True,-15.33997839655215,0.2616233589144998,-15.60160175546665,-0.20528603827995137,0.02192044869239729,-0.22720648697234866,-0.11360324348617433,-14.989090677565645,-69.33737984310028,48.53582769435518,30,17,0.5666666666666667,False,623.9623742027825,62,False,67.76434511383692,67.33622883628232
obi_l1,600,cumulative,full_corpus,2527201,426,7200.0,500,220.24724398543842,153.2669702953059,66.98027369013252,3.2587802957488288,2.2405972126919167,1.018183083056912,0.509091541528456,64.37671955187211,8.217089842347042,135.13378542346604,36,22,0.6111111111111112,True,321.06996148908854,79,True,15.93523688340967,-22.70073968231519,38.63597656572486,0.251760189605107,-0.30786168003491726,0.5596218696400242,0.2798109348200121,37.892926252378,-4.891591388114624,91.52584841569677,36,20,0.5555555555555556,False,501.3919847136076,79,True,,
obi_l1,600,incremental,full_corpus,2527201,426,7200.0,500,186.44993075340298,181.89418963995868,4.555741113444299,2.7607461431995106,2.6609735947811886,0.09977254841832206,0.04988627420916103,1.895562525618619,-52.38691036034407,70.87303544264044,36,18,0.5,False,261.29717586649554,79,True,-15.923063598013291,7.309427986954392,-23.232491584967683,-0.2177934098563494,0.13241443568203048,-0.3502078455383799,-0.17510392276918996,-24.04724553704331,-64.68428341955953,26.949701080715553,36,24,0.6666666666666666,False,440.8893767178947,79,False,62.42453257668825,61.86846815069255
obi_l5,1,cumulative,oof_scored_purged,2136488,213651,1800.0,500,20.35957509548416,-19.16658865709645,39.526163752580615,0.2948295912057611,-0.2770463878815355,0.5718759790872966,0.2859379895436483,40.025756532588396,36.11322667790259,43.90957891627172,120,120,1.0,True,38.82938132745643,42572,True,19.85981435197522,-19.560443299691215,39.42025765166643,0.2875045690580295,-0.28274881610069297,0.5702533851587225,0.28512669257936124,40.02575653258839,36.11322667790259,43.90957891627172,120,120,1.0,True,38.72571267430567,42572,True,,
obi_l5,1,cumulative,full_corpus,2570299,257034,1800.0,500,17.885664652626748,-16.879910905341788,34.76557555796853,0.2601555293429737,-0.24518542879610716,0.5053409581390809,0.25267047906954043,35.19837347548883,31.35753700162882,39.00448814047835,143,143,1.0,True,34.14114540373934,51245,True,17.469360491983657,-17.17697005644997,34.646330548433625,0.25405621706848,-0.24945604840907273,0.5035122654775527,0.25175613273877634,35.198373475488836,31.35753700162882,39.00448814047835,143,143,1.0,True,34.024975678861175,51245,True,,
