signal,horizon_s,leg,rows,raw_mean_ticks,raw_mean_bps,demeaned_mean_ticks,demeaned_mean_bps,frac_favourable_for_leg
direction_p2_logistic,30,down_leg_negative_signal,1117105,-10.141463873136367,-0.15000127971643368,-21.01155050932156,-0.3081099077984023,0.48706970248991815
direction_p2_logistic,60,up_leg_top_decile,212704,75.76750084624642,1.1250492603613953,41.00333925692311,0.6138296612294252,0.5779063863397021
direction_p2_logistic,60,down_leg_bottom_decile,212705,-23.600557109611906,-0.34760062641970346,-47.213369017825194,-0.6896438974767356,0.5628546578594767
direction_p2_logistic,60,up_leg_positive_signal,1012020,48.88608031461829,0.7236146738507956,21.011284322929548,0.3149465847205753,0.5207663880160471
direction_p2_logistic,60,down_leg_negative_signal,1115028,2.301226516284793,0.03158611258754076,-19.07022959108754,-0.2793156639056757,0.5063612752325503
direction_p2_logistic,120,up_leg_top_decile,211747,103.22156630318257,1.536288747943488,35.46872231224289,0.539802559565048,0.5586997690640245
direction_p2_logistic,120,down_leg_bottom_decile,211747,1.0732548749214865,0.014358198784753648,-45.65009988769268,-0.6627751752594079,0.526491520541023
direction_p2_logistic,120,up_leg_positive_signal,1007450,74.33832597151223,1.099628293414901,19.59914261101248,0.2969214717164547,0.5217856965606233
direction_p2_logistic,120,down_leg_negative_signal,1110020,24.67445811787175,0.36072359171537577,-17.78810852368833,-0.2574279252755827,0.5114412352930577
direction_p2_logistic,300,up_leg_top_decile,209047,184.79302262170708,2.7434473616244026,25.730548849414195,0.39737530405463173,0.530770592259157
direction_p2_logistic,300,down_leg_bottom_decile,209047,66.37636990724575,0.9794394270195926,-45.51741944240928,-0.6494532862979143,0.5176156558094591
direction_p2_logistic,300,up_leg_positive_signal,994761,144.77731987884528,2.1401932273828446,12.76173301374025,0.19920097361143713,0.5207622735511344
direction_p2_logistic,300,down_leg_negative_signal,1095709,93.20781612636202,1.3739698329626624,-11.585990709651272,-0.1573781852738668,0.50678784239246
direction_p2_logistic,600,up_leg_top_decile,204547,279.9968540237696,4.168416811172392,3.3329909550153123,0.07325929480608159,0.5107041413464876
direction_p2_logistic,600,down_leg_bottom_decile,204547,171.28039032593975,2.521821117300402,-26.092517503942915,-0.363668136078298,0.5053948481278141
direction_p2_logistic,600,up_leg_positive_signal,975388,239.4233807469438,3.5474081374981985,4.169359726232467,0.07812622394286534,0.5132009005646984
direction_p2_logistic,600,down_leg_negative_signal,1070082,185.06542769619526,2.7302728955718343,-3.8004035622040617,-0.03923522076358315,0.500544818060672
direction_p2_lightgbm,1,up_leg_top_decile,213648,18.365828371901447,0.26733776630457773,17.900071539631963,0.26049981907681113,0.34260559424848347
