signal,horizon_s,gross_decile_spread_bps,gross_edge_per_trade_bps,break_even_all_in_cost_bps,hurdle_bps_one_way,hurdle_bps_round_trip,net_of_one_way_bps,net_of_round_trip_bps,clears_one_way,clears_round_trip
obi_l5,600,0.6687615370977464,0.3343807685488732,0.3343807685488732,2.0,4.0,-1.6656192314511267,-3.6656192314511267,False,False
obi_l5,600,0.6687615370977464,0.3343807685488732,0.3343807685488732,3.0,6.0,-2.6656192314511267,-5.665619231451127,False,False
obi_l5,600,0.6687615370977464,0.3343807685488732,0.3343807685488732,5.0,10.0,-4.665619231451127,-9.665619231451126,False,False
obi_l5,600,0.6687615370977464,0.3343807685488732,0.3343807685488732,7.5,15.0,-7.165619231451127,-14.665619231451126,False,False
obi_l5,600,0.6687615370977464,0.3343807685488732,0.3343807685488732,10.0,20.0,-9.665619231451126,-19.665619231451128,False,False
obi_l5,600,0.4760125211430028,0.2380062605715014,0.2380062605715014,1.0,2.0,-0.7619937394284986,-1.7619937394284986,False,False
obi_l5,600,0.4760125211430028,0.2380062605715014,0.2380062605715014,2.0,4.0,-1.7619937394284986,-3.761993739428499,False,False
obi_l5,600,0.4760125211430028,0.2380062605715014,0.2380062605715014,3.0,6.0,-2.761993739428499,-5.761993739428498,False,False
obi_l5,600,0.4760125211430028,0.2380062605715014,0.2380062605715014,5.0,10.0,-4.761993739428498,-9.7619937394285,False,False
obi_l5,600,0.4760125211430028,0.2380062605715014,0.2380062605715014,7.5,15.0,-7.261993739428498,-14.7619937394285,False,False
obi_l5,600,0.4760125211430028,0.2380062605715014,0.2380062605715014,10.0,20.0,-9.7619937394285,-19.761993739428497,False,False
obi_l10,1,0.572842355464779,0.2864211777323895,0.2864211777323895,1.0,2.0,-0.7135788222676105,-1.7135788222676105,False,False
obi_l10,1,0.572842355464779,0.2864211777323895,0.2864211777323895,2.0,4.0,-1.7135788222676105,-3.7135788222676105,False,False
obi_l10,1,0.572842355464779,0.2864211777323895,0.2864211777323895,3.0,6.0,-2.7135788222676105,-5.7135788222676105,False,False
obi_l10,1,0.572842355464779,0.2864211777323895,0.2864211777323895,5.0,10.0,-4.7135788222676105,-9.71357882226761,False,False
obi_l10,1,0.572842355464779,0.2864211777323895,0.2864211777323895,7.5,15.0,-7.2135788222676105,-14.71357882226761,False,False
obi_l10,1,0.572842355464779,0.2864211777323895,0.2864211777323895,10.0,20.0,-9.71357882226761,-19.71357882226761,False,False
obi_l10,1,0.5055659350149396,0.2527829675074698,0.2527829675074698,1.0,2.0,-0.7472170324925302,-1.7472170324925302,False,False
obi_l10,1,0.5055659350149396,0.2527829675074698,0.2527829675074698,2.0,4.0,-1.7472170324925302,-3.74721703249253,False,False
obi_l10,1,0.5055659350149396,0.2527829675074698,0.2527829675074698,3.0,6.0,-2.74721703249253,-5.7472170324925305,False,False
obi_l10,1,0.5055659350149396,0.2527829675074698,0.2527829675074698,5.0,10.0,-4.7472170324925305,-9.74721703249253,False,False
obi_l10,1,0.5055659350149396,0.2527829675074698,0.2527829675074698,7.5,15.0,-7.2472170324925305,-14.74721703249253,False,False
obi_l10,1,0.5055659350149396,0.2527829675074698,0.2527829675074698,10.0,20.0,-9.74721703249253,-19.74721703249253,False,False
obi_l10,2,0.7514814873971809,0.37574074369859045,0.37574074369859045,1.0,2.0,-0.6242592563014095,-1.6242592563014095,False,False
obi_l10,2,0.7514814873971809,0.37574074369859045,0.37574074369859045,2.0,4.0,-1.6242592563014095,-3.6242592563014098,False,False
obi_l10,2,0.7514814873971809,0.37574074369859045,0.37574074369859045,3.0,6.0,-2.6242592563014098,-5.62425925630141,False,False
obi_l10,2,0.7514814873971809,0.37574074369859045,0.37574074369859045,5.0,10.0,-4.62425925630141,-9.624259256301409,False,False
obi_l10,2,0.7514814873971809,0.37574074369859045,0.37574074369859045,7.5,15.0,-7.12425925630141,-14.624259256301409,False,False
obi_l10,2,0.7514814873971809,0.37574074369859045,0.37574074369859045,10.0,20.0,-9.624259256301409,-19.62425925630141,False,False
obi_l10,2,0.6732671455174937,0.33663357275874684,0.33663357275874684,1.0,2.0,-0.6633664272412532,-1.6633664272412532,False,False
obi_l10,2,0.6732671455174937,0.33663357275874684,0.33663357275874684,2.0,4.0,-1.6633664272412532,-3.663366427241253,False,False
obi_l10,2,0.6732671455174937,0.33663357275874684,0.33663357275874684,3.0,6.0,-2.663366427241253,-5.663366427241253,False,False
obi_l10,2,0.6732671455174937,0.33663357275874684,0.33663357275874684,5.0,10.0,-4.663366427241253,-9.663366427241254,False,False
obi_l10,2,0.6732671455174937,0.33663357275874684,0.33663357275874684,7.5,15.0,-7.163366427241253,-14.663366427241254,False,False
obi_l10,2,0.6732671455174937,0.33663357275874684,0.33663357275874684,10.0,20.0,-9.663366427241254,-19.663366427241254,False,False
obi_l10,5,0.9884942695000638,0.4942471347500319,0.4942471347500319,1.0,2.0,-0.5057528652499681,-1.505752865249968,False,False
obi_l10,5,0.9884942695000638,0.4942471347500319,0.4942471347500319,2.0,4.0,-1.505752865249968,-3.505752865249968,False,False
obi_l10,5,0.9884942695000638,0.4942471347500319,0.4942471347500319,3.0,6.0,-2.505752865249968,-5.505752865249968,False,False
obi_l10,5,0.9884942695000638,0.4942471347500319,0.4942471347500319,5.0,10.0,-4.505752865249968,-9.505752865249969,False,False
obi_l10,5,0.9884942695000638,0.4942471347500319,0.4942471347500319,7.5,15.0,-7.005752865249968,-14.505752865249969,False,False
obi_l10,5,0.9884942695000638,0.4942471347500319,0.4942471347500319,10.0,20.0,-9.505752865249969,-19.505752865249967,False,False
obi_l10,5,0.9119410213200561,0.45597051066002803,0.45597051066002803,1.0,2.0,-0.544029489339972,-1.544029489339972,False,False
obi_l10,5,0.9119410213200561,0.45597051066002803,0.45597051066002803,2.0,4.0,-1.544029489339972,-3.544029489339972,False,False
obi_l10,5,0.9119410213200561,0.45597051066002803,0.45597051066002803,3.0,6.0,-2.544029489339972,-5.544029489339972,False,False
obi_l10,5,0.9119410213200561,0.45597051066002803,0.45597051066002803,5.0,10.0,-4.544029489339972,-9.544029489339971,False,False
obi_l10,5,0.9119410213200561,0.45597051066002803,0.45597051066002803,7.5,15.0,-7.044029489339972,-14.544029489339971,False,False
obi_l10,5,0.9119410213200561,0.45597051066002803,0.45597051066002803,10.0,20.0,-9.544029489339971,-19.544029489339973,False,False
obi_l10,10,1.1208537510700405,0.5604268755350202,0.5604268755350202,1.0,2.0,-0.43957312446497976,-1.4395731244649799,False,False
obi_l10,10,1.1208537510700405,0.5604268755350202,0.5604268755350202,2.0,4.0,-1.4395731244649799,-3.43957312446498,False,False
obi_l10,10,1.1208537510700405,0.5604268755350202,0.5604268755350202,3.0,6.0,-2.43957312446498,-5.43957312446498,False,False
obi_l10,10,1.1208537510700405,0.5604268755350202,0.5604268755350202,5.0,10.0,-4.43957312446498,-9.43957312446498,False,False
obi_l10,10,1.1208537510700405,0.5604268755350202,0.5604268755350202,7.5,15.0,-6.93957312446498,-14.43957312446498,False,False
obi_l10,10,1.1208537510700405,0.5604268755350202,0.5604268755350202,10.0,20.0,-9.43957312446498,-19.439573124464978,False,False
obi_l10,10,1.0688206168250207,0.5344103084125104,0.5344103084125104,1.0,2.0,-0.46558969158748964,-1.4655896915874895,False,False
obi_l10,10,1.0688206168250207,0.5344103084125104,0.5344103084125104,2.0,4.0,-1.4655896915874895,-3.4655896915874895,False,False
obi_l10,10,1.0688206168250207,0.5344103084125104,0.5344103084125104,3.0,6.0,-2.4655896915874895,-5.46558969158749,False,False
obi_l10,10,1.0688206168250207,0.5344103084125104,0.5344103084125104,5.0,10.0,-4.46558969158749,-9.465589691587489,False,False
obi_l10,10,1.0688206168250207,0.5344103084125104,0.5344103084125104,7.5,15.0,-6.96558969158749,-14.465589691587489,False,False
obi_l10,10,1.0688206168250207,0.5344103084125104,0.5344103084125104,10.0,20.0,-9.465589691587489,-19.46558969158749,False,False
obi_l10,30,1.3730085716471,0.68650428582355,0.68650428582355,1.0,2.0,-0.31349571417644995,-1.31349571417645,False,False
obi_l10,30,1.3730085716471,0.68650428582355,0.68650428582355,2.0,4.0,-1.31349571417645,-3.31349571417645,False,False
obi_l10,30,1.3730085716471,0.68650428582355,0.68650428582355,3.0,6.0,-2.31349571417645,-5.31349571417645,False,False
obi_l10,30,1.3730085716471,0.68650428582355,0.68650428582355,5.0,10.0,-4.31349571417645,-9.31349571417645,False,False
obi_l10,30,1.3730085716471,0.68650428582355,0.68650428582355,7.5,15.0,-6.81349571417645,-14.31349571417645,False,False
obi_l10,30,1.3730085716471,0.68650428582355,0.68650428582355,10.0,20.0,-9.31349571417645,-19.31349571417645,False,False
obi_l10,30,1.333213145668657,0.6666065728343284,0.6666065728343284,1.0,2.0,-0.33339342716567155,-1.3333934271656716,False,False
obi_l10,30,1.333213145668657,0.6666065728343284,0.6666065728343284,2.0,4.0,-1.3333934271656716,-3.3333934271656718,False,False
obi_l10,30,1.333213145668657,0.6666065728343284,0.6666065728343284,3.0,6.0,-2.3333934271656718,-5.333393427165672,False,False
obi_l10,30,1.333213145668657,0.6666065728343284,0.6666065728343284,5.0,10.0,-4.333393427165672,-9.33339342716567,False,False
obi_l10,30,1.333213145668657,0.6666065728343284,0.6666065728343284,7.5,15.0,-6.833393427165672,-14.33339342716567,False,False
obi_l10,30,1.333213145668657,0.6666065728343284,0.6666065728343284,10.0,20.0,-9.33339342716567,-19.33339342716567,False,False
obi_l10,60,1.3086448384082656,0.6543224192041328,0.6543224192041328,1.0,2.0,-0.3456775807958672,-1.3456775807958672,False,False
obi_l10,60,1.3086448384082656,0.6543224192041328,0.6543224192041328,2.0,4.0,-1.3456775807958672,-3.345677580795867,False,False
obi_l10,60,1.3086448384082656,0.6543224192041328,0.6543224192041328,3.0,6.0,-2.345677580795867,-5.345677580795867,False,False
obi_l10,60,1.3086448384082656,0.6543224192041328,0.6543224192041328,5.0,10.0,-4.345677580795867,-9.345677580795867,False,False
obi_l10,60,1.3086448384082656,0.6543224192041328,0.6543224192041328,7.5,15.0,-6.845677580795867,-14.345677580795867,False,False
obi_l10,60,1.3086448384082656,0.6543224192041328,0.6543224192041328,10.0,20.0,-9.345677580795867,-19.34567758079587,False,False
obi_l10,60,1.269635145028067,0.6348175725140335,0.6348175725140335,1.0,2.0,-0.3651824274859665,-1.3651824274859665,False,False
obi_l10,60,1.269635145028067,0.6348175725140335,0.6348175725140335,2.0,4.0,-1.3651824274859665,-3.3651824274859665,False,False
obi_l10,60,1.269635145028067,0.6348175725140335,0.6348175725140335,3.0,6.0,-2.3651824274859665,-5.3651824274859665,False,False
obi_l10,60,1.269635145028067,0.6348175725140335,0.6348175725140335,5.0,10.0,-4.3651824274859665,-9.365182427485966,False,False
obi_l10,60,1.269635145028067,0.6348175725140335,0.6348175725140335,7.5,15.0,-6.8651824274859665,-14.365182427485966,False,False
obi_l10,60,1.269635145028067,0.6348175725140335,0.6348175725140335,10.0,20.0,-9.365182427485966,-19.365182427485966,False,False
obi_l10,120,1.1977044623490332,0.5988522311745166,0.5988522311745166,1.0,2.0,-0.4011477688254834,-1.4011477688254834,False,False
obi_l10,120,1.1977044623490332,0.5988522311745166,0.5988522311745166,2.0,4.0,-1.4011477688254834,-3.401147768825483,False,False
obi_l10,120,1.1977044623490332,0.5988522311745166,0.5988522311745166,3.0,6.0,-2.401147768825483,-5.401147768825483,False,False
obi_l10,120,1.1977044623490332,0.5988522311745166,0.5988522311745166,5.0,10.0,-4.401147768825483,-9.401147768825483,False,False
obi_l10,120,1.1977044623490332,0.5988522311745166,0.5988522311745166,7.5,15.0,-6.901147768825483,-14.401147768825483,False,False
obi_l10,120,1.1977044623490332,0.5988522311745166,0.5988522311745166,10.0,20.0,-9.401147768825483,-19.401147768825485,False,False
obi_l10,120,1.1207793735549931,0.5603896867774966,0.5603896867774966,1.0,2.0,-0.43961031322250343,-1.4396103132225035,False,False
obi_l10,120,1.1207793735549931,0.5603896867774966,0.5603896867774966,2.0,4.0,-1.4396103132225035,-3.4396103132225035,False,False
obi_l10,120,1.1207793735549931,0.5603896867774966,0.5603896867774966,3.0,6.0,-2.4396103132225035,-5.439610313222503,False,False
obi_l10,120,1.1207793735549931,0.5603896867774966,0.5603896867774966,5.0,10.0,-4.439610313222503,-9.439610313222504,False,False
obi_l10,120,1.1207793735549931,0.5603896867774966,0.5603896867774966,7.5,15.0,-6.939610313222503,-14.439610313222504,False,False
obi_l10,120,1.1207793735549931,0.5603896867774966,0.5603896867774966,10.0,20.0,-9.439610313222504,-19.439610313222502,False,False
obi_l10,300,0.9676062799237611,0.48380313996188057,0.48380313996188057,1.0,2.0,-0.5161968600381195,-1.5161968600381195,False,False
obi_l10,300,0.9676062799237611,0.48380313996188057,0.48380313996188057,2.0,4.0,-1.5161968600381195,-3.5161968600381193,False,False
obi_l10,300,0.9676062799237611,0.48380313996188057,0.48380313996188057,3.0,6.0,-2.5161968600381193,-5.51619686003812,False,False
obi_l10,300,0.9676062799237611,0.48380313996188057,0.48380313996188057,5.0,10.0,-4.51619686003812,-9.51619686003812,False,False
obi_l10,300,0.9676062799237611,0.48380313996188057,0.48380313996188057,7.5,15.0,-7.01619686003812,-14.51619686003812,False,False
obi_l10,300,0.9676062799237611,0.48380313996188057,0.48380313996188057,10.0,20.0,-9.51619686003812,-19.516196860038118,False,False
obi_l10,300,0.8174652824253712,0.4087326412126856,0.4087326412126856,1.0,2.0,-0.5912673587873144,-1.5912673587873143,False,False
obi_l10,300,0.8174652824253712,0.4087326412126856,0.4087326412126856,2.0,4.0,-1.5912673587873143,-3.5912673587873143,False,False
obi_l10,300,0.8174652824253712,0.4087326412126856,0.4087326412126856,3.0,6.0,-2.5912673587873143,-5.591267358787315,False,False
obi_l10,300,0.8174652824253712,0.4087326412126856,0.4087326412126856,5.0,10.0,-4.591267358787315,-9.591267358787315,False,False
obi_l10,300,0.8174652824253712,0.4087326412126856,0.4087326412126856,7.5,15.0,-7.091267358787315,-14.591267358787315,False,False
obi_l10,300,0.8174652824253712,0.4087326412126856,0.4087326412126856,10.0,20.0,-9.591267358787315,-19.591267358787313,False,False
obi_l10,600,0.5395388744511456,0.2697694372255728,0.2697694372255728,1.0,2.0,-0.7302305627744272,-1.7302305627744272,False,False
obi_l10,600,0.5395388744511456,0.2697694372255728,0.2697694372255728,2.0,4.0,-1.7302305627744272,-3.730230562774427,False,False
obi_l10,600,0.5395388744511456,0.2697694372255728,0.2697694372255728,3.0,6.0,-2.730230562774427,-5.730230562774427,False,False
obi_l10,600,0.5395388744511456,0.2697694372255728,0.2697694372255728,5.0,10.0,-4.730230562774427,-9.730230562774427,False,False
obi_l10,600,0.5395388744511456,0.2697694372255728,0.2697694372255728,7.5,15.0,-7.230230562774427,-14.730230562774427,False,False
obi_l10,600,0.5395388744511456,0.2697694372255728,0.2697694372255728,10.0,20.0,-9.730230562774427,-19.730230562774427,False,False
obi_l10,600,0.43548546640725383,0.21774273320362691,0.21774273320362691,1.0,2.0,-0.7822572667963731,-1.782257266796373,False,False
obi_l10,600,0.43548546640725383,0.21774273320362691,0.21774273320362691,2.0,4.0,-1.782257266796373,-3.782257266796373,False,False
obi_l10,600,0.43548546640725383,0.21774273320362691,0.21774273320362691,3.0,6.0,-2.782257266796373,-5.782257266796373,False,False
obi_l10,600,0.43548546640725383,0.21774273320362691,0.21774273320362691,5.0,10.0,-4.782257266796373,-9.782257266796373,False,False
obi_l10,600,0.43548546640725383,0.21774273320362691,0.21774273320362691,7.5,15.0,-7.282257266796373,-14.782257266796373,False,False
obi_l10,600,0.43548546640725383,0.21774273320362691,0.21774273320362691,10.0,20.0,-9.782257266796373,-19.782257266796375,False,False
direction_p2_logistic,1,0.5783071382259122,0.2891535691129561,0.2891535691129561,1.0,2.0,-0.7108464308870439,-1.710846430887044,False,False
direction_p2_logistic,1,0.5783071382259122,0.2891535691129561,0.2891535691129561,2.0,4.0,-1.710846430887044,-3.710846430887044,False,False
direction_p2_logistic,1,0.5783071382259122,0.2891535691129561,0.2891535691129561,3.0,6.0,-2.710846430887044,-5.7108464308870435,False,False
direction_p2_logistic,1,0.5783071382259122,0.2891535691129561,0.2891535691129561,5.0,10.0,-4.7108464308870435,-9.710846430887043,False,False
direction_p2_logistic,1,0.5783071382259122,0.2891535691129561,0.2891535691129561,7.5,15.0,-7.2108464308870435,-14.710846430887043,False,False
direction_p2_logistic,1,0.5783071382259122,0.2891535691129561,0.2891535691129561,10.0,20.0,-9.710846430887043,-19.710846430887045,False,False
direction_p2_logistic,2,0.7579733885629545,0.37898669428147724,0.37898669428147724,1.0,2.0,-0.6210133057185228,-1.6210133057185228,False,False
direction_p2_logistic,2,0.7579733885629545,0.37898669428147724,0.37898669428147724,2.0,4.0,-1.6210133057185228,-3.621013305718523,False,False
direction_p2_logistic,2,0.7579733885629545,0.37898669428147724,0.37898669428147724,3.0,6.0,-2.621013305718523,-5.621013305718523,False,False
direction_p2_logistic,2,0.7579733885629545,0.37898669428147724,0.37898669428147724,5.0,10.0,-4.621013305718523,-9.621013305718522,False,False
direction_p2_logistic,2,0.7579733885629545,0.37898669428147724,0.37898669428147724,7.5,15.0,-7.121013305718523,-14.621013305718522,False,False
direction_p2_logistic,2,0.7579733885629545,0.37898669428147724,0.37898669428147724,10.0,20.0,-9.621013305718522,-19.621013305718524,False,False
direction_p2_logistic,5,1.0066775012907123,0.5033387506453562,0.5033387506453562,1.0,2.0,-0.49666124935464384,-1.4966612493546438,False,False
direction_p2_logistic,5,1.0066775012907123,0.5033387506453562,0.5033387506453562,2.0,4.0,-1.4966612493546438,-3.496661249354644,False,False
direction_p2_logistic,5,1.0066775012907123,0.5033387506453562,0.5033387506453562,3.0,6.0,-2.496661249354644,-5.496661249354644,False,False
direction_p2_logistic,5,1.0066775012907123,0.5033387506453562,0.5033387506453562,5.0,10.0,-4.496661249354644,-9.496661249354643,False,False
direction_p2_logistic,5,1.0066775012907123,0.5033387506453562,0.5033387506453562,7.5,15.0,-6.996661249354644,-14.496661249354643,False,False
direction_p2_logistic,5,1.0066775012907123,0.5033387506453562,0.5033387506453562,10.0,20.0,-9.496661249354643,-19.496661249354645,False,False
direction_p2_logistic,10,1.1564571595730655,0.5782285797865327,0.5782285797865327,1.0,2.0,-0.42177142021346725,-1.4217714202134673,False,False
direction_p2_logistic,10,1.1564571595730655,0.5782285797865327,0.5782285797865327,2.0,4.0,-1.4217714202134673,-3.4217714202134673,False,False
direction_p2_logistic,10,1.1564571595730655,0.5782285797865327,0.5782285797865327,3.0,6.0,-2.4217714202134673,-5.421771420213467,False,False
direction_p2_logistic,10,1.1564571595730655,0.5782285797865327,0.5782285797865327,5.0,10.0,-4.421771420213467,-9.421771420213467,False,False
direction_p2_logistic,10,1.1564571595730655,0.5782285797865327,0.5782285797865327,7.5,15.0,-6.921771420213467,-14.421771420213467,False,False
direction_p2_logistic,10,1.1564571595730655,0.5782285797865327,0.5782285797865327,10.0,20.0,-9.421771420213467,-19.421771420213467,False,False
direction_p2_logistic,30,1.3860293963134365,0.6930146981567182,0.6930146981567182,1.0,2.0,-0.30698530184328177,-1.3069853018432818,False,False
direction_p2_logistic,30,1.3860293963134365,0.6930146981567182,0.6930146981567182,2.0,4.0,-1.3069853018432818,-3.306985301843282,False,False
direction_p2_logistic,30,1.3860293963134365,0.6930146981567182,0.6930146981567182,3.0,6.0,-2.306985301843282,-5.306985301843282,False,False
direction_p2_logistic,30,1.3860293963134365,0.6930146981567182,0.6930146981567182,5.0,10.0,-4.306985301843282,-9.306985301843282,False,False
direction_p2_logistic,30,1.3860293963134365,0.6930146981567182,0.6930146981567182,7.5,15.0,-6.806985301843282,-14.306985301843282,False,False
direction_p2_logistic,30,1.3860293963134365,0.6930146981567182,0.6930146981567182,10.0,20.0,-9.306985301843282,-19.30698530184328,False,False
direction_p2_logistic,60,1.3034735587061608,0.6517367793530804,0.6517367793530804,1.0,2.0,-0.3482632206469196,-1.3482632206469196,False,False
direction_p2_logistic,60,1.3034735587061608,0.6517367793530804,0.6517367793530804,2.0,4.0,-1.3482632206469196,-3.3482632206469196,False,False
direction_p2_logistic,60,1.3034735587061608,0.6517367793530804,0.6517367793530804,3.0,6.0,-2.3482632206469196,-5.34826322064692,False,False
direction_p2_logistic,60,1.3034735587061608,0.6517367793530804,0.6517367793530804,5.0,10.0,-4.34826322064692,-9.34826322064692,False,False
direction_p2_logistic,60,1.3034735587061608,0.6517367793530804,0.6517367793530804,7.5,15.0,-6.84826322064692,-14.34826322064692,False,False
direction_p2_logistic,60,1.3034735587061608,0.6517367793530804,0.6517367793530804,10.0,20.0,-9.34826322064692,-19.34826322064692,False,False
direction_p2_logistic,120,1.2025777348244557,0.6012888674122279,0.6012888674122279,1.0,2.0,-0.39871113258777213,-1.3987111325877721,False,False
direction_p2_logistic,120,1.2025777348244557,0.6012888674122279,0.6012888674122279,2.0,4.0,-1.3987111325877721,-3.3987111325877724,False,False
direction_p2_logistic,120,1.2025777348244557,0.6012888674122279,0.6012888674122279,3.0,6.0,-2.3987111325877724,-5.398711132587772,False,False
direction_p2_logistic,120,1.2025777348244557,0.6012888674122279,0.6012888674122279,5.0,10.0,-4.398711132587772,-9.398711132587772,False,False
direction_p2_logistic,120,1.2025777348244557,0.6012888674122279,0.6012888674122279,7.5,15.0,-6.898711132587772,-14.398711132587772,False,False
direction_p2_logistic,120,1.2025777348244557,0.6012888674122279,0.6012888674122279,10.0,20.0,-9.398711132587772,-19.39871113258777,False,False
direction_p2_logistic,300,1.046828590352546,0.523414295176273,0.523414295176273,1.0,2.0,-0.476585704823727,-1.476585704823727,False,False
direction_p2_logistic,300,1.046828590352546,0.523414295176273,0.523414295176273,2.0,4.0,-1.476585704823727,-3.476585704823727,False,False
direction_p2_logistic,300,1.046828590352546,0.523414295176273,0.523414295176273,3.0,6.0,-2.476585704823727,-5.4765857048237265,False,False
direction_p2_logistic,300,1.046828590352546,0.523414295176273,0.523414295176273,5.0,10.0,-4.4765857048237265,-9.476585704823727,False,False
direction_p2_logistic,300,1.046828590352546,0.523414295176273,0.523414295176273,7.5,15.0,-6.9765857048237265,-14.476585704823727,False,False
direction_p2_logistic,300,1.046828590352546,0.523414295176273,0.523414295176273,10.0,20.0,-9.476585704823727,-19.476585704823727,False,False
direction_p2_logistic,600,0.4369274308843796,0.2184637154421898,0.2184637154421898,1.0,2.0,-0.7815362845578102,-1.7815362845578102,False,False
direction_p2_logistic,600,0.4369274308843796,0.2184637154421898,0.2184637154421898,2.0,4.0,-1.7815362845578102,-3.78153628455781,False,False
direction_p2_logistic,600,0.4369274308843796,0.2184637154421898,0.2184637154421898,3.0,6.0,-2.78153628455781,-5.78153628455781,False,False
direction_p2_logistic,600,0.4369274308843796,0.2184637154421898,0.2184637154421898,5.0,10.0,-4.78153628455781,-9.78153628455781,False,False
direction_p2_logistic,600,0.4369274308843796,0.2184637154421898,0.2184637154421898,7.5,15.0,-7.28153628455781,-14.78153628455781,False,False
direction_p2_logistic,600,0.4369274308843796,0.2184637154421898,0.2184637154421898,10.0,20.0,-9.78153628455781,-19.78153628455781,False,False
direction_p2_lightgbm,1,0.5101275503297027,0.25506377516485135,0.25506377516485135,1.0,2.0,-0.7449362248351487,-1.7449362248351488,False,False
direction_p2_lightgbm,1,0.5101275503297027,0.25506377516485135,0.25506377516485135,2.0,4.0,-1.7449362248351488,-3.7449362248351488,False,False
direction_p2_lightgbm,1,0.5101275503297027,0.25506377516485135,0.25506377516485135,3.0,6.0,-2.7449362248351488,-5.744936224835149,False,False
direction_p2_lightgbm,1,0.5101275503297027,0.25506377516485135,0.25506377516485135,5.0,10.0,-4.744936224835149,-9.744936224835149,False,False
direction_p2_lightgbm,1,0.5101275503297027,0.25506377516485135,0.25506377516485135,7.5,15.0,-7.244936224835149,-14.744936224835149,False,False
direction_p2_lightgbm,1,0.5101275503297027,0.25506377516485135,0.25506377516485135,10.0,20.0,-9.744936224835149,-19.744936224835147,False,False
direction_p2_lightgbm,2,0.6598583182554352,0.3299291591277176,0.3299291591277176,1.0,2.0,-0.6700708408722824,-1.6700708408722824,False,False
direction_p2_lightgbm,2,0.6598583182554352,0.3299291591277176,0.3299291591277176,2.0,4.0,-1.6700708408722824,-3.6700708408722824,False,False
direction_p2_lightgbm,2,0.6598583182554352,0.3299291591277176,0.3299291591277176,3.0,6.0,-2.6700708408722824,-5.670070840872283,False,False
direction_p2_lightgbm,2,0.6598583182554352,0.3299291591277176,0.3299291591277176,5.0,10.0,-4.670070840872283,-9.670070840872283,False,False
direction_p2_lightgbm,2,0.6598583182554352,0.3299291591277176,0.3299291591277176,7.5,15.0,-7.170070840872283,-14.670070840872283,False,False
direction_p2_lightgbm,2,0.6598583182554352,0.3299291591277176,0.3299291591277176,10.0,20.0,-9.670070840872283,-19.67007084087228,False,False
direction_p2_lightgbm,5,0.8885478996312648,0.4442739498156324,0.4442739498156324,1.0,2.0,-0.5557260501843676,-1.5557260501843677,False,False
direction_p2_lightgbm,5,0.8885478996312648,0.4442739498156324,0.4442739498156324,2.0,4.0,-1.5557260501843677,-3.5557260501843677,False,False
direction_p2_lightgbm,5,0.8885478996312648,0.4442739498156324,0.4442739498156324,3.0,6.0,-2.5557260501843677,-5.555726050184368,False,False
direction_p2_lightgbm,5,0.8885478996312648,0.4442739498156324,0.4442739498156324,5.0,10.0,-4.555726050184368,-9.555726050184367,False,False
direction_p2_lightgbm,5,0.8885478996312648,0.4442739498156324,0.4442739498156324,7.5,15.0,-7.055726050184368,-14.555726050184367,False,False
direction_p2_lightgbm,5,0.8885478996312648,0.4442739498156324,0.4442739498156324,10.0,20.0,-9.555726050184367,-19.55572605018437,False,False
direction_p2_lightgbm,10,1.0527083220277955,0.5263541610138978,0.5263541610138978,1.0,2.0,-0.47364583898610224,-1.4736458389861022,False,False
direction_p2_lightgbm,10,1.0527083220277955,0.5263541610138978,0.5263541610138978,2.0,4.0,-1.4736458389861022,-3.4736458389861022,False,False
direction_p2_lightgbm,10,1.0527083220277955,0.5263541610138978,0.5263541610138978,3.0,6.0,-2.4736458389861022,-5.473645838986102,False,False
direction_p2_lightgbm,10,1.0527083220277955,0.5263541610138978,0.5263541610138978,5.0,10.0,-4.473645838986102,-9.473645838986101,False,False
direction_p2_lightgbm,10,1.0527083220277955,0.5263541610138978,0.5263541610138978,7.5,15.0,-6.973645838986102,-14.473645838986101,False,False
direction_p2_lightgbm,10,1.0527083220277955,0.5263541610138978,0.5263541610138978,10.0,20.0,-9.473645838986101,-19.4736458389861,False,False
direction_p2_lightgbm,30,1.2975365982552305,0.6487682991276152,0.6487682991276152,1.0,2.0,-0.35123170087238476,-1.3512317008723849,False,False
direction_p2_lightgbm,30,1.2975365982552305,0.6487682991276152,0.6487682991276152,2.0,4.0,-1.3512317008723849,-3.351231700872385,False,False
direction_p2_lightgbm,30,1.2975365982552305,0.6487682991276152,0.6487682991276152,3.0,6.0,-2.351231700872385,-5.351231700872384,False,False
direction_p2_lightgbm,30,1.2975365982552305,0.6487682991276152,0.6487682991276152,5.0,10.0,-4.351231700872384,-9.351231700872384,False,False
direction_p2_lightgbm,30,1.2975365982552305,0.6487682991276152,0.6487682991276152,7.5,15.0,-6.851231700872384,-14.351231700872384,False,False
direction_p2_lightgbm,30,1.2975365982552305,0.6487682991276152,0.6487682991276152,10.0,20.0,-9.351231700872384,-19.351231700872386,False,False
direction_p2_lightgbm,60,1.2744698277256559,0.6372349138628279,0.6372349138628279,1.0,2.0,-0.36276508613717207,-1.362765086137172,False,False
direction_p2_lightgbm,60,1.2744698277256559,0.6372349138628279,0.6372349138628279,2.0,4.0,-1.362765086137172,-3.362765086137172,False,False
direction_p2_lightgbm,60,1.2744698277256559,0.6372349138628279,0.6372349138628279,3.0,6.0,-2.362765086137172,-5.362765086137172,False,False
