signal,horizon_s,gross_decile_spread_bps,gross_edge_per_trade_bps,break_even_all_in_cost_bps,hurdle_bps_one_way,hurdle_bps_round_trip,net_of_one_way_bps,net_of_round_trip_bps,clears_one_way,clears_round_trip
obi_l1,30,1.331444239207112,0.665722119603556,0.665722119603556,2.0,4.0,-1.334277880396444,-3.334277880396444,False,False
obi_l1,30,1.331444239207112,0.665722119603556,0.665722119603556,3.0,6.0,-2.334277880396444,-5.334277880396444,False,False
obi_l1,30,1.331444239207112,0.665722119603556,0.665722119603556,5.0,10.0,-4.334277880396444,-9.334277880396444,False,False
obi_l1,30,1.331444239207112,0.665722119603556,0.665722119603556,7.5,15.0,-6.834277880396444,-14.334277880396444,False,False
obi_l1,30,1.331444239207112,0.665722119603556,0.665722119603556,10.0,20.0,-9.334277880396444,-19.334277880396446,False,False
obi_l1,60,1.2866109543040882,0.6433054771520441,0.6433054771520441,1.0,2.0,-0.3566945228479559,-1.3566945228479559,False,False
obi_l1,60,1.2866109543040882,0.6433054771520441,0.6433054771520441,2.0,4.0,-1.3566945228479559,-3.356694522847956,False,False
obi_l1,60,1.2866109543040882,0.6433054771520441,0.6433054771520441,3.0,6.0,-2.356694522847956,-5.356694522847956,False,False
obi_l1,60,1.2866109543040882,0.6433054771520441,0.6433054771520441,5.0,10.0,-4.356694522847956,-9.356694522847956,False,False
obi_l1,60,1.2866109543040882,0.6433054771520441,0.6433054771520441,7.5,15.0,-6.856694522847956,-14.356694522847956,False,False
obi_l1,60,1.2866109543040882,0.6433054771520441,0.6433054771520441,10.0,20.0,-9.356694522847956,-19.356694522847956,False,False
obi_l1,60,1.2592441052241614,0.6296220526120807,0.6296220526120807,1.0,2.0,-0.3703779473879193,-1.3703779473879192,False,False
obi_l1,60,1.2592441052241614,0.6296220526120807,0.6296220526120807,2.0,4.0,-1.3703779473879192,-3.370377947387919,False,False
obi_l1,60,1.2592441052241614,0.6296220526120807,0.6296220526120807,3.0,6.0,-2.370377947387919,-5.37037794738792,False,False
obi_l1,60,1.2592441052241614,0.6296220526120807,0.6296220526120807,5.0,10.0,-4.37037794738792,-9.370377947387919,False,False
