signal,horizon_s,population,decile,rows,signal_mean,signal_min,signal_max,raw_mean_ticks,raw_median_ticks,raw_mean_bps,demeaned_mean_ticks,demeaned_median_ticks,demeaned_mean_bps,frac_up,frac_down
obi_l5,30,oof_scored_purged,7,213185,0.5285915445440533,0.410914308,0.647484637,30.191085207683468,0.0,0.446424875143891,16.747321864497046,4.939333333333333,0.2493884442441857,0.4909163402678425,0.38726458240495343
obi_l5,30,oof_scored_purged,8,213185,0.753247332107972,0.647486185,0.848946424,44.375366465745714,19.0,0.654802473911736,30.7041868402319,15.65,0.45505523181837554,0.5369514740718155,0.3602457959049652
obi_l5,30,oof_scored_purged,9,213184,0.923570292015184,0.848948155,0.999862482,63.43475823701591,38.0,0.9346153808149431,47.99458544430935,32.123805555555556,0.7086344201514596,0.600476583608526,0.34198626538577004
obi_l5,30,full_corpus,0,256798,-0.9260996484653073,-0.999983024,-0.851835884,-34.82744803308437,-32.0,-0.517769814234634,-43.656917189241696,-32.52038888888889,-0.6446648857540411,0.3322572605705652,0.6006822483041145
obi_l5,30,full_corpus,1,256798,-0.7587112629027407,-0.851832183,-0.655723503,-21.819568298818528,-20.0,-0.3263252148094285,-30.50241803881381,-22.302777777777777,-0.45191542239083216,0.3391147906136341,0.5513321754842327
obi_l5,30,full_corpus,2,256798,-0.542104731538287,-0.655722982,-0.42982579,-8.498370314410549,0.0,-0.12789523427433688,-17.517702755236062,-5.861111111111111,-0.2591104129775999,0.36158381295804487,0.48165873565993506
obi_l5,30,full_corpus,3,256798,-0.3225194594289636,-0.429825524,-0.21559156,-2.169298436903714,0.0,-0.03481259022448893,-10.313721536208881,-1.7662222222222221,-0.15335402692665642,0.37109323281333967,0.44815769593221133
obi_l5,30,full_corpus,4,256798,-0.1122837606368196,-0.215590743,-0.0117267348,5.604005872319878,0.0,0.0810401144228156,-3.65234597142471,-1.6758333333333333,-0.054379318001891226,0.38863620433180945,0.4172345579015413
obi_l5,30,full_corpus,5,256798,0.08791725834090137,-0.0117261073,0.189679026,13.740574303538189,0.0,0.2023104298967041,4.0592058700879265,-0.61,0.06031700795602955,0.41393624560938946,0.3897382378367433
obi_l5,30,full_corpus,6,256798,0.29980045522362714,0.189679415,0.414793468,17.816488056760566,0.0,0.2648927842008715,7.10751958400216,3.2537777777777777,0.10760283275614788,0.45487503796758544,0.38288460190499923
obi_l5,30,full_corpus,7,256798,0.5328256016315003,0.414793685,0.651654086,27.547932616297636,0.0,0.40908390614123463,16.713479019026042,5.516666666666667,0.2503615287299004,0.48285033372534053,0.36956284706267184
obi_l5,30,full_corpus,8,256798,0.7569185747992119,0.651655088,0.851572327,41.91455540931004,19.0,0.62286248661196,30.90958825974601,16.452166666666667,0.46210388347521836,0.5402612169876713,0.3412448695083295
obi_l5,30,full_corpus,9,256797,0.9236400249438311,0.851574715,0.999862482,59.21207607565509,36.0,0.878935556764457,46.85349521078931,31.862,0.6978486592813768,0.6097812669151119,0.3194040428821209
obi_l5,60,oof_scored_purged,0,212705,-0.9252662117328225,-0.999983024,-0.849166062,-24.76619966620437,-36.0,-0.36399678626765053,-48.57134549901041,-39.369277777777775,-0.7080786841565998,0.40992454338167883,0.5643496861850921
obi_l5,60,oof_scored_purged,1,212705,-0.7548559705111821,-0.84916573,-0.652956453,-8.487365130109776,-26.0,-0.1298060599261323,-30.839030806300332,-29.49561111111111,-0.4543812829384647,0.41124092052373007,0.5478808678686443
obi_l5,60,oof_scored_purged,2,212705,-0.540955824720298,-0.652954277,-0.430273189,12.283124515173597,0.0,0.1772966375691402,-10.210937785319029,-10.240722222222217,-0.15067179246377144,0.4383629909969206,0.4958040478597118
obi_l5,60,oof_scored_purged,3,212705,-0.32453094736729265,-0.430267744,-0.219014143,14.05002703274488,0.0,0.20452733208733206,-6.3400891583268395,-6.56,-0.09298031410959455,0.434963917162267,0.48575726945769965
obi_l5,60,oof_scored_purged,4,212704,-0.11551096860613717,-0.219013372,-0.015682749,22.65597261922672,0.0,0.33433759092962667,-0.29252461205475555,-3.370694444444446,-0.0017661392913848012,0.4538795697307056,0.4555062434180833
obi_l5,60,oof_scored_purged,5,212705,0.08408388488541027,-0.0156805352,0.186382045,28.17245245762911,0.0,0.41683030286630196,4.396877505560959,-0.8504166666666668,0.06790017138984251,0.469241437671893,0.4379163630380104
obi_l5,60,oof_scored_purged,6,212705,0.2960967153528784,0.186382045,0.410619281,35.45479184786441,0.0,0.5238312450841281,9.650265376087631,2.4475,0.14459216210408923,0.48519780917232785,0.4411743964645871
obi_l5,60,oof_scored_purged,7,212705,0.5283533542484897,0.410619469,0.647265282,40.46972332573282,7.0,0.5999179723026894,14.148202614798345,6.038444444444444,0.2141442951914945,0.5111492442584801,0.43814202769093347
obi_l5,60,oof_scored_purged,8,212705,0.7530182121829434,0.647266173,0.848721335,54.04522695752333,27.0,0.7990790688203048,27.236327106202296,18.350277777777777,0.4074448111560746,0.5470064173385675,0.40792176958698667
obi_l5,60,oof_scored_purged,9,212704,0.923434140511603,0.848721659,0.999862482,70.77900744696856,42.0,1.0464230384978808,40.82244580358296,29.773472222222225,0.6080604851600844,0.5771118549721679,0.4000394914999248
obi_l5,60,full_corpus,0,256558,-0.9261053830124065,-0.999983024,-0.851878535,-28.123311298030075,-35.0,-0.41926818117863146,-45.68329978064121,-34.359611111111114,-0.6717234916452526,0.3949633221337865,0.5751837791064789
obi_l5,60,full_corpus,1,256558,-0.7587812749789639,-0.851878535,-0.655857741,-13.273024033551867,-28.0,-0.2043851717190283,-30.737660199299015,-27.45377777777778,-0.45713813589290747,0.39540766610279154,0.5584974937441046
obi_l5,60,full_corpus,2,256558,-0.5422251449966792,-0.65585767,-0.429967048,5.678437234465501,-1.0,0.0771710023915466,-12.426205537881348,-11.348777777777778,-0.18629728250664532,0.42834758612087714,0.5030285549466398
obi_l5,60,full_corpus,3,256558,-0.3227283562680096,-0.429967048,-0.215813614,9.153869690284457,0.0,0.13074088704331752,-7.270945145831971,-6.9680555555555586,-0.10841324640245403,0.4293571044364237,0.4891252660217183
obi_l5,60,full_corpus,4,256558,-0.1124590200243754,-0.215813614,-0.011832296,17.34489472166138,0.0,0.2550460687945191,-1.3544476032960933,-3.5245769540692997,-0.0186180696720203,0.44575885374847013,0.4606092969231129
obi_l5,60,full_corpus,5,256558,0.0877867536694279,-0.011831789,0.18953286,24.71557503566445,0.0,0.3667361033502414,5.317471258669163,1.3581666666666667,0.08217226921937346,0.4666196337670234,0.43516475806640215
obi_l5,60,full_corpus,6,256558,0.2996198138577631,0.18953286,0.414584015,29.526746388730814,0.0,0.43688448540072616,8.167841522238472,2.50138888888889,0.12304870777193606,0.48125180271127777,0.4401772698571083
obi_l5,60,full_corpus,7,256558,0.5325451056684727,0.414585232,0.651323892,36.20688889062122,4.0,0.5387343133810548,14.637564905579707,7.0490555555555545,0.22267261834328286,0.5078266902610715,0.4292674560917999
obi_l5,60,full_corpus,8,256558,0.7566376632154913,0.651327003,0.851324634,50.69429329820158,27.0,0.7543425720064661,28.788874239681707,20.799277777777778,0.4343208919657129,0.5504057562032757,0.39837775473772014
obi_l5,60,full_corpus,9,256557,0.9235331262512891,0.851324634,0.999862482,64.9370880545064,40.0,0.9661124046895418,40.560964437446614,29.17711111111111,0.6089017637133425,0.580911844151592,0.39111386553475447
obi_l5,120,oof_scored_purged,0,211747,-0.9252388233837221,-0.999983024,-0.849084746,0.7942757158306847,-20.0,0.007180407621238605,-46.20964487171724,-24.311666666666667,-0.6725244549933015,0.4591139425824215,0.5257831279782004
obi_l5,120,oof_scored_purged,1,211747,-0.7546588462409857,-0.849084645,-0.652759085,13.399455482250044,-24.0,0.196848240967192,-31.01763347170546,-31.362222222222222,-0.44860341165753126,0.4520489074225373,0.5350111217632363
obi_l5,120,oof_scored_purged,2,211747,-0.5407948968404606,-0.652759085,-0.430019621,35.67595998998805,-5.0,0.5228633806633107,-8.994425693067585,-14.930305555555549,-0.12897609541804422,0.4720208550770495,0.507771066414164
obi_l5,120,oof_scored_purged,3,211747,-0.3243888959369436,-0.430018688,-0.218964294,36.41285118561302,-1.0,0.5320741029996444,-4.195246068820161,-4.2493888888888875,-0.06094736393860653,0.47845305954747885,0.5028689898794316
obi_l5,120,oof_scored_purged,4,211747,-0.11539990722446031,-0.218963703,-0.015625,47.3166066107194,0.0,0.6980309662518911,1.1516013246056758,-5.061277777777778,0.02159988290440826,0.4894756478249987,0.49005180710942775
obi_l5,120,oof_scored_purged,5,211747,0.08404106176158851,-0.015625,0.186272296,50.777659187615406,0.0,0.7496486484197183,3.4726451974067465,-1.0452222222222218,0.05521463915491613,0.48931035622700675,0.4851119496380114
obi_l5,120,oof_scored_purged,6,211747,0.2958025297849415,0.186275082,0.410128233,62.672214954639266,0.0,0.9243379178179056,11.75992165733789,-0.6728086419753367,0.17596457260184986,0.494287994635107,0.4820091902128483
obi_l5,120,oof_scored_purged,7,211747,0.5277163360524777,0.41012985,0.646510706,65.66025728817881,15.0,0.9688698769055065,14.218032017775885,4.248944444444447,0.21493776519190008,0.5163142807218047,0.46986261906898324
obi_l5,120,oof_scored_purged,8,211747,0.7525099440810921,0.646510706,0.848376207,78.16100818429541,29.0,1.1557230803100245,25.559564043154847,17.272666666666666,0.3871011785594657,0.5368623876607461,0.44753408548881446
obi_l5,120,oof_scored_purged,9,211747,0.92327313242479,0.848377462,0.999862482,92.16507199629747,48.0,1.3672205155555213,34.25518586502942,33.2236111111111,0.5194379189065558,0.5601118315725843,0.43118910775595404
obi_l5,120,full_corpus,0,256081,-0.9261768305653524,-0.999983024,-0.852049803,-7.5991912715117484,-24.0,-0.12093627974161793,-42.670072742739805,-21.25944444444444,-0.6254417473790865,0.4460502731557593,0.5382749989261211
obi_l5,120,full_corpus,1,256080,-0.7589349097173187,-0.852049803,-0.656052256,6.260256560449859,-27.0,0.08735623635216877,-28.842581658541476,-29.381083333333336,-0.4211812282716991,0.4427093095907529,0.5424711027803811
obi_l5,120,full_corpus,2,256080,-0.5424364958352742,-0.656052256,-0.430114853,27.731523352077478,-7.0,0.40467946954827627,-8.487389691514183,-14.107305555555556,-0.1228982448112516,0.4678655107778819,0.5111879100281163
obi_l5,120,full_corpus,3,256080,-0.3228828542651906,-0.430114853,-0.21594314,27.68056661980631,-4.0,0.4015161903728966,-5.348138538842366,-7.0590555555555525,-0.07977831256354938,0.47230552952202437,0.508899562636676
obi_l5,120,full_corpus,4,256080,-0.11262084349539872,-0.21594306,-0.0120567376,38.28912839737582,0.0,0.5641474389330926,0.34147149314381775,-7.159083333333335,0.008588317047335082,0.48130271790065604,0.49620431115276475
obi_l5,120,full_corpus,5,256080,0.08752096640340815,-0.0120567376,0.18926689,43.7307657763199,0.0,0.646444797877821,4.719035271338777,3.15825,0.07401204103531499,0.48857778819119024,0.48279053420806
obi_l5,120,full_corpus,6,256080,0.29930277807068495,0.18926689,0.4141858,50.77998477038425,0.0,0.7483592419055258,8.11757228638056,-2.629555555555555,0.12138156225317555,0.4875624804748516,0.4860238987816307
obi_l5,120,full_corpus,7,256080,0.5321760401604967,0.414187068,0.650917137,56.679859809434554,6.0,0.8380698398918011,13.71152299056376,5.11866666666667,0.2081916174532638,0.5093447360199937,0.471001249609497
obi_l5,120,full_corpus,8,256080,0.756394437103167,0.650917137,0.851167527,69.23510621680725,25.0,1.027514626827593,25.851177092312348,16.822499999999998,0.39363148335257786,0.5350827866291784,0.44696579194001873
obi_l5,120,full_corpus,9,256080,0.923457982821341,0.851167527,0.999862482,80.12469736019993,43.0,1.193250114015629,32.60757012579906,31.113,0.4965976019212675,0.559383786316776,0.4303381755701343
obi_l5,300,oof_scored_purged,0,209047,-0.9252369913192249,-0.999983024,-0.849105848,68.11372322970432,-18.0,1.0001379139002107,-44.037344406114734,-21.99308333333333,-0.629166206296504,0.4850823020660426,0.5137361454601118
obi_l5,300,oof_scored_purged,1,209047,-0.7547298798365104,-0.849105848,-0.653013653,86.56534894066884,-16.0,1.2742364511768438,-21.72747812802144,-22.855555555555554,-0.3056849563615641,0.4881007620295914,0.5105693934856754
