signal,horizon_s,population,purge_s,rows,anchors,bootstrap_block_s,bootstrap_blocks,demean_blocks,mid_ticks_mean,raw_signed_markout_mean_ticks,raw_signed_markout_median_ticks,raw_signed_markout_mean_bps,raw_hit_rate,raw_moved_rows,raw_unconditional_mean_ticks,demeaned_signed_markout_mean_ticks,demeaned_signed_markout_median_ticks,demeaned_signed_markout_mean_bps,demeaned_hit_rate,demeaned_moved_rows,demeaned_unconditional_mean_ticks
direction_p2_lightgbm,5,oof_scored_purged,65.0,2135848,42720,1800.0,120,120,673766.9583914679,15.1670317831606,0.0,0.221146985659521,0.6405612799304552,1251568,2.0353964795247603,15.155904480327976,0.8361111111111111,0.2209093115452423,0.5753209029856057,2135848,-5.791202344039381e-17
direction_p2_lightgbm,10,oof_scored_purged,70.0,2135048,21352,1800.0,120,120,673765.0010957599,17.73506871976649,0.0,0.2597666060811368,0.6044184048346856,1523491,4.0575865273286595,17.71406691391348,1.8666666666666667,0.2593072658842698,0.5665956924621836,2135048,6.815732118606632e-17
direction_p2_lightgbm,30,oof_scored_purged,90.0,2131848,7108,1800.0,120,120,673757.235746404,21.128130148115627,0.0,0.31125838488984914,0.562147685203101,1860552,12.479759344943917,21.153061510913787,6.483333333333333,0.3111319481785441,0.5504857757213459,2131848,1.6109272302221251e-15
direction_p2_lightgbm,60,oof_scored_purged,120.0,2127048,3547,1800.0,120,120,673745.7859688639,18.80983785979442,4.0,0.2790821372847109,0.539175135695088,2002099,24.465655217935844,18.96799025008114,10.6365,0.28047849711044553,0.5337768588202993,2127048,3.530145186115826e-15
direction_p2_lightgbm,120,oof_scored_purged,180.0,2117470,1767,1800.0,120,120,673722.7158760219,17.487974563984377,8.0,0.25986167635016744,0.5195022242730557,2080455,48.30353605954276,17.95398481885591,12.073583333333332,0.26500547275057174,0.5181938823218275,2117470,-3.8484949151040804e-16
direction_p2_lightgbm,300,oof_scored_purged,360.0,2090470,700,3600.0,60,119,673671.0912883227,11.873717154515491,11.0,0.17568562235156732,0.5087845028426795,2086060,117.74743215640503,13.283141706365146,7.006916666666669,0.19373297752437912,0.5072830511798783,2090470,-6.7940076934306864e-15
direction_p2_lightgbm,600,oof_scored_purged,660.0,2045470,344,7200.0,30,119,673585.8496088919,-5.004597231932025,1.0,-0.07077156310561068,0.5014614999573892,2041738,210.98616723784752,-0.11391064746836871,3.476388888888888,-0.002866504351400614,0.5024610480720813,2045470,-6.032855096215095e-15
sweep_dir_p4a,1,oof_scored_purged,61.0,2136488,213651,1800.0,120,120,673768.5365995503,8.575836840646893,0.0,0.12398458106078983,0.7510274594472126,600267,0.4062632226345292,8.54936547962823,0.07833333333333334,0.12357819008468128,0.5518097925193121,2136488,-2.5541768597050717e-17
sweep_dir_p4a,2,oof_scored_purged,62.0,2136328,106818,1800.0,120,120,673768.1412561648,11.730205988967986,0.0,0.17020117059612494,0.7048204911994589,863356,0.81394078999105,11.67741227899743,0.2303888888888889,0.1693903313757951,0.5647934212349415,2136328,3.0993000273866734e-16
sweep_dir_p4a,5,oof_scored_purged,65.0,2135848,42720,1800.0,120,120,673766.9583914679,16.15548274034482,0.0,0.2358003367943103,0.6508763407182031,1251568,2.0353964795247603,16.02400047412854,0.8416666666666667,0.23377991646966004,0.5730623152958451,2135848,-5.791202344039381e-17
sweep_dir_p4a,10,oof_scored_purged,70.0,2135048,21352,1800.0,120,120,673765.0010957599,18.728981737178742,0.0,0.27460044522576005,0.6136774027545946,1523491,4.0575865273286595,18.464158918156603,1.9584444444444444,0.2705304912202076,0.5668181698959461,2135048,6.815732118606632e-17
sweep_dir_p4a,30,oof_scored_purged,90.0,2131848,7108,1800.0,120,120,673757.235746404,21.814604512141578,0.0,0.3215884563239335,0.5687785130434408,1860552,12.479759344943917,21.05178792627537,7.394805555555555,0.30983530734965764,0.5503591250408096,2131848,1.6109272302221251e-15
sweep_dir_p4a,60,oof_scored_purged,120.0,2127048,3547,1800.0,120,120,673745.7859688639,20.461578206039544,7.0,0.30305747342190276,0.5447412940119345,2002099,24.465655217935844,18.998928882605853,11.348777777777778,0.2805099264290107,0.5346799884158703,2127048,3.530145186115826e-15
sweep_dir_p4a,120,oof_scored_purged,180.0,2117470,1767,1800.0,120,120,673722.7158760219,20.19987792034834,13.0,0.29999193191560125,0.5268145670057752,2080455,48.30353605954276,17.51442817981397,13.107305555555556,0.2584968134187191,0.5206973416388426,2117470,-3.8484949151040804e-16
sweep_dir_p4a,300,oof_scored_purged,360.0,2090470,700,3600.0,60,119,673671.0912883227,19.938735547508454,18.0,0.29602696907026743,0.5149674506006539,2086060,117.74743215640503,13.790200971196416,6.714694444444447,0.2010272938086086,0.5070668318607777,2090470,-6.7940076934306864e-15
sweep_dir_p4a,600,oof_scored_purged,660.0,2045470,344,7200.0,30,119,673585.8496088919,15.812077175416897,12.0,0.23722747880705988,0.509509545299152,2041738,210.98616723784752,5.576117356370688,2.607277777777881,0.07915931892043962,0.5013933228060055,2045470,-6.032855096215095e-15
