problem,family,task,model,fold,train_rows,validation_rows,validation_start_utc,horizon_ms,n,positives,base_rate,roc_auc,log_loss,brier,accuracy,sides,mean_target,median_target,mae,median_abs_error,rmse,spearman,sign_accuracy,r2
move_within_5000ms,price,classification,lightgbm,7,1926838,214255,2026-08-20T02:34:46.750Z,5000,214218,148485,0.6931490351,0.7168042239,0.5534191285,0.1908102966,0.6932003847,,,,,,,,,
move_within_5000ms,price,classification,naive,8,2141056,214252,2026-08-20T08:31:54.433Z,5000,214202,200575,0.9363824801,0.5,0.7249202293,0.2658797203,0.06361751991,,,,,,,,,
move_within_5000ms,price,classification,linear,8,2141056,214252,2026-08-20T08:31:54.433Z,5000,214202,200575,0.9363824801,0.7672323904,0.2172370595,0.05836007591,0.933744783,,,,,,,,,
move_within_5000ms,price,classification,lightgbm,8,2141056,214252,2026-08-20T08:31:54.433Z,5000,214202,200575,0.9363824801,0.7604187382,0.2261279459,0.06074510699,0.9343236758,,,,,,,,,
move_within_5000ms,price,classification,naive,9,2355258,214276,2026-08-20T14:29:02.116Z,5000,214272,186012,0.8681115591,0.5,0.659654562,0.2332658035,0.8681115591,,,,,,,,,
move_within_5000ms,price,classification,linear,9,2355258,214276,2026-08-20T14:29:02.116Z,5000,214272,186012,0.8681115591,0.7648663431,0.3396611197,0.1035639593,0.8668188097,,,,,,,,,
move_within_5000ms,price,classification,lightgbm,9,2355258,214276,2026-08-20T14:29:02.116Z,5000,214272,186012,0.8681115591,0.7590582053,0.346134541,0.1055323591,0.8660020908,,,,,,,,,
fill_500ms,fill,classification,naive,0,854242,428554,2026-08-18T08:54:52.966Z,500,428554,20287,0.04733825842,0.5,0.1955590556,0.04542936045,0.9526617416,pooled,,,,,,,,
fill_500ms,fill,classification,linear,0,854242,428554,2026-08-18T08:54:52.966Z,500,428554,20287,0.04733825842,0.8919463348,0.1301076936,0.0343072275,0.9584766447,pooled,,,,,,,,
fill_500ms,fill,classification,lightgbm,0,854242,428554,2026-08-18T08:54:52.966Z,500,428554,20287,0.04733825842,0.8932184708,0.1281181999,0.03362344845,0.9593096786,pooled,,,,,,,,
fill_500ms,fill,classification,naive,1,1282796,428554,2026-08-18T14:52:00.649Z,500,428554,15129,0.03530243563,0.5,0.1527167691,0.0340562095,0.9646975644,pooled,,,,,,,,
fill_500ms,fill,classification,linear,1,1282796,428554,2026-08-18T14:52:00.649Z,500,428554,15129,0.03530243563,0.8806304473,0.1079199871,0.02705701104,0.9680063656,pooled,,,,,,,,
fill_500ms,fill,classification,lightgbm,1,1282796,428554,2026-08-18T14:52:00.649Z,500,428554,15129,0.03530243563,0.8851276323,0.1053303567,0.0263027461,0.9692267486,pooled,,,,,,,,
fill_500ms,fill,classification,naive,2,1711350,428554,2026-08-18T20:49:08.333Z,500,428554,10807,0.02521735884,0.5,0.1193303483,0.02468139426,0.9747826412,pooled,,,,,,,,
fill_500ms,fill,classification,linear,2,1711350,428554,2026-08-18T20:49:08.333Z,500,428554,10807,0.02521735884,0.8687611616,0.08748085533,0.0206705514,0.9767940563,pooled,,,,,,,,
fill_500ms,fill,classification,lightgbm,2,1711350,428554,2026-08-18T20:49:08.333Z,500,428554,10807,0.02521735884,0.868618974,0.08537399267,0.01974864899,0.9779001013,pooled,,,,,,,,
fill_500ms,fill,classification,naive,3,2139904,428500,2026-08-19T02:46:16.016Z,500,428490,9894,0.02309038717,0.5,0.1116171501,0.0226597866,0.9769096128,pooled,,,,,,,,
fill_500ms,fill,classification,linear,3,2139904,428500,2026-08-19T02:46:16.016Z,500,428490,9894,0.02309038717,0.8689059426,0.08092775097,0.01895740006,0.9785315877,pooled,,,,,,,,
fill_500ms,fill,classification,lightgbm,3,2139904,428500,2026-08-19T02:46:16.016Z,500,428490,9894,0.02309038717,0.8771405154,0.07822151718,0.0182010337,0.9796377978,pooled,,,,,,,,
fill_500ms,fill,classification,naive,4,2568396,428554,2026-08-19T08:43:23.700Z,500,428554,28177,0.06574900713,0.5,0.2572386436,0.06259854899,0.9342509929,pooled,,,,,,,,
fill_500ms,fill,classification,linear,4,2568396,428554,2026-08-19T08:43:23.700Z,500,428554,28177,0.06574900713,0.8889125041,0.1676183471,0.0459844597,0.9430480173,pooled,,,,,,,,
fill_500ms,fill,classification,lightgbm,4,2568396,428554,2026-08-19T08:43:23.700Z,500,428554,28177,0.06574900713,0.901852457,0.155377875,0.04336668347,0.9453067758,pooled,,,,,,,,
fill_500ms,fill,classification,naive,5,2996948,428554,2026-08-19T14:40:31.383Z,500,428554,79348,0.1851528629,0.5,0.6437657356,0.1730061311,0.8148471371,pooled,,,,,,,,
fill_500ms,fill,classification,linear,5,2996948,428554,2026-08-19T14:40:31.383Z,500,428554,79348,0.1851528629,0.8366331454,0.3690995541,0.1098534041,0.8549167666,pooled,,,,,,,,
fill_500ms,fill,classification,lightgbm,5,2996948,428554,2026-08-19T14:40:31.383Z,500,428554,79348,0.1851528629,0.8448616249,0.3531728611,0.1055114852,0.8607456703,pooled,,,,,,,,
fill_500ms,fill,classification,naive,6,3425502,428458,2026-08-19T20:37:39.066Z,500,428438,73394,0.1713059999,0.5,0.5437748995,0.1554910485,0.8286940001,pooled,,,,,,,,
fill_500ms,fill,classification,linear,6,3425502,428458,2026-08-19T20:37:39.066Z,500,428438,73394,0.1713059999,0.8149887642,0.361160726,0.1091617524,0.8544293457,pooled,,,,,,,,
fill_500ms,fill,classification,lightgbm,6,3425502,428458,2026-08-19T20:37:39.066Z,500,428438,73394,0.1713059999,0.8236287729,0.3545042528,0.1058938257,0.8611374341,pooled,,,,,,,,
fill_500ms,fill,classification,naive,7,3853940,428510,2026-08-20T02:34:46.750Z,500,428500,47747,0.111428238,0.5,0.3621733673,0.1009044921,0.888571762,pooled,,,,,,,,
fill_500ms,fill,classification,linear,7,3853940,428510,2026-08-20T02:34:46.750Z,500,428500,47747,0.111428238,0.8580992789,0.2445738797,0.06967828526,0.9106417736,pooled,,,,,,,,
fill_500ms,fill,classification,lightgbm,7,3853940,428510,2026-08-20T02:34:46.750Z,500,428500,47747,0.111428238,0.8671866997,0.2354667517,0.06666830711,0.9146487748,pooled,,,,,,,,
fill_500ms,fill,classification,naive,8,4282440,428504,2026-08-20T08:31:54.433Z,500,428494,97689,0.2279821888,0.5,0.6570482563,0.2002723759,0.7720178112,pooled,,,,,,,,
fill_500ms,fill,classification,linear,8,4282440,428504,2026-08-20T08:31:54.433Z,500,428494,97689,0.2279821888,0.8021225917,0.423629046,0.1328892023,0.8179227714,pooled,,,,,,,,
fill_500ms,fill,classification,lightgbm,8,4282440,428504,2026-08-20T08:31:54.433Z,500,428494,97689,0.2279821888,0.8143758295,0.4063489466,0.1270264515,0.8267140263,pooled,,,,,,,,
fill_500ms,fill,classification,naive,9,4710934,428552,2026-08-20T14:29:02.116Z,500,428544,77294,0.18036421,0.5,0.515768371,0.1566676087,0.81963579,pooled,,,,,,,,
fill_500ms,fill,classification,linear,9,4710934,428552,2026-08-20T14:29:02.116Z,500,428544,77294,0.18036421,0.8162292483,0.3615531428,0.1103168455,0.8522415435,pooled,,,,,,,,
fill_500ms,fill,classification,lightgbm,9,4710934,428552,2026-08-20T14:29:02.116Z,500,428544,77294,0.18036421,0.8241520039,0.3507347313,0.1064801096,0.8582479279,pooled,,,,,,,,
fill_1000ms,fill,classification,naive,0,854222,428554,2026-08-18T08:54:52.966Z,1000,428554,32743,0.07640344041,0.5,0.2757739609,0.07121667278,0.9235965596,pooled,,,,,,,,
fill_1000ms,fill,classification,linear,0,854222,428554,2026-08-18T08:54:52.966Z,1000,428554,32743,0.07640344041,0.8707201744,0.1923696742,0.05375597211,0.9327669325,pooled,,,,,,,,
fill_1000ms,fill,classification,lightgbm,0,854222,428554,2026-08-18T08:54:52.966Z,1000,428554,32743,0.07640344041,0.8624429107,0.1950645938,0.05384017885,0.9328462691,pooled,,,,,,,,
fill_1000ms,fill,classification,naive,1,1282776,428554,2026-08-18T14:52:00.649Z,1000,428554,25695,0.05995743827,0.5,0.2268545913,0.05636301337,0.9400425617,pooled,,,,,,,,
fill_1000ms,fill,classification,linear,1,1282776,428554,2026-08-18T14:52:00.649Z,1000,428554,25695,0.05995743827,0.8528369983,0.1695060337,0.04535296498,0.9450500987,pooled,,,,,,,,
fill_1000ms,fill,classification,lightgbm,1,1282776,428554,2026-08-18T14:52:00.649Z,1000,428554,25695,0.05995743827,0.8561986158,0.1676829718,0.04499759224,0.9458387974,pooled,,,,,,,,
fill_1000ms,fill,classification,naive,2,1711330,428554,2026-08-18T20:49:08.333Z,1000,428554,18719,0.04367944296,0.5,0.1819268133,0.04202283616,0.956320557,pooled,,,,,,,,
fill_1000ms,fill,classification,linear,2,1711330,428554,2026-08-18T20:49:08.333Z,1000,428554,18719,0.04367944296,0.8412370129,0.1409736113,0.03602569932,0.9580729616,pooled,,,,,,,,
fill_1000ms,fill,classification,lightgbm,2,1711330,428554,2026-08-18T20:49:08.333Z,1000,428554,18719,0.04367944296,0.8352848869,0.1406684924,0.03511224485,0.9599607051,pooled,,,,,,,,
fill_1000ms,fill,classification,naive,3,2139884,428500,2026-08-19T02:46:16.016Z,1000,428480,17355,0.04050364078,0.5,0.1721499116,0.03911459613,0.9594963592,pooled,,,,,,,,
fill_1000ms,fill,classification,linear,3,2139884,428500,2026-08-19T02:46:16.016Z,1000,428480,17355,0.04050364078,0.8450314642,0.1307964423,0.03305670486,0.961629481,pooled,,,,,,,,
fill_1000ms,fill,classification,lightgbm,3,2139884,428500,2026-08-19T02:46:16.016Z,1000,428480,17355,0.04050364078,0.8510328123,0.1282165686,0.03235997626,0.962707711,pooled,,,,,,,,
fill_1000ms,fill,classification,naive,4,2568366,428554,2026-08-19T08:43:23.700Z,1000,428554,44636,0.1041549023,0.5,0.3540499845,0.09585425203,0.8958450977,pooled,,,,,,,,
fill_1000ms,fill,classification,linear,4,2568366,428554,2026-08-19T08:43:23.700Z,1000,428554,44636,0.1041549023,0.8714281481,0.239605723,0.06979939085,0.9103590213,pooled,,,,,,,,
fill_1000ms,fill,classification,lightgbm,4,2568366,428554,2026-08-19T08:43:23.700Z,1000,428554,44636,0.1041549023,0.8846644851,0.2233039848,0.06614803008,0.9128907909,pooled,,,,,,,,
fill_1000ms,fill,classification,naive,5,2996918,428554,2026-08-19T14:40:31.383Z,1000,428554,115048,0.2684562506,0.5,0.7973893876,0.2394834778,0.7315437494,pooled,,,,,,,,
fill_1000ms,fill,classification,linear,5,2996918,428554,2026-08-19T14:40:31.383Z,1000,428554,115048,0.2684562506,0.8091591946,0.4683854391,0.1460688231,0.8011195789,pooled,,,,,,,,
fill_1000ms,fill,classification,lightgbm,5,2996918,428554,2026-08-19T14:40:31.383Z,1000,428554,115048,0.2684562506,0.8131984869,0.4693866924,0.1473220025,0.8001512061,pooled,,,,,,,,
fill_1000ms,fill,classification,naive,6,3425472,428458,2026-08-19T20:37:39.066Z,1000,428418,110239,0.2573164526,0.5,0.6962959332,0.2201710962,0.7426835474,pooled,,,,,,,,
fill_1000ms,fill,classification,linear,6,3425472,428458,2026-08-19T20:37:39.066Z,1000,428418,110239,0.2573164526,0.786446685,0.4704767402,0.1493414215,0.7927748134,pooled,,,,,,,,
fill_1000ms,fill,classification,lightgbm,6,3425472,428458,2026-08-19T20:37:39.066Z,1000,428418,110239,0.2573164526,0.7922827072,0.4743995468,0.1494362822,0.7947425178,pooled,,,,,,,,
fill_1000ms,fill,classification,naive,7,3853890,428510,2026-08-20T02:34:46.750Z,1000,428490,73075,0.1705407361,0.5,0.4758299763,0.1456490168,0.8294592639,pooled,,,,,,,,
fill_1000ms,fill,classification,linear,7,3853890,428510,2026-08-20T02:34:46.750Z,1000,428490,73075,0.1705407361,0.8286998534,0.3384957246,0.1015247134,0.8663469393,pooled,,,,,,,,
fill_1000ms,fill,classification,lightgbm,7,3853890,428510,2026-08-20T02:34:46.750Z,1000,428490,73075,0.1705407361,0.8357059563,0.3322644732,0.09916099598,0.8694905365,pooled,,,,,,,,
fill_1000ms,fill,classification,naive,8,4282380,428504,2026-08-20T08:31:54.433Z,1000,428484,144523,0.3372891403,0.5,0.8167228827,0.2741990266,0.6627108597,pooled,,,,,,,,
fill_1000ms,fill,classification,linear,8,4282380,428504,2026-08-20T08:31:54.433Z,1000,428484,144523,0.3372891403,0.777529846,0.5247752056,0.1730648831,0.7498202967,pooled,,,,,,,,
fill_1000ms,fill,classification,lightgbm,8,4282380,428504,2026-08-20T08:31:54.433Z,1000,428484,144523,0.3372891403,0.7871812232,0.50988576,0.1679541008,0.7572418107,pooled,,,,,,,,
fill_1000ms,fill,classification,naive,9,4710864,428552,2026-08-20T14:29:02.116Z,1000,428534,116277,0.2713366967,0.5,0.6518106503,0.2169473944,0.7286633033,pooled,,,,,,,,
fill_1000ms,fill,classification,linear,9,4710864,428552,2026-08-20T14:29:02.116Z,1000,428534,116277,0.2713366967,0.7865951458,0.4702775654,0.1517070757,0.7856762824,pooled,,,,,,,,
fill_1000ms,fill,classification,lightgbm,9,4710864,428552,2026-08-20T14:29:02.116Z,1000,428534,116277,0.2713366967,0.791862745,0.4632002775,0.1492847039,0.7903130207,pooled,,,,,,,,
fill_5000ms,fill,classification,naive,0,854062,428554,2026-08-18T08:54:52.966Z,5000,428554,92175,0.2150837467,0.5,0.5248503923,0.17012951,0.7849162533,pooled,,,,,,,,
fill_5000ms,fill,classification,linear,0,854062,428554,2026-08-18T08:54:52.966Z,5000,428554,92175,0.2150837467,0.8149387001,0.401288218,0.1262018591,0.825335897,pooled,,,,,,,,
fill_5000ms,fill,classification,lightgbm,0,854062,428554,2026-08-18T08:54:52.966Z,5000,428554,92175,0.2150837467,0.7835042578,0.4275112901,0.1325792524,0.8193949887,pooled,,,,,,,,
fill_5000ms,fill,classification,naive,1,1282616,428554,2026-08-18T14:52:00.649Z,5000,428554,83506,0.1948552574,0.5,0.4932423775,0.1569038608,0.8051447426,pooled,,,,,,,,
fill_5000ms,fill,classification,linear,1,1282616,428554,2026-08-18T14:52:00.649Z,5000,428554,83506,0.1948552574,0.7925248698,0.3992417646,0.124303738,0.8297204086,pooled,,,,,,,,
fill_5000ms,fill,classification,lightgbm,1,1282616,428554,2026-08-18T14:52:00.649Z,5000,428554,83506,0.1948552574,0.7922102433,0.4084763799,0.128231062,0.82229544,pooled,,,,,,,,
fill_5000ms,fill,classification,naive,2,1711170,428554,2026-08-18T20:49:08.333Z,5000,428554,67795,0.1581947666,0.5,0.440510488,0.134306032,0.8418052334,pooled,,,,,,,,
fill_5000ms,fill,classification,linear,2,1711170,428554,2026-08-18T20:49:08.333Z,5000,428554,67795,0.1581947666,0.7926292892,0.3587053727,0.1092724016,0.8514959608,pooled,,,,,,,,
fill_5000ms,fill,classification,lightgbm,2,1711170,428554,2026-08-18T20:49:08.333Z,5000,428554,67795,0.1581947666,0.7632996424,0.3821731983,0.1147099652,0.8526673418,pooled,,,,,,,,
fill_5000ms,fill,classification,naive,3,2139724,428500,2026-08-19T02:46:16.016Z,5000,428400,63093,0.1472759104,0.5,0.4229957613,0.1270218312,0.8527240896,pooled,,,,,,,,
fill_5000ms,fill,classification,linear,3,2139724,428500,2026-08-19T02:46:16.016Z,5000,428400,63093,0.1472759104,0.7978921891,0.3372931211,0.101397723,0.8649929972,pooled,,,,,,,,
fill_5000ms,fill,classification,lightgbm,3,2139724,428500,2026-08-19T02:46:16.016Z,5000,428400,63093,0.1472759104,0.7890398716,0.342872818,0.1030705704,0.8645798319,pooled,,,,,,,,
fill_5000ms,fill,classification,naive,4,2568126,428554,2026-08-19T08:43:23.700Z,5000,428554,112395,0.2622656655,0.5,0.5968372975,0.2004562459,0.7377343345,pooled,,,,,,,,
fill_5000ms,fill,classification,linear,4,2568126,428554,2026-08-19T08:43:23.700Z,5000,428554,112395,0.2622656655,0.8418700134,0.4254967129,0.1367180207,0.8029279857,pooled,,,,,,,,
fill_5000ms,fill,classification,lightgbm,4,2568126,428554,2026-08-19T08:43:23.700Z,5000,428554,112395,0.2622656655,0.8589609747,0.3969308839,0.1272123343,0.812737718,pooled,,,,,,,,
fill_5000ms,fill,classification,naive,5,2996678,428554,2026-08-19T14:40:31.383Z,5000,428554,233548,0.5449674953,0.5,0.9994616533,0.3735274813,0.4550325047,pooled,,,,,,,,
fill_5000ms,fill,classification,linear,5,2996678,428554,2026-08-19T14:40:31.383Z,5000,428554,233548,0.5449674953,0.7477192509,0.6187649562,0.2101584291,0.6776602248,pooled,,,,,,,,
fill_5000ms,fill,classification,lightgbm,5,2996678,428554,2026-08-19T14:40:31.383Z,5000,428554,233548,0.5449674953,0.7520899764,0.6445298362,0.223235899,0.6550026368,pooled,,,,,,,,
fill_5000ms,fill,classification,naive,6,3425232,428458,2026-08-19T20:37:39.066Z,5000,428258,237110,0.5536615778,0.5,0.9214252921,0.3486888067,0.4463384222,pooled,,,,,,,,
fill_5000ms,fill,classification,linear,6,3425232,428458,2026-08-19T20:37:39.066Z,5000,428258,237110,0.5536615778,0.7293502281,0.6315210067,0.2183977737,0.6612649384,pooled,,,,,,,,
fill_5000ms,fill,classification,lightgbm,6,3425232,428458,2026-08-19T20:37:39.066Z,5000,428258,237110,0.5536615778,0.7283633626,0.6555669069,0.2261937319,0.6527980797,pooled,,,,,,,,
fill_5000ms,fill,classification,naive,7,3853490,428510,2026-08-20T02:34:46.750Z,5000,428410,179754,0.4195840433,0.5,0.7317483767,0.2657942397,0.5804159567,pooled,,,,,,,,
fill_5000ms,fill,classification,linear,7,3853490,428510,2026-08-20T02:34:46.750Z,5000,428410,179754,0.4195840433,0.7673691706,0.5641096474,0.1894590269,0.7205480731,pooled,,,,,,,,
fill_5000ms,fill,classification,lightgbm,7,3853490,428510,2026-08-20T02:34:46.750Z,5000,428410,179754,0.4195840433,0.7714397058,0.5657554379,0.1891272737,0.7224504563,pooled,,,,,,,,
fill_5000ms,fill,classification,naive,8,4281900,428504,2026-08-20T08:31:54.433Z,5000,428404,278753,0.6506778648,0.5,0.9335152234,0.3608343839,0.3493221352,pooled,,,,,,,,
fill_5000ms,fill,classification,linear,8,4281900,428504,2026-08-20T08:31:54.433Z,5000,428404,278753,0.6506778648,0.7274602941,0.578901606,0.1982934722,0.6859833242,pooled,,,,,,,,
fill_5000ms,fill,classification,lightgbm,8,4281900,428504,2026-08-20T08:31:54.433Z,5000,428404,278753,0.6506778648,0.734266005,0.5704891097,0.1962574229,0.6875542712,pooled,,,,,,,,
fill_5000ms,fill,classification,naive,9,4710304,428552,2026-08-20T14:29:02.116Z,5000,428454,245761,0.5735994996,0.5,0.8198145181,0.3096733644,0.4264005004,pooled,,,,,,,,
fill_5000ms,fill,classification,linear,9,4710304,428552,2026-08-20T14:29:02.116Z,5000,428454,245761,0.5735994996,0.7323887353,0.5996230263,0.2068288077,0.6704336988,pooled,,,,,,,,
fill_5000ms,fill,classification,lightgbm,9,4710304,428552,2026-08-20T14:29:02.116Z,5000,428454,245761,0.5735994996,0.7317581458,0.5974893034,0.2073515644,0.6647318032,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,naive,0,420035,428554,2026-08-18T08:54:52.966Z,30000,215207,171288,0.7959220657,0.5,0.5106981648,0.1640970441,0.7959220657,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,linear,0,420035,428554,2026-08-18T08:54:52.966Z,30000,215207,171288,0.7959220657,0.8021929105,0.4086294894,0.1298952265,0.8128824806,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,lightgbm,0,420035,428554,2026-08-18T08:54:52.966Z,30000,215207,171288,0.7959220657,0.7885538713,0.4213868281,0.1340414791,0.8118509156,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,naive,1,635062,428554,2026-08-18T14:52:00.649Z,30000,213631,178046,0.8334277329,0.5,0.4629795796,0.1429709324,0.8334277329,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,linear,1,635062,428554,2026-08-18T14:52:00.649Z,30000,213631,178046,0.8334277329,0.8167441188,0.3590591269,0.1107663263,0.8467965791,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,lightgbm,1,635062,428554,2026-08-18T14:52:00.649Z,30000,213631,178046,0.8334277329,0.8085678076,0.359329478,0.1108973517,0.8476531964,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,naive,2,848711,428554,2026-08-18T20:49:08.333Z,30000,190382,150346,0.7897070101,0.5,0.5144027877,0.1660893714,0.7897070101,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,linear,2,848711,428554,2026-08-18T20:49:08.333Z,30000,190382,150346,0.7897070101,0.7758888692,0.432454947,0.1395684049,0.8004012984,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,lightgbm,2,848711,428554,2026-08-18T20:49:08.333Z,30000,190382,150346,0.7897070101,0.7536957371,0.4637740208,0.1468612003,0.7952695108,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,naive,3,1039248,428500,2026-08-19T02:46:16.016Z,30000,191560,149065,0.7781634997,0.5,0.5294132355,0.1726897491,0.7781634997,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,linear,3,1039248,428500,2026-08-19T02:46:16.016Z,30000,191560,149065,0.7781634997,0.7452111693,0.4637710227,0.1510460407,0.7860409271,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,lightgbm,3,1039248,428500,2026-08-19T02:46:16.016Z,30000,191560,149065,0.7781634997,0.7309091457,0.4824213615,0.1555762516,0.7830496972,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,naive,4,1230781,428554,2026-08-19T08:43:23.700Z,30000,224077,178795,0.7979176801,0.5,0.5037921841,0.1614169148,0.7979176801,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,linear,4,1230781,428554,2026-08-19T08:43:23.700Z,30000,224077,178795,0.7979176801,0.7756421204,0.4249107639,0.1356743585,0.8112211427,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,lightgbm,4,1230781,428554,2026-08-19T08:43:23.700Z,30000,224077,178795,0.7979176801,0.7729367442,0.429299167,0.1373291565,0.8067628538,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,naive,5,1454487,428554,2026-08-19T14:40:31.383Z,30000,347983,280525,0.8061457025,0.5,0.4929078084,0.1566499533,0.8061457025,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,linear,5,1454487,428554,2026-08-19T14:40:31.383Z,30000,347983,280525,0.8061457025,0.7525393759,0.4337366484,0.1372481793,0.8099246228,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,lightgbm,5,1454487,428554,2026-08-19T14:40:31.383Z,30000,347983,280525,0.8061457025,0.761060946,0.4239929224,0.1347870756,0.8146777285,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,naive,6,1802470,428458,2026-08-19T20:37:39.066Z,30000,349399,288135,0.8246589143,0.5,0.4679268558,0.1457615846,0.8246589143,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,linear,6,1802470,428458,2026-08-19T20:37:39.066Z,30000,349399,288135,0.8246589143,0.8224134711,0.3666860693,0.1142355838,0.8389176844,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,lightgbm,6,1802470,428458,2026-08-19T20:37:39.066Z,30000,349399,288135,0.8246589143,0.8370814888,0.3592129647,0.1136434558,0.8361844195,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,naive,7,2152011,428510,2026-08-20T02:34:46.750Z,30000,316540,244837,0.7734788652,0.5,0.5365716089,0.1757203124,0.7734788652,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,linear,7,2152011,428510,2026-08-20T02:34:46.750Z,30000,316540,244837,0.7734788652,0.8032941401,0.428586021,0.1391383345,0.7959499589,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,lightgbm,7,2152011,428510,2026-08-20T02:34:46.750Z,30000,316540,244837,0.7734788652,0.81117971,0.4183380468,0.1371249079,0.7981297782,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,naive,8,2468303,428504,2026-08-20T08:31:54.433Z,30000,367122,274517,0.7477541526,0.5,0.5707856858,0.1906851224,0.7477541526,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,linear,8,2468303,428504,2026-08-20T08:31:54.433Z,30000,367122,274517,0.7477541526,0.7666685523,0.483564233,0.158575929,0.7620818148,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,lightgbm,8,2468303,428504,2026-08-20T08:31:54.433Z,30000,367122,274517,0.7477541526,0.7931693623,0.4562219152,0.1506250717,0.7726668519,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,naive,9,2835372,428552,2026-08-20T14:29:02.116Z,30000,354231,269495,0.7607888638,0.5,0.5522065923,0.1826915718,0.7607888638,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,linear,9,2835372,428552,2026-08-20T14:29:02.116Z,30000,354231,269495,0.7607888638,0.7807478668,0.4581538989,0.1493397199,0.7775688745,pooled,,,,,,,,
through_given_fill,fill_mechanism,classification,lightgbm,9,2835372,428552,2026-08-20T14:29:02.116Z,30000,354231,269495,0.7607888638,0.8040083788,0.4364327403,0.1428801517,0.7877966638,pooled,,,,,,,,
markout_1000ms,adverse,regression,naive,0,420035,428554,2026-08-18T08:54:52.966Z,1000,215207,,,,,,,pooled,-46.22852881,-36.5,33.69131348,23,55.52612175,,0.902298717,-0.07568487865
markout_1000ms,adverse,regression,linear,0,420035,428554,2026-08-18T08:54:52.966Z,1000,215207,,,,,,,pooled,-46.22852881,-36.5,33.3876428,24.37704086,53.34140023,0.1982083624,0.9020385025,0.00729729457
markout_1000ms,adverse,regression,lightgbm,0,420035,428554,2026-08-18T08:54:52.966Z,1000,215207,,,,,,,pooled,-46.22852881,-36.5,33.59549371,21.80354502,55.26844416,0.137282998,0.9022336634,-0.0657242792
markout_1000ms,adverse,regression,naive,1,635062,428554,2026-08-18T14:52:00.649Z,1000,213631,,,,,,,pooled,-44.54393089,-34.5,29.61195707,21,44.1679143,,0.9272249814,-0.06669181557
markout_1000ms,adverse,regression,linear,1,635062,428554,2026-08-18T14:52:00.649Z,1000,213631,,,,,,,pooled,-44.54393089,-34.5,30.72213828,25.56448364,42.24276502,0.2154177557,0.9271875336,0.02426955811
markout_1000ms,adverse,regression,lightgbm,1,635062,428554,2026-08-18T14:52:00.649Z,1000,213631,,,,,,,pooled,-44.54393089,-34.5,31.05409124,25.56912606,42.55381713,0.1928629042,0.9272249814,0.009847186806
markout_1000ms,adverse,regression,naive,2,848711,428554,2026-08-18T20:49:08.333Z,1000,190382,,,,,,,pooled,-46.18202351,-36.5,31.23297896,22,45.95995415,,0.9123709174,-0.0824161243
markout_1000ms,adverse,regression,linear,2,848711,428554,2026-08-18T20:49:08.333Z,1000,190382,,,,,,,pooled,-46.18202351,-36.5,31.27491185,24.05384254,43.49214049,0.2136470733,0.9123551596,0.03070350097
markout_1000ms,adverse,regression,lightgbm,2,848711,428554,2026-08-18T20:49:08.333Z,1000,190382,,,,,,,pooled,-46.18202351,-36.5,30.95179678,20.66048801,45.92845598,0.1775313704,0.9122973811,-0.08093298777
markout_1000ms,adverse,regression,naive,3,1039248,428500,2026-08-19T02:46:16.016Z,1000,191560,,,,,,,pooled,-37.15265713,-28.5,27.08965859,21,38.30034594,,0.8909584464,-0.004819978555
markout_1000ms,adverse,regression,linear,3,1039248,428500,2026-08-19T02:46:16.016Z,1000,191560,,,,,,,pooled,-37.15265713,-28.5,29.6669065,26.29087067,38.27132414,0.2447061096,0.8909532261,-0.003297766312
markout_1000ms,adverse,regression,lightgbm,3,1039248,428500,2026-08-19T02:46:16.016Z,1000,191560,,,,,,,pooled,-37.15265713,-28.5,26.68937664,19.77856459,37.79998655,0.2003008306,0.8908905826,0.02126265672
