executed_trade_count,gross_executable_edge_bp_per_trade,additional_cost_bp_per_side,net_edge_bp_per_trade,hit_rate,net_trade_sharpe,cumulative_net_pnl_bp,best_day_pnl_fraction,best_5pct_trade_pnl_fraction,positive_days,days,model,side,horizon_ms,tail,fold,cost_bp_per_side,utc_date
1178,0.04163915841397081,1.0,-1.9583608415860292,0.0008488964346349745,-198.5601185421151,-2306.9490713883424,,,0,0,obi_only,short,10000,0.02,1,1.0,2026-08-20
1189,0.011779210771766024,1.0,-1.988220789228234,0.001682085786375105,-130.9634317568402,-2363.99451839237,,,0,0,obi_only,short,10000,0.02,2,1.0,2026-08-21
1071,0.06149845557836486,1.0,-1.9385015444216351,0.0028011204481792717,-201.25838664897591,-2076.1351540755713,,,0,0,obi_only,short,10000,0.02,3,1.0,2026-08-22
1013,0.01481177222382657,2.0,-3.9851882277761734,0.0,-188.9026208319172,-4036.9956747372635,,,0,1,obi_only,short,10000,0.02,0,2.0,2026-08-19
1178,0.04163915841397081,2.0,-3.958360841586029,0.0,-401.34207202654653,-4662.949071388342,,,0,0,obi_only,short,10000,0.02,1,2.0,2026-08-20
1189,0.011779210771766024,2.0,-3.988220789228234,0.0,-262.70275614814807,-4741.99451839237,,,0,0,obi_only,short,10000,0.02,2,2.0,2026-08-21
1071,0.06149845557836464,2.0,-3.9385015444216354,0.0,-408.90164308911733,-4218.135154075571,,,0,0,obi_only,short,10000,0.02,3,2.0,2026-08-22
1013,0.014811772223827013,3.0,-5.985188227776173,0.0,-283.7049789816748,-6062.9956747372635,,,0,1,obi_only,short,10000,0.02,0,3.0,2026-08-19
1178,0.04163915841397081,3.0,-5.958360841586029,0.0,-604.124025510978,-7018.949071388342,,,0,0,obi_only,short,10000,0.02,1,3.0,2026-08-20
1189,0.011779210771766024,3.0,-5.988220789228234,0.0,-394.44208053945584,-7119.99451839237,,,0,0,obi_only,short,10000,0.02,2,3.0,2026-08-21
1071,0.06149845557836464,3.0,-5.938501544421635,0.0,-616.5448995292588,-6360.135154075571,,,0,0,obi_only,short,10000,0.02,3,3.0,2026-08-22
1013,0.014811772223826125,5.0,-9.985188227776174,0.0,-473.30969528118993,-10114.995674737263,,,0,1,obi_only,short,10000,0.02,0,5.0,2026-08-19
1178,0.04163915841396992,5.0,-9.95836084158603,0.0,-1009.6879324798409,-11730.949071388342,,,0,0,obi_only,short,10000,0.02,1,5.0,2026-08-20
1189,0.011779210771766913,5.0,-9.988220789228233,0.0,-657.9207293220716,-11875.99451839237,,,0,0,obi_only,short,10000,0.02,2,5.0,2026-08-21
1071,0.06149845557836464,5.0,-9.938501544421635,0.0,-1031.8314124095416,-10644.135154075571,,,0,0,obi_only,short,10000,0.02,3,5.0,2026-08-22
608,-0.0033057292825295903,1.0,-2.0033057292825296,0.004934210526315789,-59.93482924744801,-1218.009883403778,,,0,1,obi_only,short,10000,0.01,0,1.0,2026-08-19
688,0.04421979676611287,1.0,-1.9557802032338871,0.0014534883720930232,-136.4350339023453,-1345.5767798249144,,,0,0,obi_only,short,10000,0.01,1,1.0,2026-08-20
681,-0.002717682255313214,1.0,-2.002717682255313,0.004405286343612335,-85.5384965703679,-1363.8507416158682,,,0,0,obi_only,short,10000,0.01,2,1.0,2026-08-21
631,0.07616985644134155,1.0,-1.9238301435586584,0.004754358161648178,-138.2351135671146,-1213.9368205855135,,,0,0,obi_only,short,10000,0.01,3,1.0,2026-08-22
608,-0.0033057292825295903,2.0,-4.00330572928253,0.0,-119.77075780430712,-2434.009883403778,,,0,1,obi_only,short,10000,0.01,0,2.0,2026-08-19
688,0.04421979676611265,2.0,-3.9557802032338873,0.0,-275.9548364617021,-2721.5767798249144,,,0,0,obi_only,short,10000,0.01,1,2.0,2026-08-20
681,-0.002717682255313214,2.0,-4.002717682255313,0.0,-170.96091764175998,-2725.850741615868,,,0,0,obi_only,short,10000,0.01,2,2.0,2026-08-21
631,0.07616985644134155,2.0,-3.9238301435586584,0.0,-281.94334480566914,-2475.9368205855135,,,0,0,obi_only,short,10000,0.01,3,2.0,2026-08-22
608,-0.0033057292825295903,3.0,-6.00330572928253,0.0,-179.60668636116625,-3650.009883403778,,,0,1,obi_only,short,10000,0.01,0,3.0,2026-08-19
688,0.04421979676611265,3.0,-5.955780203233887,0.0,-415.47463902105886,-4097.576779824914,,,0,0,obi_only,short,10000,0.01,1,3.0,2026-08-20
681,-0.002717682255313214,3.0,-6.002717682255313,0.0,-256.38333871315206,-4087.850741615868,,,0,0,obi_only,short,10000,0.01,2,3.0,2026-08-21
631,0.07616985644134111,3.0,-5.923830143558659,0.0,-425.65157604422376,-3737.9368205855135,,,0,0,obi_only,short,10000,0.01,3,3.0,2026-08-22
608,-0.0033057292825304785,5.0,-10.00330572928253,0.0,-299.27854347488454,-6082.009883403778,,,0,1,obi_only,short,10000,0.01,0,5.0,2026-08-19
688,0.04421979676611265,5.0,-9.955780203233887,0.0,-694.5142441397725,-6849.576779824914,,,0,0,obi_only,short,10000,0.01,1,5.0,2026-08-20
681,-0.002717682255312326,5.0,-10.002717682255312,0.0,-427.22818085593616,-6811.850741615868,,,0,0,obi_only,short,10000,0.01,2,5.0,2026-08-21
631,0.07616985644134111,5.0,-9.923830143558659,0.0,-713.0680385213328,-6261.9368205855135,,,0,0,obi_only,short,10000,0.01,3,5.0,2026-08-22
1457,0.012158478501232972,1.0,-1.987841521498767,0.0068634179821551134,-84.1275665035336,-2896.2850968237035,,,0,1,obi_only,short,30000,0.1,0,1.0,2026-08-19
1776,0.03313926917326171,1.0,-1.9668607308267383,0.005067567567567568,-143.85346800336137,-3493.144657948287,,,0,0,obi_only,short,30000,0.1,1,1.0,2026-08-20
1924,0.01823902536086064,1.0,-1.9817609746391394,0.010395010395010396,-109.96796047517019,-3812.9081152057042,,,0,0,obi_only,short,30000,0.1,2,1.0,2026-08-21
1697,0.052397879948603565,1.0,-1.9476021200513964,0.004714201532115498,-144.3190892302171,-3305.0807977272198,,,0,0,obi_only,short,30000,0.1,3,1.0,2026-08-22
1457,0.012158478501233194,2.0,-3.987841521498767,0.002059025394646534,-168.76969274315874,-5810.2850968237035,,,0,1,obi_only,short,30000,0.1,0,2.0,2026-08-19
1776,0.03313926917326171,2.0,-3.9668607308267383,0.0,-290.1306962267292,-7045.144657948287,,,0,0,obi_only,short,30000,0.1,1,2.0,2026-08-20
1924,0.018239025360860417,2.0,-3.9817609746391396,0.0005197505197505198,-220.94800487249654,-7660.908115205704,,,0,0,obi_only,short,30000,0.1,2,2.0,2026-08-21
1697,0.05239787994860334,2.0,-3.9476021200513967,0.0017678255745433118,-292.52090904175907,-6699.08079772722,,,0,0,obi_only,short,30000,0.1,3,2.0,2026-08-22
