executed_trade_count,gross_executable_edge_bp_per_trade,additional_cost_bp_per_side,net_edge_bp_per_trade,hit_rate,net_trade_sharpe,cumulative_net_pnl_bp,best_day_pnl_fraction,best_5pct_trade_pnl_fraction,positive_days,days,view,model,side,horizon_ms,tail,eligible_oof_observations
3457,0.03184739228939204,3.0,-5.968152607710608,0.0,-965.5351011445028,-20631.903564855573,,,0,4,predictive_all_eligible,obi_only,short,5000,0.01,345521
2844,0.03425449947490922,3.0,-5.965745500525091,0.0,-918.5614351648671,-16966.58020349336,,,0,4,non_overlapping_trade_tape,obi_only,short,5000,0.01,345521
3457,0.03184739228939115,5.0,-9.968152607710609,0.0,-1612.6600422172708,-34459.90356485557,,,0,4,predictive_all_eligible,obi_only,short,5000,0.01,345521
2844,0.03425449947490833,5.0,-9.965745500525092,0.0,-1534.4518951813177,-28342.58020349336,,,0,4,non_overlapping_trade_tape,obi_only,short,5000,0.01,345521
34547,0.03625779963548603,1.0,-1.963742200364514,0.0018236026283034706,-926.9767048238775,-67841.40179599286,,,0,4,predictive_all_eligible,obi_only,short,10000,0.1,345461
12483,0.036432987966981356,1.0,-1.9635670120330186,0.0018425058078987422,-533.6972808190325,-24511.20701120817,,,0,2,non_overlapping_trade_tape,obi_only,short,10000,0.1,345461
34547,0.036257799635486254,2.0,-3.9637422003645137,0.00020262251425594117,-1871.0687599335656,-136935.40179599286,,,0,4,predictive_all_eligible,obi_only,short,10000,0.1,345461
12483,0.03643298796698158,2.0,-3.9635670120330184,0.0002403268445085316,-1077.2970434433375,-49477.20701120817,,,0,2,non_overlapping_trade_tape,obi_only,short,10000,0.1,345461
34547,0.03625779963548581,3.0,-5.963742200364514,8.683822039540337e-05,-2815.160815043254,-206029.40179599286,,,0,4,predictive_all_eligible,obi_only,short,10000,0.1,345461
12483,0.03643298796698158,3.0,-5.963567012033018,8.010894816951053e-05,-1620.8968060676427,-74443.20701120817,,,0,2,non_overlapping_trade_tape,obi_only,short,10000,0.1,345461
34547,0.03625779963548581,5.0,-9.963742200364514,0.0,-4703.34492526263,-344217.40179599286,,,0,4,predictive_all_eligible,obi_only,short,10000,0.1,345461
12483,0.03643298796698069,5.0,-9.96356701203302,0.0,-2708.0963313162533,-124375.20701120817,,,0,2,non_overlapping_trade_tape,obi_only,short,10000,0.1,345461
17274,0.04029704873882012,1.0,-1.9597029512611799,0.002489290262822739,-602.8424327597061,-33851.90878008562,,,0,4,predictive_all_eligible,obi_only,short,10000,0.05,345461
8329,0.04003410158443632,1.0,-1.9599658984155637,0.003121623244086925,-402.19919319774243,-16324.55596790323,,,0,2,non_overlapping_trade_tape,obi_only,short,10000,0.05,345461
17274,0.040297048738819896,2.0,-3.95970295126118,0.000289452356142179,-1218.0810150884645,-68399.90878008562,,,0,4,predictive_all_eligible,obi_only,short,10000,0.05,345461
8329,0.04003410158443632,2.0,-3.9599658984155637,0.0003601872973946452,-812.6136739015957,-32982.55596790323,,,0,2,non_overlapping_trade_tape,obi_only,short,10000,0.05,345461
17274,0.040297048738819896,3.0,-5.95970295126118,0.0001736714136853074,-1833.319597417223,-102947.90878008562,,,0,4,predictive_all_eligible,obi_only,short,10000,0.05,345461
8329,0.04003410158443632,3.0,-5.959965898415564,0.00024012486492976348,-1223.0281546054491,-49640.55596790323,,,0,2,non_overlapping_trade_tape,obi_only,short,10000,0.05,345461
17274,0.040297048738819896,5.0,-9.95970295126118,0.0,-3063.7967620747395,-172043.90878008562,,,0,4,predictive_all_eligible,obi_only,short,10000,0.05,345461
8329,0.04003410158443543,5.0,-9.959965898415565,0.0,-2043.8571160131557,-82956.55596790323,,,0,2,non_overlapping_trade_tape,obi_only,short,10000,0.05,345461
6911,0.03510770187182932,1.0,-1.9648922981281707,0.0021704529011720448,-342.65077443305086,-13579.370672363788,,,0,4,predictive_all_eligible,obi_only,short,10000,0.02,345461
4451,0.032335560864177104,1.0,-1.967664439135823,0.001797348910357223,-273.54810502686354,-8758.074418593547,,,0,3,non_overlapping_trade_tape,obi_only,short,10000,0.02,345461
6911,0.0351077018718291,2.0,-3.964892298128171,0.0,-691.4238596138243,-27401.370672363788,,,0,4,predictive_all_eligible,obi_only,short,10000,0.02,345461
4451,0.032335560864177104,2.0,-3.967664439135823,0.0,-551.5915555117471,-17660.074418593547,,,0,3,non_overlapping_trade_tape,obi_only,short,10000,0.02,345461
6911,0.0351077018718291,3.0,-5.964892298128171,0.0,-1040.1969447945976,-41223.37067236379,,,0,4,predictive_all_eligible,obi_only,short,10000,0.02,345461
4451,0.032335560864177104,3.0,-5.967664439135823,0.0,-829.6350059966304,-26562.074418593547,,,0,3,non_overlapping_trade_tape,obi_only,short,10000,0.02,345461
6911,0.03510770187182999,5.0,-9.96489229812817,0.0,-1737.7431151561439,-68867.37067236379,,,0,4,predictive_all_eligible,obi_only,short,10000,0.02,345461
4451,0.03233556086417799,5.0,-9.967664439135822,0.0,-1385.7219069663972,-44366.07441859355,,,0,3,non_overlapping_trade_tape,obi_only,short,10000,0.02,345461
3456,0.02982145799254532,1.0,-1.9701785420074547,0.003761574074074074,-201.56590442085977,-6808.937041177764,,,0,4,predictive_all_eligible,obi_only,short,10000,0.01,345461
2608,0.0286141773657691,1.0,-1.971385822634231,0.003834355828220859,-177.02704796459292,-5141.374225430074,,,0,4,non_overlapping_trade_tape,obi_only,short,10000,0.01,345461
3456,0.02982145799254532,2.0,-3.9701785420074547,0.0,-406.1827958579985,-13720.937041177764,,,0,4,predictive_all_eligible,obi_only,short,10000,0.01,345461
2608,0.028614177365769322,2.0,-3.9713858226342307,0.0,-356.62359972232395,-10357.374225430074,,,0,4,non_overlapping_trade_tape,obi_only,short,10000,0.01,345461
3456,0.02982145799254532,3.0,-5.970178542007455,0.0,-610.7996872951371,-20632.937041177764,,,0,4,predictive_all_eligible,obi_only,short,10000,0.01,345461
2608,0.028614177365769322,3.0,-5.971385822634231,0.0,-536.220151480055,-15573.374225430074,,,0,4,non_overlapping_trade_tape,obi_only,short,10000,0.01,345461
3456,0.02982145799254532,5.0,-9.970178542007455,0.0,-1020.0334701694145,-34456.93704117776,,,0,4,predictive_all_eligible,obi_only,short,10000,0.01,345461
2608,0.028614177365769322,5.0,-9.97138582263423,0.0,-895.4132549955171,-26005.374225430074,,,0,4,non_overlapping_trade_tape,obi_only,short,10000,0.01,345461
34523,0.03198004383113817,1.0,-1.9680199561688618,0.007589143469571011,-556.8618767696613,-67941.95294681762,,,0,4,predictive_all_eligible,obi_only,short,30000,0.1,345221
6854,0.029264857352653273,1.0,-1.9707351426473467,0.00685730960023344,-228.265261187848,-13507.418667704915,,,0,1,non_overlapping_trade_tape,obi_only,short,30000,0.1,345221
34523,0.03198004383113817,2.0,-3.968019956168862,0.0012745126437447498,-1122.772679680118,-136987.95294681762,,,0,4,predictive_all_eligible,obi_only,short,30000,0.1,345221
6854,0.029264857352653273,2.0,-3.9707351426473467,0.0010213014298220018,-459.92019669705354,-27215.418667704915,,,0,1,non_overlapping_trade_tape,obi_only,short,30000,0.1,345221
34523,0.03198004383113773,3.0,-5.968019956168862,0.00043449294673116474,-1688.683482590575,-206033.95294681762,,,0,4,predictive_all_eligible,obi_only,short,30000,0.1,345221
6854,0.029264857352653273,3.0,-5.970735142647347,0.0007295010213014298,-691.575132206259,-40923.418667704915,,,0,1,non_overlapping_trade_tape,obi_only,short,30000,0.1,345221
34523,0.031980043831138616,5.0,-9.968019956168861,5.793239289748863e-05,-2820.505088411489,-344125.9529468176,,,0,4,predictive_all_eligible,obi_only,short,30000,0.1,345221
6854,0.029264857352652385,5.0,-9.970735142647348,0.00014590020426028595,-1154.88500322467,-68339.41866770491,,,0,1,non_overlapping_trade_tape,obi_only,short,30000,0.1,345221
17262,0.03643717560241799,1.0,-1.963562824397582,0.008631676514888194,-377.664551302967,-33895.02147475106,,,0,4,predictive_all_eligible,obi_only,short,30000,0.05,345221
5253,0.023346876935625094,1.0,-1.976653123064375,0.006662859318484675,-210.9934015183026,-10383.358855457162,,,0,2,non_overlapping_trade_tape,obi_only,short,30000,0.05,345221
17262,0.03643717560241777,2.0,-3.9635628243975822,0.001737921445950643,-762.3372967944019,-68419.02147475106,,,0,4,predictive_all_eligible,obi_only,short,30000,0.05,345221
5253,0.023346876935625094,2.0,-3.976653123064375,0.0009518370454978108,-424.4789130188766,-20889.35885545716,,,0,2,non_overlapping_trade_tape,obi_only,short,30000,0.05,345221
17262,0.036437175602418215,3.0,-5.963562824397582,0.0005213764337851929,-1147.0100422858368,-102943.02147475106,,,0,4,predictive_all_eligible,obi_only,short,30000,0.05,345221
5253,0.02334687693562465,3.0,-5.976653123064375,0.00019036740909956216,-637.9644245194506,-31395.35885545716,,,0,2,non_overlapping_trade_tape,obi_only,short,30000,0.05,345221
17262,0.03643717560241733,5.0,-9.963562824397583,5.7930714865021436e-05,-1916.355533268707,-171991.02147475106,,,0,4,predictive_all_eligible,obi_only,short,30000,0.05,345221
5253,0.02334687693562465,5.0,-9.976653123064375,0.0,-1064.9354475205987,-52407.35885545716,,,0,2,non_overlapping_trade_tape,obi_only,short,30000,0.05,345221
6906,0.03768144359360304,1.0,-1.962318556406397,0.010860121633362294,-219.30957436337664,-13551.771950542578,,,0,4,predictive_all_eligible,obi_only,short,30000,0.02,345221
3268,0.021860078184469556,1.0,-1.9781399218155304,0.00795593635250918,-153.7116698098441,-6464.561264493153,,,0,2,non_overlapping_trade_tape,obi_only,short,30000,0.02,345221
6906,0.037681443593602815,2.0,-3.962318556406397,0.0024616275702287866,-442.83044323290335,-27363.771950542578,,,0,4,predictive_all_eligible,obi_only,short,30000,0.02,345221
3268,0.021860078184469778,2.0,-3.9781399218155302,0.0012239902080783353,-309.121980389662,-13000.561264493153,,,0,2,non_overlapping_trade_tape,obi_only,short,30000,0.02,345221
6906,0.037681443593602815,3.0,-5.962318556406397,0.0005792064871126556,-666.35131210243,-41175.77195054258,,,0,4,predictive_all_eligible,obi_only,short,30000,0.02,345221
3268,0.021860078184469778,3.0,-5.97813992181553,0.0003059975520195838,-464.5322909694798,-19536.561264493153,,,0,2,non_overlapping_trade_tape,obi_only,short,30000,0.02,345221
6906,0.0376814435936037,5.0,-9.962318556406396,0.0,-1113.3930498414834,-68799.77195054258,,,0,4,predictive_all_eligible,obi_only,short,30000,0.02,345221
3268,0.02186007818446889,5.0,-9.978139921815531,0.0,-775.3529121291157,-32608.561264493153,,,0,2,non_overlapping_trade_tape,obi_only,short,30000,0.02,345221
3455,0.03913352541388293,1.0,-1.960866474586117,0.013024602026049204,-140.51036044745234,-6774.793669695035,,,0,4,predictive_all_eligible,obi_only,short,30000,0.01,345221
2097,0.009545145675632805,1.0,-1.9904548543243672,0.00715307582260372,-111.70406461232395,-4173.983829518198,,,0,3,non_overlapping_trade_tape,obi_only,short,30000,0.01,345221
3455,0.03913352541388271,2.0,-3.9608664745861173,0.0031837916063675834,-283.82492293147874,-13684.793669695035,,,0,4,predictive_all_eligible,obi_only,short,30000,0.01,345221
2097,0.009545145675632583,2.0,-3.9904548543243674,0.001430615164520744,-223.94380154445386,-8367.983829518198,,,0,3,non_overlapping_trade_tape,obi_only,short,30000,0.01,345221
3455,0.03913352541388271,3.0,-5.960866474586117,0.0008683068017366136,-427.1394854155052,-20594.793669695035,,,0,4,predictive_all_eligible,obi_only,short,30000,0.01,345221
2097,0.009545145675632583,3.0,-5.990454854324367,0.0004768717215069146,-336.18353847658375,-12561.983829518198,,,0,3,non_overlapping_trade_tape,obi_only,short,30000,0.01,345221
3455,0.03913352541388271,5.0,-9.960866474586117,0.0,-713.768610383558,-34414.793669695035,,,0,4,predictive_all_eligible,obi_only,short,30000,0.01,345221
2097,0.009545145675632583,5.0,-9.990454854324367,0.0,-560.6630123408435,-20949.983829518198,,,0,3,non_overlapping_trade_tape,obi_only,short,30000,0.01,345221
34487,0.017182226519968813,1.0,-1.9828177734800312,0.014556209586220895,-395.04812776248804,-68381.43655400584,,,0,4,predictive_all_eligible,obi_only,short,60000,0.1,344861
4208,0.022589770476756588,1.0,-1.9774102295232434,0.015209125475285171,-141.44778921486747,-8320.942245833809,,,0,1,non_overlapping_trade_tape,obi_only,short,60000,0.1,344861
34487,0.017182226519969035,2.0,-3.982817773480031,0.002957636210746078,-793.5195688058487,-137355.43655400584,,,0,4,predictive_all_eligible,obi_only,short,60000,0.1,344861
4208,0.022589770476756588,2.0,-3.9774102295232434,0.0019011406844106464,-284.51146624355437,-16736.94224583381,,,0,1,non_overlapping_trade_tape,obi_only,short,60000,0.1,344861
34487,0.017182226519969035,3.0,-5.982817773480031,0.0010438716037927335,-1191.9910098492094,-206329.43655400584,,,0,4,predictive_all_eligible,obi_only,short,60000,0.1,344861
4208,0.022589770476756144,3.0,-5.977410229523244,0.0009505703422053232,-427.57514327224135,-25152.94224583381,,,0,1,non_overlapping_trade_tape,obi_only,short,60000,0.1,344861
34487,0.017182226519969035,5.0,-9.982817773480031,0.00037695363470293156,-1988.9338919359307,-344277.43655400584,,,0,4,predictive_all_eligible,obi_only,short,60000,0.1,344861
4208,0.022589770476756144,5.0,-9.977410229523244,0.0002376425855513308,-713.7024973296152,-41984.94224583381,,,0,1,non_overlapping_trade_tape,obi_only,short,60000,0.1,344861
17244,0.022382353602232063,1.0,-1.977617646397768,0.015599628856413824,-263.57034996734325,-34102.03869448311,,,0,4,predictive_all_eligible,obi_only,short,60000,0.05,344861
3507,0.02906414120463241,1.0,-1.9709358587953676,0.015968063872255488,-129.61832115394407,-6912.072056795354,,,0,1,non_overlapping_trade_tape,obi_only,short,60000,0.05,344861
17244,0.02238235360223184,2.0,-3.977617646397768,0.003711435861749014,-530.1237461179458,-68590.03869448311,,,0,4,predictive_all_eligible,obi_only,short,60000,0.05,344861
3507,0.02906414120463241,2.0,-3.9709358587953676,0.0025662959794696323,-261.14804149011627,-13926.072056795354,,,0,1,non_overlapping_trade_tape,obi_only,short,60000,0.05,344861
17244,0.022382353602232286,3.0,-5.977617646397768,0.0012758060774762236,-796.6771422685484,-103078.03869448311,,,0,4,predictive_all_eligible,obi_only,short,60000,0.05,344861
3507,0.029064141204632854,3.0,-5.970935858795367,0.000855431993156544,-392.6777618262885,-20940.072056795354,,,0,1,non_overlapping_trade_tape,obi_only,short,60000,0.05,344861
17244,0.022382353602232286,5.0,-9.977617646397768,0.00046392948271862676,-1329.7839345697537,-172054.0386944831,,,0,4,predictive_all_eligible,obi_only,short,60000,0.05,344861
3507,0.029064141204631966,5.0,-9.970935858795368,0.0,-655.737202498633,-34968.072056795354,,,0,1,non_overlapping_trade_tape,obi_only,short,60000,0.05,344861
6899,0.019352110413545454,1.0,-1.9806478895864545,0.019713001884331064,-151.06191272244305,-13664.48979025695,,,0,4,predictive_all_eligible,obi_only,short,60000,0.02,344861
2418,-0.014010228070767905,1.0,-2.014010228070768,0.015715467328370553,-102.38302886777487,-4869.876731475117,,,0,2,non_overlapping_trade_tape,obi_only,short,60000,0.02,344861
6899,0.019352110413545454,2.0,-3.9806478895864545,0.004203507754747065,-303.5997903701291,-27462.48979025695,,,0,4,predictive_all_eligible,obi_only,short,60000,0.02,344861
2418,-0.014010228070767461,2.0,-4.0140102280707675,0.0037220843672456576,-204.05384209482406,-9705.876731475117,,,0,2,non_overlapping_trade_tape,obi_only,short,60000,0.02,344861
6899,0.019352110413545454,3.0,-5.9806478895864545,0.0014494854326714017,-456.13766801781503,-41260.48979025695,,,0,4,predictive_all_eligible,obi_only,short,60000,0.02,344861
2418,-0.014010228070767461,3.0,-6.0140102280707675,0.0008271298593879239,-305.7246553218733,-14541.876731475117,,,0,2,non_overlapping_trade_tape,obi_only,short,60000,0.02,344861
6899,0.019352110413544565,5.0,-9.980647889586455,0.0005797941730685607,-761.2134233131871,-68856.48979025695,,,0,4,predictive_all_eligible,obi_only,short,60000,0.02,344861
2418,-0.014010228070768349,5.0,-10.014010228070768,0.0,-509.0662817759716,-24213.876731475117,,,0,2,non_overlapping_trade_tape,obi_only,short,60000,0.02,344861
3450,0.018956036375383345,1.0,-1.9810439636246167,0.022028985507246378,-94.63927439227126,-6834.601674504927,,,0,4,predictive_all_eligible,obi_only,short,60000,0.01,344861
1671,-0.014480060974123798,1.0,-2.014480060974124,0.017354877318970677,-82.61901702913397,-3366.1961818877608,,,0,2,non_overlapping_trade_tape,obi_only,short,60000,0.01,344861
3450,0.018956036375383345,2.0,-3.9810439636246167,0.00608695652173913,-190.18412461267175,-13734.601674504927,,,0,4,predictive_all_eligible,obi_only,short,60000,0.01,344861
1671,-0.014480060974123354,2.0,-4.014480060974123,0.002992220227408737,-164.64416945400595,-6708.196181887761,,,0,2,non_overlapping_trade_tape,obi_only,short,60000,0.01,344861
3450,0.01895603637538379,3.0,-5.981043963624616,0.002318840579710145,-285.72897483307224,-20634.601674504927,,,0,4,predictive_all_eligible,obi_only,short,60000,0.01,344861
1671,-0.014480060974123354,3.0,-6.014480060974123,0.0011968880909634949,-246.66932187887795,-10050.19618188776,,,0,2,non_overlapping_trade_tape,obi_only,short,60000,0.01,344861
3450,0.01895603637538379,5.0,-9.981043963624616,0.0008695652173913044,-476.81867527387317,-34434.60167450493,,,0,4,predictive_all_eligible,obi_only,short,60000,0.01,344861
1671,-0.014480060974124243,5.0,-10.014480060974124,0.0005984440454817474,-410.71962672862196,-16734.19618188776,,,0,2,non_overlapping_trade_tape,obi_only,short,60000,0.01,344861
34559,0.007067257554981055,1.0,-1.992932742445019,0.0,-6765.613550180051,-68873.76264615741,,,0,4,predictive_all_eligible,linear,long,250,0.1,345578
34559,0.007067257554981055,1.0,-1.992932742445019,0.0,-6765.613550180051,-68873.76264615741,,,0,4,non_overlapping_trade_tape,linear,long,250,0.1,345578
34559,0.007067257554981055,2.0,-3.992932742445019,0.0,-13555.219045726975,-137991.7626461574,,,0,4,predictive_all_eligible,linear,long,250,0.1,345578
34559,0.007067257554981055,2.0,-3.992932742445019,0.0,-13555.219045726975,-137991.7626461574,,,0,4,non_overlapping_trade_tape,linear,long,250,0.1,345578
34559,0.007067257554981055,3.0,-5.992932742445019,0.0,-20344.824541273898,-207109.7626461574,,,0,4,predictive_all_eligible,linear,long,250,0.1,345578
34559,0.007067257554981055,3.0,-5.992932742445019,0.0,-20344.824541273898,-207109.7626461574,,,0,4,non_overlapping_trade_tape,linear,long,250,0.1,345578
34559,0.007067257554981055,5.0,-9.992932742445019,0.0,-33924.03553236774,-345345.7626461574,,,0,4,predictive_all_eligible,linear,long,250,0.1,345578
34559,0.007067257554981055,5.0,-9.992932742445019,0.0,-33924.03553236774,-345345.7626461574,,,0,4,non_overlapping_trade_tape,linear,long,250,0.1,345578
17280,0.008057848608048035,1.0,-1.991942151391952,0.0,-4029.2919208899657,-34420.76037605293,,,0,4,predictive_all_eligible,linear,long,250,0.05,345578
17280,0.008057848608048035,1.0,-1.991942151391952,0.0,-4029.2919208899657,-34420.76037605293,,,0,4,non_overlapping_trade_tape,linear,long,250,0.05,345578
17280,0.008057848608047813,2.0,-3.991942151391952,0.0,-8074.883222900749,-68980.76037605293,,,0,4,predictive_all_eligible,linear,long,250,0.05,345578
17280,0.008057848608047813,2.0,-3.991942151391952,0.0,-8074.883222900749,-68980.76037605293,,,0,4,non_overlapping_trade_tape,linear,long,250,0.05,345578
17280,0.008057848608047813,3.0,-5.991942151391952,0.0,-12120.474524911533,-103540.76037605293,,,0,4,predictive_all_eligible,linear,long,250,0.05,345578
17280,0.008057848608047813,3.0,-5.991942151391952,0.0,-12120.474524911533,-103540.76037605293,,,0,4,non_overlapping_trade_tape,linear,long,250,0.05,345578
17280,0.008057848608048701,5.0,-9.991942151391951,0.0,-20211.6571289331,-172660.76037605293,,,0,4,predictive_all_eligible,linear,long,250,0.05,345578
17280,0.008057848608048701,5.0,-9.991942151391951,0.0,-20211.6571289331,-172660.76037605293,,,0,4,non_overlapping_trade_tape,linear,long,250,0.05,345578
6912,0.008317040675744236,1.0,-1.9916829593242558,0.0,-2014.1609549209848,-13766.512614849256,,,0,4,predictive_all_eligible,linear,long,250,0.02,345578
6912,0.008317040675744236,1.0,-1.9916829593242558,0.0,-2014.1609549209848,-13766.512614849256,,,0,4,non_overlapping_trade_tape,linear,long,250,0.02,345578
6912,0.008317040675744014,2.0,-3.991682959324256,0.0,-4036.7328160613297,-27590.512614849256,,,0,4,predictive_all_eligible,linear,long,250,0.02,345578
6912,0.008317040675744014,2.0,-3.991682959324256,0.0,-4036.7328160613297,-27590.512614849256,,,0,4,non_overlapping_trade_tape,linear,long,250,0.02,345578
6912,0.008317040675744458,3.0,-5.9916829593242555,0.0,-6059.304677201674,-41414.512614849256,,,0,4,predictive_all_eligible,linear,long,250,0.02,345578
6912,0.008317040675744458,3.0,-5.9916829593242555,0.0,-6059.304677201674,-41414.512614849256,,,0,4,non_overlapping_trade_tape,linear,long,250,0.02,345578
6912,0.00831704067574357,5.0,-9.991682959324256,0.0,-10104.448399482362,-69062.51261484926,,,0,4,predictive_all_eligible,linear,long,250,0.02,345578
6912,0.00831704067574357,5.0,-9.991682959324256,0.0,-10104.448399482362,-69062.51261484926,,,0,4,non_overlapping_trade_tape,linear,long,250,0.02,345578
3456,0.007182181263050147,1.0,-1.9928178187369499,0.0,-1212.6195342326864,-6887.178381554899,,,0,4,predictive_all_eligible,linear,long,250,0.01,345578
3456,0.007182181263050147,1.0,-1.9928178187369499,0.0,-1212.6195342326864,-6887.178381554899,,,0,4,non_overlapping_trade_tape,linear,long,250,0.01,345578
3456,0.007182181263050147,2.0,-3.99281781873695,0.0,-2429.6093893326833,-13799.178381554899,,,0,4,predictive_all_eligible,linear,long,250,0.01,345578
3456,0.007182181263050147,2.0,-3.99281781873695,0.0,-2429.6093893326833,-13799.178381554899,,,0,4,non_overlapping_trade_tape,linear,long,250,0.01,345578
3456,0.007182181263050147,3.0,-5.99281781873695,0.0,-3646.5992444326807,-20711.1783815549,,,0,4,predictive_all_eligible,linear,long,250,0.01,345578
3456,0.007182181263050147,3.0,-5.99281781873695,0.0,-3646.5992444326807,-20711.1783815549,,,0,4,non_overlapping_trade_tape,linear,long,250,0.01,345578
3456,0.007182181263049259,5.0,-9.99281781873695,0.0,-6080.578954632675,-34535.1783815549,,,0,4,predictive_all_eligible,linear,long,250,0.01,345578
3456,0.007182181263049259,5.0,-9.99281781873695,0.0,-6080.578954632675,-34535.1783815549,,,0,4,non_overlapping_trade_tape,linear,long,250,0.01,345578
34559,0.023448516028740762,1.0,-1.9765514839712592,0.0002314881796348274,-2646.5491284757677,-68307.64273456275,,,0,4,predictive_all_eligible,linear,long,1000,0.1,345569
27203,0.02311018513538632,1.0,-1.9768898148646137,0.00018380325699371392,-2600.3172319749638,-53777.333633762086,,,0,4,non_overlapping_trade_tape,linear,long,1000,0.1,345569
34559,0.023448516028740762,2.0,-3.9765514839712592,2.8936022454353425e-05,-5324.495187496055,-137425.64273456275,,,0,4,predictive_all_eligible,linear,long,1000,0.1,345569
27203,0.02311018513538654,2.0,-3.9768898148646135,0.0,-5231.032623821975,-108183.33363376209,,,0,4,non_overlapping_trade_tape,linear,long,1000,0.1,345569
34559,0.023448516028740762,3.0,-5.976551483971259,2.8936022454353425e-05,-8002.441246516344,-206543.64273456275,,,0,4,predictive_all_eligible,linear,long,1000,0.1,345569
27203,0.023110185135386097,3.0,-5.976889814864614,0.0,-7861.748015668987,-162589.3336337621,,,0,4,non_overlapping_trade_tape,linear,long,1000,0.1,345569
34559,0.02344851602874165,5.0,-9.976551483971258,0.0,-13358.33336455692,-344779.64273456275,,,0,4,predictive_all_eligible,linear,long,1000,0.1,345569
27203,0.023110185135386985,5.0,-9.976889814864613,0.0,-13123.178799363008,-271401.3336337621,,,0,4,non_overlapping_trade_tape,linear,long,1000,0.1,345569
17280,0.02412230359629941,1.0,-1.9758776964037006,0.0004050925925925926,-1528.7339686221223,-34143.166593855945,,,0,4,predictive_all_eligible,linear,long,1000,0.05,345569
14557,0.024466683876624762,1.0,-1.9755333161233752,0.00034347736484165696,-1621.4565201253079,-28757.838482807972,,,0,4,non_overlapping_trade_tape,linear,long,1000,0.05,345569
17280,0.02412230359629941,2.0,-3.9758776964037006,5.787037037037037e-05,-3076.1313317327795,-68703.16659385595,,,0,4,predictive_all_eligible,linear,long,1000,0.05,345569
14557,0.024466683876624984,2.0,-3.975533316123375,0.0,-3262.9945361048326,-57871.83848280797,,,0,4,non_overlapping_trade_tape,linear,long,1000,0.05,345569
17280,0.02412230359629941,3.0,-5.975877696403701,5.787037037037037e-05,-4623.528694843436,-103263.16659385595,,,0,4,predictive_all_eligible,linear,long,1000,0.05,345569
14557,0.024466683876624984,3.0,-5.975533316123375,0.0,-4904.532552084357,-86985.83848280797,,,0,4,non_overlapping_trade_tape,linear,long,1000,0.05,345569
17280,0.0241223035963003,5.0,-9.9758776964037,0.0,-7718.32342106475,-172383.16659385595,,,0,4,predictive_all_eligible,linear,long,1000,0.05,345569
14557,0.024466683876624984,5.0,-9.975533316123375,0.0,-8187.608584043406,-145213.83848280797,,,0,4,non_overlapping_trade_tape,linear,long,1000,0.05,345569
6912,0.02374595903004062,1.0,-1.9762540409699594,0.0010127314814814814,-703.7211125589009,-13659.867931184359,,,0,4,predictive_all_eligible,linear,long,1000,0.02,345569
5854,0.024937053525835973,1.0,-1.975062946474164,0.0008541168431841476,-782.0143231153618,-11562.018488659756,,,0,4,non_overlapping_trade_tape,linear,long,1000,0.02,345569
6912,0.02374595903004062,2.0,-3.9762540409699594,0.00014467592592592592,-1415.8978853522508,-27483.86793118436,,,0,4,predictive_all_eligible,linear,long,1000,0.02,345569
5854,0.02493705352583575,2.0,-3.9750629464741642,0.0,-1573.9023229498941,-23270.018488659756,,,0,4,non_overlapping_trade_tape,linear,long,1000,0.02,345569
6912,0.023745959030041064,3.0,-5.976254040969959,0.00014467592592592592,-2128.0746581456006,-41307.86793118436,,,0,4,predictive_all_eligible,linear,long,1000,0.02,345569
5854,0.02493705352583575,3.0,-5.975062946474164,0.0,-2365.7903227844263,-34978.018488659756,,,0,4,non_overlapping_trade_tape,linear,long,1000,0.02,345569
6912,0.023745959030041064,5.0,-9.976254040969959,0.0,-3552.4282037323,-68955.86793118436,,,0,4,predictive_all_eligible,linear,long,1000,0.02,345569
5854,0.02493705352583575,5.0,-9.975062946474164,0.0,-3949.5663224534906,-58394.018488659756,,,0,4,non_overlapping_trade_tape,linear,long,1000,0.02,345569
3456,0.017687368761336808,1.0,-1.9823126312386632,0.001736111111111111,-385.5019115943903,-6850.87245356082,,,0,4,predictive_all_eligible,linear,long,1000,0.01,345569
2849,0.017521092954576156,1.0,-1.9824789070454238,0.001404001404001404,-434.2601054560992,-5648.082406172412,,,0,4,non_overlapping_trade_tape,linear,long,1000,0.01,345569
3456,0.01768736876133703,2.0,-3.982312631238663,0.00028935185185185184,-774.4434998377205,-13762.87245356082,,,0,4,predictive_all_eligible,linear,long,1000,0.01,345569
2849,0.01752109295457638,2.0,-3.9824789070454236,0.0,-872.3581895394212,-11346.082406172412,,,0,4,non_overlapping_trade_tape,linear,long,1000,0.01,345569
3456,0.017687368761336586,3.0,-5.982312631238663,0.00028935185185185184,-1163.3850880810508,-20674.87245356082,,,0,4,predictive_all_eligible,linear,long,1000,0.01,345569
2849,0.017521092954575934,3.0,-5.982478907045424,0.0,-1310.4562736227435,-17044.082406172412,,,0,4,non_overlapping_trade_tape,linear,long,1000,0.01,345569
3456,0.017687368761336586,5.0,-9.982312631238663,0.0,-1941.2682645677114,-34498.87245356082,,,0,4,predictive_all_eligible,linear,long,1000,0.01,345569
2849,0.017521092954575934,5.0,-9.982478907045424,0.0,-2186.6524417893875,-28440.082406172412,,,0,4,non_overlapping_trade_tape,linear,long,1000,0.01,345569
