problem,family,task,model,fold,train_rows,validation_rows,validation_start_utc,horizon_ms,n,positives,base_rate,roc_auc,pr_auc,pr_auc_lift,log_loss,brier,accuracy,queue_cell,threshold_ticks,mean_target,median_target,mae,median_abs_error,rmse,spearman,sign_accuracy,r2
catastrophic_50_midpoint,catastrophic,classification,lightgbm,0,49940,25855,2026-08-18T08:54:52.966Z,,25855,6061,0.2344227422,0.5604412964,0.2717820328,1.159367177,0.5807543636,0.1892827634,0.7501837169,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,naive,1,75784,25621,2026-08-18T14:52:00.649Z,,25621,5974,0.2331681043,0.5,0.2331681043,1,0.5441498867,0.1791695613,0.7668318957,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,linear,1,75784,25621,2026-08-18T14:52:00.649Z,,25621,5974,0.2331681043,0.5911562377,0.2886759614,1.238059392,0.5356345906,0.1761595693,0.766285469,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,lightgbm,1,75784,25621,2026-08-18T14:52:00.649Z,,25621,5974,0.2331681043,0.5593351035,0.2756873023,1.182354264,0.5701393754,0.1854120326,0.7566839702,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,naive,2,101411,23106,2026-08-18T20:49:08.333Z,,23106,5679,0.2457803168,0.5,0.2457803168,1,0.5597232161,0.1861006769,0.7542196832,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,linear,2,101411,23106,2026-08-18T20:49:08.333Z,,23106,5679,0.2457803168,0.584068569,0.3007148433,1.223510683,0.5570120898,0.184625722,0.7538734528,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,lightgbm,2,101411,23106,2026-08-18T20:49:08.333Z,,23106,5679,0.2457803168,0.5942985896,0.3193168495,1.299196183,0.5675807244,0.1860629556,0.7539167316,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,naive,3,124533,23123,2026-08-19T02:46:16.016Z,,23123,4114,0.1779180902,0.5,0.1779180902,1,0.4746577901,0.1483835366,0.8220819098,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,linear,3,124533,23123,2026-08-19T02:46:16.016Z,,23123,4114,0.1779180902,0.6136681335,0.2529912291,1.421953377,0.4618254322,0.1442917881,0.8223846387,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,lightgbm,3,124533,23123,2026-08-19T02:46:16.016Z,,23123,4114,0.1779180902,0.5699384957,0.2259182109,1.269787747,0.4802267042,0.1504446157,0.8145136877,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,naive,4,147652,26008,2026-08-19T08:43:23.700Z,,26008,7403,0.2846431867,0.5,0.2846431867,1,0.6099664208,0.2082240983,0.7153568133,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,linear,4,147652,26008,2026-08-19T08:43:23.700Z,,26008,7403,0.2846431867,0.6426453638,0.3844423232,1.350611366,0.5797065827,0.1971272438,0.7145878191,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,lightgbm,4,147652,26008,2026-08-19T08:43:23.700Z,,26008,7403,0.2846431867,0.6233178273,0.3756809116,1.319831035,0.587521265,0.1990294297,0.7123961858,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,naive,5,173622,36357,2026-08-19T14:40:31.383Z,,36357,15141,0.4164535028,0.5,0.4164535028,1,0.7678882126,0.2789545131,0.5835464972,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,linear,5,173622,36357,2026-08-19T14:40:31.383Z,,36357,15141,0.4164535028,0.57574318,0.4762526252,1.143591354,0.7188418273,0.2580353816,0.5871496548,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,lightgbm,5,173622,36357,2026-08-19T14:40:31.383Z,,36357,15141,0.4164535028,0.5674426386,0.4839228073,1.162009214,0.6903895838,0.2465936281,0.5906702973,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,naive,6,209980,36199,2026-08-19T20:37:39.066Z,,36179,15507,0.428618812,0.5,0.428618812,1,0.7498442641,0.2734975391,0.571381188,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,linear,6,209980,36199,2026-08-19T20:37:39.066Z,,36179,15507,0.428618812,0.5592994783,0.4717233109,1.100566045,0.7098949278,0.2558920902,0.5707178197,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,lightgbm,6,209980,36199,2026-08-19T20:37:39.066Z,,36179,15507,0.428618812,0.5684170634,0.4896258235,1.142333957,0.6897459509,0.2467295106,0.5780148705,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,naive,7,246176,34177,2026-08-20T02:34:46.750Z,,34177,11655,0.3410188138,0.5,0.3410188138,1,0.649277798,0.2279193918,0.6589811862,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,linear,7,246176,34177,2026-08-20T02:34:46.750Z,,34177,11655,0.3410188138,0.5648934293,0.3933337031,1.153407634,0.6419840674,0.2246225076,0.6540363402,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,lightgbm,7,246176,34177,2026-08-20T02:34:46.750Z,,34177,11655,0.3410188138,0.5625777489,0.4001781203,1.173478131,0.6459550347,0.2255880982,0.6538022647,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,naive,8,280326,37867,2026-08-20T08:31:54.433Z,,37867,16235,0.4287374231,0.5,0.4287374231,1,0.7254922997,0.2638057525,0.5712625769,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,linear,8,280326,37867,2026-08-20T08:31:54.433Z,,37867,16235,0.4287374231,0.5494817303,0.4626286856,1.079048995,0.687878487,0.24695707,0.567882325,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,lightgbm,8,280326,37867,2026-08-20T08:31:54.433Z,,37867,16235,0.4287374231,0.5708388137,0.4928102293,1.149445331,0.6748706257,0.2410128272,0.5760952809,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,naive,9,318187,36749,2026-08-20T14:29:02.116Z,,36748,16378,0.4456841189,0.5,0.4456841189,1,0.7291326939,0.2660869216,0.5543158811,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,linear,9,318187,36749,2026-08-20T14:29:02.116Z,,36748,16378,0.4456841189,0.5295880812,0.4689404492,1.052181196,0.7016880138,0.2534071216,0.5517034941,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,lightgbm,9,318187,36749,2026-08-20T14:29:02.116Z,,36748,16378,0.4456841189,0.5450472373,0.4914084514,1.102593587,0.691076058,0.2484392226,0.5591052574,midpoint,50,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,naive,0,81842,41354,2026-08-18T08:54:52.966Z,,41354,3308,0.07999226193,0.5,0.07999226193,1,0.2813067698,0.07391643226,0.9200077381,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,linear,0,81842,41354,2026-08-18T08:54:52.966Z,,41354,3308,0.07999226193,0.7754420586,0.2858173427,3.573062391,0.2403021046,0.06610694628,0.9215311699,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,lightgbm,0,81842,41354,2026-08-18T08:54:52.966Z,,41354,3308,0.07999226193,0.7542621352,0.2558590723,3.198547785,0.2466292804,0.06706278182,0.9215795328,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,naive,1,123198,41162,2026-08-18T14:52:00.649Z,,41162,3037,0.07378164326,0.5,0.07378164326,1,0.263576961,0.06837223397,0.9262183567,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,linear,1,123198,41162,2026-08-18T14:52:00.649Z,,41162,3037,0.07378164326,0.749623889,0.2385010836,3.232526046,0.2328463807,0.06271189731,0.9271901268,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,lightgbm,1,123198,41162,2026-08-18T14:52:00.649Z,,41162,3037,0.07378164326,0.7381065568,0.2341760619,3.173906836,0.2366710918,0.06303127555,0.9274816578,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,naive,2,164362,41162,2026-08-18T20:49:08.333Z,,41162,2576,0.0625819931,0.5,0.0625819931,1,0.2343896938,0.05871257816,0.9374180069,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,linear,2,164362,41162,2026-08-18T20:49:08.333Z,,41162,2576,0.0625819931,0.7281804601,0.1754995321,2.804313563,0.2129845868,0.05555632923,0.9377824207,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,lightgbm,2,164362,41162,2026-08-18T20:49:08.333Z,,41162,2576,0.0625819931,0.7190755211,0.1889791376,3.019704682,0.2146641815,0.05536620968,0.9380253632,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,naive,3,205530,41129,2026-08-19T02:46:16.016Z,,41129,2036,0.04950278392,0.5,0.04950278392,1,0.2000390695,0.04739782653,0.9504972161,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,linear,3,205530,41129,2026-08-19T02:46:16.016Z,,41129,2036,0.04950278392,0.7337313163,0.1674870194,3.383385866,0.1781403375,0.04436865266,0.9509591772,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,lightgbm,3,205530,41129,2026-08-19T02:46:16.016Z,,41129,2036,0.04950278392,0.7179834802,0.176253209,3.560470644,0.1795809401,0.04424798379,0.9513481971,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,naive,4,246655,41419,2026-08-19T08:43:23.700Z,,41419,4122,0.09951954417,0.5,0.09951954417,1,0.3325519389,0.09080800429,0.9004804558,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,linear,4,246655,41419,2026-08-19T08:43:23.700Z,,41419,4122,0.09951954417,0.8019689884,0.3525556277,3.542576794,0.2692283971,0.07746072673,0.9031603853,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,lightgbm,4,246655,41419,2026-08-19T08:43:23.700Z,,41419,4122,0.09951954417,0.8095812522,0.3703890205,3.721771674,0.2618406612,0.07556865151,0.9047055699,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,naive,5,288069,41849,2026-08-19T14:40:31.383Z,,41849,9651,0.2306148295,0.5,0.2306148295,1,0.6694068566,0.2032687234,0.7693851705,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,linear,5,288069,41849,2026-08-19T14:40:31.383Z,,41849,9651,0.2306148295,0.7218074506,0.4471726071,1.939045325,0.5087197137,0.1628886309,0.776410428,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,lightgbm,5,288069,41849,2026-08-19T14:40:31.383Z,,41849,9651,0.2306148295,0.721266608,0.4588851682,1.989833738,0.4847607865,0.1561880174,0.7833639991,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,naive,6,329917,41323,2026-08-19T20:37:39.066Z,,41316,10673,0.2583260722,0.5,0.2583260722,1,0.6914577585,0.2198412504,0.7416739278,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,linear,6,329917,41323,2026-08-19T20:37:39.066Z,,41316,10673,0.2583260722,0.6792568874,0.4289163898,1.660368178,0.5454854145,0.1793793109,0.7476522413,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,lightgbm,6,329917,41323,2026-08-19T20:37:39.066Z,,41316,10673,0.2583260722,0.6893817972,0.4544745916,1.759305933,0.5326860403,0.1745459475,0.7527592216,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,naive,7,371239,41673,2026-08-20T02:34:46.750Z,,41670,6595,0.1582673386,0.5,0.1582673386,1,0.4479423554,0.1356484617,0.8417326614,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,linear,7,371239,41673,2026-08-20T02:34:46.750Z,,41670,6595,0.1582673386,0.7162499507,0.3461232204,2.186952933,0.3999810726,0.1220695257,0.8423326134,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,lightgbm,7,371239,41673,2026-08-20T02:34:46.750Z,,41670,6595,0.1582673386,0.7254901265,0.3792688858,2.396381269,0.390342705,0.1186140351,0.8462682985,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,naive,8,412906,41790,2026-08-20T08:31:54.433Z,,41788,12041,0.288144922,0.5,0.288144922,1,0.7120824137,0.2354837774,0.711855078,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,linear,8,412906,41790,2026-08-20T08:31:54.433Z,,41788,12041,0.288144922,0.6659238028,0.4455871964,1.546399615,0.5708563199,0.1925765189,0.7166650713,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,lightgbm,8,412906,41790,2026-08-20T08:31:54.433Z,,41788,12041,0.288144922,0.6778028522,0.4681826445,1.624816573,0.5582406058,0.1875877396,0.7245142146,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,naive,9,454689,41361,2026-08-20T14:29:02.116Z,,41359,11183,0.270388549,0.5,0.270388549,1,0.6533567048,0.2170094974,0.729611451,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,linear,9,454689,41361,2026-08-20T14:29:02.116Z,,41359,11183,0.270388549,0.667668208,0.4342964952,1.606194111,0.5510572442,0.1836765928,0.7360671196,optimistic,25,,,,,,,,
catastrophic_25_optimistic,catastrophic,classification,lightgbm,9,454689,41361,2026-08-20T14:29:02.116Z,,41359,11183,0.270388549,0.6783475037,0.4593199564,1.698740416,0.5417691537,0.1799181928,0.7438526077,optimistic,25,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,naive,0,81842,41354,2026-08-18T08:54:52.966Z,,41354,1669,0.04035885283,0.5,0.04035885283,1,0.1721318735,0.03891331717,0.9596411472,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,linear,0,81842,41354,2026-08-18T08:54:52.966Z,,41354,1669,0.04035885283,0.7474912796,0.1582179761,3.920279319,0.1538361996,0.03695571076,0.959737873,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,lightgbm,0,81842,41354,2026-08-18T08:54:52.966Z,,41354,1669,0.04035885283,0.7286678579,0.1221677382,3.027036936,0.1626326389,0.03764644435,0.9596169657,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,naive,1,123198,41162,2026-08-18T14:52:00.649Z,,41162,1453,0.03529954813,0.5,0.03529954813,1,0.1529635812,0.03406968816,0.9647004519,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,linear,1,123198,41162,2026-08-18T14:52:00.649Z,,41162,1453,0.03529954813,0.7211031659,0.1078486108,3.055240548,0.1413767272,0.03299676331,0.9645789806,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,lightgbm,1,123198,41162,2026-08-18T14:52:00.649Z,,41162,1453,0.03529954813,0.6994343588,0.1037457718,2.939011327,0.1462605222,0.03317784004,0.9645789806,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,naive,2,164362,41162,2026-08-18T20:49:08.333Z,,41162,1241,0.03014916671,0.5,0.03014916671,1,0.1353368337,0.02924487586,0.9698508333,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,linear,2,164362,41162,2026-08-18T20:49:08.333Z,,41162,1241,0.03014916671,0.6998943582,0.07532722139,2.498484357,0.127657838,0.02870797852,0.9698508333,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,lightgbm,2,164362,41162,2026-08-18T20:49:08.333Z,,41162,1241,0.03014916671,0.6887094558,0.07917388856,2.626072201,0.1302134575,0.02874377288,0.969923716,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,naive,3,205530,41129,2026-08-19T02:46:16.016Z,,41129,865,0.02103138904,0.5,0.02103138904,1,0.104195346,0.02070725915,0.978968611,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,linear,3,205530,41129,2026-08-19T02:46:16.016Z,,41129,865,0.02103138904,0.6758402635,0.0709667759,3.37432662,0.09727728607,0.02016657341,0.9791144934,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,lightgbm,3,205530,41129,2026-08-19T02:46:16.016Z,,41129,865,0.02103138904,0.6717274945,0.07749838383,3.684891362,0.09801386031,0.02016814474,0.9792603759,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,naive,4,246655,41419,2026-08-19T08:43:23.700Z,,41419,2450,0.05915159709,0.5,0.05915159709,1,0.2359895345,0.05649746214,0.9408484029,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,linear,4,246655,41419,2026-08-19T08:43:23.700Z,,41419,2450,0.05915159709,0.7918557556,0.2319702253,3.921622352,0.1954363742,0.05128139774,0.9410656945,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,lightgbm,4,246655,41419,2026-08-19T08:43:23.700Z,,41419,2450,0.05915159709,0.7986266949,0.2358355672,3.986968718,0.1914262369,0.05061088874,0.9418141433,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,naive,5,288069,41849,2026-08-19T14:40:31.383Z,,41849,6919,0.165332505,0.5,0.165332505,1,0.587046739,0.1551879029,0.834667495,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,linear,5,288069,41849,2026-08-19T14:40:31.383Z,,41849,6919,0.165332505,0.7198681715,0.3652948537,2.20945575,0.4210997943,0.1282874086,0.8327080695,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,lightgbm,5,288069,41849,2026-08-19T14:40:31.383Z,,41849,6919,0.165332505,0.7106925763,0.3614652583,2.186292758,0.4107163186,0.1249379669,0.8384429735,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,naive,6,329917,41323,2026-08-19T20:37:39.066Z,,41316,7457,0.1804869784,0.5,0.1804869784,1,0.5804847039,0.1647236825,0.8195130216,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,linear,6,329917,41323,2026-08-19T20:37:39.066Z,,41316,7457,0.1804869784,0.6643901699,0.3161176332,1.751470582,0.4643842829,0.1427877225,0.8191983735,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,lightgbm,6,329917,41323,2026-08-19T20:37:39.066Z,,41316,7457,0.1804869784,0.6698836049,0.3335951348,1.848305832,0.45374153,0.1395123397,0.8214009101,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,naive,7,371239,41673,2026-08-20T02:34:46.750Z,,41670,4262,0.1022798176,0.5,0.1022798176,1,0.3397314188,0.09318753976,0.8977201824,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,linear,7,371239,41673,2026-08-20T02:34:46.750Z,,41670,4262,0.1022798176,0.7140564454,0.2591522253,2.53375721,0.3038710222,0.08625593716,0.8947444204,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,lightgbm,7,371239,41673,2026-08-20T02:34:46.750Z,,41670,4262,0.1022798176,0.721569437,0.2823676134,2.76073638,0.2971774042,0.08376500416,0.8982481401,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,naive,8,412906,41790,2026-08-20T08:31:54.433Z,,41788,8881,0.2125251268,0.5,0.2125251268,1,0.6246190749,0.1879705322,0.7874748732,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,linear,8,412906,41790,2026-08-20T08:31:54.433Z,,41788,8881,0.2125251268,0.6492458657,0.3318216813,1.561329177,0.5002623116,0.161392462,0.7841006988,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,lightgbm,8,412906,41790,2026-08-20T08:31:54.433Z,,41788,8881,0.2125251268,0.6605304066,0.3534446102,1.663072106,0.4898042458,0.1576683339,0.7902986503,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,naive,9,454689,41361,2026-08-20T14:29:02.116Z,,41359,8191,0.1980463744,0.5,0.1980463744,1,0.5636756288,0.1722517474,0.8019536256,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,linear,9,454689,41361,2026-08-20T14:29:02.116Z,,41359,8191,0.1980463744,0.6460087204,0.3123940889,1.577378479,0.4822286349,0.1531376135,0.8004545564,optimistic,50,,,,,,,,
catastrophic_50_optimistic,catastrophic,classification,lightgbm,9,454689,41361,2026-08-20T14:29:02.116Z,,41359,8191,0.1980463744,0.6583068734,0.3376739741,1.70502477,0.4725119832,0.1498101205,0.8041780507,optimistic,50,,,,,,,,
