problem,family,task,model,fold,train_rows,validation_rows,validation_start_utc,horizon_ms,n,positives,base_rate,roc_auc,pr_auc,pr_auc_lift,log_loss,brier,accuracy,queue_cell,threshold_ticks,mean_target,median_target,mae,median_abs_error,rmse,spearman,sign_accuracy,r2
catastrophic_25_conservative,catastrophic,classification,naive,0,42001,21506,2026-08-18T08:54:52.966Z,,21506,13614,0.6330326421,0.5,0.6330326421,1,0.659827719,0.2334941594,0.6330326421,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,linear,0,42001,21506,2026-08-18T08:54:52.966Z,,21506,13614,0.6330326421,0.6206087064,0.7095077158,1.120807473,0.6390808428,0.2233487697,0.646377755,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,lightgbm,0,42001,21506,2026-08-18T08:54:52.966Z,,21506,13614,0.6330326421,0.5879525459,0.6921543939,1.093394476,0.6863294536,0.2395219088,0.6188040547,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,naive,1,63488,21367,2026-08-18T14:52:00.649Z,,21367,13610,0.6369635419,0.5,0.6369635419,1,0.6566828261,0.2319660515,0.6369635419,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,linear,1,63488,21367,2026-08-18T14:52:00.649Z,,21367,13610,0.6369635419,0.6242816306,0.7196552501,1.129821729,0.633235318,0.2209039067,0.6556839987,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,lightgbm,1,63488,21367,2026-08-18T14:52:00.649Z,,21367,13610,0.6369635419,0.6051214058,0.7259935182,1.139772484,0.6596394668,0.2319252783,0.6292881546,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,naive,2,84857,19031,2026-08-18T20:49:08.333Z,,19031,12345,0.648678472,0.5,0.648678472,1,0.650444434,0.2289153096,0.648678472,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,linear,2,84857,19031,2026-08-18T20:49:08.333Z,,19031,12345,0.648678472,0.6321002931,0.7265315963,1.120018048,0.6311442713,0.219717581,0.6591876412,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,lightgbm,2,84857,19031,2026-08-18T20:49:08.333Z,,19031,12345,0.648678472,0.6189395104,0.7331342935,1.130196739,0.6489254189,0.2274785358,0.6317061636,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,naive,3,103903,19180,2026-08-19T02:46:16.016Z,,19180,10544,0.5497393118,0.5,0.5497393118,1,0.6993076589,0.2528613503,0.5497393118,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,linear,3,103903,19180,2026-08-19T02:46:16.016Z,,19180,10544,0.5497393118,0.6196097203,0.6421003304,1.168008757,0.6790356447,0.2423666466,0.5871220021,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,lightgbm,3,103903,19180,2026-08-19T02:46:16.016Z,,19180,10544,0.5497393118,0.6106519116,0.6399518497,1.164100576,0.6999391658,0.2484430915,0.5929614181,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,naive,4,123080,22407,2026-08-19T08:43:23.700Z,,22407,14167,0.6322577766,0.5,0.6322577766,1,0.6586550865,0.232938233,0.6322577766,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,linear,4,123080,22407,2026-08-19T08:43:23.700Z,,22407,14167,0.6322577766,0.6529338102,0.7307972817,1.15585337,0.6243171308,0.2167016166,0.6639443031,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,lightgbm,4,123080,22407,2026-08-19T08:43:23.700Z,,22407,14167,0.6322577766,0.6420716628,0.7337871958,1.160582318,0.6336532129,0.2201047164,0.6596599277,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,naive,5,145451,34763,2026-08-19T14:40:31.383Z,,34763,24130,0.6941288151,0.5,0.6941288151,1,0.6295541393,0.2186499778,0.6941288151,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,linear,5,145451,34763,2026-08-19T14:40:31.383Z,,34763,24130,0.6941288151,0.5753171255,0.7232452423,1.04194672,0.6285240807,0.2175073309,0.6822483675,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,lightgbm,5,145451,34763,2026-08-19T14:40:31.383Z,,34763,24130,0.6941288151,0.5978831394,0.7608204631,1.096079642,0.6117358189,0.2110714808,0.6823921986,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,naive,6,180214,34913,2026-08-19T20:37:39.066Z,,34899,24460,0.7008796814,0.5,0.7008796814,1,0.6212945312,0.2147002878,0.7008796814,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,linear,6,180214,34913,2026-08-19T20:37:39.066Z,,34899,24460,0.7008796814,0.585089237,0.7460548328,1.064454931,0.6103364158,0.2099996048,0.6931717241,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,lightgbm,6,180214,34913,2026-08-19T20:37:39.066Z,,34899,24460,0.7008796814,0.6065562838,0.7677690872,1.09543636,0.5978807377,0.2044842622,0.7001919826,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,naive,7,215128,31668,2026-08-20T02:34:46.750Z,,31668,21701,0.6852658835,0.5,0.6852658835,1,0.6271082073,0.2176032563,0.6852658835,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,linear,7,215128,31668,2026-08-20T02:34:46.750Z,,31668,21701,0.6852658835,0.6123957019,0.7512620882,1.096307442,0.6078031108,0.2090008498,0.6886446886,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,lightgbm,7,215128,31668,2026-08-20T02:34:46.750Z,,31668,21701,0.6852658835,0.6147974505,0.7577828533,1.105823114,0.6077661509,0.2090969354,0.6810029051,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,naive,8,246769,36712,2026-08-20T08:31:54.433Z,,36712,24242,0.6603290477,0.5,0.6603290477,1,0.641208824,0.2244725348,0.6603290477,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,linear,8,246769,36712,2026-08-20T08:31:54.433Z,,36712,24242,0.6603290477,0.589786093,0.7189851342,1.088828572,0.6313938275,0.2200054629,0.6609827849,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,lightgbm,8,246769,36712,2026-08-20T08:31:54.433Z,,36712,24242,0.6603290477,0.6119569402,0.7395678738,1.119999001,0.6226811861,0.2160753249,0.6683373284,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,naive,9,283475,35408,2026-08-20T14:29:02.116Z,,35406,24838,0.7015195165,0.5,0.7015195165,1,0.6158308429,0.2121701916,0.7015195165,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,linear,9,283475,35408,2026-08-20T14:29:02.116Z,,35406,24838,0.7015195165,0.5858758738,0.7546586371,1.075748599,0.605917537,0.2080334574,0.696633339,conservative,25,,,,,,,,
catastrophic_25_conservative,catastrophic,classification,lightgbm,9,283475,35408,2026-08-20T14:29:02.116Z,,35406,24838,0.7015195165,0.5982464858,0.7662082344,1.092212285,0.6002490789,0.205620857,0.699598938,conservative,25,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,naive,0,42001,21506,2026-08-18T08:54:52.966Z,,21506,7426,0.3452989863,0.5,0.3452989863,1,0.6515972042,0.2290974375,0.6547010137,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,linear,0,42001,21506,2026-08-18T08:54:52.966Z,,21506,7426,0.3452989863,0.5756517191,0.40722348,1.179335869,0.6459075127,0.225282894,0.6576304287,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,lightgbm,0,42001,21506,2026-08-18T08:54:52.966Z,,21506,7426,0.3452989863,0.5653860419,0.3912287437,1.133014458,0.6911663685,0.2405345245,0.632102669,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,naive,1,63488,21367,2026-08-18T14:52:00.649Z,,21367,6968,0.3261103571,0.5,0.3261103571,1,0.6321237064,0.2200786761,0.6738896429,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,linear,1,63488,21367,2026-08-18T14:52:00.649Z,,21367,6968,0.3261103571,0.5919488415,0.3930110684,1.20514746,0.6223509907,0.2155295069,0.6711283755,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,lightgbm,1,63488,21367,2026-08-18T14:52:00.649Z,,21367,6968,0.3261103571,0.5612384363,0.3751484327,1.150372641,0.6649512272,0.2304576095,0.6559648055,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,naive,2,84857,19031,2026-08-18T20:49:08.333Z,,19031,6557,0.3445431139,0.5,0.3445431139,1,0.6462965196,0.2268364992,0.6554568861,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,linear,2,84857,19031,2026-08-18T20:49:08.333Z,,19031,6557,0.3445431139,0.5850459699,0.4013871142,1.164983707,0.6434090962,0.2250502957,0.6508853975,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,lightgbm,2,84857,19031,2026-08-18T20:49:08.333Z,,19031,6557,0.3445431139,0.5873141313,0.4172149822,1.210922423,0.6617843012,0.2303742352,0.652093952,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,naive,3,103903,19180,2026-08-19T02:46:16.016Z,,19180,4880,0.2544316997,0.5,0.2544316997,1,0.5771036185,0.1938465826,0.7455683003,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,linear,3,103903,19180,2026-08-19T02:46:16.016Z,,19180,4880,0.2544316997,0.6044342829,0.3445191314,1.354073143,0.5646026014,0.188946425,0.7470281543,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,lightgbm,3,103903,19180,2026-08-19T02:46:16.016Z,,19180,4880,0.2544316997,0.5845357102,0.3175261089,1.247981715,0.5813516079,0.1960990888,0.7178832117,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,naive,4,123080,22407,2026-08-19T08:43:23.700Z,,22407,8662,0.3865756237,0.5,0.3865756237,1,0.6807774028,0.2431727208,0.6134243763,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,linear,4,123080,22407,2026-08-19T08:43:23.700Z,,22407,8662,0.3865756237,0.6304634821,0.4754803029,1.229980045,0.6495090413,0.2294541554,0.6134243763,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,lightgbm,4,123080,22407,2026-08-19T08:43:23.700Z,,22407,8662,0.3865756237,0.6058927412,0.4772884177,1.234657305,0.6620943099,0.2337154905,0.6115499621,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,naive,5,145451,34763,2026-08-19T14:40:31.383Z,,34763,17705,0.5093058712,0.5,0.5093058712,1,0.7689561897,0.2854859273,0.4906941288,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,linear,5,145451,34763,2026-08-19T14:40:31.383Z,,34763,17705,0.5093058712,0.558515327,0.5458517616,1.071756272,0.7429483716,0.2722058043,0.5074648333,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,lightgbm,5,145451,34763,2026-08-19T14:40:31.383Z,,34763,17705,0.5093058712,0.5520806217,0.5550203573,1.089758412,0.717278135,0.2605946457,0.5130167132,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,naive,6,180214,34913,2026-08-19T20:37:39.066Z,,34899,17814,0.5104444253,0.5,0.5104444253,1,0.7420326009,0.2734691503,0.4895555747,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,linear,6,180214,34913,2026-08-19T20:37:39.066Z,,34899,17814,0.5104444253,0.5528756028,0.5404064309,1.05869788,0.7202744117,0.2623792966,0.5033382045,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,lightgbm,6,180214,34913,2026-08-19T20:37:39.066Z,,34899,17814,0.5104444253,0.5682138775,0.5694711495,1.115637905,0.6993972568,0.2521462691,0.5415914496,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,naive,7,215128,31668,2026-08-20T02:34:46.750Z,,31668,14569,0.4600543135,0.5,0.4600543135,1,0.7026009125,0.2545047273,0.5399456865,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,linear,7,215128,31668,2026-08-20T02:34:46.750Z,,31668,14569,0.4600543135,0.5551788742,0.4950026688,1.075965716,0.6948051319,0.2504914854,0.5399456865,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,lightgbm,7,215128,31668,2026-08-20T02:34:46.750Z,,31668,14569,0.4600543135,0.566251324,0.5149884198,1.119407871,0.6943156776,0.2495562284,0.557092333,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,naive,8,246769,36712,2026-08-20T08:31:54.433Z,,36712,18575,0.5059653519,0.5,0.5059653519,1,0.7197084042,0.262977881,0.4940346481,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,linear,8,246769,36712,2026-08-20T08:31:54.433Z,,36712,18575,0.5059653519,0.5517485304,0.5386956785,1.064688869,0.6961816656,0.2513081513,0.5309707997,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,lightgbm,8,246769,36712,2026-08-20T08:31:54.433Z,,36712,18575,0.5059653519,0.580328944,0.580806958,1.147918441,0.6819965094,0.2445576413,0.5542601874,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,naive,9,283475,35408,2026-08-20T14:29:02.116Z,,35406,19015,0.5370558662,0.5,0.5370558662,1,0.7248514939,0.2656151762,0.4629441338,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,linear,9,283475,35408,2026-08-20T14:29:02.116Z,,35406,19015,0.5370558662,0.533383255,0.5564093883,1.036036329,0.7063523505,0.2562850986,0.5054792973,conservative,50,,,,,,,,
catastrophic_50_conservative,catastrophic,classification,lightgbm,9,283475,35408,2026-08-20T14:29:02.116Z,,35406,19015,0.5370558662,0.5569715704,0.5893066185,1.097291093,0.6924470005,0.2495351641,0.5368581596,conservative,50,,,,,,,,
severity_conservative,severity,regression,naive,0,25138,21506,2026-08-18T08:54:52.966Z,,13614,,,,,,,,,conservative,,69.21323637,54.5,31.35654473,17,56.85863684,,1,-0.1530166194
severity_conservative,severity,regression,linear,0,25138,21506,2026-08-18T08:54:52.966Z,,13614,,,,,,,,,conservative,,69.21323637,54.5,31.84171734,24.11008835,53.0940033,0.1110274835,1,-0.005387832858
severity_conservative,severity,regression,lightgbm,0,25138,21506,2026-08-18T08:54:52.966Z,,13614,,,,,,,,,conservative,,69.21323637,54.5,31.56914281,18.36184939,56.40748921,0.08092507011,1,-0.1347918765
severity_conservative,severity,regression,naive,1,38730,21367,2026-08-18T14:52:00.649Z,,13610,,,,,,,,,conservative,,64.52060985,51.5,27.90481264,18,43.22025571,,1,-0.1176115658
severity_conservative,severity,regression,linear,1,38730,21367,2026-08-18T14:52:00.649Z,,13610,,,,,,,,,conservative,,64.52060985,51.5,29.62302123,25.34515381,40.89303239,0.1050828357,1,-0.0004948479545
severity_conservative,severity,regression,lightgbm,1,38730,21367,2026-08-18T14:52:00.649Z,,13610,,,,,,,,,conservative,,64.52060985,51.5,27.9984024,18.76025422,43.02704611,0.1039559831,1,-0.1076416745
severity_conservative,severity,regression,naive,2,52334,19031,2026-08-18T20:49:08.333Z,,12345,,,,,,,,,conservative,,66.56618064,52.5,29.28659376,19,44.89601595,,1,-0.1468664248
severity_conservative,severity,regression,linear,2,52334,19031,2026-08-18T20:49:08.333Z,,12345,,,,,,,,,conservative,,66.56618064,52.5,30.09642598,23.35094833,41.94357182,0.1061826283,1,-0.0009861163278
severity_conservative,severity,regression,lightgbm,2,52334,19031,2026-08-18T20:49:08.333Z,,12345,,,,,,,,,conservative,,66.56618064,52.5,29.67364843,19.52364653,44.57225658,0.09049003368,1,-0.1303852325
severity_conservative,severity,regression,naive,3,64709,19180,2026-08-19T02:46:16.016Z,,10544,,,,,,,,,conservative,,60.28973824,46.5,25.7189871,18,37.61345382,,1,-0.07266402436
severity_conservative,severity,regression,linear,3,64709,19180,2026-08-19T02:46:16.016Z,,10544,,,,,,,,,conservative,,60.28973824,46.5,28.84629332,26.22402191,36.61662032,0.09857640957,1,-0.01656183527
severity_conservative,severity,regression,lightgbm,3,64709,19180,2026-08-19T02:46:16.016Z,,10544,,,,,,,,,conservative,,60.28973824,46.5,25.95857536,18.34460006,37.2963536,0.1144146901,1,-0.05465407449
severity_conservative,severity,regression,naive,4,75265,22407,2026-08-19T08:43:23.700Z,,14167,,,,,,,,,conservative,,76.37001482,59.5,37.32353356,20,63.0290807,,1,-0.2025961671
severity_conservative,severity,regression,linear,4,75265,22407,2026-08-19T08:43:23.700Z,,14167,,,,,,,,,conservative,,76.37001482,59.5,36.78625395,26.99331665,57.41848212,0.1828985989,1,0.001975311373
severity_conservative,severity,regression,lightgbm,4,75265,22407,2026-08-19T08:43:23.700Z,,14167,,,,,,,,,conservative,,76.37001482,59.5,36.25612461,21.9615407,60.40602335,0.1597946364,1,-0.104583018
severity_conservative,severity,regression,naive,5,89384,34763,2026-08-19T14:40:31.383Z,,24130,,,,,,,,,conservative,,107.653937,80.5,63.70486946,29,131.4368796,,1,-0.2232812531
severity_conservative,severity,regression,linear,5,89384,34763,2026-08-19T14:40:31.383Z,,24130,,,,,,,,,conservative,,107.653937,80.5,56.2040703,32.9121933,119.7593292,0.2097761432,0.9999585578,-0.01557160404
severity_conservative,severity,regression,lightgbm,5,89384,34763,2026-08-19T14:40:31.383Z,,24130,,,,,,,,,conservative,,107.653937,80.5,58.87629425,30.9560442,125.0146565,0.1893834574,1,-0.1066587034
severity_conservative,severity,regression,naive,6,113498,34913,2026-08-19T20:37:39.066Z,,24460,,,,,,,,,conservative,,102.7447261,78.5,56.97166803,28,100.14431,,1,-0.2710381715
severity_conservative,severity,regression,linear,6,113498,34913,2026-08-19T20:37:39.066Z,,24460,,,,,,,,,conservative,,102.7447261,78.5,53.41828022,35.90097427,85.14063733,0.1527307481,0.9997547016,0.08128706797
severity_conservative,severity,regression,lightgbm,6,113498,34913,2026-08-19T20:37:39.066Z,,24460,,,,,,,,,conservative,,102.7447261,78.5,52.82860799,31.4976565,89.11282585,0.1805903233,1,-0.006436705733
severity_conservative,severity,regression,naive,7,137977,31668,2026-08-20T02:34:46.750Z,,21701,,,,,,,,,conservative,,88.31010092,68.5,44.14510852,25,81.67957611,,1,-0.1420897845
severity_conservative,severity,regression,linear,7,137977,31668,2026-08-20T02:34:46.750Z,,21701,,,,,,,,,conservative,,88.31010092,68.5,45.84213308,34.41737366,75.59977479,0.09462495003,1,0.02160483032
severity_conservative,severity,regression,lightgbm,7,137977,31668,2026-08-20T02:34:46.750Z,,21701,,,,,,,,,conservative,,88.31010092,68.5,43.45020871,27.74982705,76.4450751,0.1166574504,1,-0.0003968594586
severity_conservative,severity,regression,naive,8,159657,36712,2026-08-20T08:31:54.433Z,,24242,,,,,,,,,conservative,,112.0331656,87.5,63.05556472,32,101.3129367,,1,-0.3490329107
severity_conservative,severity,regression,linear,8,159657,36712,2026-08-20T08:31:54.433Z,,24242,,,,,,,,,conservative,,112.0331656,87.5,61.0958149,45.83543015,89.98700477,0.06921103201,0.9999587493,-0.06427124871
severity_conservative,severity,regression,lightgbm,8,159657,36712,2026-08-20T08:31:54.433Z,,24242,,,,,,,,,conservative,,112.0331656,87.5,58.15227602,38.95099526,90.6398491,0.1074927574,1,-0.07976957105
severity_conservative,severity,regression,naive,9,183916,35408,2026-08-20T14:29:02.116Z,,24838,,,,,,,,,conservative,,103.4739915,83.5,53.71962316,31,83.48914464,,1,-0.2974248216
severity_conservative,severity,regression,linear,9,183916,35408,2026-08-20T14:29:02.116Z,,24838,,,,,,,,,conservative,,103.4739915,83.5,52.98887794,41.16035461,75.12713815,0.06177184143,1,-0.05054792626
severity_conservative,severity,regression,lightgbm,9,183916,35408,2026-08-20T14:29:02.116Z,,24838,,,,,,,,,conservative,,103.4739915,83.5,50.60056,35.67833981,75.80777948,0.09472380667,1,-0.06966978975
catastrophic_25_midpoint,catastrophic,classification,naive,0,49940,25855,2026-08-18T08:54:52.966Z,,25855,11051,0.4274221621,0.5,0.4274221621,1,0.682904224,0.2448928458,0.5725778379,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,linear,0,49940,25855,2026-08-18T08:54:52.966Z,,25855,11051,0.4274221621,0.5896651761,0.5114502951,1.196592831,0.6724039401,0.2395371767,0.5910655579,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,lightgbm,0,49940,25855,2026-08-18T08:54:52.966Z,,25855,11051,0.4274221621,0.5527333406,0.4717877302,1.103798006,0.7186522146,0.2594884893,0.5472442468,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,naive,1,75784,25621,2026-08-18T14:52:00.649Z,,25621,11505,0.4490457047,0.5,0.4490457047,1,0.6897942069,0.2483091784,0.5509542953,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,linear,1,75784,25621,2026-08-18T14:52:00.649Z,,25621,11505,0.4490457047,0.5978754478,0.5221867267,1.162881019,0.6749439163,0.2411298102,0.5716794817,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,lightgbm,1,75784,25621,2026-08-18T14:52:00.649Z,,25621,11505,0.4490457047,0.5698395944,0.5147516323,1.146323474,0.7088085856,0.2547614526,0.5619999219,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,naive,2,101411,23106,2026-08-18T20:49:08.333Z,,23106,10543,0.4562884099,0.5,0.4562884099,1,0.6911369116,0.2489824079,0.5437115901,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,linear,2,101411,23106,2026-08-18T20:49:08.333Z,,23106,10543,0.4562884099,0.6025254344,0.5418802436,1.187582748,0.6787354105,0.2427078187,0.5791569289,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,lightgbm,2,101411,23106,2026-08-18T20:49:08.333Z,,23106,10543,0.4562884099,0.5977577685,0.5446238088,1.193595535,0.6922971204,0.2474819108,0.5825326755,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,naive,3,124533,23123,2026-08-19T02:46:16.016Z,,23123,8810,0.3810059248,0.5,0.3810059248,1,0.6699549641,0.2384611097,0.6189940752,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,linear,3,124533,23123,2026-08-19T02:46:16.016Z,,23123,8810,0.3810059248,0.6098616444,0.4721606048,1.239247408,0.6513307051,0.22965772,0.6211564243,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,lightgbm,3,124533,23123,2026-08-19T02:46:16.016Z,,23123,8810,0.3810059248,0.5832422967,0.4455499725,1.169404315,0.6731111182,0.238892252,0.6020412576,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,naive,4,147652,26008,2026-08-19T08:43:23.700Z,,26008,12019,0.4621270378,0.5,0.4621270378,1,0.6931939541,0.2500010071,0.5378729622,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,linear,4,147652,26008,2026-08-19T08:43:23.700Z,,26008,12019,0.4621270378,0.6487770653,0.5874050141,1.271089908,0.6593917337,0.2335559027,0.6039680098,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,lightgbm,4,147652,26008,2026-08-19T08:43:23.700Z,,26008,12019,0.4621270378,0.6303866009,0.5714692822,1.236606464,0.665940058,0.2365815323,0.5982390034,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,naive,5,173622,36357,2026-08-19T14:40:31.383Z,,36357,20590,0.5663283549,0.5,0.5663283549,1,0.7218689545,0.2642495625,0.4336716451,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,linear,5,173622,36357,2026-08-19T14:40:31.383Z,,36357,20590,0.5663283549,0.5735423359,0.611537294,1.07982814,0.6996294608,0.2517277844,0.5475424265,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,lightgbm,5,173622,36357,2026-08-19T14:40:31.383Z,,36357,20590,0.5663283549,0.5734401497,0.628034247,1.108957801,0.6814540128,0.2440695243,0.5697114723,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,naive,6,209980,36199,2026-08-19T20:37:39.066Z,,36179,21366,0.5905635866,0.5,0.5905635866,1,0.71448674,0.2606355207,0.4094364134,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,linear,6,209980,36199,2026-08-19T20:37:39.066Z,,36179,21366,0.5905635866,0.5649570537,0.6315907914,1.069471274,0.6847876922,0.2456953079,0.5612371818,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,lightgbm,6,209980,36199,2026-08-19T20:37:39.066Z,,36179,21366,0.5905635866,0.5777404046,0.6533757517,1.106359699,0.671221033,0.2392009521,0.5902595428,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,naive,7,246176,34177,2026-08-20T02:34:46.750Z,,34177,17561,0.513825087,0.5,0.513825087,1,0.6960148002,0.2514321424,0.486174913,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,linear,7,246176,34177,2026-08-20T02:34:46.750Z,,34177,17561,0.513825087,0.577551015,0.5731368134,1.115431745,0.6851318676,0.245918164,0.5566023934,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,lightgbm,7,246176,34177,2026-08-20T02:34:46.750Z,,34177,17561,0.513825087,0.5760071599,0.5842567522,1.137073232,0.6876318065,0.2471564989,0.5558123884,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,naive,8,280326,37867,2026-08-20T08:31:54.433Z,,37867,21272,0.5617556183,0.5,0.5617556183,1,0.699415365,0.2531319994,0.4382443817,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,linear,8,280326,37867,2026-08-20T08:31:54.433Z,,37867,21272,0.5617556183,0.5643703299,0.6087537779,1.083662999,0.6816121944,0.2441555163,0.5678559168,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,lightgbm,8,280326,37867,2026-08-20T08:31:54.433Z,,37867,21272,0.5617556183,0.5806714699,0.6293927759,1.120403171,0.67427776,0.2407195857,0.5827237436,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,naive,9,318187,36749,2026-08-20T14:29:02.116Z,,36748,21415,0.5827528029,0.5,0.5827528029,1,0.6972609827,0.2520565191,0.4172471971,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,linear,9,318187,36749,2026-08-20T14:29:02.116Z,,36748,21415,0.5827528029,0.5522348817,0.6235969752,1.070088333,0.6803358434,0.2436301249,0.5701806901,midpoint,25,,,,,,,,
catastrophic_25_midpoint,catastrophic,classification,lightgbm,9,318187,36749,2026-08-20T14:29:02.116Z,,36748,21415,0.5827528029,0.5602305752,0.6361601025,1.091646577,0.6758425984,0.2415092272,0.5783716121,midpoint,25,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,naive,0,49940,25855,2026-08-18T08:54:52.966Z,,25855,6061,0.2344227422,0.5,0.2344227422,1,0.547313129,0.1803927532,0.7655772578,midpoint,50,,,,,,,,
catastrophic_50_midpoint,catastrophic,classification,linear,0,49940,25855,2026-08-18T08:54:52.966Z,,25855,6061,0.2344227422,0.5671646344,0.2868911615,1.223819663,0.5457551329,0.178899227,0.7651131309,midpoint,50,,,,,,,,
