grouping,queue_cell,phase2_block,eligible_opportunities,filled,fill_rate,markout_100ms_observed,markout_100ms_mean,markout_100ms_median,markout_100ms_std,markout_100ms_p1,markout_100ms_p5,markout_100ms_p10,markout_100ms_p25,markout_100ms_p50,markout_100ms_p75,markout_100ms_p90,markout_100ms_p95,markout_100ms_p99,markout_100ms_frac_favourable,markout_500ms_observed,markout_500ms_mean,markout_500ms_median,markout_500ms_std,markout_500ms_p1,markout_500ms_p5,markout_500ms_p10,markout_500ms_p25,markout_500ms_p50,markout_500ms_p75,markout_500ms_p90,markout_500ms_p95,markout_500ms_p99,markout_500ms_frac_favourable,markout_1000ms_observed,markout_1000ms_mean,markout_1000ms_median,markout_1000ms_std,markout_1000ms_p1,markout_1000ms_p5,markout_1000ms_p10,markout_1000ms_p25,markout_1000ms_p50,markout_1000ms_p75,markout_1000ms_p90,markout_1000ms_p95,markout_1000ms_p99,markout_1000ms_frac_favourable,markout_5000ms_observed,markout_5000ms_mean,markout_5000ms_median,markout_5000ms_std,markout_5000ms_p1,markout_5000ms_p5,markout_5000ms_p10,markout_5000ms_p25,markout_5000ms_p50,markout_5000ms_p75,markout_5000ms_p90,markout_5000ms_p95,markout_5000ms_p99,markout_5000ms_frac_favourable,catastrophic_10_rate,catastrophic_25_rate,catastrophic_50_rate,catastrophic_100_rate,utc_day,file_index,segment_id,side
phase2_validation_block,optimistic,7,42852,41673,0.9724866984,41673,-3.188851295,0.5,22.91664207,-88.5,-36.7,-8.5,0.5,0.5,0.5,0.5,0.5,40.5,0.8817459746,41673,-5.047812732,0.5,44.93295035,-159.78,-68.5,-35.5,0.5,0.5,0.5,0.5,33.5,113.5,0.830249802,41670,-5.556539477,0.5,61.02998511,-205.81,-91.5,-51.5,0.5,0.5,0.5,21.5,62.5,165.5,0.787137029,41663,-7.080347071,0.5,144.0421512,-419.5,-194.5,-127.5,-46.5,0.5,32.5,107.5,171.5,378.5,0.6211746634,0.1886729062,0.1582673386,0.1022798176,0.04307655388,,,,
phase2_validation_block,optimistic,8,42852,41790,0.975217026,41790,-7.062694425,0.5,33.97319296,-127.5,-63.5,-38.5,0.5,0.5,0.5,0.5,3.5,71.5,0.7877482651,41788,-10.05550637,0.5,66.4141224,-219.5,-121.5,-77.5,-17.5,0.5,0.5,38.5,76.5,172.5,0.6997463387,41788,-10.57076194,0.5,90.83531947,-289.63,-157.5,-105.5,-37.5,0.5,0.5,73.5,122.5,238.5,0.6376232411,41780,-11.27897319,0.5,199.8772273,-544.71,-323.5,-233.5,-109.5,0.5,86.5,207.5,298.5,517.71,0.5089995213,0.3282042692,0.288144922,0.2125251268,0.1073035321,,,,
phase2_validation_block,optimistic,9,42854,41361,0.9651607785,41361,-6.643456396,0.5,28.76424235,-114.5,-59.5,-35.5,0.5,0.5,0.5,0.5,0.5,62.5,0.7948792341,41361,-10.49735258,0.5,55.15333612,-189.5,-108.5,-72.5,-11.5,0.5,0.5,20.5,62.5,144.5,0.7193491453,41359,-11.65485142,0.5,74.98618713,-243.5,-139.5,-95.5,-32.5,0.5,0.5,57.5,100.5,197.5,0.6627094466,41351,-12.63757829,0.5,166.03157,-461.5,-275.5,-201.5,-95.5,0.5,69.5,174.5,245.5,426.5,0.5270247394,0.3070673856,0.270388549,0.1980463744,0.09226528688,,,,
utc_day,conservative,,21364,9115,0.4266523123,9115,-26.1816237,-19.5,28.93331222,-120.5,-77.5,-63.5,-38.5,-19.5,-5.5,0.5,0.5,0.5,0.1356006583,9115,-39.07849698,-26.5,42.85706168,-199.5,-129.5,-91.5,-56.5,-26.5,-9.5,0.5,0.5,0.5,0.1194733955,9115,-42.88288535,-28.5,47.8869038,-213.5,-147.5,-101.5,-60.5,-28.5,-9.5,0.5,0.5,0.5,0.1188151399,9115,-52.50394953,-34.5,63.47228963,-280.1,-174.5,-139.5,-75.5,-34.5,-12.5,0.5,0.5,75.5,0.1318705431,0.7478880965,0.5443773999,0.3106966539,0.1041140976,2026-08-17,,,
utc_day,conservative,,172794,83622,0.4839404146,83622,-27.07597283,-23.5,32.45321677,-114.29,-69.5,-53.5,-37.5,-23.5,-8.5,-0.5,0.5,0.5,0.09444882926,83622,-40.06053431,-31.5,42.14061874,-178.5,-110.5,-87.5,-54.5,-31.5,-13.5,-0.5,0.5,0.5,0.0870105953,83622,-43.43099304,-34.5,45.37982376,-201.5,-124.5,-97.5,-59.5,-34.5,-14.5,-0.5,0.5,1.5,0.0895936476,83621,-53.45864675,-39.5,67.40288491,-266.5,-167.5,-126.5,-79.5,-39.5,-17.5,0.5,1.5,105.5,0.1132371055,0.7928774724,0.6248475282,0.3152041329,0.09159072971,2026-08-18,,,
utc_day,conservative,,172796,107550,0.622410241,107550,-31.37555556,-26.5,72.31302947,-153.5,-92.5,-72.5,-45.5,-26.5,-8.5,0.5,0.5,39.5,0.1219432822,107550,-51.65569503,-38.5,96.76234001,-276.5,-165.5,-123.5,-75.5,-38.5,-14.5,0.5,0.5,99.5,0.1048907485,107550,-55.9532636,-40.5,114.2418397,-347.5,-194.5,-144.5,-84.5,-40.5,-14.5,0.5,18.5,157.5,0.1234495583,107550,-66.99785216,-49.5,213.4356648,-613.5,-314.5,-223.5,-119.5,-49.5,-8.5,60.5,149.5,426.5,0.2007345421,0.7865922827,0.6567549977,0.4287401209,0.1916132032,2026-08-19,,,
utc_day,conservative,,147124,118727,0.8069859438,118727,-39.34618073,-32.5,44.32080164,-186.5,-110,-86.5,-56.5,-32.5,-11.5,0.5,0.5,28.37,0.1027651671,118725,-58.31833228,-45.5,74.19756748,-288.5,-181.5,-140.5,-88.5,-45.5,-15.5,0.5,6.5,109.5,0.1233522847,118711,-62.74859112,-49.5,90.93519004,-337.5,-213.5,-164.5,-99.5,-49.5,-14.5,0.5,49.5,166.5,0.1492532284,118678,-70.84754125,-61.5,178.1386544,-574.5,-343.5,-259.5,-150.5,-61.5,0.5,107.5,190.5,407.5,0.2727885539,0.7743343077,0.6820850637,0.4975191852,0.2456301438,2026-08-20,,,
utc_day,midpoint,,21364,11118,0.5204081633,11118,-17.34547581,-4.5,27.77702718,-110.5,-68.5,-51.5,-27.5,-4.5,0.5,0.5,0.5,0.5,0.4365893146,11118,-26.75157402,-10.5,40.3960573,-194.5,-105.5,-76.5,-39.5,-10.5,0.5,0.5,0.5,0.5,0.4078071596,11108,-29.80059417,-12.5,45.73141899,-213.5,-122.5,-91.5,-42.5,-12.5,0.5,0.5,0.5,0.5,0.397371264,11108,-38.69364422,-19.5,59.34245725,-251.5,-158.5,-123.5,-58.5,-19.5,0.5,0.5,0.5,55.43,0.3450666187,0.5128736046,0.385667987,0.2202016565,0.07490097227,2026-08-17,,,
utc_day,midpoint,,172794,100564,0.5819878005,100564,-17.43578219,-7.5,30.32260569,-102.5,-60.5,-45.5,-29.5,-7.5,0.5,0.5,0.5,0.5,0.4190565212,100564,-26.85086114,-13.5,40.54609405,-160.5,-98.5,-74.5,-39.5,-13.5,0.5,0.5,0.5,0.5,0.3918101905,100564,-29.45281115,-16.5,44.33701437,-180.5,-109.5,-82.5,-44.5,-16.5,0.5,0.5,0.5,27.5,0.3774213436,100564,-38.06436697,-25.5,65.97514951,-251.5,-149.35,-111.5,-63.5,-25.5,0.5,0.5,24.5,117.5,0.3294220596,0.5441012688,0.4308698938,0.2202676902,0.06424764329,2026-08-18,,,
utc_day,midpoint,,172796,119092,0.6892057687,119092,-21.8935067,-11.5,68.4908595,-138.5,-83.5,-62.5,-36.5,-11.5,0.5,0.5,0.5,39.5,0.3783377557,119092,-37.65936419,-22.5,92.36405487,-256.5,-148.5,-108.5,-60.5,-22.5,0.5,0.5,0.5,99.5,0.335412958,119092,-41.6124047,-25.5,109.2908074,-322.5,-175.5,-126.5,-68.5,-25.5,0.5,0.5,26.5,160.5,0.3273267726,119092,-51.31242653,-33.5,204.2992151,-580.5,-290.5,-202.5,-99.5,-33.5,0.5,68.5,153.5,420.5,0.3266970074,0.6037517214,0.5051976623,0.3322725288,0.1494726766,2026-08-19,,,
utc_day,midpoint,,147124,124309,0.8449267285,124309,-28.50178185,-17.5,43.10226981,-170.5,-99.5,-76.5,-45.5,-17.5,0.5,0.5,0.5,36.5,0.3402569404,124302,-44.04174913,-29.5,72.53520142,-268.5,-165.5,-124.5,-73.5,-29.5,0.5,0.5,17.5,119.5,0.3114109186,124288,-48.20294397,-34.5,89.19341318,-314.63,-196.5,-148.5,-84.5,-34.5,0.5,3.5,61.5,176.63,0.3050495623,124254,-55.98601252,-45.5,175.7667107,-546.5,-326.5,-243.5,-134.5,-45.5,8.5,121.5,203.5,412.5,0.3412767396,0.6313722966,0.5559265577,0.4036431514,0.1978147528,2026-08-20,,,
utc_day,optimistic,,21364,20613,0.9648474069,20613,-0.9133313928,0.5,9.489522337,-50.5,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9482365498,20613,-1.559501286,0.5,16.30538119,-73.38,-13.5,0.5,0.5,0.5,0.5,0.5,0.5,24.5,0.9341192451,20612,-1.720454104,0.5,19.74182591,-89.5,-23.5,0.5,0.5,0.5,0.5,0.5,0.5,45.5,0.9207257908,20602,-2.409814581,0.5,39.34244145,-152.5,-63.5,-29.5,0.5,0.5,0.5,12.5,45.5,127.5,0.8318609844,0.06602949738,0.04783621192,0.02522802251,0.007519891325,2026-08-17,,,
utc_day,optimistic,,172794,166024,0.9608203989,166024,-1.110402713,0.5,10.35459028,-44.5,-10.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9348286995,166024,-1.950199971,0.5,18.81346736,-77.5,-26.5,0.5,0.5,0.5,0.5,0.5,0.5,38.5,0.9142352913,166024,-2.215818195,0.5,23.37347008,-93.5,-35.5,-3.5,0.5,0.5,0.5,0.5,0.5,59.5,0.8934190238,166014,-3.154721891,0.5,48.93336101,-165.5,-79.5,-44.5,0.5,0.5,0.5,30.5,62.5,144.5,0.7883913405,0.0907097769,0.06792993784,0.03153158579,0.00820363321,2026-08-18,,,
utc_day,optimistic,,172796,166844,0.9655547582,166844,-2.886648606,0.5,54.09149567,-88.5,-34.5,-6.5,0.5,0.5,0.5,0.5,0.5,40.5,0.887265949,166844,-4.969753183,0.5,71.1810955,-171.5,-69.5,-32.5,0.5,0.5,0.5,0.5,27.5,116.5,0.8415885498,166844,-5.444945578,0.5,86.86774174,-218.5,-92.5,-47.5,0.5,0.5,0.5,11.5,57.5,171.5,0.8070532953,166841,-6.990173279,0.5,173.0315031,-447.5,-197.5,-116.5,-26.5,0.5,1.5,94.5,169.5,400.5,0.6858865627,0.173095826,0.1446321114,0.0956702069,0.04447867469,2026-08-19,,,
utc_day,optimistic,,147124,142702,0.9699437209,142702,-5.565402027,0.5,28.16033688,-108.5,-53.5,-29.5,0.5,0.5,0.5,0.5,0.5,57.5,0.8214881361,142697,-8.462767262,0.5,54.64951511,-191.5,-99.5,-61.5,-0.5,0.5,0.5,15.5,57.5,143.5,0.7498826184,142688,-9.202403145,0.5,74.2605674,-244.5,-128.5,-84.5,-20.5,0.5,0.5,50.5,94.5,200.5,0.6956856919,142648,-10.45765451,0.5,166.2670388,-474.5,-264.5,-185.5,-80.5,0.5,57.5,159.5,237.5,441.5,0.5489666872,0.2741505943,0.2376093294,0.1672600359,0.07748374075,2026-08-20,,,
segment,conservative,,9116,3891,0.4268319438,3891,-25.98830635,-19.5,28.83961597,-120.5,-76.5,-63.5,-35.5,-19.5,-6.5,0.5,0.5,0.5,0.1362117708,3891,-42.34939604,-26.5,47.9559935,-213.5,-151.5,-105.5,-60.5,-26.5,-8.5,0.5,0.5,0.5,0.1277306605,3891,-48.42778206,-29.5,55.50000974,-232.5,-175.5,-116.5,-64.5,-29.5,-10.5,0.5,0.5,0.5,0.1254176304,3891,-57.75134927,-34.5,66.64773716,-265.5,-187.5,-153.5,-86.5,-34.5,-12.5,0.5,0.5,40.5,0.1382677975,0.7602158828,0.5492161398,0.3518375739,0.1508609612,,0,1,
segment,conservative,,58964,29185,0.4949630283,29185,-25.64139113,-22.5,26.71457743,-118.5,-69.5,-52.5,-37.5,-22.5,-7.5,0.5,0.5,0.5,0.1115298955,29185,-36.96296042,-28.5,39.25515407,-176.66,-105.5,-80.5,-50.5,-28.5,-10.5,-0.5,0.5,0.5,0.09724173377,29185,-39.72806236,-30.5,41.36098093,-176.5,-119.5,-92.5,-54.5,-30.5,-11.5,-0.5,0.5,0.5,0.09898920678,29184,-48.90109306,-38.5,57.74287593,-239.5,-151.2,-117.5,-71.5,-38.5,-14.5,0.5,0.5,75.5,0.1104372259,0.7611444235,0.5870824053,0.2813774199,0.07366798013,,1,1,
segment,conservative,,165602,79372,0.4792937283,79372,-27.63254044,-24.5,32.53080037,-112.5,-71.5,-54.5,-37.5,-24.5,-9.5,-0.5,0.5,0.5,0.09048530968,79372,-41.07136648,-32.5,41.57516604,-173.5,-113.5,-89.5,-56.5,-32.5,-14.5,-0.5,0.5,0.5,0.08385828756,79372,-44.29662223,-34.5,45.2196997,-194.5,-125.5,-98.5,-62.5,-34.5,-15.5,-0.5,0.5,3.5,0.08644106234,79372,-55.1640062,-40.5,67.59517089,-267.5,-170.5,-130.5,-81.5,-40.5,-18.5,0.5,0.5,108.79,0.1093206672,0.8038225067,0.6347830469,0.3251398478,0.09652018344,,2,1,
segment,conservative,,145274,97566,0.6715998733,97566,-32.74331734,-27.5,75.93962121,-158.5,-97.5,-76.5,-47.5,-27.5,-8.5,0.5,0.5,44.5,0.122757928,97566,-54.25741037,-40.5,101.8142415,-294.5,-174.5,-131.5,-80.5,-40.5,-15.5,0.5,0.5,109.5,0.1072402271,97554,-58.89197778,-43.5,120.6285593,-361.5,-205.5,-154.5,-90.5,-43.5,-15.5,0.5,32.5,172.5,0.1302458126,97554,-69.83760276,-54.5,226.674787,-644.5,-338.5,-244.5,-133.5,-54.5,-3.5,83.5,173.5,452.5,0.2296061668,0.7845603461,0.6665436579,0.4559013469,0.212712959,,2,2,
segment,conservative,,236,189,0.8008474576,189,-28.82275132,-20.5,23.01772122,-100.5,-75.5,-58.5,-43.5,-20.5,-10.5,-0.5,0.5,0.5,0.07936507937,187,-34.78342246,-28.5,37.65191299,-154.5,-117.5,-77.5,-45.5,-28.5,-10.5,-2.9,0.5,63.5,0.07486631016,187,-45.16042781,-37.5,41.80399008,-154.5,-117.5,-109.5,-63,-37.5,-13.5,-4.5,0.5,63.5,0.06417112299,171,-52.92105263,-30.5,77.75019138,-232.5,-217.5,-201.5,-107.5,-30.5,8.5,32.5,35.5,63.5,0.2923976608,0.8663101604,0.6470588235,0.4010695187,0.128342246,,2,3,
segment,conservative,,34076,25052,0.7351801855,25052,-33.81923599,-29.5,34.10562522,-135.5,-93.5,-75.5,-49.5,-29.5,-11.5,0.5,0.5,17.5,0.1013891106,25052,-52.94036404,-40.5,60.94069911,-230.5,-152.5,-117.5,-76.5,-40.5,-16.5,-0.5,0.5,45.99,0.09639948906,25052,-57.58107137,-44.5,69.63416663,-258.5,-172.5,-135.5,-84.5,-44.5,-17.5,0.5,0.5,86.5,0.1031454574,25039,-71.63215384,-60.5,109.4306207,-406.5,-257.5,-199.5,-118.5,-60.5,-13.5,35.6,85.5,213.5,0.1843923479,0.8079594444,0.6889669487,0.4548938209,0.182779818,,2,4,
segment,conservative,,32396,26415,0.8153784418,26415,-41.44694302,-32.5,53.74415148,-229.5,-122.8,-93.5,-57.5,-32.5,-9.5,0.5,0.5,36.5,0.1201968578,26415,-59.71881507,-44.5,90.18214518,-357.36,-208.5,-152.5,-89.5,-44.5,-10.5,0.5,26.5,144.5,0.1529812606,26415,-63.04792731,-47.5,109.8032651,-406.36,-244.5,-178.5,-100.5,-47.5,-8.5,12.5,71.5,214.5,0.1843270869,26415,-69.99806928,-57.5,226.5175026,-720.5,-403.5,-289.5,-159.5,-57.5,9.5,143.1,252.5,560.08,0.3016846489,0.7378762067,0.6522051864,0.4849895892,0.2519780428,,2,5,
segment,conservative,,68414,57344,0.8381910135,57344,-41.22193255,-33.75,44.52007758,-188.5,-114.5,-90.5,-60.5,-33.75,-11.5,0.5,0.5,33.5,0.1007254464,57344,-60.65459333,-50.5,73.58889912,-283.5,-185.5,-146.5,-94.5,-50.5,-16.5,0.5,23.5,119.5,0.1284702846,57342,-65.64216456,-55.5,92.27269698,-336.5,-220.5,-174.5,-108.5,-55.5,-14.5,7.5,63.5,171.5,0.1597607338,57338,-70.94076354,-64.5,183.5491576,-569.5,-360.5,-279.5,-164.5,-64.5,13.5,130.5,213.5,415.13,0.2992954062,0.7714240871,0.6893725367,0.5269610408,0.2784520945,,2,6,
segment,midpoint,,9116,4626,0.507459412,4626,-18.89018591,-8.5,28.45547955,-120.5,-67.5,-54.5,-28.5,-8.5,0.5,0.5,0.5,0.5,0.4085603113,4626,-31.59511457,-13.5,46.19542074,-213.5,-126.5,-94.5,-43.5,-13.5,0.5,0.5,0.5,0.5,0.3819714656,4616,-36.04831023,-14.5,53.55237456,-232.5,-150.5,-109.5,-53.5,-14.5,0.5,0.5,0.5,0.5,0.3773830156,4616,-45.24761698,-23.5,65.14302786,-265.5,-175.5,-147.5,-66.5,-23.5,0.5,0.5,0.5,40.5,0.3275563258,0.5413778163,0.4163778163,0.2666811092,0.1165511265,,0,1,
segment,midpoint,,58964,34551,0.5859677091,34551,-16.75659171,-6.5,25.7470732,-103.5,-61.5,-45.5,-28.5,-6.5,0.5,0.5,0.5,0.5,0.4233451998,34551,-24.60924431,-10.5,37.64403075,-154.5,-94.5,-68.5,-38.5,-10.5,0.5,0.5,0.5,0.5,0.3957338427,34551,-26.65119678,-13.5,40.98627639,-164.5,-100.5,-77.5,-39.5,-13.5,0.5,0.5,0.5,27.5,0.3834910712,34551,-35.01413852,-23.5,56.31788506,-222.5,-138.5,-101.5,-55.5,-23.5,0.5,0.5,3.5,86.5,0.325026772,0.5232844201,0.4027090388,0.1979971636,0.05015773784,,1,1,
segment,midpoint,,165602,95807,0.5785376988,95807,-17.76187544,-7.5,30.40367608,-102.5,-60.5,-45.5,-29.5,-7.5,0.5,0.5,0.5,0.5,0.4144373584,95807,-27.63286086,-15.5,40.23319831,-160.5,-100.5,-76.5,-41.5,-15.5,0.5,0.5,0.5,0.5,0.387915288,95807,-30.27386308,-17.5,44.00453887,-179.5,-112.5,-84.5,-45.5,-17.5,0.5,0.5,0.5,20.5,0.3716847412,95807,-39.5709969,-27.5,66.07357016,-255.5,-151.5,-115.5,-66.5,-27.5,0.5,0.5,21.5,117.5,0.3233792938,0.5537173693,0.4398843508,0.226528333,0.06837704969,,2,1,
segment,midpoint,,145274,105854,0.7286506877,105854,-23.34210327,-13.5,72.60391751,-144.5,-87.5,-66.5,-39.5,-13.5,0.5,0.5,0.5,46.5,0.3659096491,105849,-40.4485588,-25.5,98.03445356,-273.02,-158.5,-115.5,-65.5,-25.5,0.5,0.5,0.5,109.5,0.319549547,105837,-44.81941571,-28.5,116.3517909,-338.14,-188.5,-136.5,-75.5,-28.5,0.5,0.5,39.5,176.5,0.3139261317,105837,-54.42082164,-37.5,218.9865793,-619.14,-316.5,-223.5,-114.5,-37.5,0.5,92.5,179.5,451.14,0.3333238848,0.618753366,0.5268667857,0.3622740629,0.1696571142,,2,2,
segment,midpoint,,236,193,0.8177966102,193,-21.91968912,-15.5,24.71219811,-100.5,-71.9,-58.5,-38.5,-15.5,0.5,0.5,0.5,0.5,0.3575129534,191,-25.46335079,-17.5,38.92142851,-154.5,-117.5,-63.5,-41.5,-17.5,0.5,0.5,11.5,63.5,0.3455497382,190,-31.26052632,-28.5,44.35984134,-154.5,-117.5,-93.5,-54.25,-28.5,0.5,0.5,40.5,63.5,0.3315789474,174,-40.34482759,-19.5,78.7637431,-232.5,-217.5,-135.2,-99.5,-19.5,19.5,35.5,63.5,100.5,0.3793103448,0.6105263158,0.5105263158,0.2947368421,0.09473684211,,2,3,
segment,midpoint,,34076,26997,0.792258481,26997,-22.55798792,-12.5,33.26105172,-125.54,-81.5,-63.5,-39.5,-12.5,0.5,0.5,0.5,25.5,0.3840056303,26997,-37.54481979,-23.5,59.65043509,-219.5,-135.5,-103.5,-60.5,-23.5,0.5,0.5,0.5,62.54,0.3447790495,26997,-42.05422825,-28.5,68.65995622,-250.5,-156.5,-117.5,-68.5,-28.5,0.5,0.5,0.5,101.5,0.3245916213,26984,-54.58304921,-41.5,109.3063826,-388.84,-235.5,-182.5,-104.5,-41.5,0.5,48.5,102.5,237.5,0.2986584643,0.6088454273,0.5203911546,0.3400007408,0.1377190058,,2,4,
segment,midpoint,,32396,27728,0.8559081368,27728,-29.53624495,-13.5,51.98872994,-204.5,-110.5,-80.5,-46.5,-13.5,0.5,0.5,0.5,45.5,0.3679313329,27728,-44.20645196,-26.5,87.99991607,-334.23,-185.5,-135.5,-72.5,-26.5,0.5,0.5,38.5,156.5,0.3382862089,27728,-47.41230886,-30.5,107.6213768,-389.96,-221.5,-158.5,-84.5,-30.5,0.5,25.5,81.5,220.5,0.3349682631,27728,-54.42859204,-42.5,222.9066713,-697.5,-380.5,-270.5,-142.5,-42.5,26.5,151.8,264.5,568.5,0.3668493941,0.5995383728,0.5296090594,0.3898946913,0.203296307,,2,5,
segment,midpoint,,68414,59327,0.8671763089,59327,-30.77029009,-20.5,43.26619709,-173.5,-104.5,-80.5,-50.5,-20.5,0.5,0.5,0.5,42.37,0.3161461055,59327,-46.9861783,-34.5,71.86934063,-264.5,-171.5,-132.5,-80.5,-34.5,0.5,0.5,30.5,129.5,0.2934077233,59326,-51.45330041,-39.5,90.66228084,-313.5,-204.5,-159.5,-93.5,-39.5,0.5,21.5,73.5,182.5,0.2920136197,59321,-56.74993678,-49.5,181.6984868,-543.3,-344.5,-263.5,-150.5,-49.5,28.5,145.5,223.5,420.5,0.3535678765,0.6488723325,0.5781782018,0.4411725045,0.2280450393,,2,6,
segment,optimistic,,9116,8777,0.9628126371,8777,-1.031160989,0.5,9.578760186,-53.5,-4.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.943830466,8777,-2.102312863,0.5,18.12748623,-90.5,-16.5,0.5,0.5,0.5,0.5,0.5,0.5,10.74,0.9316395124,8776,-2.175079763,0.5,21.40889061,-101.5,-24.5,0.5,0.5,0.5,0.5,0.5,0.5,39.5,0.9204649043,8766,-2.936116815,0.5,42.50368089,-165.5,-67.5,-31.5,0.5,0.5,0.5,9.5,45.25,140.5,0.8315080995,0.06551959891,0.04899726527,0.02848678213,0.01059708295,,0,1,
segment,optimistic,,58964,56448,0.9573298962,56448,-1.0720929,0.5,10.24690916,-43.5,-7.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9376240079,56448,-1.78125,0.5,17.98569988,-71.5,-22.5,0.5,0.5,0.5,0.5,0.5,0.5,33.5,0.9186862245,56448,-2.018920068,0.5,21.0975763,-86.5,-30.5,-0.5,0.5,0.5,0.5,0.5,0.5,49.5,0.8978706066,56438,-2.883084092,0.5,41.79531428,-143.5,-69.5,-39.5,0.5,0.5,0.5,26.5,52.5,125.5,0.7877671073,0.08475056689,0.06099418934,0.02623653628,0.006466128118,,1,1,
segment,optimistic,,165602,159199,0.961335008,159199,-1.172953348,0.5,10.32323924,-45.5,-11.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9338563684,159199,-2.035157256,0.5,18.43965683,-78.52,-27.5,0.5,0.5,0.5,0.5,0.5,0.5,39.5,0.9137683026,159199,-2.30280341,0.5,23.25911396,-94.5,-36.5,-3.5,0.5,0.5,0.5,0.5,0.5,61.5,0.8934101345,159196,-3.295010553,0.5,48.93567743,-165.5,-81.5,-44.5,0.5,0.5,0.5,30.5,64.5,144.5,0.7904532777,0.09177821469,0.06956073845,0.03265724031,0.00848623421,,2,1,
segment,optimistic,,145274,140573,0.9676404587,140573,-3.521013993,0.5,59.05131662,-95.5,-40.5,-14.5,0.5,0.5,0.5,0.5,0.5,48.5,0.8690431306,140572,-6.011275361,0.5,78.04254145,-184.79,-82.5,-42.5,0.5,0.5,0.5,0.5,39.5,130.5,0.8133696611,140570,-6.582784378,0.5,95.4318014,-240.5,-107.5,-61.5,0.5,0.5,0.5,29.5,71.5,189.5,0.7734865192,140562,-8.346235113,0.5,190.8079868,-492.5,-228.5,-143.5,-42.5,0.5,22.5,118.5,198.5,439.195,0.64594983,0.2042541083,0.1732161912,0.1180550615,0.05559507719,,2,2,
segment,optimistic,,236,230,0.9745762712,230,-2.982608696,0.5,13.13042243,-56.18,-37.5,-8.7,0.5,0.5,0.5,0.5,0.5,8.34,0.8869565217,228,-4.030701754,0.5,23.12509413,-106.7,-43.5,-29.7,0.5,0.5,0.5,0.5,15.1,50.15,0.8157894737,226,-4.800884956,0.5,34.166653,-116.625,-63.5,-42.5,0.5,0.5,0.5,18,40,107.5,0.7566371681,217,-3.168202765,0.5,76.3696575,-221.02,-113.5,-99.5,-34.5,0.5,29.5,69.9,110.5,237.62,0.5806451613,0.2168141593,0.1725663717,0.07522123894,0.02212389381,,2,3,
segment,optimistic,,34076,33106,0.9715342176,33106,-2.750437987,0.5,16.84148681,-74.5,-31.5,-2.5,0.5,0.5,0.5,0.5,0.5,26.5,0.8920437383,33106,-4.68365251,0.5,33.61745596,-129.5,-59.5,-28.5,0.5,0.5,0.5,0.5,18.5,86.5,0.8425360962,33103,-5.082364136,0.5,44.04796367,-158.5,-78.5,-44.5,0.5,0.5,0.5,9.5,48.5,124.5,0.7974805909,33096,-6.90541153,0.5,98.96217589,-298.5,-170.5,-116.5,-44.5,0.5,27.5,99.5,145.5,267.55,0.6194706309,0.1777180316,0.1464217745,0.08920641634,0.03168897079,,2,4,
segment,optimistic,,32396,31583,0.9749043092,31583,-6.01228509,0.5,33.47591222,-125.68,-57.5,-31.5,0.5,0.5,0.5,0.5,0.5,65.5,0.8181933319,31581,-8.440850511,0.5,66.66458607,-232.5,-109.5,-66.5,-1.5,0.5,0.5,29.5,69.5,170.7,0.7427250562,31581,-8.899512365,0.5,91.4581108,-306.5,-145.5,-90.5,-22.5,0.5,0.5,62.5,110.5,247.5,0.6870903391,31573,-9.66024768,0.5,209.4084358,-607.78,-312.5,-212.5,-86.5,0.5,66.5,185.5,285.5,574.78,0.5467646407,0.2805167664,0.2439441436,0.1749152972,0.08897754979,,2,5,
segment,optimistic,,68414,66267,0.9686175344,66267,-6.731940483,0.5,30.55852854,-116.5,-60.5,-36.5,0.5,0.5,0.5,0.5,0.5,66.5,0.7906197655,66267,-10.29400003,0.5,58.33569761,-197.5,-112.5,-74.5,-14.5,0.5,0.5,28.5,69.5,155.5,0.7104893839,66265,-11.31048819,0.5,79.5519552,-255.5,-145.5,-99.5,-34.5,0.5,0.5,64.5,108.5,210.5,0.6524711386,66257,-12.23998219,0.5,175.6419173,-482.5,-290.5,-210.5,-99.5,0.5,73.5,183.5,261.5,452.38,0.5205789577,0.3160944692,0.2778691617,0.204693277,0.0981815438,,2,6,
side,conservative,,257039,160846,0.6257649617,160846,-32.48173097,-26.5,46.24740392,-157.5,-94,-72.5,-45.5,-26.5,-8.5,0.5,0.5,18.05,0.108190443,160846,-49.24844883,-37.5,68.58450436,-251.5,-154.5,-117.5,-72.5,-37.5,-13.5,0.5,0.5,84.05,0.1074568221,160834,-53.32124737,-39.5,82.21374146,-299.5,-182.5,-136.5,-80.5,-39.5,-13.5,0.5,15.5,141.5,0.1242523347,160831,-61.35703627,-46.5,165.9237014,-513.5,-291.5,-207.5,-111.5,-46.5,-6.5,58.5,139.5,368.5,0.2048734386,0.7763097355,0.6501796884,0.4133765249,0.1763930512,,,,0
