problem,family,task,model,horizon_ms,n,positives,base_rate,roc_auc,pr_auc,pr_auc_lift,log_loss,brier,accuracy,primary_metric,blocks,block_mean,block_median,block_worst,block_best,block_frac_expected_sign,block_bootstrap_p05,block_bootstrap_p95
level_disappears_500ms,level_failure,classification,naive,500,428526,80764,0.1884693111,0.6869911787,0.2980779801,1.581573034,0.5104007898,0.1582679917,0.8115306889,roc_auc,120,0.5003492486,0.5,0.4222770314,0.5974760463,0.03333333333,0.4983993145,0.502690537
level_disappears_500ms,level_failure,classification,linear,500,428526,80764,0.1884693111,0.8517692262,0.6451278517,3.422986204,0.3410658202,0.1048818407,0.8578756015,roc_auc,120,0.7490596873,0.7465157406,0.6599697586,0.8687105559,1,0.7426012958,0.7551848734
level_disappears_500ms,level_failure,classification,lightgbm,500,428526,80764,0.1884693111,0.8594931683,0.6698888448,3.554365647,0.3275547105,0.1006272378,0.8636628816,roc_auc,120,0.7654241615,0.7581147433,0.6933208703,0.879688681,1,0.7591789645,0.7718348417
level_disappears_1000ms,level_failure,classification,naive,1000,428526,121852,0.2843514746,0.6979898674,0.4361748317,1.533928503,0.6319494721,0.2138561544,0.7156485254,roc_auc,120,0.5012223151,0.5,0.4753227352,0.585935875,0.04166666667,0.4998160486,0.5029200651
level_disappears_1000ms,level_failure,classification,linear,1000,428526,121852,0.2843514746,0.8418760934,0.7141446613,2.511485697,0.4265275999,0.1378333205,0.800399509,roc_auc,120,0.7162597608,0.7118499271,0.6374494873,0.8790073529,1,0.7094213838,0.7228683949
level_disappears_1000ms,level_failure,classification,lightgbm,1000,428526,121852,0.2843514746,0.8476114069,0.7268865273,2.556295966,0.416044977,0.1343445034,0.8060467743,roc_auc,120,0.7312224573,0.7283911497,0.6419191978,0.8824803643,1,0.7236608046,0.7384337663
